company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Global Payments Inc,GPN,,1123360,2008.0,FY,2008-06-01,2009-05-31,2011-07-25 16:03:44+00:00,0.46,0.46,0.08,0.46,85252000.0,74178000.0,207017000.0,-132839000.0,37217000.0,36961000.0,504855000.0,1462306000.0,,,,664905000.0,504855000.0,957451000.0,7282000.0,7005000.0,664905000.0,292546000.0,-277000.0,292269000.0,1462306000.0,80900000.0,80900000.0,80900000.0
Global Payments Inc,GPN,,1123360,2009.0,Q4,2010-03-01,2010-05-31,,1.14,0.42,0.02,0.42,17890000.0,39032000.0,50711000.0,-11679000.0,34190000.0,4842000.0,152322000.0,425050000.0,,,,201243000.0,152322000.0,272728000.0,4814000.0,1930000.0,201243000.0,71485000.0,-2884000.0,68601000.0,425050000.0,81000000.0,81000000.0,82000000.0
Global Payments Inc,GPN,,1123360,2009.0,FY,2009-06-01,2010-05-31,2011-07-25 16:03:44+00:00,2.51,2.51,0.08,2.48,87379000.0,219109000.0,223010000.0,-3901000.0,203317000.0,15792000.0,584609000.0,1642468000.0,,,,734580000.0,584609000.0,1057859000.0,17519000.0,4629000.0,734580000.0,323279000.0,-12890000.0,310389000.0,1642468000.0,81000000.0,81000000.0,82000000.0
Global Payments Inc,GPN,,1123360,2009.0,Q3YTD,2009-06-01,2010-02-28,,1.37,2.09,0.06,2.06,69489000.0,180077000.0,172299000.0,7778000.0,169127000.0,10950000.0,432287000.0,1217418000.0,,,,533337000.0,432287000.0,785131000.0,12705000.0,2699000.0,533337000.0,251794000.0,-10006000.0,241788000.0,1217418000.0,80800000.0,80800000.0,82100000.0
Global Payments Inc,GPN,,1123360,2009.0,Q3,2009-12-01,2010-02-28,2011-04-01 16:02:52+00:00,0.6,0.6,0.02,0.59,20298000.0,51451000.0,50729000.0,722000.0,48461000.0,2990000.0,146202000.0,398535000.0,,,,178484000.0,146202000.0,252333000.0,4141000.0,1319000.0,178484000.0,73849000.0,-2822000.0,71027000.0,398535000.0,80800000.0,80800000.0,82100000.0
Global Payments Inc,GPN,,1123360,2009.0,Q2YTD,2009-06-01,2009-11-30,,0.77,1.49,0.04,1.47,49191000.0,128626000.0,121570000.0,7056000.0,120666000.0,7960000.0,286085000.0,818883000.0,,,,354853000.0,286085000.0,532798000.0,8564000.0,1380000.0,354853000.0,177945000.0,-7184000.0,170761000.0,818883000.0,81600000.0,81600000.0,82700000.0
Global Payments Inc,GPN,,1123360,2009.0,Q2,2009-09-01,2009-11-30,2011-01-07 19:26:56+00:00,0.77,0.77,0.02,0.76,23655000.0,66182000.0,61314000.0,4868000.0,62835000.0,3347000.0,144881000.0,408951000.0,,,,175368000.0,144881000.0,264070000.0,4423000.0,690000.0,175368000.0,88702000.0,-3733000.0,84969000.0,408951000.0,81600000.0,81600000.0,82700000.0
Global Payments Inc,GPN,,1123360,2009.0,Q1,2009-06-01,2009-08-31,2010-10-12 16:03:53+00:00,,0.72,0.02,0.71,25536000.0,62444000.0,60256000.0,2188000.0,57831000.0,4613000.0,141204000.0,409932000.0,,,,179485000.0,141204000.0,268728000.0,4141000.0,690000.0,179485000.0,89243000.0,-3451000.0,85792000.0,409932000.0,,80300000.0,81500000.0
Global Payments Inc,GPN,,1123360,2010.0,Q4,2011-03-01,2011-05-31,,0.73,0.73,0.02,0.73,24587000.0,62356000.0,62386000.0,-30000.0,58576000.0,3780000.0,191439000.0,519756000.0,,,,240172000.0,191439000.0,328317000.0,4706000.0,3534000.0,240172000.0,88145000.0,-1172000.0,86973000.0,519756000.0,79837000.0,79837000.0,79837000.0
Global Payments Inc,GPN,,1123360,2010.0,FY,2010-06-01,2011-05-31,2012-09-28 13:35:27+00:00,2.62,2.62,0.08,2.6,95076000.0,228156000.0,229131000.0,-975000.0,209238000.0,18918000.0,665017000.0,1859802000.0,,0.0,,863191000.0,665017000.0,1194785000.0,18161000.0,10774000.0,863191000.0,331594000.0,-7387000.0,324207000.0,1859802000.0,79837000.0,79837000.0,79837000.0
Global Payments Inc,GPN,,1123360,2010.0,Q3YTD,2010-06-01,2011-02-28,,1.89,1.89,0.06,1.87,70489000.0,165800000.0,166745000.0,-945000.0,150662000.0,15138000.0,473578000.0,1340046000.0,,,,623019000.0,473578000.0,866468000.0,13455000.0,7240000.0,623019000.0,243449000.0,-6215000.0,237234000.0,1340046000.0,79600000.0,79600000.0,81000000.0
Global Payments Inc,GPN,,1123360,2010.0,Q3TTM,2010-03-01,2011-02-28,,3.03,2.31,0.08,2.29,88379000.0,204832000.0,217456000.0,-12624000.0,184852000.0,19980000.0,625900000.0,1765096000.0,,,,824262000.0,625900000.0,1139196000.0,18269000.0,9170000.0,824262000.0,314934000.0,-9099000.0,305835000.0,1765096000.0,79600000.0,79600000.0,81000000.0
Global Payments Inc,GPN,,1123360,2010.0,Q3,2010-12-01,2011-02-28,2011-04-01 16:02:52+00:00,0.6,0.6,0.02,0.59,20962000.0,54123000.0,54553000.0,-430000.0,47789000.0,6334000.0,168332000.0,456382000.0,,,,209851000.0,168332000.0,288050000.0,4315000.0,1631000.0,209851000.0,78199000.0,-2684000.0,75515000.0,456382000.0,79600000.0,79600000.0,81000000.0
Global Payments Inc,GPN,,1123360,2010.0,Q2YTD,2010-06-01,2010-11-30,,1.29,1.29,0.04,1.28,49527000.0,111677000.0,112192000.0,-515000.0,102873000.0,8804000.0,305246000.0,883664000.0,,,,413168000.0,305246000.0,578418000.0,9140000.0,5609000.0,413168000.0,165250000.0,-3531000.0,161719000.0,883664000.0,79900000.0,79900000.0,79900000.0
Global Payments Inc,GPN,,1123360,2010.0,Q2TTM,2009-12-01,2010-11-30,,3.03,2.31,0.08,2.29,87715000.0,202160000.0,213632000.0,-11472000.0,185524000.0,16636000.0,603770000.0,1707249000.0,,,,792895000.0,603770000.0,1103479000.0,18095000.0,8858000.0,792895000.0,310584000.0,-9237000.0,301347000.0,1707249000.0,79900000.0,79900000.0,79900000.0
Global Payments Inc,GPN,,1123360,2010.0,Q2,2010-09-01,2010-11-30,2011-01-07 19:26:56+00:00,0.67,0.67,0.02,0.67,24546000.0,57883000.0,58370000.0,-487000.0,53505000.0,4378000.0,154205000.0,443526000.0,,,,206178000.0,154205000.0,289321000.0,4299000.0,4072000.0,206178000.0,83143000.0,-227000.0,82916000.0,443526000.0,79900000.0,79900000.0,79900000.0
Global Payments Inc,GPN,,1123360,2010.0,Q1TTM,2009-09-01,2010-08-31,,3.13,2.41,0.08,2.38,86824000.0,210459000.0,216576000.0,-6117000.0,194854000.0,15605000.0,594446000.0,1672674000.0,,,,762085000.0,594446000.0,1078228000.0,18219000.0,5476000.0,762085000.0,316143000.0,-12743000.0,303400000.0,1672674000.0,79597000.0,79597000.0,79597000.0
Global Payments Inc,GPN,,1123360,2010.0,Q1,2010-06-01,2010-08-31,2011-10-11 09:54:19+00:00,0.62,0.62,0.02,0.61,24981000.0,53794000.0,53822000.0,-28000.0,49368000.0,4426000.0,151041000.0,440138000.0,,,,206990000.0,151041000.0,289097000.0,4841000.0,1537000.0,206990000.0,82107000.0,-3304000.0,78803000.0,440138000.0,79597000.0,79597000.0,79597000.0
Global Payments Inc,GPN,,1123360,2011.0,Q1TTM,2010-09-01,2011-08-31,,2.8,2.8,0.08,2.78,105038000.0,246443000.0,247390000.0,-947000.0,223844000.0,22599000.0,705512000.0,1962435000.0,,,,898826000.0,705512000.0,1256923000.0,17407000.0,11738000.0,898826000.0,358097000.0,-5669000.0,352428000.0,1962435000.0,80076000.0,80076000.0,80076000.0
Global Payments Inc,GPN,,1123360,2011.0,Q1,2011-06-01,2011-08-31,2011-10-11 09:54:19+00:00,0.8,0.8,0.02,0.79,34943000.0,72081000.0,72081000.0,0.0,63974000.0,8107000.0,191536000.0,542771000.0,,,,242625000.0,191536000.0,351235000.0,4087000.0,2501000.0,242625000.0,108610000.0,-1586000.0,107024000.0,542771000.0,80076000.0,80076000.0,80076000.0
Global Payments Inc,GPN,,1123360,2012.0,FY,2011-06-01,2012-05-31,2014-07-29 17:14:21+00:00,2.39,2.39,0.08,2.37,82881000.0,217566000.0,217566000.0,,188161000.0,29405000.0,784756000.0,2203847000.0,,84438000.0,,1027304000.0,784756000.0,1419091000.0,16848000.0,9946000.0,1111742000.0,307349000.0,-6902000.0,300447000.0,2203847000.0,78829000.0,78829000.0,78829000.0
Global Payments Inc,GPN,,1123360,2012.0,Q3,2011-12-01,2012-02-29,2013-04-02 16:29:04+00:00,0.74,0.74,0.02,0.73,25328000.0,65690000.0,65690000.0,,57920000.0,7770000.0,194218000.0,533539000.0,,0.0,,246973000.0,194218000.0,339321000.0,3698000.0,2368000.0,246973000.0,92348000.0,-1330000.0,91018000.0,533539000.0,78421000.0,78421000.0,78421000.0
Global Payments Inc,GPN,,1123360,2012.0,Q2,2011-09-01,2011-11-30,2013-01-08 16:37:40+00:00,0.78,0.78,0.02,0.78,25812000.0,68149000.0,68149000.0,,61181000.0,6968000.0,185931000.0,530505000.0,,0.0,,247994000.0,185931000.0,344574000.0,4878000.0,2259000.0,247994000.0,96580000.0,-2619000.0,93961000.0,530505000.0,78348000.0,78348000.0,78348000.0
Global Payments Inc,GPN,,1123360,2013.0,Q4,2013-03-01,2013-05-31,,0.52,0.52,0.05,0.52,18585000.0,46366000.0,46366000.0,,40805000.0,5561000.0,229951000.0,618352000.0,,36775000.0,-8311000.0,290568000.0,229951000.0,388401000.0,8065000.0,3647000.0,319032000.0,69369000.0,-4418000.0,64951000.0,618352000.0,77767000.0,77767000.0,77767000.0
Global Payments Inc,GPN,,1123360,2013.0,FY,2012-06-01,2013-05-31,2015-07-30 14:42:01+00:00,2.78,2.78,0.08,2.76,95571000.0,238713000.0,238713000.0,,216125000.0,22588000.0,862075000.0,2375923000.0,,36775000.0,,1119860000.0,862075000.0,1513848000.0,33282000.0,10353000.0,1156635000.0,357213000.0,-22929000.0,334284000.0,2375923000.0,77767000.0,77767000.0,77767000.0
Global Payments Inc,GPN,,1123360,2013.0,Q3YTD,2012-06-01,2013-02-28,,2.25,2.25,0.24,2.25,76986000.0,192347000.0,192347000.0,,175320000.0,17027000.0,632124000.0,1757571000.0,,,8311000.0,829292000.0,632124000.0,1125447000.0,25217000.0,6706000.0,837603000.0,287844000.0,-18511000.0,269333000.0,1757571000.0,77756000.0,77756000.0,77756000.0
Global Payments Inc,GPN,,1123360,2013.0,Q3,2012-12-01,2013-02-28,2014-04-03 16:14:40+00:00,0.75,0.75,,0.75,23433000.0,62814000.0,62814000.0,,58462000.0,4352000.0,217465000.0,578746000.0,,,-1189000.0,271696000.0,217465000.0,361281000.0,7063000.0,2536000.0,270507000.0,90774000.0,-4527000.0,86247000.0,578746000.0,77756000.0,77756000.0,77756000.0
Global Payments Inc,GPN,,1123360,2013.0,Q2YTD,2012-06-01,2012-11-30,,1.48,1.48,0.11,1.48,53553000.0,129533000.0,129533000.0,,116858000.0,12675000.0,414659000.0,1178825000.0,,,9500000.0,557596000.0,414659000.0,764166000.0,18154000.0,4170000.0,567096000.0,197070000.0,-13984000.0,183086000.0,1178825000.0,78751000.0,78751000.0,78751000.0
Global Payments Inc,GPN,,1123360,2013.0,Q2,2012-09-01,2012-11-30,2014-01-08 16:21:59+00:00,0.89,0.89,,0.89,28789000.0,75371000.0,75371000.0,,70183000.0,5188000.0,210268000.0,588538000.0,,,-14489000.0,276177000.0,210268000.0,378270000.0,14609000.0,2187000.0,261688000.0,116582000.0,-12422000.0,104160000.0,588538000.0,78751000.0,78751000.0,78751000.0
Global Payments Inc,GPN,,1123360,2013.0,Q1,2012-06-01,2012-08-31,2013-10-01 16:24:14+00:00,0.59,0.59,0.02,0.59,24764000.0,54162000.0,54162000.0,,46675000.0,7487000.0,204391000.0,590287000.0,,,23989000.0,281419000.0,204391000.0,385896000.0,3545000.0,1983000.0,305408000.0,80488000.0,-1562000.0,78926000.0,590287000.0,78604000.0,78604000.0,78604000.0
Global Payments Inc,GPN,,1123360,2014.0,Q4,2014-03-01,2014-05-31,,0.36,0.36,0.03,0.36,23293000.0,58266000.0,58266000.0,,51625000.0,6641000.0,253373000.0,673977000.0,,7000000.0,,324687000.0,253373000.0,420604000.0,9451000.0,2093000.0,331687000.0,88917000.0,-7358000.0,81559000.0,673977000.0,144238000.0,144238000.0,144238000.0
Global Payments Inc,GPN,,1123360,2014.0,FY,2013-06-01,2014-05-31,2017-02-28 17:08:18+00:00,1.7,1.7,0.04,1.69,107398000.0,269952000.0,269952000.0,,245286000.0,24666000.0,952225000.0,2554236000.0,,,,1196512000.0,952225000.0,1602011000.0,41812000.0,13663000.0,1196512000.0,405499000.0,-28149000.0,377350000.0,2554236000.0,144238000.0,144238000.0,144238000.0
Global Payments Inc,GPN,,1123360,2014.0,Q3YTD,2013-06-01,2014-02-28,,2.7,2.7,0.53,2.7,84105000.0,211686000.0,211686000.0,,193661000.0,18025000.0,698852000.0,1880259000.0,,-7000000.0,,871825000.0,698852000.0,1181407000.0,32361000.0,11570000.0,864825000.0,316582000.0,-20791000.0,295791000.0,1880259000.0,71835000.0,71835000.0,71835000.0
Global Payments Inc,GPN,,1123360,2014.0,Q3TTM,2013-03-01,2014-02-28,,3.26,3.26,0.59,3.26,102690000.0,258052000.0,258052000.0,,234466000.0,23586000.0,928803000.0,2498611000.0,,29775000.0,-8311000.0,1162393000.0,928803000.0,1569808000.0,40426000.0,15217000.0,1183857000.0,385951000.0,-25209000.0,360742000.0,2498611000.0,71835000.0,71835000.0,71835000.0
Global Payments Inc,GPN,,1123360,2014.0,Q3,2013-12-01,2014-02-28,2015-04-08 10:42:02+00:00,0.77,0.77,,0.76,23657000.0,60121000.0,60121000.0,,55121000.0,5000000.0,232937000.0,616452000.0,,,,286224000.0,232937000.0,383515000.0,16457000.0,2944000.0,286224000.0,97291000.0,-13513000.0,83778000.0,616452000.0,71835000.0,71835000.0,71835000.0
Global Payments Inc,GPN,,1123360,2014.0,Q2YTD,2013-06-01,2013-11-30,,1.92,1.92,0.26,1.92,60448000.0,151565000.0,151565000.0,,138540000.0,13025000.0,465915000.0,1263807000.0,,-7000000.0,,585601000.0,465915000.0,797892000.0,15904000.0,8626000.0,578601000.0,219291000.0,-7278000.0,212013000.0,1263807000.0,72174000.0,72174000.0,72174000.0
Global Payments Inc,GPN,,1123360,2014.0,Q2TTM,2012-12-01,2013-11-30,,3.29,3.29,0.44,3.29,102466000.0,260745000.0,260745000.0,,237807000.0,22938000.0,913331000.0,2460905000.0,,29775000.0,-9500000.0,1147865000.0,913331000.0,1547574000.0,31032000.0,14809000.0,1168140000.0,379434000.0,-16223000.0,363211000.0,2460905000.0,72174000.0,72174000.0,72174000.0
Global Payments Inc,GPN,,1123360,2014.0,Q2,2013-09-01,2013-11-30,2015-01-08 09:08:12+00:00,1.02,1.02,,1.02,29313000.0,79857000.0,79857000.0,,73897000.0,5960000.0,235170000.0,634122000.0,,-7000000.0,,294045000.0,235170000.0,398952000.0,8025000.0,5288000.0,287045000.0,111907000.0,-2737000.0,109170000.0,634122000.0,72174000.0,72174000.0,72174000.0
Global Payments Inc,GPN,,1123360,2014.0,Q1TTM,2012-09-01,2013-08-31,,3.17,3.17,0.43,3.17,101942000.0,256259000.0,256259000.0,,234093000.0,22166000.0,888429000.0,2415321000.0,,36775000.0,-23989000.0,1129997000.0,888429000.0,1526892000.0,37616000.0,11708000.0,1142783000.0,384109000.0,-25908000.0,358201000.0,2415321000.0,73765000.0,73765000.0,73765000.0
Global Payments Inc,GPN,,1123360,2014.0,Q1,2013-06-01,2013-08-31,2014-10-02 11:22:13+00:00,0.88,0.88,0.02,0.87,31135000.0,71708000.0,71708000.0,,64643000.0,7065000.0,230745000.0,629685000.0,,,,291556000.0,230745000.0,398940000.0,7879000.0,3338000.0,291556000.0,107384000.0,-4541000.0,102843000.0,629685000.0,73765000.0,73765000.0,73765000.0
Global Payments Inc,GPN,,1123360,2015.0,FY,2014-06-01,2015-05-31,2018-02-22 18:19:14+00:00,2.07,2.07,0.04,2.06,107995000.0,309115000.0,309115000.0,,278040000.0,31075000.0,1022107000.0,2773718000.0,,,,1295014000.0,1022107000.0,1751611000.0,44436000.0,4949000.0,1295014000.0,456597000.0,-39487000.0,417110000.0,2773718000.0,134072000.0,134072000.0,134072000.0
Global Payments Inc,GPN,,1123360,2015.0,Q4,2015-03-01,2015-05-31,,0.49,0.49,0.16,0.49,25158000.0,70110000.0,70110000.0,,65325000.0,4785000.0,254217000.0,706549000.0,,,,348732000.0,254217000.0,452332000.0,9647000.0,1315000.0,348732000.0,103600000.0,-8332000.0,95268000.0,706549000.0,134072000.0,134072000.0,134072000.0
Global Payments Inc,GPN,,1123360,2015.0,Q3YTD,2014-06-01,2015-02-28,,1.59,1.59,0.17,1.59,82837000.0,239005000.0,239005000.0,,212715000.0,26290000.0,767890000.0,2067169000.0,,,,946282000.0,767890000.0,1299279000.0,34789000.0,3634000.0,946282000.0,352997000.0,-31155000.0,321842000.0,2067169000.0,133780000.0,133780000.0,133780000.0
Global Payments Inc,GPN,,1123360,2015.0,Q3TTM,2014-03-01,2015-02-28,,1.98,1.98,0.21,1.98,106130000.0,297271000.0,297271000.0,,264340000.0,32931000.0,1021263000.0,2741146000.0,,7000000.0,,1270969000.0,1021263000.0,1719883000.0,44240000.0,5727000.0,1277969000.0,441914000.0,-38513000.0,403401000.0,2741146000.0,133780000.0,133780000.0,133780000.0
Global Payments Inc,GPN,,1123360,2015.0,Q3,2014-12-01,2015-02-28,2016-04-06 16:21:28+00:00,0.47,0.47,,0.46,23031000.0,69315000.0,69315000.0,,62568000.0,6747000.0,250255000.0,664983000.0,,,,310113000.0,250255000.0,414728000.0,13429000.0,1160000.0,310113000.0,104615000.0,-12269000.0,92346000.0,664983000.0,133780000.0,133780000.0,133780000.0
Global Payments Inc,GPN,,1123360,2015.0,Q2YTD,2014-06-01,2014-11-30,,1.11,1.11,0.13,1.11,59806000.0,169690000.0,169690000.0,,150147000.0,19543000.0,517635000.0,1402186000.0,,,,636169000.0,517635000.0,884551000.0,21360000.0,2474000.0,636169000.0,248382000.0,-18886000.0,229496000.0,1402186000.0,134754000.0,134754000.0,134754000.0
Global Payments Inc,GPN,,1123360,2015.0,Q2TTM,2013-12-01,2014-11-30,,1.91,1.91,0.31,1.91,106756000.0,288077000.0,288077000.0,,256893000.0,31184000.0,1003945000.0,2692615000.0,,7000000.0,,1247080000.0,1003945000.0,1688670000.0,47268000.0,7511000.0,1254080000.0,434590000.0,-39757000.0,394833000.0,2692615000.0,134754000.0,134754000.0,134754000.0
Global Payments Inc,GPN,,1123360,2015.0,Q2,2014-09-01,2014-11-30,2016-01-11 08:43:07+00:00,0.55,0.55,,0.55,29660000.0,85256000.0,85256000.0,,74781000.0,10475000.0,257796000.0,697291000.0,,,,315511000.0,257796000.0,439495000.0,10350000.0,1282000.0,315511000.0,123984000.0,-9068000.0,114916000.0,697291000.0,134754000.0,134754000.0,134754000.0
Global Payments Inc,GPN,,1123360,2015.0,Q1TTM,2013-09-01,2014-08-31,,3.76,3.76,0.6,3.76,106409000.0,282678000.0,282678000.0,,256009000.0,26669000.0,981319000.0,2629446000.0,,,,1225614000.0,981319000.0,1648127000.0,44943000.0,11517000.0,1225614000.0,422513000.0,-33426000.0,389087000.0,2629446000.0,68146000.0,68146000.0,68146000.0
Global Payments Inc,GPN,,1123360,2015.0,Q1,2014-06-01,2014-08-31,2015-10-07 09:14:52+00:00,1.11,1.11,0.02,1.1,30146000.0,84434000.0,84434000.0,,75366000.0,9068000.0,259839000.0,704895000.0,,,,320658000.0,259839000.0,445056000.0,11010000.0,1192000.0,320658000.0,124398000.0,-9818000.0,114580000.0,704895000.0,68146000.0,68146000.0,68146000.0
Global Payments Inc,GPN,,1123360,2016.0,FY,2015-06-01,2016-05-31,2019-02-21 16:57:37+00:00,2.05,2.05,0.04,2.04,70695000.0,290217000.0,290217000.0,,271666000.0,18551000.0,1147639000.0,2898150000.0,,,,1325567000.0,1147639000.0,1750511000.0,69316000.0,5284000.0,1325567000.0,424944000.0,-64032000.0,360912000.0,2898150000.0,132284000.0,132284000.0,132284000.0
Global Payments Inc,GPN,,1123360,2016.0,Q4,2016-03-01,2016-05-31,,0.28,0.28,0.05,0.28,-11866000.0,41179000.0,41179000.0,,37188000.0,3991000.0,345680000.0,747064000.0,,,,345182000.0,345680000.0,401384000.0,28647000.0,1758000.0,345182000.0,56202000.0,-26889000.0,29313000.0,747064000.0,132284000.0,132284000.0,132284000.0
Global Payments Inc,GPN,,1123360,2016.0,Q3YTD,2015-06-01,2016-02-29,,1.81,1.81,0.17,1.81,82561000.0,249038000.0,249038000.0,,234478000.0,14560000.0,801959000.0,2151086000.0,,,,980385000.0,801959000.0,1349127000.0,40669000.0,3526000.0,980385000.0,368742000.0,-37143000.0,331599000.0,2151086000.0,129287000.0,129287000.0,129287000.0
