company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Global Payments Inc,GPN,,1123360,2013.0,Q3,,2013-02-28,2013-04-02 16:29:04+00:00,227367000.0,167168000.0,-6774000.0,682960000.0,0.0,207666000.0,6350000.0,5787000.0,1051614000.0,412995000.0,883462000.0,11349000.0,341573000.0,138151000.0,93626000.0,162389000.0,208471000.0,201190000.0,,29554000.0,71307000.0,70564000.0,0.0,946195000.0,239484000.0,3076224000.0,1147087000.0,1146862000.0,673828000.0,1147087000.0,1285238000.0,1790986000.0,3076224000.0,1587789000.0,1117158000.0,0.0,
Global Payments Inc,GPN,,1123360,2013.0,Q2,,2012-11-30,2013-01-08 16:37:40+00:00,244499000.0,184224000.0,18432000.0,998261000.0,0.0,257554000.0,6464000.0,7436000.0,1059520000.0,416170000.0,777988000.0,14147000.0,338195000.0,140837000.0,97966000.0,167365000.0,237640000.0,228711000.0,242000000.0,26950000.0,71097000.0,49184000.0,0.0,957978000.0,314824000.0,3428721000.0,1233964000.0,1489920000.0,1037470000.0,1233964000.0,1374801000.0,2053920000.0,3428721000.0,1600606000.0,1016450000.0,0.0,
Global Payments Inc,GPN,,1123360,2013.0,Q1,,2012-08-31,2012-10-02 09:25:05+00:00,300270000.0,180957000.0,1498000.0,841331000.0,0.0,258084000.0,25691000.0,18110000.0,740891000.0,284625000.0,285464000.0,12839000.0,324005000.0,134068000.0,96558000.0,124096000.0,236384000.0,228771000.0,242000000.0,22532000.0,66966000.0,39679000.0,0.0,889370000.0,256795000.0,2805492000.0,1148952000.0,1336881000.0,1045946000.0,1148952000.0,1283020000.0,1522472000.0,2805492000.0,1144606000.0,476526000.0,0.0,
Global Payments Inc,GPN,,1123360,2014.0,FY,,2014-05-31,2015-07-30 14:42:01+00:00,290106000.0,215383000.0,-1776000.0,581872000.0,0.0,183023000.0,12963000.0,12390000.0,1337285000.0,535173000.0,1376002000.0,6636000.0,369753000.0,135572000.0,101928000.0,209099000.0,780917000.0,451317000.0,,31067000.0,89132000.0,45673000.0,,815980000.0,457805000.0,4018650000.0,997227000.0,1643444000.0,1211618000.0,997227000.0,1132799000.0,2885851000.0,4018650000.0,2005453000.0,1674233000.0,0.0,
Global Payments Inc,GPN,,1123360,2014.0,Q3,,2014-02-28,2014-04-03 16:14:40+00:00,243212000.0,175736000.0,-5745000.0,1013560000.0,0.0,195308000.0,6282000.0,8821000.0,1064868000.0,364513000.0,1252056000.0,7315000.0,364725000.0,133601000.0,103182000.0,165697000.0,283414000.0,171563000.0,,25172000.0,86251000.0,46948000.0,,940545000.0,264406000.0,3455715000.0,1130108000.0,1533255000.0,688002000.0,1130108000.0,1263709000.0,2192006000.0,3455715000.0,1557735000.0,1504004000.0,0.0,
Global Payments Inc,GPN,,1123360,2014.0,Q2,,2013-11-30,2014-01-08 16:21:59+00:00,235361000.0,196450000.0,2235000.0,1096833000.0,0.0,188281000.0,6459000.0,20114000.0,1063310000.0,379350000.0,922545000.0,8886000.0,357880000.0,144571000.0,100332000.0,172988000.0,688003000.0,798671000.0,,22384000.0,81342000.0,61677000.0,,896597000.0,518859000.0,3981564000.0,1087113000.0,2058308000.0,1573005000.0,1087113000.0,1231684000.0,2749880000.0,3981564000.0,1565376000.0,1176875000.0,0.0,
Global Payments Inc,GPN,,1123360,2014.0,Q1,,2013-08-31,2013-10-01 16:24:14+00:00,224100000.0,189733000.0,-17376000.0,725887000.0,0.0,166848000.0,6317000.0,19118000.0,1047578000.0,387234000.0,1000383000.0,6677000.0,355370000.0,137667000.0,96646000.0,173573000.0,611602000.0,400887000.0,,22594000.0,76025000.0,49852000.0,,917550000.0,400715000.0,3499490000.0,1067022000.0,1590068000.0,1044820000.0,1067022000.0,1204689000.0,2294801000.0,3499490000.0,1554052000.0,1249981000.0,0.0,
Global Payments Inc,GPN,,1123360,2015.0,FY,,2015-05-31,2017-02-28 17:08:18+00:00,326875000.0,202938000.0,-185992000.0,650739000.0,0.0,148742000.0,,,1491833000.0,560136000.0,1678283000.0,,374143000.0,105577000.0,30428000.0,202855000.0,2394822000.0,2033900000.0,,32846000.0,19422000.0,41416000.0,,795226000.0,654413000.0,5779301000.0,757976000.0,3289915000.0,3015188000.0,757976000.0,863553000.0,4915748000.0,5779301000.0,2115243000.0,1900560000.0,0.0,
Global Payments Inc,GPN,,1123360,2015.0,Q3,,2015-02-28,2015-04-08 10:42:02+00:00,284472000.0,171479000.0,-184226000.0,610148000.0,0.0,147344000.0,11933000.0,22560000.0,1422900000.0,516083000.0,1546000000.0,5587000.0,355885000.0,116555000.0,93549000.0,201737000.0,744976000.0,426368000.0,,36753000.0,86255000.0,49027000.0,,861955000.0,509300000.0,4018320000.0,825073000.0,1593150000.0,1242700000.0,825073000.0,941628000.0,3076692000.0,4018320000.0,2069285000.0,1833992000.0,0.0,
Global Payments Inc,GPN,,1123360,2015.0,Q2,,2014-11-30,2015-01-08 09:08:12+00:00,303008000.0,197630000.0,-102726000.0,644469000.0,0.0,144419000.0,12761000.0,14267000.0,1483615000.0,542992000.0,1554125000.0,8002000.0,362809000.0,127571000.0,95161000.0,200848000.0,1122321000.0,781262000.0,,31755000.0,88245000.0,40072000.0,,852972000.0,577596000.0,4541587000.0,894665000.0,2025255000.0,1676133000.0,894665000.0,1022236000.0,3519351000.0,4541587000.0,2153523000.0,1843218000.0,0.0,
Global Payments Inc,GPN,,1123360,2015.0,Q1,,2014-08-31,2014-10-02 11:22:13+00:00,248639000.0,207399000.0,-19351000.0,595884000.0,0.0,139141000.0,12793000.0,13390000.0,1324374000.0,511265000.0,1388750000.0,5660000.0,363415000.0,128262000.0,100813000.0,209941000.0,1141608000.0,634061000.0,,32765000.0,90655000.0,43380000.0,,822461000.0,683407000.0,4339356000.0,942251000.0,2006724000.0,1579497000.0,942251000.0,1070513000.0,3268843000.0,4339356000.0,1969217000.0,1689346000.0,0.0,
Global Payments Inc,GPN,,1123360,2016.0,FY,,2016-05-31,2017-02-28 17:08:18+00:00,696414000.0,288411000.0,-246050000.0,1044728000.0,0.0,1976715000.0,,,4829405000.0,2264708000.0,4379744000.0,,493678000.0,130928000.0,22719000.0,744862000.0,1336326000.0,1220315000.0,,48129000.0,77235000.0,181848000.0,,1015811000.0,513978000.0,10509952000.0,2746476000.0,2851313000.0,2430707000.0,2746476000.0,2877404000.0,7632548000.0,10509952000.0,7164961000.0,5201841000.0,0.0,
Global Payments Inc,GPN,,1123360,2016.0,Q3,,2016-02-29,2016-04-06 16:21:28+00:00,285572000.0,180423000.0,-277301000.0,825500000.0,0.0,136405000.0,,25286000.0,1556904000.0,645541000.0,1787675000.0,,366445000.0,112633000.0,24549000.0,195354000.0,1000683000.0,1160951000.0,,40559000.0,15190000.0,58497000.0,,981013000.0,276323000.0,4699101000.0,840117000.0,2065103000.0,1748132000.0,840117000.0,952750000.0,3746351000.0,4699101000.0,2267553000.0,1998219000.0,0.0,
Global Payments Inc,GPN,,1123360,2016.0,Q2,,2015-11-30,2016-01-11 08:43:07+00:00,309117000.0,210743000.0,-245234000.0,988457000.0,0.0,132401000.0,,16892000.0,1577455000.0,665667000.0,1915803000.0,,367541000.0,120943000.0,26252000.0,202630000.0,1403914000.0,1256458000.0,,35365000.0,15924000.0,52707000.0,,917989000.0,685178000.0,5328101000.0,805156000.0,2655821000.0,2267645000.0,805156000.0,926099000.0,4402002000.0,5328101000.0,2304739000.0,2134357000.0,0.0,
Global Payments Inc,GPN,,1123360,2016.0,Q1,,2015-08-31,2015-10-07 09:14:52+00:00,303497000.0,215126000.0,-212727000.0,803309000.0,0.0,138212000.0,12179000.0,30711000.0,1603593000.0,686852000.0,1932028000.0,,368795000.0,130446000.0,30375000.0,216844000.0,1658193000.0,1699353000.0,,36265000.0,16667000.0,58231000.0,,861212000.0,356675000.0,5472918000.0,786697000.0,2747038000.0,2390236000.0,786697000.0,917143000.0,4555775000.0,5472918000.0,2357085000.0,2165539000.0,0.0,
Global Payments Inc,GPN,,1123360,2017.0,FY,,2017-12-31,2019-02-21 16:57:37+00:00,1039607000.0,301887000.0,-183144000.0,1335855000.0,0.0,2379774000.0,,,5703992000.0,2181707000.0,4559408000.0,,588348000.0,170704000.0,13146000.0,436879000.0,2459292000.0,2040509000.0,,207297000.0,220961000.0,206545000.0,,1597897000.0,735474000.0,12998069000.0,3794527000.0,4303579000.0,3815590000.0,3794527000.0,3965231000.0,9032838000.0,12998069000.0,8106142000.0,5217248000.0,0.0,
Global Payments Inc,GPN,,1123360,2017.0,Q3,,2017-09-30,2017-11-08 09:18:07+00:00,992363000.0,296366000.0,-202508000.0,1186050000.0,0.0,2376331000.0,,,5616414000.0,2328709000.0,4677910000.0,,577188000.0,163604000.0,16736000.0,632648000.0,1847232000.0,1550627000.0,,192205000.0,152127000.0,220649000.0,,1357526000.0,580921000.0,12281549000.0,3531349000.0,3550297000.0,3123911000.0,3531349000.0,3694953000.0,8586596000.0,12281549000.0,8154064000.0,5462685000.0,0.0,
Global Payments Inc,GPN,,1123360,2017.0,Q2,,2017-06-30,2017-08-03 09:13:29+00:00,823236000.0,288153000.0,-243459000.0,1080576000.0,0.0,1838889000.0,,,4890016000.0,1927167000.0,4175411000.0,,537879000.0,153656000.0,16388000.0,617308000.0,999946000.0,870434000.0,,149260000.0,140960000.0,147396000.0,,1255552000.0,404794000.0,10036781000.0,2850982000.0,2516071000.0,2098464000.0,2850982000.0,3004638000.0,7032143000.0,10036781000.0,6982831000.0,4933679000.0,0.0,
Global Payments Inc,GPN,,1123360,2017.0,Q1,,2017-03-31,2017-05-04 09:24:07+00:00,824319000.0,272003000.0,-287806000.0,1261845000.0,0.0,1826166000.0,,,4859387000.0,1997420000.0,4221258000.0,,551951000.0,145412000.0,15838000.0,636908000.0,751509000.0,813136000.0,,135940000.0,132397000.0,113823000.0,,1192519000.0,455407000.0,9959716000.0,2730879000.0,2399180000.0,2092862000.0,2730879000.0,2876291000.0,7083425000.0,9959716000.0,7008585000.0,4990563000.0,0.0,
Global Payments Inc,GPN,,1123360,2018.0,FY,,2018-12-31,2020-02-21 16:20:28+00:00,1176703000.0,348400000.0,-310175000.0,1210878000.0,0.0,2235167000.0,,,6341355000.0,2488618000.0,5015168000.0,,653542000.0,194936000.0,8128000.0,585025000.0,1600222000.0,1276356000.0,,362923000.0,175618000.0,216708000.0,,2066415000.0,815561000.0,13230774000.0,3991407000.0,3376208000.0,3268620000.0,3991407000.0,4186343000.0,9044431000.0,13230774000.0,9201024000.0,5775811000.0,0.0,
Global Payments Inc,GPN,,1123360,2018.0,Q3,,2018-09-30,2018-10-30 09:22:35+00:00,1065435000.0,321664000.0,-270545000.0,990604000.0,0.0,2250828000.0,,,6130921000.0,2278968000.0,4707510000.0,,640976000.0,201282000.0,9237000.0,516357000.0,2894226000.0,2423069000.0,,365144000.0,172730000.0,207496000.0,,1994003000.0,778567000.0,13839236000.0,3974286000.0,4413990000.0,4267071000.0,3974286000.0,4175568000.0,9663668000.0,13839236000.0,8784270000.0,5396597000.0,0.0,
Global Payments Inc,GPN,,1123360,2018.0,Q2,,2018-06-30,2018-08-02 09:27:58+00:00,1027934000.0,317222000.0,-243629000.0,1099529000.0,0.0,2254783000.0,,,5671875000.0,1997367000.0,4255142000.0,,615803000.0,185634000.0,10049000.0,443874000.0,2033938000.0,1714375000.0,,345839000.0,220493000.0,208255000.0,,1819213000.0,622058000.0,12299877000.0,3830367000.0,3658944000.0,3364367000.0,3830367000.0,4016001000.0,8283876000.0,12299877000.0,8025130000.0,4919509000.0,0.0,
Global Payments Inc,GPN,,1123360,2018.0,Q1,,2018-03-31,2018-05-03 09:42:40+00:00,1039379000.0,288101000.0,-176961000.0,1005823000.0,0.0,2390022000.0,,,5714945000.0,2096261000.0,4176851000.0,,599774000.0,188184000.0,11420000.0,452470000.0,2650113000.0,2314444000.0,,323019000.0,225267000.0,213841000.0,,1738545000.0,555096000.0,12903297000.0,3951606000.0,4157878000.0,3908919000.0,3951606000.0,4139790000.0,8763507000.0,12903297000.0,8145645000.0,4854588000.0,0.0,
Global Payments Inc,GPN,,1123360,2019.0,FY,,2019-12-31,2020-05-06 09:24:32+00:00,1822166000.0,895232000.0,-310571000.0,1678273000.0,0.0,25833307000.0,,,23759740000.0,13154655000.0,9090364000.0,,1382802000.0,199242000.0,6292000.0,3145641000.0,1353778000.0,1258806000.0,,1810225000.0,609822000.0,439165000.0,,2333011000.0,498374000.0,44480162000.0,27855747000.0,4366448000.0,3579346000.0,27855747000.0,28054989000.0,16425173000.0,44480162000.0,38730912000.0,12845827000.0,0.0,
Global Payments Inc,GPN,,1123360,2019.0,Q3,,2019-09-30,2019-10-31 09:17:33+00:00,1849424000.0,868133000.0,-428067000.0,2127616000.0,0.0,25904804000.0,,,23754450000.0,13184391000.0,8987704000.0,,1423271000.0,181084000.0,12477000.0,3352727000.0,1556307000.0,1852731000.0,,1844890000.0,632746000.0,440512000.0,,2297897000.0,580997000.0,45212047000.0,27774634000.0,4992568000.0,4283152000.0,27774634000.0,27955718000.0,17256329000.0,45212047000.0,38796208000.0,12973177000.0,0.0,
Global Payments Inc,GPN,,1123360,2019.0,Q2,,2019-06-30,2019-07-30 09:20:40+00:00,1117938000.0,394603000.0,-339906000.0,1047727000.0,0.0,2126065000.0,,,6345563000.0,2308333000.0,5000585000.0,,712396000.0,184512000.0,6950000.0,556130000.0,2844267000.0,2478373000.0,,663151000.0,368659000.0,261082000.0,,2204445000.0,887271000.0,14584072000.0,3990604000.0,4547679000.0,4483582000.0,3990604000.0,4175116000.0,10408956000.0,14584072000.0,9323997000.0,5925374000.0,0.0,
Global Payments Inc,GPN,,1123360,2019.0,Q1,,2019-03-31,2019-05-02 09:15:57+00:00,1161421000.0,381608000.0,-312608000.0,1277633000.0,0.0,2151623000.0,,,6345998000.0,2405333000.0,5170377000.0,,674199000.0,191648000.0,7288000.0,569169000.0,2775371000.0,2579876000.0,,647052000.0,351392000.0,235139000.0,,2111798000.0,774925000.0,14749621000.0,3950813000.0,4669751000.0,4516222000.0,3950813000.0,4142461000.0,10607160000.0,14749621000.0,9405671000.0,6090938000.0,0.0,
Global Payments Inc,GPN,,1123360,2020.0,Q1,,2020-03-31,2020-05-06 09:24:32+00:00,1636823000.0,799798000.0,-539780000.0,1800061000.0,0.0,25525184000.0,,,23662373000.0,12814791000.0,9636076000.0,,1441910000.0,199622000.0,6778000.0,3024409000.0,1046288000.0,953723000.0,,1854076000.0,632401000.0,423523000.0,,2335407000.0,445733000.0,43849598000.0,27320811000.0,4069670000.0,3036279000.0,27320811000.0,27520433000.0,16329165000.0,43849598000.0,38338018000.0,13292886000.0,0.0,
