company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q2,,2011-06-30,2011-07-27 10:21:29+00:00,2286000000.0,2926000000.0,1416000000.0,18812000000.0,-517000000.0,1555000000.0,3406000000.0,,7662000000.0,,5836000000.0,57155000000.0,12801000000.0,38343000000.0,877000000.0,10077000000.0,,538000000.0,,,1568000000.0,1709000000.0,,15119000000.0,425000000.0,52617000000.0,21471000000.0,6870000000.0,4127000000.0,21471000000.0,22348000000.0,30269000000.0,52617000000.0,7404000000.0,26142000000.0,-793000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q1,,2011-03-31,2011-05-02 16:21:20+00:00,2385000000.0,2708000000.0,1256000000.0,17796000000.0,-533000000.0,1527000000.0,3460000000.0,,7615000000.0,,5366000000.0,56219000000.0,12769000000.0,38423000000.0,875000000.0,10026000000.0,,519000000.0,,,1537000000.0,1842000000.0,,14620000000.0,424000000.0,52013000000.0,20909000000.0,6687000000.0,4065000000.0,20909000000.0,21784000000.0,30229000000.0,52013000000.0,6903000000.0,26164000000.0,-793000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,FY,,2012-12-31,2014-02-28 16:08:53+00:00,2989000000.0,2203000000.0,707000000.0,25200000000.0,-640000000.0,1587000000.0,2471000000.0,,8281000000.0,,5680000000.0,63598000000.0,13269000000.0,38398000000.0,1253000000.0,8759000000.0,1274000000.0,847000000.0,298000000.0,,1716000000.0,3098000000.0,,13829000000.0,0.0,52589000000.0,20629000000.0,6795000000.0,3994000000.0,20629000000.0,21882000000.0,30707000000.0,52589000000.0,7396000000.0,26713000000.0,-841000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q3,,2012-09-30,2012-10-29 15:31:20+00:00,2882000000.0,2474000000.0,903000000.0,24149000000.0,-561000000.0,1669000000.0,2532000000.0,,8113000000.0,,5754000000.0,62125000000.0,13102000000.0,37976000000.0,1038000000.0,8743000000.0,1572000000.0,746000000.0,,,1664000000.0,2949000000.0,,13671000000.0,1039000000.0,52718000000.0,20393000000.0,7324000000.0,4824000000.0,20393000000.0,21431000000.0,31287000000.0,52718000000.0,7418000000.0,26463000000.0,-830000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q2,,2012-06-30,2012-08-08 16:12:20+00:00,2873000000.0,2716000000.0,1271000000.0,23506000000.0,-578000000.0,1662000000.0,2794000000.0,,8046000000.0,,5757000000.0,60990000000.0,13093000000.0,37484000000.0,1042000000.0,8809000000.0,1864000000.0,1056000000.0,,,1661000000.0,2607000000.0,,13595000000.0,1739000000.0,53332000000.0,20236000000.0,8430000000.0,5883000000.0,20236000000.0,21278000000.0,32054000000.0,53332000000.0,7418000000.0,26171000000.0,-827000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q1,,2012-03-31,2012-04-30 16:47:39+00:00,3556000000.0,2777000000.0,1302000000.0,23440000000.0,-595000000.0,1733000000.0,2957000000.0,,7970000000.0,,5825000000.0,61606000000.0,15347000000.0,38166000000.0,885000000.0,8864000000.0,1929000000.0,1051000000.0,,,1816000000.0,2516000000.0,,13730000000.0,39000000.0,54521000000.0,20279000000.0,8714000000.0,4897000000.0,20279000000.0,21164000000.0,33357000000.0,54521000000.0,7641000000.0,28460000000.0,-826000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,FY,,2013-12-31,2015-02-20 16:35:14+00:00,3530000000.0,1481000000.0,1264000000.0,30315000000.0,-285000000.0,1613000000.0,3698000000.0,,8681000000.0,,5662000000.0,71244000000.0,13065000000.0,40929000000.0,1793000000.0,9245000000.0,1241000000.0,688000000.0,409000000.0,,2082000000.0,2505000000.0,,14356000000.0,500000000.0,55781000000.0,21857000000.0,7108000000.0,5703000000.0,21857000000.0,23650000000.0,32131000000.0,55781000000.0,7744000000.0,26428000000.0,-895000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q3,,2013-09-30,2013-11-04 16:09:48+00:00,3070000000.0,1266000000.0,1357000000.0,28682000000.0,-578000000.0,1673000000.0,3939000000.0,,8573000000.0,,5663000000.0,69167000000.0,13647000000.0,40485000000.0,1559000000.0,9372000000.0,1199000000.0,736000000.0,311000000.0,,2006000000.0,1963000000.0,,15218000000.0,,55294000000.0,22342000000.0,7140000000.0,4738000000.0,22342000000.0,23901000000.0,31393000000.0,55294000000.0,7669000000.0,26655000000.0,-871000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q2,,2013-06-30,2013-07-29 16:11:14+00:00,3286000000.0,1334000000.0,1442000000.0,27144000000.0,-599000000.0,1630000000.0,4581000000.0,,8533000000.0,,5677000000.0,66975000000.0,13538000000.0,39831000000.0,1520000000.0,9378000000.0,1254000000.0,730000000.0,285000000.0,,1893000000.0,2032000000.0,,15126000000.0,,55300000000.0,22189000000.0,7899000000.0,5013000000.0,22189000000.0,23709000000.0,31591000000.0,55300000000.0,7570000000.0,26578000000.0,-871000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q1,,2013-03-31,2013-05-06 16:19:25+00:00,2909000000.0,1791000000.0,776000000.0,26190000000.0,-619000000.0,1519000000.0,3735000000.0,,8334000000.0,,5678000000.0,65160000000.0,13663000000.0,38970000000.0,1240000000.0,8964000000.0,1249000000.0,535000000.0,387000000.0,,1630000000.0,3040000000.0,,14243000000.0,,53588000000.0,21090000000.0,7310000000.0,4072000000.0,21090000000.0,22330000000.0,31258000000.0,53588000000.0,7308000000.0,27186000000.0,-868000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q3,,2014-09-30,2014-10-28 17:15:58+00:00,3653000000.0,1350000000.0,6927000000.0,31573000000.0,-267000000.0,1464000000.0,8335000000.0,,9242000000.0,,5501000000.0,72677000000.0,14728000000.0,41104000000.0,1886000000.0,7512000000.0,1362000000.0,692000000.0,403000000.0,,2321000000.0,3415000000.0,,12633000000.0,0.0,60665000000.0,20677000000.0,11739000000.0,10983000000.0,20677000000.0,22563000000.0,38102000000.0,60665000000.0,7822000000.0,27119000000.0,-931000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q2,,2014-06-30,2014-07-29 16:17:37+00:00,3979000000.0,1484000000.0,6270000000.0,31042000000.0,-273000000.0,1499000000.0,5365000000.0,,8850000000.0,,5595000000.0,72529000000.0,13414000000.0,41487000000.0,1841000000.0,9186000000.0,1595000000.0,536000000.0,511000000.0,,2352000000.0,2383000000.0,,11684000000.0,0.0,58414000000.0,19331000000.0,8980000000.0,10760000000.0,19331000000.0,21172000000.0,37242000000.0,58414000000.0,7947000000.0,26482000000.0,-930000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q1,,2014-03-31,2014-05-05 16:35:33+00:00,3940000000.0,1674000000.0,6470000000.0,30009000000.0,-279000000.0,1573000000.0,5924000000.0,,8734000000.0,,5597000000.0,70573000000.0,13569000000.0,40564000000.0,1797000000.0,9343000000.0,1375000000.0,691000000.0,519000000.0,,2278000000.0,1772000000.0,,11595000000.0,0.0,58103000000.0,19120000000.0,9664000000.0,10929000000.0,19120000000.0,20917000000.0,37186000000.0,58103000000.0,7875000000.0,26257000000.0,-930000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,FY,,2015-12-31,2017-02-17 06:35:20+00:00,2850000000.0,652000000.0,424000000.0,36932000000.0,-383000000.0,1750000000.0,939000000.0,,9317000000.0,318000000.0,6331000000.0,70683000000.0,15636000000.0,33751000000.0,2638000000.0,5400000000.0,1817000000.0,573000000.0,309000000.0,247000000.0,2268000000.0,3908000000.0,,4880000000.0,32000000.0,46331000000.0,12819000000.0,3981000000.0,4180000000.0,12819000000.0,15457000000.0,30874000000.0,46331000000.0,8599000000.0,26694000000.0,-995000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q3,,2015-09-30,2015-10-27 16:23:31+00:00,3074000000.0,833000000.0,907000000.0,35006000000.0,-487000000.0,1670000000.0,2072000000.0,,9276000000.0,,6343000000.0,70387000000.0,15892000000.0,35381000000.0,2973000000.0,6090000000.0,1636000000.0,646000000.0,424000000.0,,2271000000.0,4040000000.0,,6268000000.0,33000000.0,49182000000.0,14079000000.0,5187000000.0,4438000000.0,14079000000.0,17052000000.0,32130000000.0,49182000000.0,8614000000.0,27692000000.0,-978000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q2,,2015-06-30,2015-07-28 16:21:17+00:00,3034000000.0,1028000000.0,1244000000.0,37788000000.0,-496000000.0,1714000000.0,2173000000.0,,9221000000.0,,6420000000.0,75608000000.0,16025000000.0,37820000000.0,2970000000.0,7594000000.0,1574000000.0,635000000.0,358000000.0,,2474000000.0,2763000000.0,,8641000000.0,33000000.0,52124000000.0,16389000000.0,5410000000.0,4669000000.0,16389000000.0,19359000000.0,32765000000.0,52124000000.0,8894000000.0,28096000000.0,-977000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q1,,2015-03-31,2015-05-04 16:22:11+00:00,3252000000.0,1025000000.0,1100000000.0,37770000000.0,-507000000.0,1803000000.0,2308000000.0,,9097000000.0,,6540000000.0,76040000000.0,16365000000.0,38270000000.0,2602000000.0,7521000000.0,1149000000.0,683000000.0,376000000.0,,2998000000.0,3122000000.0,,8718000000.0,500000000.0,52973000000.0,16332000000.0,5165000000.0,5228000000.0,16332000000.0,18934000000.0,34039000000.0,52973000000.0,9538000000.0,28811000000.0,-976000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,FY,,2016-12-31,2018-02-15 16:26:56+00:00,1920000000.0,1007000000.0,,36845000000.0,-391000000.0,2802000000.0,3184000000.0,,11932000000.0,,5904000000.0,69013000000.0,15281000000.0,32168000000.0,3285000000.0,4324000000.0,721000000.0,354000000.0,1366000000.0,,2226000000.0,4332000000.0,,1704000000.0,42000000.0,45564000000.0,12212000000.0,5266000000.0,3328000000.0,12212000000.0,15497000000.0,30067000000.0,45564000000.0,8130000000.0,26739000000.0,-1033000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q3,,2016-09-30,2016-10-31 16:50:58+00:00,1983000000.0,848000000.0,301000000.0,37990000000.0,-518000000.0,1744000000.0,3980000000.0,,11899000000.0,313000000.0,6197000000.0,69089000000.0,15090000000.0,31099000000.0,3312000000.0,4343000000.0,743000000.0,347000000.0,232000000.0,145000000.0,2203000000.0,4566000000.0,,2246000000.0,788000000.0,45417000000.0,12600000000.0,5918000000.0,3762000000.0,12600000000.0,15912000000.0,29505000000.0,45417000000.0,8400000000.0,25743000000.0,-1027000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q2,,2016-06-30,2016-07-26 16:54:00+00:00,2200000000.0,770000000.0,267000000.0,37265000000.0,-487000000.0,1726000000.0,1394000000.0,,9691000000.0,282000000.0,6237000000.0,69610000000.0,15641000000.0,32345000000.0,3319000000.0,4686000000.0,730000000.0,318000000.0,221000000.0,242000000.0,2239000000.0,4136000000.0,,3103000000.0,32000000.0,44033000000.0,11281000000.0,3212000000.0,3244000000.0,11281000000.0,14600000000.0,29433000000.0,44033000000.0,8476000000.0,26189000000.0,-1026000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q1,,2016-03-31,2016-05-02 16:26:44+00:00,2505000000.0,633000000.0,333000000.0,38015000000.0,-491000000.0,1760000000.0,2947000000.0,,9381000000.0,339000000.0,6325000000.0,71541000000.0,15726000000.0,33526000000.0,3015000000.0,4940000000.0,1759000000.0,428000000.0,297000000.0,158000000.0,2304000000.0,4138000000.0,,3821000000.0,3025000000.0,47922000000.0,11686000000.0,5767000000.0,6657000000.0,11686000000.0,14701000000.0,33221000000.0,47922000000.0,8629000000.0,26564000000.0,-1025000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,FY,,2017-12-31,2019-02-14 17:23:13+00:00,2160000000.0,1222000000.0,,,-338000000.0,2500000000.0,4553000000.0,,12057000000.0,,5662000000.0,,15547000000.0,27451000000.0,3094000000.0,2234000000.0,607000000.0,380000000.0,1604000000.0,,2211000000.0,4109000000.0,,1109000000.0,142000000.0,42086000000.0,10696000000.0,6762000000.0,3906000000.0,10696000000.0,13790000000.0,28296000000.0,42086000000.0,7873000000.0,24390000000.0,-2132000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q3,,2017-09-30,2017-10-31 16:14:00+00:00,1995000000.0,1009000000.0,,37023000000.0,-337000000.0,2747000000.0,5251000000.0,,12029000000.0,,5671000000.0,64855000000.0,15424000000.0,27832000000.0,3140000000.0,3378000000.0,873000000.0,340000000.0,1539000000.0,,2152000000.0,3974000000.0,,160000000.0,149000000.0,43128000000.0,10782000000.0,7473000000.0,3683000000.0,10782000000.0,13922000000.0,29206000000.0,43128000000.0,7823000000.0,25523000000.0,-1070000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q2,,2017-06-30,2017-07-24 16:13:57+00:00,1899000000.0,834000000.0,,35800000000.0,-343000000.0,2717000000.0,6008000000.0,,11998000000.0,,5714000000.0,64316000000.0,15436000000.0,28516000000.0,3184000000.0,4232000000.0,820000000.0,322000000.0,1211000000.0,,2134000000.0,4153000000.0,,887000000.0,44000000.0,44348000000.0,11472000000.0,7984000000.0,3154000000.0,11472000000.0,14656000000.0,29692000000.0,44348000000.0,7848000000.0,26538000000.0,-1070000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q1,,2017-03-31,2017-05-02 16:26:44+00:00,1979000000.0,973000000.0,,35420000000.0,-391000000.0,2684000000.0,5831000000.0,,11971000000.0,,5739000000.0,64485000000.0,15284000000.0,29065000000.0,3223000000.0,3664000000.0,604000000.0,299000000.0,1741000000.0,,2182000000.0,4220000000.0,,1330000000.0,42000000.0,44693000000.0,11856000000.0,7707000000.0,3762000000.0,11856000000.0,15079000000.0,29614000000.0,44693000000.0,7921000000.0,25852000000.0,-1054000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,FY,,2018-12-31,2019-07-30 16:42:34+00:00,2164000000.0,1491000000.0,,,-335000000.0,2847000000.0,1295000000.0,,12450000000.0,,5630000000.0,,15470000000.0,28615000000.0,2447000000.0,2437000000.0,535000000.0,474000000.0,1547000000.0,,2336000000.0,4021000000.0,,1245000000.0,947000000.0,40376000000.0,8496000000.0,3795000000.0,4658000000.0,8496000000.0,10943000000.0,29433000000.0,40376000000.0,7966000000.0,24775000000.0,-4864000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,Q3,,2018-09-30,2018-10-30 16:30:16+00:00,2345000000.0,1644000000.0,,,-383000000.0,2538000000.0,1883000000.0,,12401000000.0,,5638000000.0,,15755000000.0,28744000000.0,2536000000.0,2455000000.0,547000000.0,397000000.0,1834000000.0,,2292000000.0,4043000000.0,,1291000000.0,938000000.0,41145000000.0,8701000000.0,4471000000.0,5117000000.0,8701000000.0,11237000000.0,29908000000.0,41145000000.0,7930000000.0,24791000000.0,-4608000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,Q2,,2018-06-30,2018-07-31 16:44:06+00:00,2446000000.0,1238000000.0,,,-410000000.0,2456000000.0,2321000000.0,,12363000000.0,,5646000000.0,,15355000000.0,28502000000.0,2593000000.0,2317000000.0,671000000.0,402000000.0,2043000000.0,,2301000000.0,4031000000.0,,1054000000.0,938000000.0,41081000000.0,8902000000.0,4632000000.0,5427000000.0,8902000000.0,11495000000.0,29586000000.0,41081000000.0,7947000000.0,24159000000.0,-4105000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,Q1,,2018-03-31,2018-05-01 16:28:30+00:00,2250000000.0,1156000000.0,,,-410000000.0,2510000000.0,3361000000.0,,11758000000.0,,5654000000.0,,15643000000.0,27758000000.0,3015000000.0,2267000000.0,639000000.0,374000000.0,1723000000.0,,2134000000.0,4166000000.0,,1152000000.0,761000000.0,41076000000.0,8741000000.0,5530000000.0,4734000000.0,8741000000.0,11756000000.0,29320000000.0,41076000000.0,7788000000.0,24586000000.0,-3759000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2019.0,Q2,,2019-06-30,2019-07-30 16:42:34+00:00,1896000000.0,1195000000.0,,,-379000000.0,2879000000.0,1394000000.0,,13193000000.0,,5614000000.0,,18198000000.0,29091000000.0,1558000000.0,2555000000.0,584000000.0,298000000.0,1865000000.0,,2953000000.0,4374000000.0,,-149000000.0,31000000.0,41129000000.0,7773000000.0,3471000000.0,3792000000.0,7773000000.0,9331000000.0,31798000000.0,41129000000.0,8567000000.0,28006000000.0,-4892000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2019.0,Q1,,2019-03-31,2019-05-08 14:01:49+00:00,2111000000.0,1553000000.0,,,-329000000.0,2876000000.0,2026000000.0,,13114000000.0,,5622000000.0,,15903000000.0,28936000000.0,1605000000.0,2624000000.0,512000000.0,338000000.0,1617000000.0,,3006000000.0,4308000000.0,,1024000000.0,2021000000.0,41993000000.0,8928000000.0,4429000000.0,5749000000.0,8928000000.0,10533000000.0,31460000000.0,41993000000.0,8628000000.0,25711000000.0,-4881000000.0
