company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q2TTM,2013-07-01,2014-06-30,,-6.02,-6.02,0.81,4137000000.0,-6.01,1688000000.0,875000000.0,1234000000.0,,-2862000000.0,-2862000000.0,,-3030000000.0,168000000.0,3197000000.0,17938000000.0,-6005000000.0,1227000000.0,,568000000.0,,1158000000.0,3197000000.0,14741000000.0,719000000.0,9653000000.0,5088000000.0,-6724000000.0,-1628000000.0,17938000000.0,504400000.0,505000000.0,507000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q2,2014-04-01,2014-06-30,2015-07-28 16:21:17+00:00,0.45,0.45,0.27,1048000000.0,0.45,502000000.0,117000000.0,428000000.0,,266000000.0,266000000.0,,227000000.0,39000000.0,804000000.0,4385000000.0,-329000000.0,361000000.0,,39000000.0,,305000000.0,804000000.0,3581000000.0,186000000.0,2372000000.0,1209000000.0,-515000000.0,694000000.0,4385000000.0,504400000.0,505000000.0,507000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q1TTM,2013-04-01,2014-03-31,,-4.63,-4.63,0.63,4029000000.0,-4.63,1364000000.0,768000000.0,1373000000.0,,-2169000000.0,-2169000000.0,,-2328000000.0,159000000.0,3113000000.0,16993000000.0,-5110000000.0,1111000000.0,,476000000.0,,1113000000.0,3113000000.0,13880000000.0,705000000.0,8861000000.0,5019000000.0,-5823000000.0,-796000000.0,16993000000.0,503600000.0,504000000.0,504000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 16:22:11+00:00,-5.3,-5.3,0.18,1124000000.0,-5.3,299000000.0,3000000.0,664000000.0,,-2626000000.0,-2626000000.0,,-2669000000.0,43000000.0,831000000.0,5844000000.0,-4762000000.0,314000000.0,,,,298000000.0,831000000.0,5013000000.0,183000000.0,2038000000.0,2975000000.0,-4945000000.0,-1962000000.0,5844000000.0,503600000.0,504000000.0,504000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 16:26:56+00:00,-13.18,-13.18,1.08,4603000000.0,-13.18,2644000000.0,5075000000.0,-2877000000.0,,-6812000000.0,-6812000000.0,,-6692000000.0,-120000000.0,3185000000.0,8698000000.0,-55000000.0,553000000.0,,,,1447000000.0,3185000000.0,5513000000.0,825000000.0,14322000000.0,-8809000000.0,-880000000.0,-9689000000.0,8698000000.0,507700000.0,508000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q4,2015-10-01,2015-12-31,,-2.44,-2.44,0.27,1022000000.0,-2.44,384000000.0,1504000000.0,-645000000.0,,-1524000000.0,-1524000000.0,,-1250000000.0,-274000000.0,750000000.0,1510000000.0,181000000.0,93000000.0,,-543000000.0,,442000000.0,750000000.0,760000000.0,209000000.0,2902000000.0,-2142000000.0,-28000000.0,-2169000000.0,1510000000.0,507700000.0,508000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q3,2015-07-01,2015-09-30,2016-10-31 16:50:58+00:00,-4.41,-4.41,0.27,1111000000.0,-4.41,1074000000.0,758000000.0,-917000000.0,,-2160000000.0,-2160000000.0,,-2235000000.0,75000000.0,816000000.0,2230000000.0,-328000000.0,127000000.0,,542000000.0,,351000000.0,816000000.0,1414000000.0,199000000.0,3963000000.0,-2549000000.0,-527000000.0,-3077000000.0,2230000000.0,506800000.0,508000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q3YTD,2015-01-01,2015-09-30,,-10.74,-10.74,0.81,3581000000.0,-10.74,2260000000.0,3571000000.0,-2232000000.0,,-5288000000.0,-5288000000.0,,-5442000000.0,154000000.0,2435000000.0,7188000000.0,-236000000.0,460000000.0,,543000000.0,,1005000000.0,2435000000.0,4753000000.0,616000000.0,11420000000.0,-6667000000.0,-852000000.0,-7520000000.0,7188000000.0,506800000.0,508000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q3TTM,2014-10-01,2015-09-30,,-11.49,-11.49,1.08,4796000000.0,-11.48,2899000000.0,3893000000.0,-2334000000.0,,-5638000000.0,-5638000000.0,,-5837000000.0,199000000.0,3251000000.0,10419000000.0,-3000000.0,723000000.0,,504000000.0,,1502000000.0,3251000000.0,7168000000.0,815000000.0,14317000000.0,-7146000000.0,-818000000.0,-7972000000.0,10419000000.0,506800000.0,508000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q2,2015-04-01,2015-06-30,2016-07-26 16:54:00+00:00,0.12,0.12,0.27,1214000000.0,0.12,103000000.0,30000000.0,77000000.0,,108000000.0,108000000.0,,61000000.0,47000000.0,764000000.0,2637000000.0,296000000.0,151000000.0,,1000000.0,,284000000.0,764000000.0,1873000000.0,201000000.0,1783000000.0,90000000.0,95000000.0,185000000.0,2637000000.0,508300000.0,508000000.0,509000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q2YTD,2015-01-01,2015-06-30,,-6.33,-6.33,0.54,2470000000.0,-6.33,1186000000.0,2813000000.0,-1315000000.0,,-3128000000.0,-3128000000.0,,-3207000000.0,79000000.0,1619000000.0,4958000000.0,92000000.0,333000000.0,,1000000.0,,654000000.0,1619000000.0,3339000000.0,417000000.0,7457000000.0,-4118000000.0,-325000000.0,-4443000000.0,4958000000.0,508300000.0,508000000.0,509000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q2TTM,2014-07-01,2015-06-30,,-4.95,-4.95,1.08,4848000000.0,-4.95,2024000000.0,3529000000.0,-790000000.0,,-2331000000.0,-2331000000.0,,-2515000000.0,184000000.0,3301000000.0,13199000000.0,606000000.0,902000000.0,,-38000000.0,,1532000000.0,3301000000.0,9898000000.0,820000000.0,12797000000.0,-2899000000.0,-214000000.0,-3121000000.0,13199000000.0,508300000.0,508000000.0,509000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q1,2015-01-01,2015-03-31,2016-05-02 16:26:44+00:00,-6.45,-6.45,0.27,1256000000.0,-6.45,1083000000.0,2783000000.0,-1392000000.0,,-3236000000.0,-3236000000.0,,-3268000000.0,32000000.0,855000000.0,2321000000.0,-204000000.0,182000000.0,,,,370000000.0,855000000.0,1466000000.0,216000000.0,5674000000.0,-4208000000.0,-420000000.0,-4628000000.0,2321000000.0,506700000.0,507000000.0,507000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2015.0,Q1TTM,2014-04-01,2015-03-31,,-4.62,-4.62,1.08,4682000000.0,-4.62,2423000000.0,3616000000.0,-439000000.0,,-2173000000.0,-2173000000.0,,-2349000000.0,176000000.0,3341000000.0,14947000000.0,-19000000.0,1112000000.0,,,,1553000000.0,3341000000.0,11606000000.0,805000000.0,13386000000.0,-1780000000.0,-824000000.0,-2612000000.0,14947000000.0,506700000.0,507000000.0,507000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,FY,2016-01-01,2016-12-31,2019-02-14 17:23:13+00:00,-5.9,-5.9,0.2,4301000000.0,-5.9,944000000.0,227000000.0,-1021000000.0,,-2808000000.0,-2808000000.0,,-3071000000.0,263000000.0,2085000000.0,8447000000.0,-418000000.0,536000000.0,,578000000.0,,2148000000.0,2085000000.0,6362000000.0,1045000000.0,8734000000.0,-2372000000.0,-1463000000.0,-3829000000.0,8447000000.0,520500000.0,522000000.0,522000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q4,2016-10-01,2016-12-31,,-0.9,-0.9,0.05,1099000000.0,-0.9,438000000.0,166000000.0,-64000000.0,,-452000000.0,-452000000.0,,-515000000.0,63000000.0,-25000000.0,2577000000.0,130000000.0,114000000.0,,190000000.0,,978000000.0,-25000000.0,2602000000.0,264000000.0,2985000000.0,-383000000.0,-134000000.0,-516000000.0,2577000000.0,520500000.0,522000000.0,522000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q3,2016-07-01,2016-09-30,2017-10-31 16:14:00+00:00,-1.61,-1.61,0.05,1069000000.0,-1.61,304000000.0,27000000.0,-260000000.0,,-747000000.0,-747000000.0,,-830000000.0,83000000.0,745000000.0,2251000000.0,7000000.0,148000000.0,,358000000.0,,393000000.0,745000000.0,1506000000.0,220000000.0,2299000000.0,-793000000.0,-213000000.0,-1007000000.0,2251000000.0,515500000.0,517000000.0,517000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q3YTD,2016-01-01,2016-09-30,,-5.0,-5.0,0.15,3202000000.0,-5.0,506000000.0,61000000.0,-957000000.0,,-2356000000.0,-2356000000.0,,-2556000000.0,200000000.0,2110000000.0,5870000000.0,-548000000.0,422000000.0,,388000000.0,,1170000000.0,2110000000.0,3760000000.0,781000000.0,5749000000.0,-1989000000.0,-1329000000.0,-3313000000.0,5870000000.0,515500000.0,517000000.0,517000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q3TTM,2015-10-01,2016-09-30,,-7.44,-7.44,0.42,4224000000.0,-7.44,890000000.0,1565000000.0,-1602000000.0,,-3880000000.0,-3880000000.0,,-3806000000.0,-74000000.0,2860000000.0,7380000000.0,-367000000.0,515000000.0,,-155000000.0,,1612000000.0,2860000000.0,4520000000.0,990000000.0,8651000000.0,-4131000000.0,-1357000000.0,-5482000000.0,7380000000.0,515500000.0,517000000.0,517000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q2,2016-04-01,2016-06-30,2017-07-24 16:13:57+00:00,-1.36,-1.36,0.05,984000000.0,-1.36,76000000.0,18000000.0,-314000000.0,,-611000000.0,-611000000.0,,-692000000.0,81000000.0,700000000.0,1985000000.0,-256000000.0,157000000.0,,70000000.0,,312000000.0,700000000.0,1285000000.0,341000000.0,1617000000.0,-332000000.0,-597000000.0,-925000000.0,1985000000.0,508800000.0,510000000.0,510000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q2YTD,2016-01-01,2016-06-30,,-3.39,-3.39,0.1,2133000000.0,-3.39,202000000.0,34000000.0,-697000000.0,,-1609000000.0,-1609000000.0,,-1726000000.0,117000000.0,1365000000.0,3619000000.0,-555000000.0,274000000.0,,30000000.0,,777000000.0,1365000000.0,2254000000.0,561000000.0,3450000000.0,-1196000000.0,-1116000000.0,-2306000000.0,3619000000.0,508800000.0,510000000.0,510000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q2TTM,2015-07-01,2016-06-30,,-10.24,-10.24,0.64,4266000000.0,-10.24,1660000000.0,2296000000.0,-2259000000.0,,-5293000000.0,-5293000000.0,,-5211000000.0,-82000000.0,2931000000.0,7359000000.0,-702000000.0,494000000.0,,29000000.0,,1570000000.0,2931000000.0,4428000000.0,969000000.0,10315000000.0,-5887000000.0,-1671000000.0,-7552000000.0,7359000000.0,508800000.0,510000000.0,510000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 16:26:44+00:00,-2.03,-2.03,0.05,1149000000.0,-2.03,126000000.0,16000000.0,-383000000.0,,-998000000.0,-998000000.0,,-1034000000.0,36000000.0,665000000.0,1634000000.0,-299000000.0,117000000.0,,-40000000.0,,465000000.0,665000000.0,969000000.0,220000000.0,1833000000.0,-864000000.0,-519000000.0,-1381000000.0,1634000000.0,509400000.0,509000000.0,509000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2016.0,Q1TTM,2015-04-01,2016-03-31,,-8.76,-8.76,0.86,4496000000.0,-8.76,1687000000.0,2308000000.0,-1868000000.0,,-4574000000.0,-4574000000.0,,-4458000000.0,-116000000.0,2995000000.0,8011000000.0,-150000000.0,488000000.0,,-40000000.0,,1542000000.0,2995000000.0,5016000000.0,829000000.0,10481000000.0,-5465000000.0,-979000000.0,-6442000000.0,8011000000.0,509400000.0,509000000.0,509000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,FY,2017-01-01,2017-12-31,2019-02-14 17:23:13+00:00,-0.85,-0.85,0.2,4279000000.0,-0.85,2535000000.0,408000000.0,-1477000000.0,,-211000000.0,-211000000.0,,-456000000.0,245000000.0,2466000000.0,10969000000.0,-185000000.0,582000000.0,,-939000000.0,,2203000000.0,2466000000.0,8503000000.0,934000000.0,9068000000.0,-565000000.0,-1119000000.0,-1688000000.0,10969000000.0,536500000.0,548000000.0,548000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 16:30:16+00:00,-1.27,-1.27,0.05,1083000000.0,-1.27,750000000.0,0.0,-425000000.0,,-641000000.0,-641000000.0,,-699000000.0,58000000.0,616000000.0,2610000000.0,-87000000.0,159000000.0,,114000000.0,,637000000.0,616000000.0,1994000000.0,230000000.0,2743000000.0,-749000000.0,-317000000.0,-1066000000.0,2610000000.0,550400000.0,553000000.0,553000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q3YTD,2017-01-01,2017-09-30,,-2.61,-2.61,0.15,3235000000.0,-2.61,2366000000.0,383000000.0,-366000000.0,,-1250000000.0,-1250000000.0,,-1432000000.0,182000000.0,2284000000.0,7927000000.0,-18000000.0,449000000.0,,-1052000000.0,,1178000000.0,2284000000.0,5643000000.0,682000000.0,6559000000.0,-916000000.0,-700000000.0,-1616000000.0,7927000000.0,550400000.0,553000000.0,553000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q3TTM,2016-10-01,2017-09-30,,-3.51,-3.51,0.2,4334000000.0,-3.51,2804000000.0,549000000.0,-430000000.0,,-1702000000.0,-1702000000.0,,-1947000000.0,245000000.0,2259000000.0,10504000000.0,112000000.0,563000000.0,,-862000000.0,,2156000000.0,2259000000.0,8245000000.0,946000000.0,9544000000.0,-1299000000.0,-834000000.0,-2132000000.0,10504000000.0,550400000.0,553000000.0,553000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q2,2017-04-01,2017-06-30,2018-07-31 16:44:06+00:00,-0.76,-0.76,0.05,1037000000.0,-0.76,532000000.0,10000000.0,-38000000.0,,-334000000.0,-334000000.0,,-415000000.0,81000000.0,813000000.0,2419000000.0,-76000000.0,135000000.0,,-297000000.0,,256000000.0,813000000.0,1606000000.0,229000000.0,1673000000.0,-67000000.0,-305000000.0,-372000000.0,2419000000.0,546100000.0,552000000.0,552000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q2YTD,2017-01-01,2017-06-30,,-1.34,-1.34,0.1,2152000000.0,-1.34,1616000000.0,383000000.0,59000000.0,,-609000000.0,-609000000.0,,-733000000.0,124000000.0,1668000000.0,5317000000.0,69000000.0,290000000.0,,-1166000000.0,,541000000.0,1668000000.0,3649000000.0,452000000.0,3816000000.0,-167000000.0,-383000000.0,-550000000.0,5317000000.0,546100000.0,552000000.0,552000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q2TTM,2016-07-01,2017-06-30,,-3.85,-3.85,0.2,4320000000.0,-3.85,2358000000.0,576000000.0,-265000000.0,,-1808000000.0,-1808000000.0,,-2078000000.0,270000000.0,2388000000.0,10145000000.0,206000000.0,552000000.0,,-618000000.0,,1912000000.0,2388000000.0,7757000000.0,936000000.0,9100000000.0,-1343000000.0,-730000000.0,-2073000000.0,10145000000.0,546100000.0,552000000.0,552000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q1,2017-01-01,2017-03-31,2018-05-01 16:28:30+00:00,-0.58,-0.58,0.05,1115000000.0,-0.58,1084000000.0,373000000.0,97000000.0,,-275000000.0,-275000000.0,,-318000000.0,43000000.0,855000000.0,2898000000.0,145000000.0,155000000.0,,-869000000.0,,285000000.0,855000000.0,2043000000.0,223000000.0,2143000000.0,-100000000.0,-78000000.0,-178000000.0,2898000000.0,548300000.0,551000000.0,551000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2017.0,Q1TTM,2016-04-01,2017-03-31,,-4.45,-4.45,0.2,4267000000.0,-4.45,1902000000.0,584000000.0,-541000000.0,,-2085000000.0,-2085000000.0,,-2355000000.0,270000000.0,2275000000.0,9711000000.0,26000000.0,574000000.0,,-251000000.0,,1968000000.0,2275000000.0,7436000000.0,1048000000.0,9044000000.0,-1608000000.0,-1022000000.0,-2626000000.0,9711000000.0,548300000.0,551000000.0,551000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,Q3,2018-07-01,2018-09-30,2018-10-30 16:30:16+00:00,0.72,0.72,0.25,1130000000.0,0.72,118000000.0,172000000.0,256000000.0,,427000000.0,427000000.0,,363000000.0,64000000.0,228000000.0,3851000000.0,-57000000.0,746000000.0,,-90000000.0,,568000000.0,228000000.0,3623000000.0,240000000.0,2644000000.0,979000000.0,-297000000.0,683000000.0,3851000000.0,500000000.0,499000000.0,500000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2018.0,Q2,2018-04-01,2018-06-30,2019-07-30 16:42:34+00:00,0.05,0.05,,1003000000.0,0.05,94000000.0,128000000.0,125000000.0,,17000000.0,17000000.0,,29000000.0,-12000000.0,461000000.0,3414000000.0,-440000000.0,201000000.0,,123000000.0,0.0,585000000.0,461000000.0,2953000000.0,237000000.0,2134000000.0,819000000.0,-677000000.0,142000000.0,3414000000.0,580000000.0,504000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2019.0,Q2,2019-04-01,2019-06-30,2019-07-30 16:42:34+00:00,-2.09,-2.09,,1161000000.0,-2.09,90000000.0,0.0,209000000.0,,-945000000.0,-945000000.0,,-1025000000.0,80000000.0,496000000.0,3528000000.0,-272000000.0,182000000.0,,86000000.0,1042000000.0,686000000.0,496000000.0,3032000000.0,249000000.0,3247000000.0,-215000000.0,-521000000.0,-736000000.0,3528000000.0,490400000.0,491000000.0,491000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2019.0,Q2YTD,2019-01-01,2019-06-30,,-2.12,-2.12,0.3,2242000000.0,-2.12,139000000.0,,375000000.0,,-849000000.0,-849000000.0,,-1040000000.0,191000000.0,974000000.0,6654000000.0,-591000000.0,381000000.0,,-6000000.0,1042000000.0,1263000000.0,974000000.0,5680000000.0,502000000.0,5061000000.0,619000000.0,-1093000000.0,-474000000.0,6654000000.0,490400000.0,491000000.0,491000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2019.0,Q1,2019-01-01,2019-03-31,2019-05-08 14:01:49+00:00,-0.03,-0.03,0.3,1081000000.0,-0.03,49000000.0,0.0,166000000.0,,96000000.0,96000000.0,,-15000000.0,111000000.0,478000000.0,3126000000.0,-319000000.0,199000000.0,,-92000000.0,,577000000.0,478000000.0,2648000000.0,253000000.0,1814000000.0,834000000.0,-572000000.0,262000000.0,3126000000.0,500000000.0,490000000.0,490000000.0
