company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2009.0,FY,,2009-12-31,2011-02-28 17:08:50+00:00,176076000.0,323501000.0,286606000.0,-1881000.0,708462000.0,,818817000.0,104195000.0,9498000.0,302534000.0,609909000.0,322534000.0,211792000.0,84893000.0,47529000.0,,,49180000.0,,15659000.0,,,,,36458000.0,147498000.0,17081000.0,1515000.0,1105291000.0,,25275000.0,2488803000.0,1497411000.0,1280581000.0,472180000.0,1497411000.0,1497411000.0,991392000.0,2488803000.0,1160693000.0,519212000.0,0.0,-424816000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,FY,,2010-12-31,2012-02-29 17:19:07+00:00,241114000.0,547807000.0,469721000.0,-1161000.0,466214000.0,0.0,862245000.0,143867000.0,,715005000.0,1531760000.0,1045801000.0,23509000.0,178805000.0,215295000.0,61738000.0,,217334000.0,,,,,,,67286000.0,110097000.0,22841000.0,,1364297000.0,24993000.0,,3912389000.0,1741591000.0,1359534000.0,735828000.0,1741591000.0,1803329000.0,2109060000.0,3912389000.0,2337560000.0,1373232000.0,0.0,-483790000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q3,,2010-09-30,2010-11-02 08:00:33+00:00,157781000.0,419120000.0,375409000.0,-1943000.0,774075000.0,,842926000.0,103416000.0,4017000.0,492656000.0,719795000.0,277719000.0,22182000.0,94792000.0,74985000.0,60689000.0,,23357000.0,,,,,,,43439000.0,171713000.0,19044000.0,,1271313000.0,64563000.0,250000.0,2763754000.0,1628506000.0,1410697000.0,601770000.0,1628506000.0,1689195000.0,1074559000.0,2763754000.0,1278072000.0,472789000.0,0.0,-483790000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q2,,2010-06-30,2010-08-02 09:26:02+00:00,178751000.0,354361000.0,313976000.0,-1979000.0,992271000.0,,831220000.0,107778000.0,,302534000.0,562338000.0,331470000.0,22010000.0,85280000.0,44962000.0,,,50467000.0,,,,,,,35961000.0,150066000.0,88702000.0,,1217106000.0,,,2596197000.0,1571467000.0,1628392000.0,492727000.0,1571467000.0,1571467000.0,1024730000.0,2596197000.0,922843000.0,532003000.0,0.0,-474880000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2011.0,FY,,2011-12-31,2013-03-01 16:22:49+00:00,260385000.0,733222000.0,732831000.0,-9436000.0,547620000.0,0.0,953708000.0,215103000.0,35372000.0,2558041000.0,2504124000.0,3424329000.0,19105000.0,262419000.0,297731000.0,61901000.0,,617677000.0,,,4925000.0,,,,125486000.0,89208000.0,29732000.0,,1551910000.0,88265000.0,,7292583000.0,1977690000.0,1788096000.0,1121778000.0,1977690000.0,2039591000.0,5252992000.0,7292583000.0,5206756000.0,4131214000.0,0.0,-518492000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2011.0,Q3,,2011-09-30,2011-10-31 17:25:07+00:00,243647000.0,721984000.0,654608000.0,-7298000.0,419671000.0,0.0,934962000.0,182475000.0,14819000.0,2496859000.0,2766049000.0,3565184000.0,20396000.0,282540000.0,273488000.0,63077000.0,,727393000.0,,,6228000.0,,,,126947000.0,87065000.0,29424000.0,,1515316000.0,74334000.0,41010000.0,7360843000.0,1924488000.0,1677104000.0,993636000.0,1924488000.0,1987565000.0,5373278000.0,7360843000.0,5410251000.0,4379642000.0,0.0,-518492000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2011.0,Q2,,2011-06-30,2011-08-31 16:19:55+00:00,273962000.0,654056000.0,557061000.0,-1543000.0,621869000.0,0.0,917523000.0,208857000.0,,2474669000.0,2837928000.0,3428675000.0,21205000.0,303658000.0,271833000.0,60878000.0,,748215000.0,,,6743000.0,,,,143553000.0,88654000.0,34191000.0,,1474667000.0,601498000.0,71003000.0,7642822000.0,1872156000.0,1893634000.0,1439264000.0,1872156000.0,1933034000.0,5704808000.0,7642822000.0,5477355000.0,4265544000.0,,-518491000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2011.0,Q1,,2011-03-31,2011-04-29 12:16:29+00:00,265516000.0,549281000.0,475831000.0,-1011000.0,565162000.0,,884634000.0,148890000.0,6538000.0,719300000.0,1486199000.0,1044120000.0,23701000.0,205296000.0,213452000.0,61358000.0,,218078000.0,,,12682000.0,,,,65269000.0,92082000.0,29545000.0,,1420084000.0,27525000.0,,4006095000.0,1802365000.0,1498174000.0,788092000.0,1802365000.0,1863723000.0,2142372000.0,4006095000.0,2294469000.0,1354280000.0,0.0,-501342000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2012.0,FY,,2012-12-31,2014-02-28 17:33:34+00:00,412065000.0,650547000.0,1142196000.0,-6802000.0,529689000.0,0.0,1036515000.0,335427000.0,0.0,1853566000.0,2047292000.0,3035031000.0,1746000.0,344935000.0,359293000.0,60350000.0,,496778000.0,,,6195000.0,330663000.0,58576000.0,,93567000.0,152356000.0,21834000.0,0.0,811573000.0,132156000.0,,6568559000.0,1072856000.0,2213095000.0,1751188000.0,1072856000.0,1133206000.0,5435353000.0,6568559000.0,3996171000.0,3684165000.0,0.0,-768430000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2012.0,Q3,,2012-09-30,2012-11-05 16:31:26+00:00,258960000.0,759594000.0,965698000.0,-7504000.0,256917000.0,0.0,1017750000.0,304086000.0,0.0,2569288000.0,2285187000.0,3069518000.0,2631000.0,363747000.0,333119000.0,62317000.0,,581975000.0,,,6027000.0,,,,118067000.0,83149000.0,28155000.0,,1527839000.0,124947000.0,,7020791000.0,1868200000.0,1712499000.0,1355632000.0,1868200000.0,1930517000.0,5090274000.0,7020791000.0,4975173000.0,3734642000.0,0.0,-669885000.0
