company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:08:50+00:00,,2.07,2.06,8083000.0,136492000.0,255336000.0,255336000.0,,255336000.0,,267235000.0,1260536000.0,-1753000.0,,,,109681000.0,0.0,488063000.0,267235000.0,993301000.0,-6107000.0,605827000.0,387474000.0,4354000.0,391828000.0,1260536000.0,,123248000.0,123720000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:19:07+00:00,,2.27,2.27,69000000.0,93324000.0,266336000.0,266336000.0,,266336000.0,,375058000.0,1451577000.0,3329000.0,,9264000.0,,185317000.0,-93081000.0,534523000.0,375058000.0,1085783000.0,33693000.0,695759000.0,390024000.0,-30364000.0,359660000.0,1460841000.0,,117112000.0,117515000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 08:00:33+00:00,,0.42,0.42,,29907000.0,49422000.0,49422000.0,,49422000.0,,97307000.0,358344000.0,1194000.0,,2683000.0,,59690000.0,-20206000.0,139922000.0,97307000.0,263720000.0,6179000.0,179406000.0,84314000.0,-4985000.0,79329000.0,361027000.0,,117207000.0,117643000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 09:26:02+00:00,,0.26,0.26,,25986000.0,30029000.0,30029000.0,,30029000.0,,95069000.0,373108000.0,1515000.0,,,,48508000.0,35023000.0,129592000.0,95069000.0,278039000.0,10416000.0,213123000.0,64916000.0,-8901000.0,56015000.0,373108000.0,,117158000.0,117350000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q4,2010-10-01,2010-12-31,,,0.81,0.79,22000000.0,31409000.0,105733000.0,105733000.0,,92985000.0,12748000.0,169548000.0,457458000.0,1454000.0,,53732000.0,,39256000.0,-12339000.0,143203000.0,169548000.0,341642000.0,13834000.0,192120000.0,149522000.0,-12380000.0,137142000.0,511190000.0,,116164000.0,117951000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:22:49+00:00,,2.23,2.2,35000000.0,133678000.0,287020000.0,287020000.0,,259006000.0,28014000.0,504757000.0,1601192000.0,1933000.0,,115037000.0,0.0,144525000.0,18976000.0,547605000.0,504757000.0,1211472000.0,46601000.0,746106000.0,465366000.0,-44668000.0,420698000.0,1716229000.0,,116164000.0,117951000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.42,1.41,13000000.0,102269000.0,181287000.0,181287000.0,,166021000.0,15266000.0,335209000.0,1143734000.0,479000.0,,61305000.0,,105269000.0,31315000.0,404402000.0,335209000.0,869830000.0,32767000.0,553986000.0,315844000.0,-32288000.0,283556000.0,1205039000.0,,115469000.0,116597000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 17:25:07+00:00,,0.47,0.46,,33540000.0,69472000.0,69472000.0,,54206000.0,15266000.0,133920000.0,389264000.0,59000.0,,54839000.0,,31445000.0,24990000.0,137816000.0,133920000.0,310183000.0,12979000.0,194251000.0,115932000.0,-12920000.0,103012000.0,444103000.0,,115469000.0,116597000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q2YTD,2010-01-01,2010-06-30,,,0.95,0.95,13000000.0,68729000.0,111815000.0,111815000.0,,111815000.0,,201289000.0,754470000.0,420000.0,,6466000.0,,73824000.0,6325000.0,266586000.0,201289000.0,559647000.0,19788000.0,359735000.0,199912000.0,-19368000.0,180544000.0,760936000.0,,116060000.0,116660000.0
Endo International PLC,ENDP,5493007TBMWZWGZIB256,1593034,2010.0,Q2,2010-04-01,2010-06-30,2011-08-31 16:19:55+00:00,,0.44,0.44,13000000.0,32362000.0,51460000.0,51460000.0,,51460000.0,,107216000.0,394121000.0,201000.0,,2403000.0,,44656000.0,4796000.0,133251000.0,107216000.0,289308000.0,9984000.0,195703000.0,93605000.0,-9783000.0,83822000.0,396524000.0,,116060000.0,116660000.0
