company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Chipotle Mexican Grill Inc,CMG,,1058090,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 15:19:20+00:00,2.39,2.39,52770000.0,2.36,,49004000.0,78202000.0,78202000.0,78202000.0,1045041000.0,1331968000.0,3167000.0,,20963000.0,89155000.0,1045041000.0,286927000.0,,162888000.0,124039000.0,3167000.0,127206000.0,1331968000.0,32700000.0,32766000.0,33146000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 17:21:46+00:00,3.99,3.99,61308000.0,3.95,5956000.0,77380000.0,126845000.0,126845000.0,126845000.0,1139898000.0,1518417000.0,520000.0,,8401000.0,99149000.0,1139898000.0,378519000.0,,174814000.0,203705000.0,520000.0,204225000.0,1518417000.0,31800000.0,31766000.0,32102000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2009.0,Q3,2009-07-01,2009-09-30,2010-10-22 14:52:03+00:00,1.09,1.09,15451000.0,1.08,,20403000.0,34464000.0,34464000.0,34464000.0,288687000.0,387581000.0,58000.0,,4079000.0,24555000.0,288687000.0,98894000.0,,44085000.0,54809000.0,58000.0,54867000.0,387581000.0,31600000.0,31625000.0,31949000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2009.0,Q2,2009-04-01,2009-06-30,2010-07-27 11:55:40+00:00,1.11,1.11,15197000.0,1.1,,22036000.0,35393000.0,35393000.0,35393000.0,287608000.0,388836000.0,107000.0,,2912000.0,25797000.0,287608000.0,101228000.0,,43906000.0,57322000.0,107000.0,57429000.0,388836000.0,31900000.0,31856000.0,32195000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q4,2010-10-01,2010-12-31,,2.98,1.5,17815000.0,1.47,3273000.0,27858000.0,46445000.0,46445000.0,46445000.0,357379000.0,482521000.0,311000.0,,1329000.0,28733000.0,357379000.0,125142000.0,,51150000.0,73992000.0,311000.0,74303000.0,482521000.0,31200000.0,31234000.0,31735000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,FY,2010-01-01,2010-12-31,2013-02-08 17:19:53+00:00,5.73,5.73,68921000.0,5.64,6296000.0,110080000.0,178981000.0,178981000.0,178981000.0,1346517000.0,1835922000.0,1230000.0,,7767000.0,118590000.0,1346517000.0,489405000.0,,201574000.0,287831000.0,1230000.0,289061000.0,1835922000.0,31200000.0,31234000.0,31735000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.75,4.23,51106000.0,4.17,3023000.0,82222000.0,132536000.0,132536000.0,132536000.0,989138000.0,1353401000.0,919000.0,,6438000.0,89857000.0,989138000.0,364263000.0,,150424000.0,213839000.0,919000.0,214758000.0,1353401000.0,31100000.0,31031000.0,31629000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q3,2010-07-01,2010-09-30,2011-10-21 13:42:28+00:00,1.55,1.55,17319000.0,1.52,1511000.0,29737000.0,48228000.0,48228000.0,48228000.0,344995000.0,476874000.0,381000.0,,1943000.0,33522000.0,344995000.0,131879000.0,,54295000.0,77584000.0,381000.0,77965000.0,476874000.0,31100000.0,31031000.0,31629000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.2,2.68,33787000.0,2.65,1512000.0,52485000.0,84308000.0,84308000.0,84308000.0,644143000.0,876527000.0,538000.0,,4495000.0,56335000.0,644143000.0,232384000.0,,96129000.0,136255000.0,538000.0,136793000.0,876527000.0,,31373000.0,31802000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q2,2010-04-01,2010-06-30,2011-07-21 17:15:32+00:00,,1.48,17053000.0,1.46,1512000.0,28840000.0,46461000.0,46461000.0,46461000.0,341452000.0,466841000.0,342000.0,,1724000.0,30141000.0,341452000.0,125389000.0,,50430000.0,74959000.0,342000.0,75301000.0,466841000.0,,31373000.0,31802000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 14:23:47+00:00,1.2,1.2,16734000.0,1.19,,23645000.0,37847000.0,37847000.0,37847000.0,302691000.0,409686000.0,196000.0,,2771000.0,26194000.0,302691000.0,106995000.0,,45699000.0,61296000.0,196000.0,61492000.0,409686000.0,31500000.0,31483000.0,31814000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q4,2011-10-01,2011-12-31,,1.84,1.84,19198000.0,1.81,1490000.0,36809000.0,57473000.0,57473000.0,57473000.0,441060000.0,596749000.0,414000.0,,3145000.0,37988000.0,441060000.0,155689000.0,,61821000.0,93868000.0,414000.0,94282000.0,596749000.0,31200000.0,31217000.0,31775000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,FY,2011-01-01,2011-12-31,2014-02-04 20:22:21+00:00,6.89,6.89,74938000.0,6.76,5806000.0,134760000.0,214945000.0,214945000.0,214945000.0,1680321000.0,2269548000.0,-857000.0,,8495000.0,149426000.0,1680321000.0,589227000.0,,238665000.0,350562000.0,-857000.0,349705000.0,2269548000.0,31200000.0,31217000.0,31775000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q3YTD,2011-01-01,2011-09-30,,5.05,5.05,55740000.0,4.95,4316000.0,97951000.0,157472000.0,157472000.0,157472000.0,1239261000.0,1672799000.0,-1271000.0,,5350000.0,111438000.0,1239261000.0,433538000.0,,176844000.0,256694000.0,-1271000.0,255423000.0,1672799000.0,31300000.0,31331000.0,31832000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q3TTM,2010-10-01,2011-09-30,,8.03,6.55,73555000.0,6.42,7589000.0,125809000.0,203917000.0,203917000.0,203917000.0,1596640000.0,2155320000.0,-960000.0,,6679000.0,140171000.0,1596640000.0,558680000.0,,227994000.0,330686000.0,-960000.0,329726000.0,2155320000.0,31300000.0,31331000.0,31832000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q3,2011-07-01,2011-09-30,2012-10-18 18:29:14+00:00,1.93,1.93,18741000.0,1.9,1278000.0,38025000.0,60433000.0,60433000.0,60433000.0,434123000.0,591854000.0,448000.0,,2448000.0,37254000.0,434123000.0,157731000.0,,59721000.0,98010000.0,448000.0,98458000.0,591854000.0,31300000.0,31331000.0,31832000.0
