company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Chipotle Mexican Grill Inc,CMG,,1058090,2009.0,FY,,2009-12-31,2011-02-17 15:19:20+00:00,25230000.0,4763000.0,31216000.0,29000.0,219566000.0,,540215000.0,,3134000.0,4207000.0,41404000.0,21939000.0,,5614000.0,636411000.0,106395000.0,,38863000.0,96000.0,5701000.0,10633000.0,14377000.0,277533000.0,50000000.0,961505000.0,703461000.0,297454000.0,102153000.0,703461000.0,703461000.0,258044000.0,961505000.0,27640000.0,155891000.0,0.0,-114316000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,FY,,2010-12-31,2012-02-10 17:21:46+00:00,33705000.0,5658000.0,38892000.0,606000.0,224838000.0,,594671000.0,,27845000.0,,50336000.0,21939000.0,,7098000.0,676881000.0,123667000.0,,50525000.0,121000.0,16564000.0,13486000.0,16016000.0,456514000.0,124766000.0,1121605000.0,810873000.0,406221000.0,123054000.0,810873000.0,810873000.0,310732000.0,1121605000.0,38503000.0,187678000.0,0.0,-240918000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q3,,2010-09-30,2010-10-22 14:52:03+00:00,35641000.0,4446000.0,28590000.0,864000.0,210996000.0,,575892000.0,,13849000.0,0.0,39085000.0,21939000.0,,7175000.0,658423000.0,118394000.0,,36448000.0,117000.0,6610000.0,13067000.0,18933000.0,410069000.0,90000000.0,1032371000.0,761029000.0,345399000.0,103433000.0,761029000.0,761029000.0,271342000.0,1032371000.0,28549000.0,167909000.0,0.0,-225796000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2010.0,Q2,,2010-06-30,2010-07-27 11:55:40+00:00,30211000.0,3787000.0,29204000.0,-80000.0,202042000.0,,561152000.0,,3759000.0,3381000.0,37667000.0,21939000.0,,6358000.0,641600000.0,114119000.0,,32121000.0,111000.0,6235000.0,12294000.0,18402000.0,361841000.0,105000000.0,1009122000.0,750014000.0,339348000.0,100574000.0,750014000.0,750014000.0,259108000.0,1009122000.0,28174000.0,158534000.0,0.0,-172899000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,FY,,2011-12-31,2013-02-08 17:19:53+00:00,46382000.0,8389000.0,46456000.0,197000.0,401243000.0,,676996000.0,,6238000.0,4241000.0,60241000.0,21939000.0,128241000.0,8913000.0,751951000.0,143284000.0,,64381000.0,133000.0,21985000.0,15964000.0,21404000.0,671459000.0,55005000.0,1425308000.0,1044226000.0,501192000.0,157453000.0,1044226000.0,1044226000.0,381082000.0,1425308000.0,172165000.0,223629000.0,0.0,-304426000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q3,,2011-09-30,2011-10-21 13:42:28+00:00,49011000.0,5765000.0,33382000.0,690000.0,409875000.0,,667493000.0,,5883000.0,2955000.0,42965000.0,21939000.0,99718000.0,8768000.0,719346000.0,136596000.0,,63561000.0,130000.0,14641000.0,15332000.0,22679000.0,613986000.0,34759000.0,1343373000.0,999441000.0,487729000.0,128443000.0,999441000.0,999441000.0,343932000.0,1343373000.0,136298000.0,215489000.0,0.0,-282728000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q2,,2011-06-30,2011-07-21 17:15:32+00:00,40258000.0,6179000.0,31647000.0,1331000.0,349801000.0,,647580000.0,,11247000.0,,45383000.0,21939000.0,89712000.0,8447000.0,695609000.0,131592000.0,,60023000.0,128000.0,14609000.0,15488000.0,31279000.0,553553000.0,34759000.0,1263581000.0,939062000.0,441712000.0,117416000.0,939062000.0,939062000.0,324519000.0,1263581000.0,126260000.0,207103000.0,0.0,-263402000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2011.0,Q1,,2011-03-31,2011-04-21 14:23:47+00:00,35929000.0,7623000.0,32143000.0,1224000.0,282939000.0,,613067000.0,,12542000.0,,31148000.0,21939000.0,59456000.0,8738000.0,683392000.0,127387000.0,,53608000.0,124000.0,16108000.0,14970000.0,20318000.0,502896000.0,45000000.0,1158055000.0,862746000.0,377160000.0,99344000.0,862746000.0,862746000.0,295309000.0,1158055000.0,97503000.0,195965000.0,0.0,-254441000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2012.0,FY,,2012-12-31,2014-02-04 20:22:21+00:00,58700000.0,16800000.0,56421000.0,1024000.0,322553000.0,,816961000.0,,18474000.0,,71731000.0,21939000.0,190868000.0,11096000.0,866703000.0,167057000.0,,48947000.0,,42550000.0,19885000.0,27378000.0,949459000.0,150306000.0,1668667000.0,1245926000.0,546607000.0,186852000.0,1245926000.0,1245926000.0,422741000.0,1668667000.0,255357000.0,235889000.0,0.0,-521518000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2012.0,Q3,,2012-09-30,2012-10-18 18:29:14+00:00,65094000.0,14566000.0,44031000.0,782000.0,421149000.0,,805715000.0,,33592000.0,,50068000.0,21939000.0,159011000.0,9964000.0,835654000.0,160132000.0,,59742000.0,140000.0,32922000.0,19382000.0,24666000.0,888106000.0,152742000.0,1706205000.0,1307616000.0,656679000.0,159333000.0,1307616000.0,1307616000.0,398589000.0,1706205000.0,213872000.0,239256000.0,0.0,-386987000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2012.0,Q2,,2012-06-30,2012-07-19 18:40:25+00:00,55960000.0,10351000.0,37812000.0,-178000.0,404797000.0,,789620000.0,,41756000.0,,56199000.0,21939000.0,169177000.0,10504000.0,804655000.0,154726000.0,,63794000.0,138000.0,32196000.0,18555000.0,28298000.0,815806000.0,124736000.0,1648409000.0,1261225000.0,620442000.0,150109000.0,1261225000.0,1261225000.0,387184000.0,1648409000.0,223312000.0,237075000.0,0.0,-344023000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2012.0,Q1,,2012-03-31,2012-04-19 17:41:06+00:00,49154000.0,9087000.0,38098000.0,880000.0,370191000.0,,766229000.0,,41553000.0,,37160000.0,21939000.0,149072000.0,10017000.0,773116000.0,148421000.0,,66606000.0,135000.0,31954000.0,18199000.0,26159000.0,734123000.0,94480000.0,1527568000.0,1169795000.0,551487000.0,124547000.0,1169795000.0,1169795000.0,357773000.0,1527568000.0,202965000.0,233226000.0,0.0,-331437000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2013.0,FY,,2013-12-31,2015-02-04 16:40:22+00:00,59022000.0,24016000.0,73011000.0,1620000.0,323203000.0,,920192000.0,,16869000.0,,67195000.0,21939000.0,313863000.0,13044000.0,963238000.0,192739000.0,,55434000.0,,43933000.0,23591000.0,34204000.0,1276897000.0,254971000.0,2009280000.0,1538288000.0,666307000.0,199228000.0,1538288000.0,1538288000.0,470992000.0,2009280000.0,379735000.0,271764000.0,0.0,-660421000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2013.0,Q3,,2013-09-30,2013-10-17 18:16:19+00:00,70267000.0,14575000.0,47800000.0,1398000.0,308076000.0,,886242000.0,,9829000.0,1225000.0,60406000.0,21939000.0,303700000.0,12509000.0,936023000.0,185980000.0,,56522000.0,,45988000.0,23490000.0,34696000.0,1197275000.0,224097000.0,1911432000.0,1465742000.0,603782000.0,179698000.0,1465742000.0,1465742000.0,445690000.0,1911432000.0,371627000.0,265992000.0,0.0,-619173000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2013.0,Q2,,2013-06-30,2013-07-18 18:33:13+00:00,63305000.0,14961000.0,46013000.0,-113000.0,281632000.0,,856243000.0,,10045000.0,3825000.0,69564000.0,21939000.0,290284000.0,11270000.0,895819000.0,178809000.0,,57464000.0,,45879000.0,22508000.0,34938000.0,1113896000.0,202164000.0,1808931000.0,1367443000.0,555010000.0,182707000.0,1367443000.0,1367443000.0,441488000.0,1808931000.0,358102000.0,258781000.0,0.0,-602583000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2013.0,Q1,,2013-03-31,2013-04-18 18:06:13+00:00,56629000.0,15475000.0,49468000.0,-80000.0,346930000.0,,834611000.0,,9382000.0,31240000.0,44779000.0,21939000.0,195520000.0,11431000.0,875597000.0,172917000.0,,47575000.0,,44100000.0,21971000.0,31723000.0,1026043000.0,160573000.0,1712670000.0,1288091000.0,575514000.0,182116000.0,1288091000.0,1288091000.0,424579000.0,1712670000.0,261559000.0,242463000.0,0.0,-572483000.0
Chipotle Mexican Grill Inc,CMG,,1058090,2014.0,FY,,2014-12-31,2016-02-04 20:00:11+00:00,69613000.0,34839000.0,102203000.0,-429000.0,419465000.0,,1039286000.0,,16488000.0,,73894000.0,21939000.0,496106000.0,15332000.0,1106984000.0,219414000.0,,21561000.0,,42777000.0,28263000.0,34795000.0,1722271000.0,338592000.0,2527317000.0,2012369000.0,859511000.0,245710000.0,2012369000.0,2012369000.0,514948000.0,2527317000.0,560822000.0,269238000.0,0.0,-748759000.0
