company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities
CBRE Group Inc,CBRE,,1138118,2009.0,FY,,2009-12-31,2011-03-01 13:08:02+00:00,278444000.0,-115077000.0,741557000.0,,759207000.0,,1306372000.0,322904000.0,,2372302000.0,315033000.0,178975000.0,155173000.0,2094887000.0,253768000.0,471686000.0,46797000.0,-15008000.0,878911000.0,5039406000.0,629122000.0,629122000.0,784295000.0,4255111000.0,5039406000.0,32881000.0
CBRE Group Inc,CBRE,,1138118,2010.0,FY,,2010-12-31,2012-02-29 16:29:27+00:00,473921000.0,-94602000.0,506574000.0,0.0,817480000.0,,1323801000.0,332855000.0,,1851901000.0,485433000.0,188397000.0,157580000.0,2197297000.0,247104000.0,472642000.0,52257000.0,185337000.0,1010205000.0,5121568000.0,908215000.0,908215000.0,1065795000.0,4055773000.0,5121568000.0,34954000.0
CBRE Group Inc,CBRE,,1138118,2010.0,Q3,,2010-09-30,2010-11-09 14:28:47+00:00,274265000.0,-112039000.0,768675000.0,,795243000.0,,1316843000.0,331748000.0,,2258315000.0,264819000.0,154157000.0,183567000.0,2155533000.0,249916000.0,426459000.0,51497000.0,90193000.0,909144000.0,5075063000.0,773397000.0,773397000.0,956964000.0,4118099000.0,5075063000.0,31791000.0
CBRE Group Inc,CBRE,,1138118,2010.0,Q2,,2010-06-30,2010-08-09 15:08:22+00:00,180543000.0,-172438000.0,743563000.0,,781084000.0,,1276840000.0,323500000.0,,2471684000.0,260636000.0,153104000.0,178809000.0,2105415000.0,243617000.0,392019000.0,37324000.0,33155000.0,822577000.0,4931050000.0,641801000.0,641801000.0,820610000.0,4110440000.0,4931050000.0,30668000.0
CBRE Group Inc,CBRE,,1138118,2011.0,FY,,2011-12-31,2013-03-01 14:37:23+00:00,572996000.0,-158439000.0,1093182000.0,0.0,885421000.0,,1828407000.0,794325000.0,,2611187000.0,720061000.0,295488000.0,265682000.0,2231663000.0,510145000.0,637993000.0,67138000.0,424499000.0,1469659000.0,7219143000.0,1151481000.0,1151481000.0,1417163000.0,5801980000.0,7219143000.0,188879000.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q3,,2011-09-30,2011-11-09 14:35:24+00:00,340907000.0,-136895000.0,662594000.0,0.0,874533000.0,,1581760000.0,514662000.0,,2466327000.0,690229000.0,249889000.0,275688000.0,2176001000.0,362543000.0,538413000.0,388068000.0,344736000.0,1348851000.0,6415103000.0,1082374000.0,1082374000.0,1358062000.0,5057041000.0,6415103000.0,151900000.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q2,,2011-06-30,2011-08-09 15:00:24+00:00,224969000.0,-56158000.0,752109000.0,0.0,858233000.0,,1407543000.0,333940000.0,,2134267000.0,308249000.0,216584000.0,156654000.0,2181156000.0,277971000.0,459443000.0,49221000.0,280929000.0,946424000.0,5282732000.0,1083004000.0,1083004000.0,1239658000.0,4043074000.0,5282732000.0,33930000.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q1,,2011-03-31,2011-05-10 14:03:17+00:00,271700000.0,-64401000.0,427645000.0,,841205000.0,,1342850000.0,331758000.0,,1808292000.0,285673000.0,193367000.0,152635000.0,2131991000.0,253858000.0,452115000.0,46533000.0,219706000.0,857788000.0,4792898000.0,996510000.0,996510000.0,1149145000.0,3643753000.0,4792898000.0,33081000.0
CBRE Group Inc,CBRE,,1138118,2012.0,FY,,2012-12-31,2014-03-03 16:22:17+00:00,540144000.0,-165044000.0,1089297000.0,0.0,964201000.0,54103000.0,1889602000.0,786793000.0,104627000.0,2543707000.0,1048340000.0,379176000.0,142601000.0,2383527000.0,611730000.0,1065690000.0,73676000.0,740054000.0,1207729000.0,7809542000.0,1539211000.0,1539211000.0,1681812000.0,6127730000.0,7809542000.0,159131000.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q3,,2012-09-30,2012-11-09 12:12:26+00:00,353048000.0,-170856000.0,776260000.0,0.0,944232000.0,,1845387000.0,769640000.0,,2539510000.0,465794000.0,334860000.0,178674000.0,2359325000.0,565905000.0,602247000.0,64600000.0,567056000.0,1188961000.0,6768777000.0,1340432000.0,1340432000.0,1519106000.0,5249671000.0,6768777000.0,152911000.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q2,,2012-06-30,2012-08-09 11:55:25+00:00,284729000.0,-184424000.0,731202000.0,0.0,911939000.0,,1816040000.0,784779000.0,,2617912000.0,423681000.0,299310000.0,180080000.0,2320736000.0,545083000.0,548435000.0,64328000.0,527347000.0,1145294000.0,6576395000.0,1254862000.0,1254862000.0,1434942000.0,5141453000.0,6576395000.0,136319000.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q1,,2012-03-31,2012-05-10 13:19:23+00:00,323668000.0,-138445000.0,703937000.0,0.0,899198000.0,,1838601000.0,795615000.0,,2616751000.0,418111000.0,287548000.0,190116000.0,2255590000.0,527784000.0,570039000.0,60873000.0,451474000.0,1098972000.0,6539557000.0,1212227000.0,1212227000.0,1402343000.0,5137214000.0,6539557000.0,179282000.0
CBRE Group Inc,CBRE,,1138118,2014.0,FY,,2014-12-31,2016-02-29 13:32:36+00:00,841989000.0,-324020000.0,740884000.0,0.0,1042755000.0,,2333821000.0,802360000.0,,1808605000.0,506294000.0,497926000.0,41568000.0,2440355000.0,529242000.0,1538319000.0,28090000.0,1541095000.0,548457000.0,7568010000.0,2259830000.0,2259830000.0,2301398000.0,5266612000.0,7568010000.0,218280000.0
