company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities
CBRE Group Inc,CBRE,,1138118,2015.0,FY,,2015-12-31,2017-03-01 12:54:02+00:00,949088000.0,-485675000.0,540403000.0,0.0,1110100000.0,,3085997000.0,1450469000.0,,2645111000.0,1767107000.0,529823000.0,46418000.0,3353437000.0,619605000.0,2259844000.0,72764000.0,2088227000.0,1785225000.0,11017943000.0,2712652000.0,2712652000.0,2759070000.0,8258873000.0,11017943000.0,217943000.0
CBRE Group Inc,CBRE,,1138118,2016.0,FY,,2016-12-31,2018-03-01 10:29:41+00:00,948672000.0,-791018000.0,762576000.0,0.0,1148599000.0,,2981392000.0,1411039000.0,,2548126000.0,1276047000.0,560756000.0,42758000.0,3486703000.0,648787000.0,2322077000.0,68836000.0,2656906000.0,1254680000.0,10779587000.0,3014487000.0,3014487000.0,3057245000.0,7722342000.0,10779587000.0,232238000.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q3,,2016-09-30,2016-11-09 12:24:49+00:00,655845000.0,-585341000.0,446346000.0,0.0,1127435000.0,,3045084000.0,1414831000.0,,2614898000.0,1642394000.0,550779000.0,46478000.0,3356698000.0,613505000.0,2163885000.0,70755000.0,2392931000.0,1747134000.0,10776770000.0,2935025000.0,2935025000.0,2981503000.0,7795267000.0,10776770000.0,249883000.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q2,,2016-06-30,2016-08-09 11:20:23+00:00,549296000.0,-572181000.0,431768000.0,0.0,1135237000.0,,3061024000.0,1396240000.0,,2624977000.0,847712000.0,533575000.0,48652000.0,3355009000.0,651176000.0,2155496000.0,70502000.0,2292062000.0,1037857000.0,9922572000.0,2855118000.0,2855118000.0,2903770000.0,7018802000.0,9922572000.0,226742000.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q1,,2016-03-31,2016-05-10 12:01:18+00:00,611061000.0,-471355000.0,489229000.0,0.0,1118556000.0,,3133866000.0,1416336000.0,,2635045000.0,724508000.0,528350000.0,49103000.0,3258941000.0,636972000.0,2050904000.0,63372000.0,2170394000.0,1034455000.0,9835135000.0,2817595000.0,2817595000.0,2866698000.0,6968437000.0,9835135000.0,220533000.0
CBRE Group Inc,CBRE,,1138118,2017.0,FY,,2017-12-31,2019-03-01 09:12:05+00:00,1148979000.0,-552414000.0,751774000.0,0.0,1223903000.0,,3254740000.0,1399112000.0,,1999603000.0,928038000.0,617739000.0,60118000.0,4455947000.0,831235000.0,2653175000.0,73045000.0,3443007000.0,910790000.0,11718396000.0,4114496000.0,4114496000.0,4174614000.0,7543782000.0,11718396000.0,238001000.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q3,,2017-09-30,2017-11-09 12:10:25+00:00,809172000.0,-580765000.0,955605000.0,0.0,1196250000.0,,3135208000.0,1400699000.0,,2551568000.0,1434910000.0,574266000.0,56366000.0,3832898000.0,697233000.0,2325926000.0,84794000.0,3179985000.0,1416279000.0,11652014000.0,3795470000.0,3795470000.0,3851836000.0,7800178000.0,11652014000.0,233634000.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q2,,2017-06-30,2017-08-08 18:23:40+00:00,585778000.0,-646913000.0,535681000.0,0.0,1202938000.0,,3095980000.0,1398757000.0,,2550404000.0,1069889000.0,556480000.0,43333000.0,3627996000.0,675238000.0,2156775000.0,74720000.0,2983668000.0,1054997000.0,10606218000.0,3539693000.0,3539693000.0,3583026000.0,7023192000.0,10606218000.0,246715000.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q1,,2017-03-31,2017-05-10 11:37:34+00:00,577611000.0,-737231000.0,533281000.0,0.0,1162673000.0,,3019585000.0,1403262000.0,,2549258000.0,685133000.0,551633000.0,46294000.0,3432686000.0,646435000.0,2104088000.0,59046000.0,2786503000.0,791481000.0,9927112000.0,3211945000.0,3211945000.0,3258239000.0,6668873000.0,9927112000.0,242486000.0
CBRE Group Inc,CBRE,,1138118,2018.0,FY,,2018-12-31,2020-03-02 13:03:45+00:00,2378674000.0,-718269000.0,777219000.0,0.0,1152382000.0,,3652309000.0,1441308000.0,,1767260000.0,1342468000.0,721692000.0,71105000.0,5218898000.0,876251000.0,2092799000.0,86725000.0,4504684000.0,1331907000.0,13456793000.0,4938797000.0,4938797000.0,5009902000.0,8446891000.0,13456793000.0,216174000.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q3,,2018-09-30,2018-11-09 08:09:47+00:00,858555000.0,-678972000.0,550468000.0,0.0,1281039000.0,,3643143000.0,1403424000.0,,1760003000.0,1598021000.0,702428000.0,59435000.0,4806840000.0,958941000.0,2902482000.0,77470000.0,4110889000.0,1724744000.0,12977116000.0,4712956000.0,4712956000.0,4772391000.0,8204725000.0,12977116000.0,195322000.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q2,,2018-06-30,2018-08-09 13:53:11+00:00,650962000.0,-648492000.0,531481000.0,0.0,1281649000.0,,3407169000.0,1448284000.0,,1762885000.0,1488324000.0,705469000.0,63294000.0,4648976000.0,874566000.0,2659100000.0,71865000.0,3820420000.0,2071073000.0,12535457000.0,4453577000.0,4453577000.0,4516871000.0,8018586000.0,12535457000.0,233889000.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q1,,2018-03-31,2018-05-10 12:09:12+00:00,659306000.0,-483770000.0,642854000.0,0.0,1249648000.0,,3278631000.0,1398503000.0,,1758188000.0,1161668000.0,633666000.0,61043000.0,4484211000.0,860925000.0,2599277000.0,78959000.0,3591753000.0,1611072000.0,11907442000.0,4357631000.0,4357631000.0,4418674000.0,7488768000.0,11907442000.0,228950000.0
CBRE Group Inc,CBRE,,1138118,2019.0,FY,,2019-12-31,2020-05-07 06:59:00+00:00,2785834000.0,-679748000.0,971781000.0,0.0,1119292000.0,,3753493000.0,1379546000.0,,1761245000.0,993058000.0,836206000.0,40419000.0,7714437000.0,1726388000.0,2667094000.0,121964000.0,5793149000.0,983523000.0,16197196000.0,6232693000.0,6232693000.0,6273112000.0,9924084000.0,16197196000.0,426711000.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q3,,2019-09-30,2019-11-06 06:58:01+00:00,2294165000.0,-787081000.0,577460000.0,0.0,1143379000.0,,3627327000.0,1325603000.0,,1748264000.0,1364630000.0,782004000.0,47151000.0,6910493000.0,1705728000.0,2327240000.0,124845000.0,5155531000.0,1406565000.0,15040942000.0,5511829000.0,5511829000.0,5558980000.0,9481962000.0,15040942000.0,328580000.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q2,,2019-06-30,2019-08-09 06:07:55+00:00,915961000.0,-717660000.0,535618000.0,0.0,1165365000.0,,3663789000.0,1331281000.0,,1766564000.0,1365928000.0,746490000.0,43893000.0,6691114000.0,1674592000.0,3389242000.0,77607000.0,4898932000.0,1582246000.0,14719135000.0,5346637000.0,5346637000.0,5390530000.0,9328605000.0,14719135000.0,307308000.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q1,,2019-03-31,2019-05-10 14:13:14+00:00,895375000.0,-716169000.0,604952000.0,0.0,1130347000.0,,3663882000.0,1338646000.0,,1760181000.0,1548249000.0,730450000.0,114837000.0,6495707000.0,1718529000.0,3214927000.0,82716000.0,4675201000.0,1899780000.0,14693008000.0,5089379000.0,5089379000.0,5204216000.0,9488792000.0,14693008000.0,228406000.0
CBRE Group Inc,CBRE,,1138118,2020.0,Q1,,2020-03-31,2020-05-07 06:59:00+00:00,2196686000.0,-851039000.0,628451000.0,0.0,1030119000.0,,3673758000.0,1339786000.0,,1754518000.0,1273259000.0,800869000.0,40204000.0,7436987000.0,1690773000.0,2602982000.0,104244000.0,5950263000.0,1265758000.0,15680264000.0,6129343000.0,6129343000.0,6169547000.0,9510717000.0,15680264000.0,422910000.0
