company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Freeport-McMoRan Inc,FCX,,831259,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:12:35+00:00,8.12,8.12,1.375,7.5,145000000.0,0.0,2400000000.0,3779000000.0,3733000000.0,46000000.0,2769000000.0,802000000.0,9773000000.0,16939000000.0,,22000000.0,242000000.0,,,208000000.0,,466000000.0,9773000000.0,7166000000.0,686000000.0,,611000000.0,6555000000.0,-444000000.0,6111000000.0,16939000000.0,341000000.0,341000000.0,397000000.0
Freeport-McMoRan Inc,FCX,,831259,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:47:58+00:00,-14.86,-14.86,0.6875,-14.86,292000000.0,16965000000.0,-2844000000.0,-10450000000.0,-10450000000.0,,-11341000000.0,617000000.0,12980000000.0,17796000000.0,,15000000.0,-9000000.0,,,274000000.0,,269000000.0,12980000000.0,4816000000.0,590000000.0,,17526000000.0,-12710000000.0,-599000000.0,-13309000000.0,17796000000.0,763200000.0,763000000.0,763000000.0
Freeport-McMoRan Inc,FCX,,831259,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 14:24:44+00:00,1.37,1.37,0.5,1.31,77000000.0,,240000000.0,742000000.0,742000000.0,,523000000.0,155000000.0,3316000000.0,4616000000.0,,2000000.0,-14000000.0,,,64000000.0,0.0,90000000.0,3316000000.0,1300000000.0,139000000.0,,167000000.0,1133000000.0,-153000000.0,980000000.0,4616000000.0,381800000.0,382000000.0,447000000.0
Freeport-McMoRan Inc,FCX,,831259,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 17:24:28+00:00,2.47,2.47,0.4375,2.25,80000000.0,,658000000.0,1284000000.0,1284000000.0,,947000000.0,274000000.0,3182000000.0,5441000000.0,,7000000.0,22000000.0,,,63000000.0,0.0,126000000.0,3182000000.0,2259000000.0,140000000.0,,206000000.0,2053000000.0,-118000000.0,1935000000.0,5441000000.0,383400000.0,384000000.0,450000000.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 17:16:26+00:00,3.05,3.05,0.075,2.93,90000000.0,,2307000000.0,3534000000.0,3534000000.0,,2527000000.0,785000000.0,8020000000.0,15040000000.0,,25000000.0,-53000000.0,,106000000.0,222000000.0,,321000000.0,8020000000.0,7020000000.0,634000000.0,,517000000.0,6503000000.0,-687000000.0,5816000000.0,15040000000.0,828500000.0,829000000.0,938000000.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q4,2009-10-01,2009-12-31,,1.17,1.17,0.52,1.17,17000000.0,,750000000.0,1312000000.0,1312000000.0,,971000000.0,293000000.0,2175000000.0,4610000000.0,,4000000.0,-29000000.0,,106000000.0,48000000.0,-23000000.0,96000000.0,2175000000.0,2435000000.0,152000000.0,,196000000.0,2239000000.0,-181000000.0,2058000000.0,4610000000.0,828500000.0,829000000.0,938000000.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q3YTD,2009-01-01,2009-09-30,,3.74,3.74,0.79,3.74,73000000.0,,1557000000.0,2222000000.0,2222000000.0,,1556000000.0,492000000.0,5845000000.0,10430000000.0,,21000000.0,-24000000.0,,,174000000.0,23000000.0,225000000.0,5845000000.0,4585000000.0,482000000.0,,321000000.0,4264000000.0,-506000000.0,3758000000.0,10430000000.0,414800000.0,416000000.0,472000000.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:09:18+00:00,2.23,2.23,0.0,2.07,19000000.0,,684000000.0,1203000000.0,1203000000.0,,925000000.0,224000000.0,1967000000.0,4144000000.0,,3000000.0,-7000000.0,,,54000000.0,0.0,74000000.0,1967000000.0,2177000000.0,193000000.0,,93000000.0,2084000000.0,-200000000.0,1884000000.0,4144000000.0,414800000.0,416000000.0,472000000.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.53,1.53,0.44,1.53,54000000.0,,873000000.0,1019000000.0,1019000000.0,,631000000.0,268000000.0,3878000000.0,6286000000.0,,18000000.0,-17000000.0,,,120000000.0,23000000.0,151000000.0,3878000000.0,2408000000.0,289000000.0,,228000000.0,2180000000.0,-306000000.0,1874000000.0,6286000000.0,411200000.0,412000000.0,471.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 17:30:43+00:00,1.43,1.43,0.0,1.38,24000000.0,,542000000.0,812000000.0,812000000.0,,588000000.0,164000000.0,2065000000.0,3684000000.0,,7000000.0,-3000000.0,,,60000000.0,-2000000.0,89000000.0,2065000000.0,1619000000.0,158000000.0,,111000000.0,1508000000.0,-161000000.0,1347000000.0,3684000000.0,411200000.0,412000000.0,471.0
Freeport-McMoRan Inc,FCX,,831259,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:28:09+00:00,0.11,0.11,0.0,0.11,30000000.0,,331000000.0,207000000.0,207000000.0,,43000000.0,104000000.0,1813000000.0,2602000000.0,,11000000.0,-14000000.0,,,60000000.0,25000000.0,62000000.0,1813000000.0,789000000.0,131000000.0,,117000000.0,672000000.0,-145000000.0,527000000.0,2602000000.0,390900000.0,400000000.0,401000000.0
