company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Family Dollar Stores Inc ,FDO,,34408,2009.0,FY,2008-08-31,2009-08-29,2011-10-25 13:13:13+00:00,2.08,2.08,0.53,2.07,159659000.0,291266000.0,291266000.0,291266000.0,4822401000.0,7400606000.0,,,,2120936000.0,4822401000.0,2578205000.0,12939000.0,6595000.0,2120936000.0,457269000.0,-6344000.0,450925000.0,7400606000.0,140000000.0,139894000.0,140522000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q4,2010-05-30,2010-08-28,,1.38,0.56,0.15,0.55,37723000.0,73954000.0,73954000.0,73954000.0,1278127000.0,1956846000.0,,,,564206000.0,1278127000.0,678719000.0,3337000.0,501000.0,564206000.0,114513000.0,-2836000.0,111677000.0,1956846000.0,135700000.0,135745000.0,136596000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,FY,2009-08-30,2010-08-28,2012-10-19 17:15:01+00:00,2.64,2.64,0.6,2.62,205723000.0,358135000.0,358135000.0,358135000.0,5058971000.0,7866971000.0,,0.0,,2232402000.0,5058971000.0,2808000000.0,13337000.0,1597000.0,2232402000.0,575598000.0,-11740000.0,563858000.0,7866971000.0,135700000.0,135745000.0,136596000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q3YTD,2009-08-30,2010-05-29,,1.26,2.08,0.45,2.07,168000000.0,284181000.0,284181000.0,284181000.0,3780844000.0,5910125000.0,,,,1668196000.0,3780844000.0,2129281000.0,10000000.0,1096000.0,1668196000.0,461085000.0,-8904000.0,452181000.0,5910125000.0,135500000.0,134766000.0,135789000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q3,2010-02-28,2010-05-29,2011-07-06 13:38:46+00:00,0.77,0.77,0.155,0.77,62847000.0,104351000.0,104351000.0,104351000.0,1266761000.0,1996989000.0,,,,560165000.0,1266761000.0,730228000.0,3297000.0,432000.0,560165000.0,170063000.0,-2865000.0,167198000.0,1996989000.0,135500000.0,134766000.0,135789000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q2YTD,2009-08-30,2010-02-27,,0.49,1.31,0.29,1.3,105153000.0,179830000.0,179830000.0,179830000.0,2514083000.0,3913136000.0,,,,1108031000.0,2514083000.0,1399053000.0,6703000.0,664000.0,1108031000.0,291022000.0,-6039000.0,284983000.0,3913136000.0,,137480000.0,138142000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q2,2009-11-29,2010-02-27,2011-04-06 15:20:55+00:00,,0.82,0.155,0.81,66043000.0,112209000.0,112209000.0,112209000.0,1349399000.0,2090230000.0,,,,559480000.0,1349399000.0,740831000.0,3368000.0,269000.0,559480000.0,181351000.0,-3099000.0,178252000.0,2090230000.0,,137480000.0,138142000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q1,2009-08-30,2009-11-28,2011-01-05 13:23:46+00:00,0.49,0.49,0.135,0.49,39110000.0,67621000.0,67621000.0,67621000.0,1164684000.0,1822906000.0,,,,548551000.0,1164684000.0,658222000.0,3335000.0,395000.0,548551000.0,109671000.0,-2940000.0,106731000.0,1822906000.0,138000000.0,138686000.0,139271000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q4,2011-05-29,2011-08-27,,0.67,0.67,0.16,0.65,44989000.0,79849000.0,79849000.0,79849000.0,1408723000.0,2134330000.0,15299000.0,,,609134000.0,1408723000.0,725607000.0,7202000.0,268000.0,609134000.0,116473000.0,8365000.0,124838000.0,2134330000.0,123300000.0,123360000.0,124486000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,FY,2010-08-29,2011-08-27,2013-10-28 17:06:07+00:00,3.15,3.15,0.67,3.12,228713000.0,388445000.0,388445000.0,388445000.0,5515540000.0,8547835000.0,15299000.0,0.0,,2409522000.0,5515540000.0,3032295000.0,22446000.0,1532000.0,2409522000.0,622773000.0,-5615000.0,617158000.0,8547835000.0,123300000.0,123360000.0,124486000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3YTD,2010-08-29,2011-05-28,,2.48,2.48,0.51,2.47,183724000.0,308596000.0,308596000.0,308596000.0,4106817000.0,6413505000.0,,,,1800388000.0,4106817000.0,2306688000.0,15244000.0,1264000.0,1800388000.0,506300000.0,-13980000.0,492320000.0,6413505000.0,122100000.0,121546000.0,122656000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3TTM,2010-05-30,2011-05-28,,3.86,3.04,0.67,3.02,221447000.0,382550000.0,382550000.0,382550000.0,5384944000.0,8370351000.0,,,,2364594000.0,5384944000.0,2985407000.0,18581000.0,1765000.0,2364594000.0,620813000.0,-16816000.0,603997000.0,8370351000.0,122100000.0,121546000.0,122656000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3,2011-02-27,2011-05-28,2012-06-29 11:01:06+00:00,0.91,0.91,0.18,0.91,66563000.0,111101000.0,111101000.0,111101000.0,1373639000.0,2153395000.0,,,,595403000.0,1373639000.0,779756000.0,7144000.0,455000.0,595403000.0,184353000.0,-6689000.0,177664000.0,2153395000.0,122100000.0,121546000.0,122656000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2YTD,2010-08-29,2011-02-26,,1.57,1.57,0.34,1.56,117161000.0,197495000.0,197495000.0,197495000.0,2733178000.0,4260110000.0,,,,1204985000.0,2733178000.0,1526932000.0,8100000.0,809000.0,1204985000.0,321947000.0,-7291000.0,314656000.0,4260110000.0,124400000.0,124619000.0,125701000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2TTM,2010-02-28,2011-02-26,,3.72,2.9,0.65,2.88,217731000.0,375800000.0,375800000.0,375800000.0,5278066000.0,8213945000.0,,,,2329356000.0,5278066000.0,2935879000.0,14734000.0,1742000.0,2329356000.0,606523000.0,-12992000.0,593531000.0,8213945000.0,124400000.0,124619000.0,125701000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2,2010-11-28,2011-02-26,2012-03-29 11:51:09+00:00,0.99,0.99,0.18,0.98,73025000.0,123180000.0,123180000.0,123180000.0,1455802000.0,2263169000.0,,,,607002000.0,1455802000.0,807367000.0,4582000.0,422000.0,607002000.0,200365000.0,-4160000.0,196205000.0,2263169000.0,124400000.0,124619000.0,125701000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q1TTM,2009-11-29,2010-11-27,,2.73,2.73,0.62,2.71,210749000.0,364829000.0,364829000.0,364829000.0,5171663000.0,8041006000.0,,,,2281834000.0,5171663000.0,2869343000.0,13520000.0,1589000.0,2281834000.0,587509000.0,-11931000.0,575578000.0,8041006000.0,128100000.0,127984000.0,129141000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q1,2010-08-29,2010-11-27,2012-01-05 16:48:48+00:00,0.58,0.58,0.155,0.58,44136000.0,74315000.0,74315000.0,74315000.0,1277376000.0,1996941000.0,,,,597983000.0,1277376000.0,719565000.0,3518000.0,387000.0,597983000.0,121582000.0,-3131000.0,118451000.0,1996941000.0,128100000.0,127984000.0,129141000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q4,2012-05-27,2012-08-25,,0.7,0.7,0.18,0.69,45619000.0,80931000.0,80931000.0,80931000.0,1564422000.0,2364125000.0,7037000.0,11500000.0,,662583000.0,1564422000.0,799703000.0,6318000.0,211000.0,674083000.0,125620000.0,930000.0,126550000.0,2364125000.0,117000000.0,117097000.0,118058000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,FY,2011-08-28,2012-08-25,2014-10-29 16:35:39+00:00,3.61,3.61,0.78,3.58,241698000.0,422240000.0,422240000.0,422240000.0,6071058000.0,9331005000.0,23888000.0,11500000.0,0.0,2584234000.0,6071058000.0,3259947000.0,25090000.0,927000.0,2595734000.0,664213000.0,-275000.0,663938000.0,9331005000.0,117000000.0,117097000.0,118058000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q3YTD,2011-08-28,2012-05-26,,2.91,2.91,0.6,2.89,196079000.0,341309000.0,341309000.0,341309000.0,4506636000.0,6966880000.0,16851000.0,,,1921651000.0,4506636000.0,2460244000.0,18772000.0,716000.0,1921651000.0,538593000.0,-1205000.0,537388000.0,6966880000.0,116400000.0,116815000.0,117633000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q3TTM,2011-05-29,2012-05-26,,3.58,3.58,0.76,3.54,241068000.0,421158000.0,421158000.0,421158000.0,5915359000.0,9101210000.0,32150000.0,,,2530785000.0,5915359000.0,3185851000.0,25974000.0,984000.0,2530785000.0,655066000.0,7160000.0,662226000.0,9101210000.0,116400000.0,116815000.0,117633000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q3,2012-02-26,2012-05-26,2013-07-10 17:07:58+00:00,1.07,1.07,0.21,1.06,69505000.0,124540000.0,124540000.0,124540000.0,1514684000.0,2359957000.0,6147000.0,,,652014000.0,1514684000.0,845273000.0,5635000.0,274000.0,652014000.0,193259000.0,786000.0,194045000.0,2359957000.0,116400000.0,116815000.0,117633000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2YTD,2011-08-28,2012-02-25,,1.84,1.84,0.39,1.83,126574000.0,216769000.0,216769000.0,216769000.0,2991952000.0,4606923000.0,10704000.0,,,1269637000.0,2991952000.0,1614971000.0,13137000.0,442000.0,1269637000.0,345334000.0,-1991000.0,343343000.0,4606923000.0,117600000.0,117528000.0,118304000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2TTM,2011-02-27,2012-02-25,,3.42,3.42,0.73,3.39,238126000.0,407719000.0,407719000.0,407719000.0,5774314000.0,8894648000.0,26003000.0,,,2474174000.0,5774314000.0,3120334000.0,27483000.0,1165000.0,2474174000.0,646160000.0,-315000.0,645845000.0,8894648000.0,117600000.0,117528000.0,118304000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2,2011-11-27,2012-02-25,2013-04-10 16:22:00+00:00,1.16,1.16,0.21,1.15,78492000.0,136419000.0,136419000.0,136419000.0,1601237000.0,2458636000.0,5781000.0,,,642052000.0,1601237000.0,857399000.0,6425000.0,208000.0,642052000.0,215347000.0,-436000.0,214911000.0,2458636000.0,117600000.0,117528000.0,118304000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q1TTM,2010-11-28,2011-11-26,,3.25,3.25,0.7,3.22,232659000.0,394480000.0,394480000.0,394480000.0,5628879000.0,8699181000.0,20222000.0,,,2439124000.0,5628879000.0,3070302000.0,25640000.0,1379000.0,2439124000.0,631178000.0,-4039000.0,627139000.0,8699181000.0,118200000.0,117649000.0,118591000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q1,2011-08-28,2011-11-26,2013-01-03 15:51:16+00:00,0.68,0.68,0.18,0.68,48082000.0,80350000.0,80350000.0,80350000.0,1390715000.0,2148287000.0,4923000.0,,,627585000.0,1390715000.0,757572000.0,6712000.0,234000.0,627585000.0,129987000.0,-1555000.0,128432000.0,2148287000.0,118200000.0,117649000.0,118591000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q4,2013-06-02,2013-08-31,,0.9,0.9,0.26,0.88,54827000.0,102213000.0,102213000.0,102213000.0,1633823000.0,2502266000.0,7222000.0,,,712852000.0,1633823000.0,868443000.0,5920000.0,147000.0,712852000.0,155591000.0,1449000.0,157040000.0,2502266000.0,115200000.0,115252000.0,115805000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,FY,2012-08-26,2013-08-31,2014-10-29 16:35:39+00:00,3.85,3.85,0.94,3.83,247122000.0,443575000.0,443575000.0,443575000.0,6836712000.0,10391457000.0,28206000.0,0.0,0.0,2866788000.0,6836712000.0,3554745000.0,25888000.0,422000.0,2866788000.0,687957000.0,2740000.0,690697000.0,10391457000.0,115200000.0,115252000.0,115805000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q3YTD,2012-08-26,2013-06-01,,2.95,2.95,0.68,2.95,192295000.0,341362000.0,341362000.0,341362000.0,5202889000.0,7889191000.0,20984000.0,,,2153936000.0,5202889000.0,2686302000.0,19968000.0,275000.0,2153936000.0,532366000.0,1291000.0,533657000.0,7889191000.0,115200000.0,114977000.0,115478000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q3TTM,2012-05-27,2013-06-01,,3.65,3.65,0.86,3.64,237914000.0,422293000.0,422293000.0,422293000.0,6767311000.0,10253316000.0,28021000.0,11500000.0,,2816519000.0,6767311000.0,3486005000.0,26286000.0,486000.0,2828019000.0,657986000.0,2221000.0,660207000.0,10253316000.0,115200000.0,114977000.0,115478000.0
