company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Family Dollar Stores Inc ,FDO,,34408,2009.0,FY,2008-08-31,2009-08-29,2011-10-25 13:13:13+00:00,158486000.0,12192000.0,159808000.0,56139000.0,0.0,-139456000.0,-109355000.0,529199000.0,-139456000.0,-109355000.0,529199000.0,280388000.0,291266000.0,291266000.0,21986000.0,32229000.0,,-72738000.0,,-155401000.0,-27880000.0,-71067000.0,44943000.0,1103000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q4,2010-05-30,2010-08-28,,175915000.0,12568000.0,43917000.0,95612000.0,-9150000.0,-89460000.0,-88481000.0,217100000.0,-89460000.0,-88481000.0,217100000.0,39159000.0,73954000.0,73954000.0,3617000.0,758000.0,,-20559000.0,-42088000.0,-76073000.0,,-60509000.0,29382000.0,298000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,FY,2009-08-30,2010-08-28,2012-10-19 17:15:01+00:00,175915000.0,12568000.0,172037000.0,42636000.0,49687000.0,-340727000.0,-306948000.0,591539000.0,-340727000.0,-306948000.0,591539000.0,-56136000.0,358135000.0,358135000.0,18731000.0,21339000.0,0.0,-78913000.0,-142730000.0,-212435000.0,-651000.0,-332189000.0,46888000.0,1329000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q3,2010-02-28,2010-05-29,,,,43752000.0,-92431000.0,3045000.0,-112312000.0,-104526000.0,57850000.0,-112312000.0,-104526000.0,57850000.0,-158988000.0,104351000.0,104351000.0,2178000.0,11256000.0,,-20935000.0,-63636000.0,-53511000.0,,-105678000.0,12206000.0,415000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q3YTD,2009-08-30,2010-05-29,2011-07-06 13:38:46+00:00,,,128120000.0,-52976000.0,58837000.0,-251267000.0,-218467000.0,374439000.0,-251267000.0,-218467000.0,374439000.0,-95295000.0,284181000.0,284181000.0,15114000.0,20581000.0,,-58354000.0,-100642000.0,-136362000.0,-651000.0,-271680000.0,17506000.0,1031000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q2,2009-11-29,2010-02-27,,,,42349000.0,157903000.0,55792000.0,-101704000.0,-79839000.0,317769000.0,-101704000.0,-79839000.0,317769000.0,136226000.0,112209000.0,112209000.0,5308000.0,3080000.0,,-18681000.0,-37006000.0,-43711000.0,-651000.0,-141244000.0,450000.0,428000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q2YTD,2009-08-30,2010-02-27,2011-04-06 15:20:55+00:00,,,84368000.0,39455000.0,55792000.0,-138955000.0,-113941000.0,316589000.0,-138955000.0,-113941000.0,316589000.0,63693000.0,179830000.0,179830000.0,12936000.0,9325000.0,,-37419000.0,-37006000.0,-82851000.0,-651000.0,-166002000.0,5300000.0,616000.0
Family Dollar Stores Inc ,FDO,,34408,2010.0,Q1,2009-08-30,2009-11-28,2011-01-05 13:23:46+00:00,,,42019000.0,-118448000.0,0.0,-37251000.0,-34102000.0,-1180000.0,-37251000.0,-34102000.0,-1180000.0,-72533000.0,67621000.0,67621000.0,7628000.0,6245000.0,,-18738000.0,0.0,-39140000.0,0.0,-24758000.0,4850000.0,188000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q4,2011-05-29,2011-08-27,,201843000.0,20395000.0,47429000.0,86256000.0,,-225683000.0,-20916000.0,220576000.0,-225683000.0,-20916000.0,220576000.0,-26023000.0,79849000.0,79849000.0,7042000.0,540000.0,,-21643000.0,-13600000.0,-114966000.0,-46627000.0,-157953000.0,107407000.0,243000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,FY,2010-08-29,2011-08-27,2013-10-28 17:06:07+00:00,201843000.0,20395000.0,182455000.0,-62280000.0,344482000.0,-488995000.0,-280418000.0,528064000.0,-488995000.0,-280418000.0,528064000.0,-241349000.0,388445000.0,388445000.0,19444000.0,21961000.0,0.0,-83439000.0,-352082000.0,-345268000.0,-101533000.0,-670466000.0,415877000.0,1055000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3TTM,2010-05-30,2011-05-28,,175915000.0,12568000.0,178943000.0,-52924000.0,335332000.0,-352772000.0,-347983000.0,524588000.0,-352772000.0,-347983000.0,524588000.0,-176167000.0,382550000.0,382550000.0,16019000.0,22179000.0,,-82355000.0,-380570000.0,-306375000.0,-54906000.0,-573022000.0,337852000.0,1110000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3,2011-02-27,2011-05-28,,,,46089000.0,-78281000.0,,-111471000.0,425000.0,83117000.0,-111471000.0,425000.0,83117000.0,-27929000.0,111101000.0,111101000.0,4208000.0,2347000.0,,-22014000.0,-42183000.0,-91301000.0,12711000.0,-104515000.0,133643000.0,266000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q3YTD,2010-08-29,2011-05-28,2012-06-29 11:01:06+00:00,,,135026000.0,-148536000.0,344482000.0,-263312000.0,-259502000.0,307488000.0,-263312000.0,-259502000.0,307488000.0,-215326000.0,308596000.0,308596000.0,12402000.0,21421000.0,,-61796000.0,-338482000.0,-230302000.0,-54906000.0,-512513000.0,308470000.0,812000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2TTM,2010-02-28,2011-02-26,,175915000.0,12568000.0,176606000.0,-67074000.0,338377000.0,-353613000.0,-452934000.0,499321000.0,-353613000.0,-452934000.0,499321000.0,-307226000.0,375800000.0,375800000.0,13989000.0,31088000.0,,-81276000.0,-402023000.0,-268585000.0,-67617000.0,-574185000.0,216415000.0,1259000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2,2010-11-28,2011-02-26,,,,44945000.0,93009000.0,308482000.0,134453000.0,-288308000.0,264591000.0,134453000.0,-288308000.0,264591000.0,110736000.0,123180000.0,123180000.0,3457000.0,6549000.0,,-19590000.0,-277171000.0,-100083000.0,-10774000.0,-150214000.0,88541000.0,405000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q2YTD,2010-08-29,2011-02-26,2012-03-29 11:51:09+00:00,,,88937000.0,-70255000.0,344482000.0,-151841000.0,-259927000.0,224371000.0,-151841000.0,-259927000.0,224371000.0,-187397000.0,197495000.0,197495000.0,8194000.0,19074000.0,,-39782000.0,-296299000.0,-139001000.0,-67617000.0,-407998000.0,174827000.0,546000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q1TTM,2009-11-29,2010-11-27,,175915000.0,12568000.0,174010000.0,-2180000.0,85687000.0,-589770000.0,-244465000.0,552499000.0,-589770000.0,-244465000.0,552499000.0,-281736000.0,364829000.0,364829000.0,15840000.0,27619000.0,,-80367000.0,-161858000.0,-212213000.0,-57494000.0,-565215000.0,128324000.0,1282000.0
Family Dollar Stores Inc ,FDO,,34408,2011.0,Q1,2010-08-29,2010-11-27,2012-01-05 16:48:48+00:00,,,43992000.0,-163264000.0,36000000.0,-286294000.0,28381000.0,-40220000.0,-286294000.0,28381000.0,-40220000.0,-298133000.0,74315000.0,74315000.0,4737000.0,12525000.0,,-20192000.0,-19128000.0,-38918000.0,-56843000.0,-257784000.0,86286000.0,141000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q4,2012-05-27,2012-08-25,,234740000.0,24001000.0,60353000.0,-28968000.0,39770000.0,-125380000.0,-18712000.0,115524000.0,-125380000.0,-18712000.0,115524000.0,-28568000.0,80931000.0,80931000.0,3208000.0,391000.0,10541000.0,-24541000.0,-118583000.0,-211895000.0,-41000000.0,-100000000.0,477561000.0,-176336000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,FY,2011-08-28,2012-08-25,2014-10-29 16:35:39+00:00,234740000.0,24001000.0,213835000.0,-281690000.0,389086000.0,-220132000.0,-198311000.0,369371000.0,-220132000.0,-198311000.0,369371000.0,-49072000.0,422240000.0,422240000.0,14986000.0,37245000.0,-80389000.0,-91390000.0,-211142000.0,-603313000.0,-363500000.0,-191573000.0,694578000.0,1955000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q3TTM,2011-05-29,2012-05-26,,201843000.0,20395000.0,200911000.0,-166466000.0,349316000.0,-320435000.0,-200515000.0,474423000.0,-320435000.0,-200515000.0,474423000.0,-46527000.0,421158000.0,421158000.0,18820000.0,37394000.0,-90930000.0,-88492000.0,-106159000.0,-506384000.0,-369127000.0,-249526000.0,324424000.0,178534000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q3,2012-02-26,2012-05-26,,,,53525000.0,-145583000.0,71913000.0,-22303000.0,3000.0,37352000.0,-22303000.0,3000.0,37352000.0,15052000.0,124540000.0,124540000.0,4870000.0,4749000.0,-90930000.0,-24514000.0,-69573000.0,-155150000.0,-55000000.0,-19451000.0,137758000.0,177898000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2TTM,2011-02-27,2012-02-25,,201843000.0,20395000.0,193475000.0,-99164000.0,277403000.0,-409603000.0,-200093000.0,520188000.0,-409603000.0,-200093000.0,520188000.0,-89508000.0,407719000.0,407719000.0,18158000.0,34992000.0,,-85992000.0,-78769000.0,-442535000.0,-301416000.0,-334590000.0,320309000.0,902000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2,2011-11-27,2012-02-25,,,,50822000.0,71093000.0,62584000.0,-155829000.0,-105246000.0,263218000.0,-155829000.0,-105246000.0,263218000.0,2143000.0,136419000.0,136419000.0,4884000.0,781000.0,,-21207000.0,-10804000.0,-105406000.0,-153300000.0,-44687000.0,10667000.0,297000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q2YTD,2011-08-28,2012-02-25,2013-04-10 16:22:00+00:00,,,99957000.0,-107139000.0,277403000.0,-72449000.0,-179602000.0,216495000.0,-72449000.0,-179602000.0,216495000.0,-35556000.0,216769000.0,216769000.0,6908000.0,32105000.0,0.0,-42335000.0,-22986000.0,-236268000.0,-267500000.0,-72122000.0,79259000.0,393000.0
Family Dollar Stores Inc ,FDO,,34408,2012.0,Q1TTM,2010-11-28,2011-11-26,,201843000.0,20395000.0,187598000.0,-77248000.0,523301000.0,-119321000.0,-383155000.0,521561000.0,-119321000.0,-383155000.0,521561000.0,19085000.0,394480000.0,394480000.0,16731000.0,40760000.0,,-84375000.0,-345136000.0,-437212000.0,-158890000.0,-440117000.0,398183000.0,1010000.0
