company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2010.0,FY,,2010-12-31,2012-03-05 13:49:00+00:00,180900000.0,2169600000.0,-636900000.0,509500000.0,0.0,7395100000.0,17296900000.0,,7154700000.0,22438800000.0,1208200000.0,952000000.0,3465600000.0,1013700000.0,7107400000.0,8412600000.0,7395100000.0,1145800000.0,1139600000.0,,28100000.0,-6163900000.0,270500000.0,37544100000.0,7989400000.0,9786500000.0,8864000000.0,7989400000.0,11455000000.0,33456100000.0,44939200000.0,26805600000.0,24592100000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2011.0,FY,,2011-12-31,2013-03-19 08:59:17+00:00,205900000.0,1848600000.0,-598400000.0,485700000.0,0.0,7375200000.0,17204600000.0,,6304600000.0,22521700000.0,1490600000.0,935900000.0,3311400000.0,695400000.0,10981200000.0,12480900000.0,7375200000.0,1025100000.0,763600000.0,,67400000.0,-6680200000.0,133400000.0,40276300000.0,7471800000.0,13315500000.0,12820200000.0,7471800000.0,10783200000.0,36800900000.0,47651500000.0,26024900000.0,23980700000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2011.0,Q3,,2011-09-30,2011-11-08 17:02:45+00:00,193100000.0,1895900000.0,-594200000.0,402400000.0,0.0,7390400000.0,17298200000.0,,6589100000.0,22553400000.0,1170900000.0,932100000.0,3364700000.0,819600000.0,7145900000.0,8617100000.0,7390400000.0,1106300000.0,761500000.0,,45900000.0,-6610700000.0,,36540800000.0,7575900000.0,9444200000.0,8810200000.0,7575900000.0,10940600000.0,32944700000.0,43931200000.0,26164500000.0,24134500000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2011.0,Q2,,2011-06-30,2011-08-11 18:40:51+00:00,197000000.0,1876400000.0,-436100000.0,611500000.0,0.0,7385600000.0,17444500000.0,,6824700000.0,22584300000.0,1201700000.0,962900000.0,3425800000.0,826400000.0,7322700000.0,8795000000.0,7385600000.0,1045900000.0,1023700000.0,,45400000.0,-6556800000.0,,37290300000.0,7778300000.0,9810600000.0,8992000000.0,7778300000.0,11204100000.0,33426400000.0,44675900000.0,26516800000.0,24434400000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2012.0,FY,,2012-12-31,2014-03-10 10:09:27+00:00,260900000.0,1847700000.0,-552200000.0,608300000.0,0.0,7341500000.0,17282500000.0,,5584900000.0,22528900000.0,1413100000.0,855800000.0,3224900000.0,509500000.0,9427400000.0,10826900000.0,7341500000.0,879300000.0,821900000.0,,67400000.0,-7387800000.0,257100000.0,37899000000.0,6743000000.0,11883400000.0,11344900000.0,6743000000.0,9967900000.0,35205200000.0,45240500000.0,25159800000.0,23860300000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2012.0,Q3,,2012-09-30,2012-11-13 06:07:04+00:00,255400000.0,1759600000.0,-522600000.0,470200000.0,0.0,7340800000.0,17206800000.0,,5757000000.0,22519100000.0,1424500000.0,857800000.0,3230800000.0,547500000.0,15495300000.0,16740800000.0,7340800000.0,932300000.0,800900000.0,,66600000.0,-7207200000.0,131400000.0,43903500000.0,6951800000.0,17725100000.0,17127600000.0,6951800000.0,10182600000.0,40995100000.0,51244300000.0,25320600000.0,23867500000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2012.0,Q2,,2012-06-30,2012-08-13 18:12:13+00:00,241100000.0,1687400000.0,-638200000.0,483500000.0,0.0,7337200000.0,17132800000.0,,5955400000.0,22514400000.0,1442200000.0,854600000.0,3256600000.0,633300000.0,12130900000.0,13402200000.0,7337200000.0,970800000.0,735900000.0,,67000000.0,-6994100000.0,102200000.0,40657600000.0,7042100000.0,14301800000.0,13745500000.0,7042100000.0,10298700000.0,37629100000.0,47994800000.0,25501200000.0,23883600000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2012.0,Q1,,2012-03-31,2012-05-14 16:05:25+00:00,208800000.0,1847500000.0,-490200000.0,329200000.0,0.0,7379300000.0,17266200000.0,,6175800000.0,22544200000.0,1468000000.0,891600000.0,3295700000.0,657700000.0,12424100000.0,13720700000.0,7379300000.0,1017700000.0,682000000.0,,66200000.0,-6836200000.0,191900000.0,41420100000.0,7432200000.0,14600800000.0,14121400000.0,7432200000.0,10727900000.0,38005300000.0,48799400000.0,25927700000.0,23883900000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2013.0,FY,,2013-12-31,2015-02-27 16:42:22+00:00,287800000.0,1763900000.0,-588700000.0,425300000.0,0.0,7384000000.0,17247800000.0,,4881900000.0,22556800000.0,1334300000.0,849400000.0,3182400000.0,553000000.0,7886900000.0,9183900000.0,7384000000.0,850300000.0,750100000.0,,69100000.0,-8284900000.0,146300000.0,35239800000.0,5894400000.0,10076100000.0,9618000000.0,5894400000.0,9076800000.0,33477900000.0,42623800000.0,24314300000.0,23859900000.0,,
First Data Corp,FDC,H9AD9QN07EKOX2GRN450,883980,2013.0,Q3,,2013-09-30,2013-11-12 18:20:37+00:00,254600000.0,1632300000.0,-616400000.0,358600000.0,0.0,7376100000.0,17232000000.0,,5049500000.0,22565100000.0,1338700000.0,866900000.0,3195500000.0,553100000.0,9533400000.0,10568700000.0,7376100000.0,832300000.0,786100000.0,,67900000.0,-8155300000.0,248300000.0,36843700000.0,5980500000.0,11524300000.0,11071600000.0,5980500000.0,9176000000.0,34975900000.0,44219800000.0,24452500000.0,23904300000.0,,
