company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:21:03+00:00,-655700000.0,96900000.0,144200000.0,183300000.0,,-10600000.0,-82800000.0,0.0,1318000000.0,306000000.0,-804100000.0,457100000.0,,-2200000.0,306000000.0,-804100000.0,454900000.0,-53800000.0,-50300000.0,-49800000.0,-500000.0,406400000.0,0.0,0.0,,-234500000.0,-157800000.0,-777500000.0,0.0,,9400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q4,2009-10-01,2009-12-31,,-500000.0,111700000.0,120600000.0,45500000.0,17600000.0,-28400000.0,62500000.0,,,-158000000.0,-35400000.0,187100000.0,,,-158000000.0,-35400000.0,187100000.0,-34700000.0,60600000.0,60600000.0,,18500000.0,,,,-14300000.0,-45600000.0,-143700000.0,,,-6900000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:03:12+00:00,-13700000.0,111700000.0,120600000.0,175100000.0,17600000.0,-23500000.0,53600000.0,32700000.0,827300000.0,-427000000.0,-149400000.0,602800000.0,,,-427000000.0,-149400000.0,602800000.0,2900000.0,285500000.0,285500000.0,,88600000.0,-69000000.0,0.0,,-100600000.0,-153300000.0,-1117400000.0,0.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q3,2009-07-01,2009-09-30,,-1100000.0,,,45700000.0,,2900000.0,169200000.0,,67500000.0,-398800000.0,-36900000.0,327700000.0,,,-398800000.0,-36900000.0,327700000.0,-105100000.0,85500000.0,85500000.0,,27300000.0,,,,-13900000.0,-37000000.0,-452400000.0,,,1200000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 14:49:52+00:00,-13200000.0,,,129600000.0,,4900000.0,-8900000.0,32700000.0,827300000.0,-269000000.0,-114000000.0,415700000.0,,,-269000000.0,-114000000.0,415700000.0,37600000.0,224900000.0,224900000.0,,70100000.0,-69000000.0,0.0,,-86300000.0,-107700000.0,-973700000.0,0.0,,6900000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 16:13:57+00:00,-12100000.0,,,83900000.0,,2000000.0,-178100000.0,32700000.0,759800000.0,129800000.0,-77100000.0,88000000.0,,,129800000.0,-77100000.0,88000000.0,142700000.0,139400000.0,139400000.0,,42800000.0,-69000000.0,0.0,,-72400000.0,-70700000.0,-521300000.0,,,5700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q4,2010-10-01,2010-12-31,,,80000000.0,109400000.0,42100000.0,7400000.0,300000.0,74900000.0,,-56000000.0,-167700000.0,-51200000.0,204700000.0,,,-167700000.0,-51200000.0,204700000.0,-13900000.0,75700000.0,75700000.0,,12000000.0,22900000.0,-2000000.0,,-14600000.0,-56600000.0,-101100000.0,-18900000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 14:31:41+00:00,-1500000.0,80000000.0,109400000.0,172300000.0,16800000.0,4000000.0,-165800000.0,,680900000.0,-571900000.0,-153400000.0,582600000.0,,,-571900000.0,-153400000.0,582600000.0,-138700000.0,292800000.0,292800000.0,,283300000.0,369500000.0,-4000000.0,,-55400000.0,-164700000.0,-768400000.0,-798500000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3TTM,2009-10-01,2010-09-30,,-2000000.0,111700000.0,120600000.0,175700000.0,27000000.0,-24700000.0,-178200000.0,,736900000.0,-562200000.0,-137600000.0,565000000.0,,,-562200000.0,-137600000.0,565000000.0,-159500000.0,277700000.0,277700000.0,,289800000.0,346600000.0,-2000000.0,,-55100000.0,-153700000.0,-811000000.0,-779600000.0,,-6900000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3,2010-07-01,2010-09-30,,,,,43300000.0,9400000.0,4400000.0,-115000000.0,,734500000.0,-267100000.0,-38100000.0,194500000.0,,,-267100000.0,-38100000.0,194500000.0,-106300000.0,28300000.0,28300000.0,,237900000.0,346600000.0,,,-12800000.0,-38800000.0,-555800000.0,-779600000.0,,-8700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 17:30:09+00:00,-1500000.0,,,130200000.0,9400000.0,3700000.0,-240700000.0,,736900000.0,-404200000.0,-102200000.0,377900000.0,,,-404200000.0,-102200000.0,377900000.0,-124800000.0,217100000.0,217100000.0,,271300000.0,346600000.0,-2000000.0,,-40800000.0,-108100000.0,-667300000.0,-779600000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2TTM,2009-07-01,2010-06-30,,-3100000.0,111700000.0,120600000.0,178100000.0,17600000.0,-26200000.0,106000000.0,,69900000.0,-693900000.0,-136400000.0,698200000.0,,,-693900000.0,-136400000.0,698200000.0,-158300000.0,334900000.0,334900000.0,,79200000.0,,-2000000.0,,-56200000.0,-151900000.0,-707600000.0,,,3000000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2,2010-04-01,2010-06-30,,,,,42700000.0,,2700000.0,-32100000.0,,1000000.0,-118800000.0,-31100000.0,154000000.0,,,-118800000.0,-31100000.0,154000000.0,6800000.0,130400000.0,130400000.0,,13000000.0,,-2000000.0,,-14100000.0,-37800000.0,-105700000.0,,,8700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:54:21+00:00,-1500000.0,,,86900000.0,,-700000.0,-125700000.0,,2400000.0,-137100000.0,-64100000.0,183400000.0,,,-137100000.0,-64100000.0,183400000.0,-18500000.0,188800000.0,188800000.0,,33400000.0,,-2000000.0,,-28000000.0,-69300000.0,-111500000.0,,,8700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 17:17:44+00:00,-1500000.0,,,44200000.0,,-3400000.0,-93600000.0,,1400000.0,-18300000.0,-33000000.0,29400000.0,,,-18300000.0,-33000000.0,29400000.0,-25300000.0,58400000.0,58400000.0,,20400000.0,,,,-13900000.0,-31500000.0,-5800000.0,,,0.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q4,2011-10-01,2011-12-31,,,36600000.0,89100000.0,40500000.0,5300000.0,-800000.0,139000000.0,,-98900000.0,-182400000.0,-67000000.0,281500000.0,,,-182400000.0,-67000000.0,281500000.0,31300000.0,80400000.0,80400000.0,,21600000.0,,-600000.0,,-23300000.0,-71700000.0,-33000000.0,-27200000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 16:11:13+00:00,-20000000.0,36600000.0,89100000.0,161600000.0,44300000.0,300000.0,-188500000.0,,3300000.0,-324600000.0,-206400000.0,561300000.0,,,-324600000.0,-206400000.0,561300000.0,30600000.0,125200000.0,125200000.0,,463000000.0,0.0,-7800000.0,,-84900000.0,-222900000.0,-191400000.0,-51600000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q3TTM,2010-10-01,2011-09-30,,-20000000.0,80000000.0,109400000.0,163200000.0,46400000.0,1400000.0,-252600000.0,,46200000.0,-309900000.0,-190600000.0,484500000.0,,,-309900000.0,-190600000.0,484500000.0,-14600000.0,120500000.0,120500000.0,,453400000.0,22900000.0,-9200000.0,,-76200000.0,-207800000.0,-259500000.0,-43300000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q3,2011-07-01,2011-09-30,,-1100000.0,,,39600000.0,34900000.0,-2000000.0,22600000.0,,-76700000.0,-274600000.0,-23400000.0,295300000.0,,,-274600000.0,-23400000.0,295300000.0,-4700000.0,-177600000.0,-177600000.0,,410700000.0,,-2100000.0,,-23500000.0,-55100000.0,-154500000.0,-19900000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 17:19:42+00:00,-20000000.0,,,121100000.0,39000000.0,1100000.0,-327500000.0,,102200000.0,-142200000.0,-139400000.0,279800000.0,,,-142200000.0,-139400000.0,279800000.0,-700000.0,44800000.0,44800000.0,,441400000.0,0.0,-7200000.0,,-61600000.0,-151200000.0,-158400000.0,-24400000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q2TTM,2010-07-01,2011-06-30,,-18900000.0,80000000.0,109400000.0,166900000.0,20900000.0,7800000.0,-390200000.0,,857400000.0,-302400000.0,-205300000.0,383700000.0,,,-302400000.0,-205300000.0,383700000.0,-116200000.0,326400000.0,326400000.0,,280600000.0,369500000.0,-7100000.0,,-65500000.0,-191500000.0,-660800000.0,-803000000.0,,-8700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q2,2011-04-01,2011-06-30,,,,,40800000.0,1400000.0,1400000.0,-108900000.0,,-11100000.0,-35400000.0,-54900000.0,92800000.0,,,-35400000.0,-54900000.0,92800000.0,3900000.0,146700000.0,146700000.0,,14200000.0,,-5100000.0,,-23400000.0,-51200000.0,-300000.0,-600000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-07 17:05:54+00:00,-18900000.0,,,81500000.0,4100000.0,3100000.0,-350100000.0,,178900000.0,132400000.0,-116000000.0,-15500000.0,,,132400000.0,-116000000.0,-15500000.0,4000000.0,222400000.0,222400000.0,,30700000.0,0.0,-5100000.0,,-38100000.0,-96100000.0,-3900000.0,-4500000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q1TTM,2010-04-01,2011-03-31,,-18900000.0,80000000.0,109400000.0,168800000.0,19500000.0,9100000.0,-313400000.0,,869500000.0,-385800000.0,-181500000.0,444900000.0,,,-385800000.0,-181500000.0,444900000.0,-113300000.0,310100000.0,310100000.0,,279400000.0,369500000.0,-4000000.0,,-56200000.0,-178100000.0,-766200000.0,-802400000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 17:11:15+00:00,-18900000.0,,,40700000.0,2700000.0,1700000.0,-241200000.0,,190000000.0,167800000.0,-61100000.0,-108300000.0,,,167800000.0,-61100000.0,-108300000.0,100000.0,75700000.0,75700000.0,,16500000.0,0.0,,,-14700000.0,-44900000.0,-3600000.0,-3900000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 16:09:32+00:00,-26500000.0,56600000.0,101300000.0,163700000.0,43500000.0,4100000.0,2600000.0,,962900000.0,-446000000.0,-163000000.0,618500000.0,,,-446000000.0,-163000000.0,618500000.0,13600000.0,401300000.0,401300000.0,,50900000.0,28300000.0,-2800000.0,,-125900000.0,-177200000.0,-1203400000.0,-107900000.0,,
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,Q4,2012-10-01,2012-12-31,,,56600000.0,101300000.0,41600000.0,22600000.0,700000.0,105000000.0,,270300000.0,-304300000.0,-24000000.0,261300000.0,,,-304300000.0,-24000000.0,261300000.0,-66300000.0,101900000.0,101900000.0,,12800000.0,16700000.0,400000.0,,-43500000.0,-47000000.0,-507100000.0,-40700000.0,,
