company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,FY,,2009-12-31,2011-03-01 17:21:03+00:00,433600000.0,894100000.0,832400000.0,-585200000.0,278300000.0,,963800000.0,183800000.0,,2754300000.0,646200000.0,2015300000.0,688200000.0,578100000.0,3500000.0,,,,,,263200000.0,866900000.0,,,137700000.0,1820700000.0,493500000.0,6423900000.0,1778700000.0,2182100000.0,1759500000.0,1778700000.0,1782200000.0,4641700000.0,6423900000.0,3663700000.0,2882200000.0,0.0,-420600000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,FY,,2010-12-31,2012-02-29 15:03:12+00:00,472500000.0,997900000.0,888400000.0,-605000000.0,139600000.0,,875400000.0,179200000.0,,2749500000.0,648300000.0,2063900000.0,701600000.0,529300000.0,3500000.0,38600000.0,,,,,307600000.0,770000000.0,,,113700000.0,2057300000.0,305000000.0,6405300000.0,1902000000.0,2132000000.0,1665900000.0,1902000000.0,1905500000.0,4499800000.0,6405300000.0,3744000000.0,2833900000.0,0.0,-425700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3,,2010-09-30,2010-11-09 14:49:52+00:00,553400000.0,1004900000.0,870000000.0,-568700000.0,153500000.0,,866500000.0,208300000.0,,2752500000.0,645900000.0,2096500000.0,831200000.0,533400000.0,3500000.0,,19600000.0,,,,312900000.0,696900000.0,,,127600000.0,1996200000.0,460900000.0,6570200000.0,1869400000.0,2325500000.0,1884300000.0,1869400000.0,1872900000.0,4697300000.0,6570200000.0,3711300000.0,2813000000.0,0.0,-424600000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2,,2010-06-30,2010-08-06 16:13:57+00:00,597200000.0,1037600000.0,773000000.0,-645100000.0,259800000.0,,983000000.0,195700000.0,,2701700000.0,636600000.0,2049300000.0,802400000.0,536300000.0,3500000.0,,25700000.0,,,,289100000.0,826400000.0,,,105300000.0,1981500000.0,394000000.0,6564500000.0,1895400000.0,2400800000.0,1764200000.0,1895400000.0,1898900000.0,4665600000.0,6564500000.0,3627400000.0,2901400000.0,0.0,-424000000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,FY,,2011-12-31,2013-03-01 14:31:41+00:00,468500000.0,1002000000.0,824900000.0,-707000000.0,170200000.0,,891600000.0,130700000.0,,2366000000.0,666100000.0,1809300000.0,699900000.0,551400000.0,3500000.0,120200000.0,,,,,309200000.0,838100000.0,,,145200000.0,2097300000.0,367500000.0,6160900000.0,1849100000.0,2148000000.0,1660900000.0,1849100000.0,1852600000.0,4308300000.0,6160900000.0,3461500000.0,2647400000.0,0.0,-432800000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q3,,2011-09-30,2011-11-07 17:30:09+00:00,522900000.0,985900000.0,749500000.0,-613200000.0,138900000.0,,898700000.0,164500000.0,,2359000000.0,663400000.0,1811300000.0,873200000.0,537300000.0,3500000.0,,,,,,363200000.0,726000000.0,,,126400000.0,2040500000.0,503300000.0,6211800000.0,1895300000.0,2288900000.0,1775700000.0,1895300000.0,1898800000.0,4313000000.0,6211800000.0,3385600000.0,2537300000.0,0.0,-430700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q2,,2011-06-30,2011-08-05 16:54:21+00:00,659100000.0,1139900000.0,741200000.0,-541000000.0,143600000.0,,911400000.0,167800000.0,,2800400000.0,668400000.0,1805500000.0,933200000.0,544600000.0,3500000.0,,,,,,346900000.0,779300000.0,,,147700000.0,2241500000.0,722700000.0,6892500000.0,2181200000.0,2532200000.0,2123000000.0,2181200000.0,2184700000.0,4707800000.0,6892500000.0,3815700000.0,2584800000.0,0.0,-430700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2011.0,Q1,,2011-03-31,2011-05-06 17:17:44+00:00,548900000.0,967200000.0,720000000.0,-555200000.0,139700000.0,,902500000.0,181400000.0,,2791800000.0,662600000.0,1796300000.0,844700000.0,535200000.0,3500000.0,,,,,,343400000.0,797200000.0,,,171200000.0,2118100000.0,736100000.0,6637200000.0,2035200000.0,2304200000.0,2005000000.0,2035200000.0,2038700000.0,4598500000.0,6637200000.0,3797800000.0,2593500000.0,0.0,-430200000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,FY,,2012-12-31,2014-03-03 16:11:13+00:00,527400000.0,1112400000.0,831500000.0,-789000000.0,183800000.0,,938800000.0,135800000.0,,2370200000.0,654100000.0,1706500000.0,696400000.0,560200000.0,3500000.0,85200000.0,,,,,281200000.0,944500000.0,,,142700000.0,2294900000.0,211900000.0,6222000000.0,1996700000.0,2271100000.0,1570800000.0,1996700000.0,2000200000.0,4221800000.0,6222000000.0,3390700000.0,2651000000.0,0.0,-448000000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,Q3,,2012-09-30,2012-11-06 17:19:42+00:00,530000000.0,1074300000.0,673400000.0,-676100000.0,250100000.0,,928300000.0,115800000.0,144800000.0,2355700000.0,661400000.0,1366100000.0,822800000.0,549600000.0,3500000.0,,,,,,372300000.0,784200000.0,,,161300000.0,2258600000.0,798000000.0,6363300000.0,2063300000.0,2424300000.0,2146200000.0,2063300000.0,2066800000.0,4296500000.0,6363300000.0,3389400000.0,2150300000.0,0.0,-447500000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,Q2,,2012-06-30,2012-08-07 17:05:54+00:00,556400000.0,1105700000.0,770100000.0,-706300000.0,370800000.0,,923300000.0,160800000.0,,2353100000.0,665000000.0,1372400000.0,860000000.0,551700000.0,3500000.0,,,,,,362300000.0,795400000.0,,,161400000.0,2200900000.0,1121800000.0,6590800000.0,1971200000.0,2658700000.0,2448300000.0,1971200000.0,1974700000.0,4616100000.0,6590800000.0,3380400000.0,2167800000.0,0.0,-446700000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2012.0,Q1,,2012-03-31,2012-05-09 17:11:15+00:00,527400000.0,942200000.0,690800000.0,-661300000.0,190100000.0,,902300000.0,156400000.0,,2386800000.0,673100000.0,1803400000.0,858900000.0,561600000.0,3500000.0,,,,,,375300000.0,806700000.0,,,144400000.0,2152700000.0,509700000.0,6288800000.0,1947300000.0,2292000000.0,1727900000.0,1947300000.0,1950800000.0,4338000000.0,6288800000.0,3435200000.0,2610100000.0,0.0,-446400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2013.0,FY,,2013-12-31,2015-03-02 16:09:32+00:00,558900000.0,1105100000.0,870800000.0,-645200000.0,226300000.0,,951800000.0,134400000.0,,2361100000.0,614500000.0,1661600000.0,684400000.0,539600000.0,3500000.0,,108300000.0,,,,268900000.0,620300000.0,,,135400000.0,2242100000.0,174800000.0,6069700000.0,2071500000.0,2285600000.0,1604500000.0,2071500000.0,2075000000.0,3994700000.0,6069700000.0,3244500000.0,2390200000.0,0.0,-477200000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2013.0,Q3,,2013-09-30,2013-11-08 15:28:50+00:00,575100000.0,1056900000.0,692300000.0,-777500000.0,197400000.0,,1026700000.0,152900000.0,145300000.0,2351400000.0,619200000.0,1671100000.0,822600000.0,523100000.0,3500000.0,,,,,,275000000.0,845900000.0,,,154400000.0,2416200000.0,30100000.0,6152900000.0,2189600000.0,2384200000.0,1442800000.0,2189600000.0,2193100000.0,3959800000.0,6152900000.0,3245600000.0,2517000000.0,0.0,-475800000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2013.0,Q2,,2013-06-30,2013-08-09 15:12:11+00:00,658100000.0,1215300000.0,645100000.0,-818600000.0,154100000.0,,1012300000.0,155900000.0,125000000.0,2346400000.0,638000000.0,1669000000.0,884700000.0,533400000.0,3500000.0,,,,,,284900000.0,852000000.0,,,190200000.0,2307600000.0,413200000.0,6402900000.0,2037000000.0,2600200000.0,1841400000.0,2037000000.0,2040500000.0,4362400000.0,6402900000.0,3269300000.0,2521000000.0,0.0,-464300000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2013.0,Q1,,2013-03-31,2013-05-10 16:13:58+00:00,570100000.0,1021300000.0,588500000.0,-811000000.0,174200000.0,,984100000.0,155400000.0,103000000.0,2340400000.0,642600000.0,1699600000.0,815000000.0,549500000.0,3500000.0,,,,,,308100000.0,834400000.0,,,190700000.0,2275900000.0,413000000.0,6197200000.0,1985100000.0,2356600000.0,1674600000.0,1985100000.0,1988600000.0,4208600000.0,6197200000.0,3291100000.0,2534000000.0,0.0,-463900000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2014.0,FY,,2014-12-31,2016-02-29 16:19:42+00:00,674100000.0,1248200000.0,817100000.0,-794400000.0,199400000.0,,1027700000.0,,,2546000000.0,887200000.0,2084500000.0,708500000.0,559100000.0,3500000.0,39100000.0,105700000.0,,0.0,0.0,240700000.0,630600000.0,,,136100000.0,2111200000.0,397400000.0,6564300000.0,1851400000.0,2292200000.0,1888600000.0,1851400000.0,1854900000.0,4709400000.0,6564300000.0,3713000000.0,2820800000.0,0.0,-493100000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2014.0,Q3,,2014-09-30,2014-11-07 16:46:46+00:00,579100000.0,1158300000.0,704600000.0,-689100000.0,132600000.0,,1008900000.0,144800000.0,136900000.0,2439500000.0,733600000.0,1418700000.0,789400000.0,525300000.0,3500000.0,,,,,,273400000.0,712800000.0,,,152300000.0,2197200000.0,768100000.0,6349200000.0,2025500000.0,2377400000.0,2188700000.0,2025500000.0,2029000000.0,4320200000.0,6349200000.0,3446500000.0,2131500000.0,0.0,-491500000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2014.0,Q2,,2014-06-30,2014-08-08 16:38:23+00:00,592900000.0,1230400000.0,631000000.0,-620700000.0,142700000.0,,996200000.0,135500000.0,121800000.0,2358300000.0,596700000.0,1424200000.0,811800000.0,543000000.0,3500000.0,,,,,,261500000.0,703900000.0,,,138200000.0,2214900000.0,640700000.0,6218100000.0,2100100000.0,2458600000.0,1986400000.0,2100100000.0,2103600000.0,4114500000.0,6218100000.0,3216500000.0,2128100000.0,0.0,-490300000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2014.0,Q1,,2014-03-31,2014-05-09 17:18:30+00:00,542800000.0,973100000.0,590900000.0,-635700000.0,136800000.0,,982000000.0,121300000.0,99600000.0,2362000000.0,606500000.0,1666700000.0,801300000.0,541300000.0,3500000.0,,,,,,252800000.0,700900000.0,,,198800000.0,2212800000.0,319500000.0,5993900000.0,2070000000.0,2231300000.0,1552800000.0,2070000000.0,2073500000.0,3920400000.0,5993900000.0,3221300000.0,2367600000.0,0.0,-489100000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2015.0,FY,,2015-12-31,2017-03-01 16:42:10+00:00,642400000.0,1250700000.0,914100000.0,-833800000.0,274800000.0,0.0,1088900000.0,,,2791200000.0,1063700000.0,2669100000.0,721800000.0,599200000.0,3500000.0,38500000.0,226600000.0,,98400000.0,43300000.0,273400000.0,548800000.0,,,147800000.0,2090900000.0,388800000.0,7259500000.0,1822900000.0,2493500000.0,1988600000.0,1822900000.0,1826400000.0,5433100000.0,7259500000.0,4166800000.0,3444500000.0,0.0,-523100000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2015.0,Q3,,2015-09-30,2015-11-09 16:26:17+00:00,679300000.0,1171300000.0,660300000.0,-908700000.0,266200000.0,,1073300000.0,133600000.0,164200000.0,2495500000.0,860100000.0,2097000000.0,898800000.0,594100000.0,3500000.0,,256000000.0,,,,257800000.0,511400000.0,,,116500000.0,2141700000.0,637400000.0,6793900000.0,1784800000.0,2586400000.0,2141200000.0,1784800000.0,1788300000.0,5005600000.0,6793900000.0,3613400000.0,2864400000.0,0.0,-521500000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2015.0,Q2,,2015-06-30,2015-08-07 15:33:55+00:00,756700000.0,1304400000.0,634900000.0,-860200000.0,238700000.0,,1062900000.0,129400000.0,132300000.0,2491900000.0,870600000.0,2080900000.0,935600000.0,572000000.0,3500000.0,,235300000.0,,,,271300000.0,553000000.0,,,144900000.0,2097700000.0,782600000.0,6958800000.0,1779600000.0,2753000000.0,2306500000.0,1779600000.0,1783100000.0,5175700000.0,6958800000.0,3633800000.0,2869200000.0,0.0,-520800000.0
