company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 17:21:03+00:00,-0.18,-0.18,0.84,-0.18,299400000.0,53600000.0,-50300000.0,-49800000.0,-500000.0,-52300000.0,2000000.0,4347400000.0,6470600000.0,-6900000.0,,120300000.0,1502700000.0,4347400000.0,2123200000.0,190100000.0,,1922400000.0,200800000.0,-197000000.0,3800000.0,6470600000.0,290600000.0,279900000.0,279900000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:03:12+00:00,1.02,1.02,0.26,0.97,0.0,142800000.0,285500000.0,285800000.0,-300000.0,285500000.0,,3453300000.0,5483400000.0,-2000000.0,,100000000.0,1354800000.0,3453300000.0,2030100000.0,144700000.0,,1454800000.0,575300000.0,-146700000.0,428600000.0,5483400000.0,279900000.0,280800000.0,294400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 14:49:52+00:00,0.3,0.3,0.05,0.28,,43500000.0,85500000.0,85500000.0,,85500000.0,,906400000.0,1449000000.0,-600000.0,,27000000.0,350300000.0,906400000.0,542600000.0,35700000.0,,377300000.0,165300000.0,-36300000.0,129000000.0,1449000000.0,285000000.0,280800000.0,301800000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:13:57+00:00,0.38,0.38,0.05,0.37,,52300000.0,105700000.0,105700000.0,,105700000.0,,946000000.0,1504300000.0,-1200000.0,,29500000.0,329300000.0,946000000.0,558300000.0,40300000.0,,358800000.0,199500000.0,-41500000.0,158000000.0,1504300000.0,278200000.0,280800000.0,286800000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q4,2010-10-01,2010-12-31,,0.27,0.27,0.05,0.27,,18900000.0,75700000.0,71100000.0,4600000.0,75700000.0,,863800000.0,1390100000.0,-2400000.0,,24000000.0,387000000.0,863800000.0,526300000.0,22900000.0,,411000000.0,115300000.0,-25300000.0,90000000.0,1390100000.0,281500000.0,282400000.0,305400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 14:31:41+00:00,1.04,1.04,0.2,0.96,0.0,5600000.0,292800000.0,288200000.0,4600000.0,292800000.0,,3509500000.0,5658200000.0,7300000.0,,77400000.0,1447800000.0,3509500000.0,2148700000.0,337000000.0,,1525200000.0,623500000.0,-329700000.0,293800000.0,5658200000.0,281500000.0,282400000.0,305400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.77,0.77,0.15,0.69,,-13300000.0,217100000.0,217100000.0,,217100000.0,,2645700000.0,4268100000.0,9700000.0,,53400000.0,1060800000.0,2645700000.0,1622400000.0,314100000.0,,1114200000.0,508200000.0,-304400000.0,203800000.0,4268100000.0,283000000.0,273300000.0,301000000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 17:30:09+00:00,0.1,0.1,0.05,0.09,0.0,-99100000.0,28300000.0,28300000.0,0.0,28300000.0,,902100000.0,1465500000.0,3500000.0,,16200000.0,372600000.0,902100000.0,563400000.0,248900000.0,,388800000.0,174600000.0,-245400000.0,-70800000.0,1465500000.0,283000000.0,273300000.0,301000000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.67,0.67,0.1,0.6,,85800000.0,188800000.0,188800000.0,,188800000.0,,1743600000.0,2802600000.0,6200000.0,,37200000.0,688200000.0,1743600000.0,1059000000.0,65200000.0,,725400000.0,333600000.0,-59000000.0,274600000.0,2802600000.0,283500000.0,281500000.0,315400000.0
Newell Brands Inc,NWL,549300LWGYFM1TVO1Z12,814453,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:54:21+00:00,0.46,0.46,0.05,0.41,,45800000.0,130400000.0,130400000.0,,130400000.0,,908900000.0,1496200000.0,5900000.0,,21200000.0,362600000.0,908900000.0,587300000.0,33200000.0,,383800000.0,203500000.0,-27300000.0,176200000.0,1496200000.0,283500000.0,281500000.0,315400000.0
