company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2012.0,Q2,,2012-06-30,2012-08-09 17:01:04+00:00,10588000.0,,67324000.0,-44805000.0,261773000.0,,1344041000.0,44362000.0,,34647000.0,571790000.0,986053000.0,1384081000.0,468786000.0,223403000.0,259071000.0,,75802000.0,592789000.0,404658000.0,41643000.0,,,1490000.0,185889000.0,187685000.0,,116843000.0,,172369000.0,,3695141000.0,1473095000.0,1259220000.0,198564000.0,1473095000.0,1732166000.0,1846132000.0,3695141000.0,2212518000.0,1647568000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2012.0,Q1,,2012-03-31,2012-05-09 17:11:33+00:00,9904000.0,,94304000.0,-27721000.0,645530000.0,,1324903000.0,45222000.0,,30206000.0,532035000.0,865886000.0,1384013000.0,473600000.0,224440000.0,245705000.0,,114628000.0,512799000.0,399608000.0,35918000.0,,,1522000.0,194984000.0,166485000.0,,166265000.0,,257528000.0,,3848882000.0,1556232000.0,1557937000.0,215554000.0,1556232000.0,1801937000.0,1880680000.0,3848882000.0,2066505000.0,1665126000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2013.0,FY,,2013-12-31,2015-02-27 17:15:27+00:00,18278000.0,,92394000.0,-12529000.0,686371000.0,0.0,1447496000.0,70427000.0,41140000.0,67188000.0,574582000.0,1068066000.0,1384488000.0,488198000.0,246350000.0,319889000.0,39075000.0,,619619000.0,514180000.0,30412000.0,,,1462000.0,160866000.0,223368000.0,,133000000.0,,662574000.0,,4438447000.0,2099003000.0,1861310000.0,278699000.0,2099003000.0,2418892000.0,1886555000.0,4438447000.0,2330787000.0,1607856000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2013.0,Q3,,2013-09-30,2013-11-12 15:54:01+00:00,14993000.0,,84123000.0,-37999000.0,556574000.0,,1434791000.0,68275000.0,28311000.0,58840000.0,597306000.0,1077990000.0,1384420000.0,486571000.0,238403000.0,291592000.0,79117000.0,,575041000.0,491076000.0,37676000.0,,,1461000.0,155271000.0,238628000.0,,140705000.0,,568155000.0,,4285660000.0,1966408000.0,1651002000.0,263907000.0,1966408000.0,2258000000.0,1886955000.0,4285660000.0,2396255000.0,1623048000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2013.0,Q2,,2013-06-30,2013-08-09 16:46:59+00:00,17167000.0,,74254000.0,-62272000.0,347461000.0,,1421529000.0,49822000.0,26086000.0,39724000.0,594915000.0,1071434000.0,1384352000.0,470303000.0,242622000.0,268958000.0,65167000.0,,614753000.0,491932000.0,31814000.0,,,1459000.0,151819000.0,244631000.0,,141253000.0,,463801000.0,,4076492000.0,1824517000.0,1480232000.0,212781000.0,1824517000.0,2093475000.0,1841764000.0,4076492000.0,2353638000.0,1628983000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2013.0,Q1,,2013-03-31,2013-05-09 16:43:11+00:00,31003000.0,,107632000.0,-66918000.0,421224000.0,,1408673000.0,48353000.0,31686000.0,33339000.0,556820000.0,1041822000.0,1384284000.0,464324000.0,240031000.0,256044000.0,84776000.0,,569945000.0,463899000.0,33744000.0,,,1469000.0,156836000.0,241299000.0,,141005000.0,,411436000.0,,4031363000.0,1754660000.0,1486754000.0,254071000.0,1754660000.0,2010704000.0,1879654000.0,4031363000.0,2304578000.0,1625583000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2014.0,FY,,2014-12-31,2016-02-25 17:26:52+00:00,21499000.0,629775000.0,94209000.0,-57891000.0,878164000.0,0.0,1360344000.0,47929000.0,,73185000.0,573119000.0,1064964000.0,1485359000.0,463344000.0,226246000.0,302140000.0,79096000.0,,,588391000.0,36138000.0,,,,154382000.0,234429000.0,,96251000.0,,79994000.0,883895000.0,4657481000.0,1382447000.0,2096330000.0,1156855000.0,1382447000.0,1684587000.0,2876643000.0,4657481000.0,2334905000.0,1719788000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2014.0,Q3,,2014-09-30,2014-11-06 15:51:02+00:00,16661000.0,,84787000.0,-24068000.0,157285000.0,,1404831000.0,47336000.0,53092000.0,55871000.0,574210000.0,1087483000.0,499736000.0,488628000.0,232240000.0,273741000.0,68042000.0,,590154000.0,514150000.0,37042000.0,,,1371000.0,156274000.0,220051000.0,,119460000.0,,299783000.0,884956000.0,3921558000.0,1681917000.0,1314681000.0,1126653000.0,1681917000.0,1955658000.0,1846440000.0,3921558000.0,2374637000.0,719787000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2014.0,Q2,,2014-06-30,2014-08-07 16:09:04+00:00,17725000.0,,102016000.0,-6371000.0,202005000.0,,1425420000.0,49097000.0,53847000.0,49641000.0,574940000.0,1090172000.0,499705000.0,504802000.0,237359000.0,253124000.0,52758000.0,,656176000.0,536888000.0,37186000.0,,,1401000.0,160330000.0,218217000.0,,124763000.0,,412434000.0,884919000.0,4069277000.0,1832884000.0,1448916000.0,1140584000.0,1832884000.0,2086008000.0,1858506000.0,4069277000.0,2383002000.0,717922000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2014.0,Q1,,2014-03-31,2014-05-08 16:43:22+00:00,24594000.0,,120137000.0,-8828000.0,509137000.0,,1452184000.0,51558000.0,53260000.0,47530000.0,574849000.0,1078767000.0,499675000.0,501542000.0,242812000.0,240069000.0,52701000.0,,592205000.0,490296000.0,38986000.0,,,1439000.0,161261000.0,229211000.0,,131670000.0,,543724000.0,884881000.0,4256830000.0,1988519000.0,1644898000.0,1167686000.0,1988519000.0,2228588000.0,1896572000.0,4256830000.0,2369120000.0,728886000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2015.0,FY,,2015-12-31,2017-02-24 13:54:12+00:00,35308000.0,816679000.0,159969000.0,-130233000.0,223444000.0,0.0,1348778000.0,96040000.0,,115266000.0,1804748000.0,1785563000.0,3511098000.0,807630000.0,293230000.0,313245000.0,91954000.0,,,588999000.0,68892000.0,,,,161308000.0,250391000.0,98759000.0,99000000.0,,305386000.0,499174000.0,6672314000.0,1523931000.0,1727881000.0,974649000.0,1523931000.0,1837176000.0,4736138000.0,6672314000.0,4651203000.0,3761489000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2015.0,Q3,,2015-09-30,2015-11-09 16:46:26+00:00,56113000.0,773173000.0,6200000.0,-62732000.0,247352000.0,,1355580000.0,92096000.0,33556000.0,98764000.0,1797754000.0,1836127000.0,4133060000.0,855503000.0,292448000.0,284889000.0,46156000.0,,,630397000.0,238544000.0,,,,219189000.0,231995000.0,,93178000.0,,187104000.0,16864000.0,6731655000.0,1479952000.0,1684478000.0,508581000.0,1479952000.0,1764841000.0,4873636000.0,6731655000.0,4754729000.0,4365055000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2015.0,Q2,,2015-06-30,2015-08-04 14:33:49+00:00,35281000.0,,3959000.0,-53624000.0,1140814000.0,,1343610000.0,78137000.0,40586000.0,43553000.0,573412000.0,1081967000.0,3440654000.0,495626000.0,208968000.0,263462000.0,36692000.0,,723322000.0,561694000.0,135997000.0,,,,199925000.0,232200000.0,,95111000.0,647596000.0,92262000.0,,5710602000.0,1382248000.0,3114012000.0,296927000.0,1382248000.0,1645710000.0,3969781000.0,5710602000.0,2387622000.0,3672854000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2015.0,Q1,,2015-03-31,2015-05-07 16:48:08+00:00,20075000.0,,177918000.0,-83962000.0,154785000.0,,1331469000.0,56146000.0,55994000.0,40847000.0,572047000.0,1071307000.0,1844622000.0,439240000.0,214779000.0,248740000.0,50045000.0,,630322000.0,564966000.0,32269000.0,,,1284000.0,182139000.0,239693000.0,,98268000.0,,-71745000.0,0.0,3935624000.0,1177046000.0,1406067000.0,327255000.0,1177046000.0,1425786000.0,2411570000.0,3935624000.0,2314778000.0,2084315000.0,
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2016.0,FY,,2016-12-31,2018-02-27 13:13:35+00:00,42223000.0,808133000.0,152480000.0,-363701000.0,122937000.0,0.0,1391704000.0,77987000.0,,123506000.0,1642169000.0,1592704000.0,2952454000.0,699481000.0,286399000.0,328659000.0,175291000.0,,,591378000.0,70403000.0,,,,146151000.0,302881000.0,135651000.0,,,871766000.0,249932000.0,6200294000.0,1899769000.0,1658099000.0,716531000.0,1899769000.0,2228428000.0,3971866000.0,6200294000.0,4255796000.0,3255335000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2016.0,Q3,,2016-09-30,2016-11-07 15:51:54+00:00,28092000.0,777794000.0,161145000.0,-178573000.0,329573000.0,,1378168000.0,102733000.0,,91749000.0,1806720000.0,1708192000.0,2832971000.0,746066000.0,286392000.0,301966000.0,148692000.0,,,617970000.0,67430000.0,,,,151626000.0,279760000.0,74749000.0,4500000.0,,826795000.0,749747000.0,6647774000.0,2026390000.0,1800086000.0,1200896000.0,2027681000.0,2329647000.0,4313627000.0,6647774000.0,4561296000.0,3112731000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2016.0,Q2,,2016-06-30,2016-08-09 09:58:12+00:00,61464000.0,835644000.0,154574000.0,-210334000.0,185923000.0,,1376596000.0,101408000.0,,75982000.0,1785349000.0,1716305000.0,2877451000.0,743974000.0,279620000.0,283474000.0,142563000.0,,,671375000.0,57446000.0,,,,151962000.0,266875000.0,,,,718292000.0,749487000.0,6512715000.0,1884554000.0,1692942000.0,1200361000.0,1884554000.0,2168028000.0,4344687000.0,6512715000.0,4540153000.0,3144326000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2016.0,Q1,,2016-03-31,2016-05-06 09:19:34+00:00,48042000.0,763283000.0,275756000.0,-88749000.0,216798000.0,,1367591000.0,86489000.0,,68767000.0,1822337000.0,1781004000.0,3200794000.0,812337000.0,288908000.0,271087000.0,124341000.0,,,673694000.0,73421000.0,,,,155622000.0,269106000.0,,,,566621000.0,499399000.0,6638324000.0,1845463000.0,1653775000.0,1051874000.0,1845463000.0,2116550000.0,4521774000.0,6638324000.0,4695641000.0,3469900000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2017.0,FY,,2017-12-31,2018-02-27 13:13:35+00:00,48149000.0,914812000.0,189656000.0,-13809000.0,130357000.0,0.0,1450024000.0,148134000.0,,102327000.0,1819693000.0,1584386000.0,2522005000.0,740810000.0,333068000.0,332999000.0,104859000.0,,,634588000.0,85004000.0,,,,190344000.0,315217000.0,68763000.0,,,1341974000.0,,6521680000.0,2778189000.0,1748520000.0,573270000.0,2778189000.0,3111188000.0,3410492000.0,6521680000.0,4440092000.0,2837222000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2017.0,Q3,,2017-09-30,2017-11-03 14:26:38+00:00,40797000.0,815116000.0,165147000.0,-86000000.0,114729000.0,,1440024000.0,150247000.0,,90294000.0,1788794000.0,1586676000.0,2665867000.0,730562000.0,318875000.0,302384000.0,208543000.0,,,651997000.0,73564000.0,,,,186555000.0,318541000.0,74567000.0,,,1315549000.0,,6476414000.0,2669573000.0,1656409000.0,520049000.0,2669573000.0,2971957000.0,3504457000.0,6476414000.0,4501130000.0,2984408000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2017.0,Q2,,2017-06-30,2017-08-04 15:51:20+00:00,25728000.0,912018000.0,134371000.0,-143353000.0,131557000.0,,1426909000.0,119977000.0,,72296000.0,1756514000.0,1622579000.0,2979729000.0,723740000.0,315543000.0,280549000.0,192753000.0,,,641611000.0,69959000.0,,,,152029000.0,319736000.0,68225000.0,,,1230668000.0,,6516569000.0,2514224000.0,1753411000.0,422331000.0,2514224000.0,2794773000.0,3721796000.0,6516569000.0,4447615000.0,3299465000.0,0.0
Scripps Networks Interactive Inc,SNI,549300AI1MM5VBF43K58,1430602,2017.0,Q1,,2017-03-31,2017-05-05 11:18:48+00:00,30316000.0,784514000.0,191518000.0,-296371000.0,107673000.0,,1417404000.0,68731000.0,,52708000.0,1666131000.0,1600597000.0,2803592000.0,734482000.0,302042000.0,267067000.0,176446000.0,,,617982000.0,67011000.0,,,,147048000.0,313587000.0,65677000.0,,,1035764000.0,249967000.0,6202592000.0,2156797000.0,1575846000.0,660251000.0,2158095000.0,2425162000.0,3777430000.0,6202592000.0,4324704000.0,3117179000.0,0.0
