company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Signet Jewelers Ltd,SIG,,832988,2010.0,FY,,2010-01-30,2011-03-30 08:23:13+00:00,66200000.0,885900000.0,272100000.0,-178200000.0,316200000.0,,185300000.0,137700000.0,2200000.0,118800000.0,0.0,,,24200000.0,280000000.0,1173100000.0,396900000.0,338000000.0,112300000.0,,4800000.0,75800000.0,,235200000.0,58300000.0,79600000.0,,1462400000.0,44100000.0,3044900000.0,1705800000.0,2453200000.0,638900000.0,1703600000.0,1703600000.0,1341300000.0,3044900000.0,194800000.0,702400000.0,1100000.0
Signet Jewelers Ltd,SIG,,832988,2010.0,Q3,,2009-10-31,2010-11-30 07:20:53+00:00,140900000.0,754200000.0,230700000.0,-170800000.0,139600000.0,,184200000.0,121200000.0,,76000000.0,,,,24900000.0,280000000.0,1306000000.0,413600000.0,322000000.0,110500000.0,,8900000.0,68400000.0,,235200000.0,55100000.0,78000000.0,,1346900000.0,20300000.0,2872300000.0,1596700000.0,2268200000.0,589100000.0,1596700000.0,1594300000.0,1278000000.0,2872300000.0,190500000.0,688900000.0,1200000.0
Signet Jewelers Ltd,SIG,,832988,2010.0,Q2,,2009-08-01,2010-08-27 07:08:15+00:00,93900000.0,790600000.0,220900000.0,-169600000.0,92800000.0,,183000000.0,103400000.0,0.0,99400000.0,,,,23600000.0,280000000.0,1279200000.0,431200000.0,143000000.0,54100000.0,,11400000.0,51800000.0,,235200000.0,11600000.0,76900000.0,,1447100000.0,13300000.0,2734900000.0,1698700000.0,2214400000.0,530900000.0,1698700000.0,1692700000.0,1042200000.0,2734900000.0,89300000.0,511300000.0,3000000.0
Signet Jewelers Ltd,SIG,,832988,2011.0,FY,,2011-01-29,2012-03-22 08:38:10+00:00,125900000.0,974100000.0,292400000.0,-170800000.0,302100000.0,0.0,212300000.0,146000000.0,2700000.0,115700000.0,22800000.0,,,,,1184200000.0,379000000.0,353200000.0,86000000.0,,,79200000.0,,235200000.0,59700000.0,86600000.0,,1662300000.0,31000000.0,3089800000.0,1939000000.0,2542300000.0,711000000.0,1939000000.0,1939000000.0,1150800000.0,3089800000.0,168500000.0,439800000.0,
Signet Jewelers Ltd,SIG,,832988,2011.0,Q3,,2010-10-30,2011-11-22 08:16:50+00:00,179300000.0,791700000.0,245100000.0,-177000000.0,414900000.0,0.0,193900000.0,128100000.0,2500000.0,97700000.0,3200000.0,,,,,1297400000.0,389600000.0,336700000.0,114000000.0,,,77800000.0,,235200000.0,56500000.0,85000000.0,,1556900000.0,266700000.0,3147600000.0,1809000000.0,2584300000.0,916900000.0,1809000000.0,1809000000.0,1338600000.0,3147600000.0,173700000.0,421700000.0,0.0
Signet Jewelers Ltd,SIG,,832988,2011.0,Q2,,2010-07-31,2011-08-25 08:31:59+00:00,114700000.0,822500000.0,241900000.0,-184900000.0,485400000.0,0.0,190200000.0,129000000.0,1800000.0,112700000.0,1100000.0,,,24600000.0,229100000.0,1126200000.0,362100000.0,342700000.0,114900000.0,,,67500000.0,,235200000.0,57200000.0,76900000.0,,1550900000.0,24900000.0,3063300000.0,1791400000.0,2503400000.0,623200000.0,1791400000.0,1791400000.0,1271900000.0,3063300000.0,197800000.0,648700000.0,0.0
Signet Jewelers Ltd,SIG,,832988,2011.0,Q1,,2010-05-01,2011-05-26 08:30:48+00:00,104200000.0,826900000.0,233900000.0,-185300000.0,447100000.0,,187800000.0,134700000.0,700000.0,111700000.0,,,,23600000.0,229100000.0,1122000000.0,375200000.0,343600000.0,111400000.0,,1800000.0,69000000.0,,235200000.0,59100000.0,78900000.0,,1512200000.0,47200000.0,3035000000.0,1749900000.0,2465700000.0,631700000.0,1749900000.0,1749900000.0,1285100000.0,3035000000.0,194100000.0,653400000.0,0.0
Signet Jewelers Ltd,SIG,,832988,2012.0,FY,,2012-01-28,2013-03-28 07:45:19+00:00,182600000.0,1132500000.0,308400000.0,-159200000.0,486800000.0,0.0,246500000.0,154100000.0,900000.0,212900000.0,31500000.0,,,,,1304100000.0,383400000.0,374000000.0,108500000.0,,,92000000.0,,235200000.0,71700000.0,100300000.0,,1969300000.0,,3611400000.0,2279100000.0,3016300000.0,858000000.0,2279100000.0,2279100000.0,1332300000.0,3611400000.0,211700000.0,474300000.0,-12700000.0
Signet Jewelers Ltd,SIG,,832988,2012.0,Q3,,2011-10-29,2012-11-20 07:42:59+00:00,195100000.0,918700000.0,261700000.0,-141200000.0,349600000.0,0.0,232800000.0,135500000.0,400000.0,138300000.0,32600000.0,,,,,1414000000.0,385800000.0,354300000.0,102200000.0,,,97700000.0,,235200000.0,63100000.0,97400000.0,,1821400000.0,33600000.0,3364100000.0,2148200000.0,2780400000.0,764200000.0,2148200000.0,2148200000.0,1215900000.0,3364100000.0,197900000.0,451700000.0,
Signet Jewelers Ltd,SIG,,832988,2012.0,Q2,,2011-07-30,2012-08-23 07:48:55+00:00,137500000.0,936200000.0,236500000.0,-146300000.0,440200000.0,0.0,226300000.0,135900000.0,1600000.0,150000000.0,30000000.0,,,,,1202800000.0,374800000.0,359500000.0,107900000.0,,,91500000.0,,235200000.0,62500000.0,95800000.0,,1804000000.0,13100000.0,3247500000.0,2119200000.0,2672300000.0,673000000.0,2119200000.0,2119200000.0,1128300000.0,3247500000.0,200400000.0,455300000.0,
