company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Signet Jewelers Ltd,SIG,,832988,2012.0,Q1,2011-01-30,2011-04-30,2012-05-24 07:33:52+00:00,0.87,0.87,,0.87,,42400000.0,75400000.0,75400000.0,75400000.0,537600000.0,887300000.0,,-32800000.0,,,263800000.0,537600000.0,349700000.0,900000.0,,231000000.0,118700000.0,-900000.0,117800000.0,887300000.0,86700000.0,86100000.0,86900000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q4,2012-10-28,2013-02-02,,2.12,2.12,0.12,2.11,,94800000.0,171800000.0,171800000.0,171800000.0,876200000.0,1513300000.0,,-41500000.0,,,410900000.0,876200000.0,637100000.0,1100000.0,,369400000.0,267700000.0,-1100000.0,266600000.0,1513300000.0,82400000.0,82300000.0,82800000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,FY,2012-01-29,2013-02-02,2013-03-28 07:45:19+00:00,4.37,4.37,0.48,4.35,,197000000.0,359900000.0,359900000.0,359900000.0,2446000000.0,3983400000.0,,-161400000.0,,,1138300000.0,2446000000.0,1537400000.0,3600000.0,,976900000.0,560500000.0,-3600000.0,556900000.0,3983400000.0,82400000.0,82300000.0,82800000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q3YTD,2012-01-29,2012-10-27,,2.25,2.25,0.36,2.24,,102200000.0,188100000.0,188100000.0,188100000.0,1569800000.0,2470100000.0,,-119900000.0,,,727400000.0,1569800000.0,900300000.0,2500000.0,,607500000.0,292800000.0,-2500000.0,290300000.0,2470100000.0,81200000.0,80500000.0,80900000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q3TTM,2011-10-30,2012-10-27,,4.07,4.07,0.46,4.04,,188000000.0,344700000.0,344700000.0,344700000.0,2360400000.0,3823900000.0,,-149400000.0,,,1076200000.0,2360400000.0,1463500000.0,4000000.0,,926800000.0,536700000.0,-4000000.0,532700000.0,3823900000.0,81200000.0,80500000.0,80900000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q3,2012-07-29,2012-10-27,2013-11-26 08:03:36+00:00,0.43,0.43,0.12,0.43,,16700000.0,34900000.0,34900000.0,34900000.0,480800000.0,716200000.0,,-39700000.0,,,222600000.0,480800000.0,235400000.0,900000.0,,182900000.0,52500000.0,-900000.0,51600000.0,716200000.0,81200000.0,80500000.0,80900000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q2YTD,2012-01-29,2012-07-28,,1.82,1.82,0.24,1.81,,85500000.0,153200000.0,153200000.0,153200000.0,1089000000.0,1753900000.0,,-80200000.0,,,504800000.0,1089000000.0,664900000.0,1600000.0,,424600000.0,240300000.0,-1600000.0,238700000.0,1753900000.0,82200000.0,82600000.0,83000000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q2TTM,2011-07-31,2012-07-28,,3.94,3.94,0.44,3.91,,187300000.0,335900000.0,335900000.0,335900000.0,2360200000.0,3818200000.0,,-141900000.0,,,1073200000.0,2360200000.0,1458000000.0,3500000.0,,931300000.0,526700000.0,-3500000.0,523200000.0,3818200000.0,82200000.0,82600000.0,83000000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q2,2012-04-29,2012-07-28,2013-08-29 07:44:29+00:00,0.86,0.86,0.12,0.85,,39500000.0,70700000.0,70700000.0,70700000.0,542700000.0,853900000.0,,-40000000.0,,,240300000.0,542700000.0,311200000.0,700000.0,,200300000.0,110900000.0,-700000.0,110200000.0,853900000.0,82200000.0,82600000.0,83000000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q1TTM,2011-05-01,2012-04-28,,3.85,3.85,0.32,3.82,,181300000.0,331500000.0,331500000.0,331500000.0,2320300000.0,3761900000.0,,-133900000.0,,,1057400000.0,2320300000.0,1441600000.0,5300000.0,,923500000.0,518100000.0,-5300000.0,512800000.0,3761900000.0,85900000.0,85500000.0,86300000.0
Signet Jewelers Ltd,SIG,,832988,2013.0,Q1,2012-01-29,2012-04-28,2013-05-23 07:43:37+00:00,0.96,0.96,0.12,0.96,,46000000.0,82500000.0,82500000.0,82500000.0,546300000.0,900000000.0,,-40200000.0,,,264500000.0,546300000.0,353700000.0,900000.0,,224300000.0,129400000.0,-900000.0,128500000.0,900000000.0,85900000.0,85500000.0,86300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,FY,2013-02-03,2014-02-01,2016-03-24 13:49:35+00:00,4.59,4.59,0.6,4.56,,198500000.0,368000000.0,368000000.0,368000000.0,2628700000.0,4209200000.0,,-186700000.0,,,1196700000.0,2628700000.0,1580500000.0,4000000.0,,1010000000.0,570500000.0,-4000000.0,566500000.0,4209200000.0,80200000.0,80200000.0,80700000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q4,2013-11-03,2014-02-01,,2.19,2.19,0.15,2.17,,181400000.0,334400000.0,334400000.0,334400000.0,2096500000.0,3437800000.0,,-140900000.0,,,963300000.0,2096500000.0,1341300000.0,3100000.0,,822400000.0,518900000.0,-3100000.0,515800000.0,3437800000.0,80200000.0,80200000.0,80700000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q3YTD,2013-02-03,2013-11-02,,2.4,2.4,0.45,2.39,,17100000.0,33600000.0,33600000.0,33600000.0,532200000.0,771400000.0,,-45800000.0,,,233400000.0,532200000.0,239200000.0,900000.0,,187600000.0,51600000.0,-900000.0,50700000.0,771400000.0,80000000.0,79900000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q3TTM,2012-10-28,2013-11-02,,4.52,4.52,0.57,4.5,,111900000.0,205400000.0,205400000.0,205400000.0,1408400000.0,2284700000.0,,-87300000.0,,,644300000.0,1408400000.0,876300000.0,2000000.0,,557000000.0,319300000.0,-2000000.0,317300000.0,2284700000.0,80000000.0,79900000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q3,2013-08-04,2013-11-02,2014-12-08 08:18:55+00:00,0.42,0.42,0.15,0.42,,17100000.0,33600000.0,33600000.0,33600000.0,532200000.0,771400000.0,,-45800000.0,,,233400000.0,532200000.0,239200000.0,900000.0,,187600000.0,51600000.0,-900000.0,50700000.0,771400000.0,80000000.0,79900000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q2,2013-05-05,2013-08-03,2014-09-10 17:00:26+00:00,0.84,0.84,0.15,0.84,,,,,,,,,,,,,,,,,,,,,,80300000.0,80300000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q2YTD,2013-02-03,2013-08-03,,1.98,1.98,0.3,1.97,,,,,,,,,,,,,,,,,,,,,,80300000.0,80300000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q2TTM,2012-07-29,2013-08-03,,4.53,4.53,0.54,4.51,,111500000.0,206700000.0,206700000.0,206700000.0,1357000000.0,2229500000.0,,-81200000.0,,,633500000.0,1357000000.0,872500000.0,2000000.0,,552300000.0,320200000.0,-2000000.0,318200000.0,2229500000.0,80300000.0,80300000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q1,2013-02-03,2013-05-04,2014-06-03 12:38:28+00:00,1.14,1.14,0.15,1.13,,,,,,,,,,,,,,,,,,,,,,80800000.0,80800000.0,80800000.0
Signet Jewelers Ltd,SIG,,832988,2014.0,Q1TTM,2012-04-29,2013-05-04,,4.55,4.55,0.51,4.52,,151000000.0,277400000.0,277400000.0,277400000.0,1899700000.0,3083400000.0,,-121200000.0,,,873800000.0,1899700000.0,1183700000.0,2700000.0,,752600000.0,431100000.0,-2700000.0,428400000.0,3083400000.0,80800000.0,80800000.0,80800000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,FY,2014-02-02,2015-01-31,2017-03-16 17:15:52+00:00,4.77,4.77,0.72,4.75,,159300000.0,381300000.0,381300000.0,381300000.0,3662100000.0,5736300000.0,,-215300000.0,0.0,,1712900000.0,3662100000.0,2074200000.0,36000000.0,,1497600000.0,576600000.0,-36000000.0,540600000.0,5736300000.0,79900000.0,79900000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q4,2014-11-02,2015-01-31,,2.85,2.85,0.18,2.85,,95800000.0,228000000.0,228000000.0,228000000.0,1364300000.0,2276400000.0,,-54100000.0,,,634500000.0,1364300000.0,912100000.0,7900000.0,,580400000.0,331700000.0,-7900000.0,323800000.0,2276400000.0,79900000.0,79900000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q3YTD,2014-02-02,2014-11-01,,1.92,1.92,0.54,1.9,,63500000.0,153300000.0,153300000.0,153300000.0,2297800000.0,3459900000.0,,-161200000.0,,,1078400000.0,2297800000.0,1162100000.0,28100000.0,,917200000.0,244900000.0,-28100000.0,216800000.0,3459900000.0,65000000.0,79900000.0,79900000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q3TTM,2013-11-03,2014-11-01,,4.11,4.11,0.69,4.07,,244900000.0,487700000.0,487700000.0,487700000.0,4394300000.0,6897700000.0,,-302100000.0,,,2041700000.0,4394300000.0,2503400000.0,31200000.0,,1739600000.0,763800000.0,-31200000.0,732600000.0,6897700000.0,65000000.0,79900000.0,79900000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q3,2014-08-03,2014-11-01,2014-12-08 08:18:55+00:00,-0.02,-0.02,0.18,-0.02,,-600000.0,-1300000.0,-1300000.0,-1300000.0,832000000.0,1177900000.0,,-53500000.0,,,388700000.0,832000000.0,345900000.0,12600000.0,,335200000.0,10700000.0,-12600000.0,-1900000.0,1177900000.0,65000000.0,79900000.0,79900000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q2YTD,2014-02-02,2014-08-02,,1.94,1.94,0.36,1.92,,64100000.0,154600000.0,154600000.0,154600000.0,1465800000.0,2282000000.0,,-107700000.0,,,689700000.0,1465800000.0,816200000.0,15500000.0,,582000000.0,234200000.0,-15500000.0,218700000.0,2282000000.0,79500000.0,79900000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q2TTM,2013-08-04,2014-08-02,,4.55,4.55,0.66,4.51,,262600000.0,522600000.0,522600000.0,522600000.0,4094500000.0,6491200000.0,,-294400000.0,,,1886400000.0,4094500000.0,2396700000.0,19500000.0,,1592000000.0,804700000.0,-19500000.0,785200000.0,6491200000.0,79500000.0,79900000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q2,2014-05-04,2014-08-02,2014-09-10 17:00:26+00:00,0.73,0.73,0.18,0.72,,11800000.0,58000000.0,58000000.0,58000000.0,816900000.0,1225900000.0,,-53700000.0,,,379200000.0,816900000.0,409000000.0,13700000.0,,325500000.0,83500000.0,-13700000.0,69800000.0,1225900000.0,79500000.0,79900000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q1TTM,2013-05-05,2014-05-03,,4.66,4.66,0.63,4.63,,250800000.0,464600000.0,464600000.0,464600000.0,3277600000.0,5265300000.0,,-240700000.0,,,1507200000.0,3277600000.0,1987700000.0,5800000.0,,1266500000.0,721200000.0,-5800000.0,715400000.0,5265300000.0,79800000.0,79900000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2015.0,Q1,2014-02-02,2014-05-03,2014-06-03 12:38:28+00:00,1.21,1.21,0.18,1.2,,52300000.0,96600000.0,96600000.0,96600000.0,648900000.0,1056100000.0,,-54000000.0,,,310500000.0,648900000.0,407200000.0,1800000.0,,256500000.0,150700000.0,-1800000.0,148900000.0,1056100000.0,79800000.0,79900000.0,80300000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,FY,2015-02-01,2016-01-30,2018-04-02 17:25:08+00:00,5.89,5.89,0.88,5.87,,189900000.0,467900000.0,467900000.0,467900000.0,4109800000.0,6550200000.0,,-250900000.0,0.0,,1987600000.0,4109800000.0,2440400000.0,45900000.0,,1736700000.0,703700000.0,-45900000.0,657800000.0,6550200000.0,79400000.0,79500000.0,79700000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q4,2015-11-01,2016-01-30,,3.43,3.43,0.22,3.42,,136600000.0,334100000.0,334100000.0,334100000.0,2296400000.0,3803200000.0,,-126500000.0,,,1139400000.0,2296400000.0,1506800000.0,23200000.0,,1012900000.0,493900000.0,-23200000.0,470700000.0,3803200000.0,79400000.0,79500000.0,79700000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q3YTD,2015-02-01,2015-10-31,,2.46,2.46,0.66,2.45,,53300000.0,133800000.0,133800000.0,133800000.0,1813400000.0,2747000000.0,,-124400000.0,,,848200000.0,1813400000.0,933600000.0,22700000.0,,723800000.0,209800000.0,-22700000.0,187100000.0,2747000000.0,78900000.0,79300000.0,79500000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q3TTM,2014-11-02,2015-10-31,,5.31,5.31,0.84,5.3,,149100000.0,361800000.0,361800000.0,361800000.0,3177700000.0,5023400000.0,,-178500000.0,,,1482700000.0,3177700000.0,1845700000.0,30600000.0,,1304200000.0,541500000.0,-30600000.0,510900000.0,5023400000.0,78900000.0,79300000.0,79500000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q3,2015-08-02,2015-10-31,2015-12-04 16:30:10+00:00,0.19,0.19,0.22,0.19,,6900000.0,15000000.0,15000000.0,15000000.0,848700000.0,1216400000.0,,-60900000.0,,,395000000.0,848700000.0,367700000.0,11700000.0,,334100000.0,33600000.0,-11700000.0,21900000.0,1216400000.0,78900000.0,79300000.0,79500000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q2,2015-05-03,2015-08-01,2016-08-31 16:51:03+00:00,0.78,0.78,0.22,0.78,,,,,,,,,,,,,,,,,,,,,,79700000.0,79700000.0,79700000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q2YTD,2015-02-01,2015-08-01,,2.27,2.27,0.44,2.26,,46400000.0,118800000.0,118800000.0,118800000.0,964700000.0,1530600000.0,,-63500000.0,,,453200000.0,964700000.0,565900000.0,11000000.0,,389700000.0,176200000.0,-11000000.0,165200000.0,1530600000.0,79700000.0,79700000.0,79700000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q2TTM,2014-08-03,2015-08-01,,5.1,5.1,0.8,5.09,,141600000.0,345500000.0,345500000.0,345500000.0,3161000000.0,4984900000.0,,-171100000.0,,,1476400000.0,3161000000.0,1823900000.0,31500000.0,,1305300000.0,518600000.0,-31500000.0,487100000.0,4984900000.0,79700000.0,79700000.0,79700000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q1TTM,2014-05-04,2015-05-02,,5.05,5.05,0.76,5.03,,153400000.0,403500000.0,403500000.0,403500000.0,3977900000.0,6210800000.0,,-224800000.0,,,1855600000.0,3977900000.0,2232900000.0,45200000.0,,1630800000.0,602100000.0,-45200000.0,556900000.0,6210800000.0,79700000.0,80000000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2016.0,Q1,2015-02-01,2015-05-02,2015-06-03 17:21:32+00:00,1.49,1.49,0.22,1.48,,46400000.0,118800000.0,118800000.0,118800000.0,964700000.0,1530600000.0,,-63500000.0,,,453200000.0,964700000.0,565900000.0,11000000.0,,389700000.0,176200000.0,-11000000.0,165200000.0,1530600000.0,79700000.0,80000000.0,80200000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,FY,2016-01-31,2017-01-28,2017-03-16 17:15:52+00:00,7.13,7.13,1.04,7.08,,170600000.0,543200000.0,543200000.0,531300000.0,4047600000.0,6408400000.0,,-282600000.0,11900000.0,,1880200000.0,4047600000.0,2360800000.0,49400000.0,,1597600000.0,763200000.0,-49400000.0,713800000.0,6408400000.0,74500000.0,74500000.0,76700000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q4,2016-10-30,2017-01-28,,4.0,4.0,0.26,3.95,,88700000.0,297500000.0,297500000.0,287800000.0,1324400000.0,2269900000.0,,-69000000.0,9700000.0,,615300000.0,1324400000.0,945500000.0,13000000.0,,546300000.0,399200000.0,-13000000.0,386200000.0,2269900000.0,74500000.0,74500000.0,76700000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q3YTD,2016-01-31,2016-10-29,,3.13,3.13,0.78,3.13,,81900000.0,245700000.0,245700000.0,243500000.0,2723200000.0,4138500000.0,,-213600000.0,2200000.0,,1264900000.0,2723200000.0,1415300000.0,36400000.0,,1051300000.0,364000000.0,-36400000.0,327600000.0,4138500000.0,74000000.0,73500000.0,73600000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q3TTM,2015-11-01,2016-10-29,,6.56,6.56,1.0,6.55,,218500000.0,579800000.0,579800000.0,577600000.0,5019600000.0,7941700000.0,,-340100000.0,2200000.0,,2404300000.0,5019600000.0,2922100000.0,59600000.0,,2064200000.0,857900000.0,-59600000.0,798300000.0,7941700000.0,74000000.0,73500000.0,73600000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q3,2016-07-31,2016-10-29,2016-11-29 17:18:23+00:00,0.2,0.2,0.26,0.2,,2400000.0,17000000.0,17000000.0,14800000.0,836200000.0,1186200000.0,,-68600000.0,2200000.0,,386500000.0,836200000.0,350000000.0,12700000.0,,317900000.0,32100000.0,-12700000.0,19400000.0,1186200000.0,74000000.0,73500000.0,73600000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q2YTD,2016-01-31,2016-07-30,,2.93,2.93,0.52,2.93,,79500000.0,228700000.0,228700000.0,228700000.0,1887000000.0,2952300000.0,,-145000000.0,,,878400000.0,1887000000.0,1065300000.0,23700000.0,,733400000.0,331900000.0,-23700000.0,308200000.0,2952300000.0,77300000.0,77100000.0,77200000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q2TTM,2015-08-02,2016-07-30,,6.55,6.55,0.96,6.54,,223000000.0,577800000.0,577800000.0,577800000.0,5032100000.0,7971900000.0,,-332400000.0,,,2412800000.0,5032100000.0,2939800000.0,58600000.0,,2080400000.0,859400000.0,-58600000.0,800800000.0,7971900000.0,77300000.0,77100000.0,77200000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q2,2016-05-01,2016-07-30,2016-08-31 16:51:03+00:00,1.06,1.06,0.26,1.06,,26100000.0,81900000.0,81900000.0,81900000.0,908500000.0,1373400000.0,,-70700000.0,,,415700000.0,908500000.0,464900000.0,11900000.0,,345000000.0,119900000.0,-11900000.0,108000000.0,1373400000.0,77300000.0,77100000.0,77200000.0
Signet Jewelers Ltd,SIG,,832988,2017.0,Q1TTM,2015-05-03,2016-04-30,,6.27,6.27,0.92,6.26,,196900000.0,495900000.0,495900000.0,495900000.0,4123600000.0,6598500000.0,,-261700000.0,,,1997100000.0,4123600000.0,2474900000.0,46700000.0,,1735400000.0,739500000.0,-46700000.0,692800000.0,6598500000.0,78500000.0,78600000.0,78700000.0
