company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2007.0,FY,2006-09-25,2007-09-30,2009-12-22 17:23:59+00:00,-249000000.0,383000000.0,,2000000.0,115000000.0,556000000.0,16000000.0,-1111000000.0,-1898000000.0,3811000000.0,-1111000000.0,-1898000000.0,3811000000.0,804000000.0,3303000000.0,3303000000.0,10000000.0,661000000.0,84000000.0,,-862000000.0,-8913000000.0,-818000000.0,,-1482000000.0,7998000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2008.0,Q4,2008-06-30,2008-09-28,,-15000000.0,120000000.0,,-3000000.0,-517000000.0,484000000.0,1000000.0,164000000.0,-2282000000.0,991000000.0,164000000.0,-2282000000.0,991000000.0,-1130000000.0,878000000.0,878000000.0,510000000.0,-55000000.0,-5000000.0,,-266000000.0,-3142000000.0,-414000000.0,,,1294000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2008.0,FY,2007-10-01,2008-09-28,2010-11-03 17:18:30+00:00,-298000000.0,456000000.0,,-3000000.0,-708000000.0,1184000000.0,1000000.0,-1307000000.0,-2819000000.0,3558000000.0,-1307000000.0,-2819000000.0,3558000000.0,-571000000.0,3160000000.0,3160000000.0,650000000.0,160000000.0,25000000.0,,-982000000.0,-8086000000.0,-1397000000.0,,-1670000000.0,6937000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2008.0,Q3YTD,2007-10-01,2008-06-29,2009-07-22 16:31:14+00:00,-283000000.0,336000000.0,,0.0,-191000000.0,700000000.0,,-1471000000.0,-537000000.0,2567000000.0,-1471000000.0,-537000000.0,2567000000.0,559000000.0,2282000000.0,2282000000.0,140000000.0,215000000.0,30000000.0,,-716000000.0,-4944000000.0,-983000000.0,0.0,-1670000000.0,5643000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q4,2009-06-29,2009-09-27,,-7000000.0,175000000.0,,,1063000000.0,366000000.0,,105000000.0,-2430000000.0,1321000000.0,105000000.0,-2430000000.0,1321000000.0,-1004000000.0,802000000.0,802000000.0,-719000000.0,25000000.0,-1000000.0,,-283000000.0,-3946000000.0,-144000000.0,-3000000.0,,1668000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,FY,2008-09-29,2009-09-27,2011-11-02 16:08:57+00:00,-54000000.0,635000000.0,,-5000000.0,3993000000.0,642000000.0,0.0,-833000000.0,-5457000000.0,7172000000.0,-833000000.0,-5457000000.0,7172000000.0,877000000.0,1592000000.0,1592000000.0,952000000.0,-94000000.0,5000000.0,,-1093000000.0,-10443000000.0,-761000000.0,-3000000.0,-285000000.0,5796000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q3TTM,2008-06-30,2009-06-28,,-62000000.0,580000000.0,,-8000000.0,2413000000.0,760000000.0,1000000.0,-774000000.0,-5309000000.0,6842000000.0,-774000000.0,-5309000000.0,6842000000.0,751000000.0,1668000000.0,1668000000.0,2181000000.0,-174000000.0,1000000.0,,-1076000000.0,-9639000000.0,-1031000000.0,,-285000000.0,5422000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q3,2009-03-30,2009-06-28,,-7000000.0,154000000.0,,4000000.0,-500000000.0,175000000.0,,-82000000.0,-1180000000.0,1087000000.0,-82000000.0,-1180000000.0,1087000000.0,-171000000.0,738000000.0,738000000.0,695000000.0,22000000.0,,,-282000000.0,-2201000000.0,-149000000.0,3000000.0,,1177000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q3YTD,2008-09-29,2009-06-28,2010-07-21 16:18:19+00:00,-47000000.0,460000000.0,,-5000000.0,3445000000.0,276000000.0,0.0,-938000000.0,-3027000000.0,5851000000.0,-938000000.0,-3027000000.0,5851000000.0,1881000000.0,790000000.0,790000000.0,1156000000.0,-119000000.0,6000000.0,,-810000000.0,-6497000000.0,-617000000.0,0.0,-285000000.0,4128000000.0,
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q2,2008-12-29,2009-03-29,,-26000000.0,154000000.0,,-1000000.0,933000000.0,75000000.0,,-450000000.0,-746000000.0,1263000000.0,-450000000.0,-746000000.0,1263000000.0,66000000.0,-289000000.0,-289000000.0,465000000.0,5000000.0,10000000.0,,-528000000.0,-1710000000.0,-234000000.0,-2000000.0,,1214000000.0,
