company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q4,2010-06-28,2010-09-26,,0.54,0.54,0.19,0.53,,367000000.0,865000000.0,1138000000.0,-273000000.0,865000000.0,,771000000.0,2943000000.0,,,558000000.0,334000000.0,771000000.0,2172000000.0,,225000000.0,892000000.0,1280000000.0,225000000.0,1505000000.0,2943000000.0,1639900000.0,1643000000.0,1658000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,FY,2009-09-28,2010-09-26,2012-11-07 16:15:01+00:00,1.98,1.98,0.72,1.96,,973000000.0,3247000000.0,3520000000.0,-273000000.0,3247000000.0,0.0,3301000000.0,10982000000.0,,,2451000000.0,1503000000.0,3301000000.0,7681000000.0,,766000000.0,3954000000.0,3727000000.0,766000000.0,4493000000.0,10982000000.0,1639900000.0,1643000000.0,1658000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q3YTD,2009-09-28,2010-06-27,,1.44,1.44,0.53,1.43,,606000000.0,2382000000.0,2382000000.0,,2382000000.0,,2530000000.0,8039000000.0,,,1893000000.0,1169000000.0,2530000000.0,5509000000.0,,541000000.0,3062000000.0,2447000000.0,541000000.0,2988000000.0,8039000000.0,1631900000.0,1629000000.0,1642000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q3TTM,2009-06-29,2010-06-27,,1.92,1.92,0.7,1.92,,672000000.0,3185000000.0,3385000000.0,-200000000.0,3185000000.0,,3198000000.0,10701000000.0,,-748000000.0,2412000000.0,2479000000.0,3198000000.0,7503000000.0,,697000000.0,4143000000.0,3360000000.0,697000000.0,4057000000.0,10701000000.0,1631900000.0,1629000000.0,1642000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q3,2010-03-29,2010-06-27,2011-07-20 16:19:05+00:00,0.47,0.47,0.19,0.47,0.0,244000000.0,767000000.0,832000000.0,-65000000.0,767000000.0,0.0,852000000.0,2700000000.0,,,623000000.0,332000000.0,852000000.0,1848000000.0,,183000000.0,955000000.0,893000000.0,183000000.0,1076000000.0,2700000000.0,1631900000.0,1629000000.0,1642000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q2YTD,2009-09-28,2010-03-28,,0.97,0.97,0.34,0.96,,402000000.0,1615000000.0,1615000000.0,,1615000000.0,,1625000000.0,5333000000.0,,,1244000000.0,809000000.0,1625000000.0,3708000000.0,,362000000.0,2053000000.0,1655000000.0,362000000.0,2017000000.0,5333000000.0,1646800000.0,1662000000.0,1678000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q2TTM,2009-03-30,2010-03-28,,1.9,1.9,0.68,1.89,,715000000.0,3155000000.0,3355000000.0,-200000000.0,3155000000.0,,3157000000.0,10748000000.0,,-748000000.0,2381000000.0,2496000000.0,3157000000.0,7591000000.0,,608000000.0,4129000000.0,3462000000.0,608000000.0,4070000000.0,10748000000.0,1646800000.0,1662000000.0,1678000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q2,2009-12-28,2010-03-28,2011-04-20 16:15:29+00:00,0.47,0.47,0.17,0.46,0.0,191000000.0,774000000.0,774000000.0,,774000000.0,0.0,809000000.0,2663000000.0,,,648000000.0,430000000.0,809000000.0,1854000000.0,,189000000.0,1078000000.0,776000000.0,189000000.0,965000000.0,2663000000.0,1646800000.0,1662000000.0,1678000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q1TTM,2008-12-29,2009-12-27,,1.25,1.25,0.67,1.25,,712000000.0,2092000000.0,2292000000.0,-200000000.0,2092000000.0,,3086000000.0,10540000000.0,,,2337000000.0,2441000000.0,3086000000.0,7454000000.0,,328000000.0,4778000000.0,2676000000.0,328000000.0,3004000000.0,10540000000.0,1682000000.0,1672000000.0,1691000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q1,2009-09-28,2009-12-27,2011-01-26 16:20:46+00:00,0.5,0.5,0.17,0.5,,211000000.0,841000000.0,841000000.0,,841000000.0,,816000000.0,2670000000.0,,,596000000.0,379000000.0,816000000.0,1854000000.0,,173000000.0,975000000.0,879000000.0,173000000.0,1052000000.0,2670000000.0,1682000000.0,1672000000.0,1691000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q4,2011-06-27,2011-09-25,,0.63,0.63,0.22,0.61,-114000000.0,421000000.0,1048000000.0,1405000000.0,-357000000.0,1056000000.0,-8000000.0,1106000000.0,4111000000.0,,,827000000.0,562000000.0,1106000000.0,3005000000.0,,96000000.0,1275000000.0,1730000000.0,96000000.0,1826000000.0,4111000000.0,1657600000.0,1658000000.0,1691000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,FY,2010-09-27,2011-09-25,2013-11-06 16:22:40+00:00,2.57,2.57,0.81,2.52,,1132000000.0,4242000000.0,4555000000.0,-313000000.0,4260000000.0,-18000000.0,4877000000.0,14957000000.0,,,2995000000.0,2059000000.0,4877000000.0,10080000000.0,,661000000.0,5054000000.0,5026000000.0,661000000.0,5687000000.0,14957000000.0,1657600000.0,1658000000.0,1691000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q3YTD,2010-09-27,2011-06-26,,1.94,1.94,0.6,1.91,114000000.0,711000000.0,3194000000.0,3150000000.0,44000000.0,3204000000.0,-10000000.0,3771000000.0,10846000000.0,,,2168000000.0,1497000000.0,3771000000.0,7075000000.0,,565000000.0,3779000000.0,3296000000.0,565000000.0,3861000000.0,10846000000.0,1669400000.0,1673000000.0,1709000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q3TTM,2010-06-28,2011-06-26,,2.48,2.48,0.78,2.44,114000000.0,1078000000.0,4059000000.0,4288000000.0,-229000000.0,4069000000.0,-10000000.0,4542000000.0,13789000000.0,,,2726000000.0,1831000000.0,4542000000.0,9247000000.0,,790000000.0,4671000000.0,4576000000.0,790000000.0,5366000000.0,13789000000.0,1669400000.0,1673000000.0,1709000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q3,2011-03-28,2011-06-26,2012-07-18 16:11:00+00:00,0.62,0.62,0.215,0.61,,289000000.0,1029000000.0,985000000.0,44000000.0,1035000000.0,-6000000.0,1278000000.0,3623000000.0,,,757000000.0,475000000.0,1278000000.0,2345000000.0,,161000000.0,1232000000.0,1113000000.0,161000000.0,1274000000.0,3623000000.0,1669400000.0,1673000000.0,1709000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q2YTD,2010-09-27,2011-03-27,,1.32,1.32,0.38,1.3,114000000.0,422000000.0,2165000000.0,2165000000.0,,2169000000.0,-4000000.0,2493000000.0,7223000000.0,,,1411000000.0,1022000000.0,2493000000.0,4730000000.0,,404000000.0,2547000000.0,2183000000.0,404000000.0,2587000000.0,7223000000.0,1665000000.0,1654000000.0,1689000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q2TTM,2010-03-29,2011-03-27,,2.33,2.33,0.76,2.3,114000000.0,993000000.0,3797000000.0,4070000000.0,-273000000.0,3801000000.0,-4000000.0,4169000000.0,12872000000.0,,,2618000000.0,1716000000.0,4169000000.0,8703000000.0,,808000000.0,4448000000.0,4255000000.0,808000000.0,5063000000.0,12872000000.0,1665000000.0,1654000000.0,1689000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q2,2010-12-27,2011-03-27,2012-04-18 16:11:42+00:00,0.6,0.6,0.19,0.59,,355000000.0,995000000.0,1264000000.0,-269000000.0,999000000.0,-4000000.0,1059000000.0,3870000000.0,,,738000000.0,643000000.0,1059000000.0,2811000000.0,,189000000.0,1381000000.0,1430000000.0,189000000.0,1619000000.0,3870000000.0,1665000000.0,1654000000.0,1689000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q1TTM,2009-12-28,2010-12-26,,2.2,2.2,0.74,2.17,,921000000.0,3576000000.0,3849000000.0,-273000000.0,3576000000.0,,3615000000.0,11660000000.0,,,2526000000.0,1561000000.0,3615000000.0,8045000000.0,,812000000.0,4087000000.0,3958000000.0,812000000.0,4770000000.0,11660000000.0,1625000000.0,1623000000.0,1648000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q1,2010-09-27,2010-12-26,2012-02-01 16:07:54+00:00,0.72,0.72,0.19,0.71,,218000000.0,1170000000.0,1252000000.0,-82000000.0,1170000000.0,0.0,1043000000.0,3348000000.0,,,649000000.0,409000000.0,1043000000.0,2305000000.0,,223000000.0,1058000000.0,1247000000.0,223000000.0,1470000000.0,3348000000.0,1625000000.0,1623000000.0,1648000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q4,2012-06-25,2012-09-30,,0.75,0.75,0.25,0.73,,287000000.0,1262000000.0,1239000000.0,23000000.0,1271000000.0,-9000000.0,1840000000.0,4871000000.0,158000000.0,,1114000000.0,524000000.0,1840000000.0,3031000000.0,,291000000.0,1796000000.0,1235000000.0,291000000.0,1526000000.0,4871000000.0,1701700000.0,1700000000.0,1741000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,FY,2011-09-26,2012-09-30,2014-11-05 16:18:10+00:00,3.59,3.59,0.93,3.51,,1279000000.0,6059000000.0,5283000000.0,776000000.0,6109000000.0,-50000000.0,7096000000.0,19121000000.0,158000000.0,,3915000000.0,2270000000.0,7096000000.0,12025000000.0,,880000000.0,6343000000.0,5682000000.0,880000000.0,6562000000.0,19121000000.0,1701700000.0,1700000000.0,1741000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q3YTD,2011-09-26,2012-06-24,,2.84,2.84,0.68,2.78,,992000000.0,4797000000.0,4044000000.0,753000000.0,4838000000.0,-41000000.0,5256000000.0,14250000000.0,,,2801000000.0,1746000000.0,5256000000.0,8994000000.0,,589000000.0,4547000000.0,4447000000.0,589000000.0,5036000000.0,14250000000.0,1724300000.0,1715000000.0,1758000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q3TTM,2011-06-27,2012-06-24,,3.47,3.47,0.9,3.39,-114000000.0,1413000000.0,5845000000.0,5449000000.0,396000000.0,5894000000.0,-49000000.0,6362000000.0,18361000000.0,,,3628000000.0,2308000000.0,6362000000.0,11999000000.0,,685000000.0,5822000000.0,6177000000.0,685000000.0,6862000000.0,18361000000.0,1724300000.0,1715000000.0,1758000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q3,2012-03-26,2012-06-24,2013-07-24 16:09:43+00:00,0.7,0.7,0.25,0.69,,375000000.0,1203000000.0,1206000000.0,-3000000.0,1207000000.0,-4000000.0,1719000000.0,4626000000.0,,,974000000.0,551000000.0,1719000000.0,2907000000.0,,199000000.0,1525000000.0,1382000000.0,199000000.0,1581000000.0,4626000000.0,1724300000.0,1715000000.0,1758000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q2YTD,2011-09-26,2012-03-25,,2.14,2.14,0.43,2.09,,617000000.0,3594000000.0,2838000000.0,756000000.0,3631000000.0,-37000000.0,3537000000.0,9624000000.0,,,1827000000.0,1195000000.0,3537000000.0,6087000000.0,,390000000.0,3022000000.0,3065000000.0,390000000.0,3455000000.0,9624000000.0,1702300000.0,1698000000.0,1743000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q2TTM,2011-03-28,2012-03-25,,3.39,3.39,0.86,3.31,-114000000.0,1327000000.0,5671000000.0,5228000000.0,443000000.0,5722000000.0,-51000000.0,5921000000.0,17358000000.0,,,3411000000.0,2232000000.0,5921000000.0,11437000000.0,,647000000.0,5529000000.0,5908000000.0,647000000.0,6555000000.0,17358000000.0,1702300000.0,1698000000.0,1743000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q2,2011-12-26,2012-03-25,2013-04-24 16:14:05+00:00,1.31,1.31,0.215,1.28,,296000000.0,2199000000.0,1438000000.0,761000000.0,2230000000.0,-31000000.0,1783000000.0,4943000000.0,,,954000000.0,692000000.0,1783000000.0,3160000000.0,,220000000.0,1646000000.0,1514000000.0,220000000.0,1734000000.0,4943000000.0,1702300000.0,1698000000.0,1743000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q1TTM,2010-12-27,2011-12-25,,2.68,2.68,0.84,2.62,,1294000000.0,4467000000.0,4785000000.0,-318000000.0,4491000000.0,-24000000.0,5501000000.0,16290000000.0,,,3197000000.0,2125000000.0,5501000000.0,10789000000.0,,612000000.0,5322000000.0,5467000000.0,612000000.0,6079000000.0,16290000000.0,1688000000.0,1684000000.0,1721000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2012.0,Q1,2011-09-26,2011-12-25,2013-01-30 16:11:45+00:00,0.83,0.83,0.215,0.81,,321000000.0,1395000000.0,1400000000.0,-5000000.0,1401000000.0,-6000000.0,1754000000.0,4681000000.0,,,873000000.0,503000000.0,1754000000.0,2927000000.0,,170000000.0,1376000000.0,1551000000.0,170000000.0,1721000000.0,4681000000.0,1688000000.0,1684000000.0,1721000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q4,2013-07-01,2013-09-29,,0.88,0.88,0.35,0.86,,320000000.0,1501000000.0,1501000000.0,,1501000000.0,,2714000000.0,6481000000.0,331000000.0,,1349000000.0,499000000.0,2714000000.0,3767000000.0,,233000000.0,2179000000.0,1588000000.0,233000000.0,1821000000.0,6481000000.0,1717544000.0,1715000000.0,1754000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,FY,2012-10-01,2013-09-29,2014-11-05 16:18:10+00:00,3.99,3.99,1.2,3.91,,1349000000.0,6845000000.0,6845000000.0,0.0,6853000000.0,-8000000.0,9820000000.0,24866000000.0,331000000.0,,4967000000.0,2518000000.0,9820000000.0,15046000000.0,,964000000.0,7816000000.0,7230000000.0,964000000.0,8194000000.0,24866000000.0,1717544000.0,1715000000.0,1754000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q3TTM,2012-06-25,2013-06-30,,3.86,3.86,1.1,3.78,,1316000000.0,6606000000.0,6583000000.0,23000000.0,6623000000.0,-17000000.0,8946000000.0,23256000000.0,158000000.0,,4732000000.0,2543000000.0,8946000000.0,14310000000.0,,1022000000.0,7433000000.0,6877000000.0,1022000000.0,7899000000.0,23256000000.0,1736300000.0,1727000000.0,1765000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q3,2013-04-01,2013-06-30,2014-07-23 16:13:56+00:00,0.91,0.91,0.35,0.9,,332000000.0,1578000000.0,1578000000.0,0.0,1580000000.0,-2000000.0,2497000000.0,6243000000.0,158000000.0,,1298000000.0,613000000.0,2497000000.0,3746000000.0,,233000000.0,2069000000.0,1677000000.0,233000000.0,1910000000.0,6243000000.0,1736300000.0,1727000000.0,1765000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q2YTD,2012-10-01,2013-03-31,,2.2,2.2,0.5,2.15,,697000000.0,3766000000.0,3766000000.0,,3772000000.0,-6000000.0,4609000000.0,12142000000.0,,,2320000000.0,1248000000.0,4609000000.0,7533000000.0,,498000000.0,3568000000.0,3965000000.0,498000000.0,4463000000.0,12142000000.0,1727800000.0,1722000000.0,1763000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q2TTM,2012-03-26,2013-03-31,,3.65,3.65,1.0,3.57,,1359000000.0,6231000000.0,6211000000.0,20000000.0,6250000000.0,-19000000.0,8168000000.0,21639000000.0,158000000.0,,4408000000.0,2323000000.0,8168000000.0,13471000000.0,,988000000.0,6889000000.0,6582000000.0,988000000.0,7570000000.0,21639000000.0,1727800000.0,1722000000.0,1763000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q2,2012-12-31,2013-03-31,2014-04-23 16:12:55+00:00,1.08,1.08,0.25,1.06,,273000000.0,1863000000.0,1863000000.0,0.0,1866000000.0,-3000000.0,2372000000.0,6124000000.0,,,1214000000.0,661000000.0,2372000000.0,3752000000.0,,259000000.0,1875000000.0,1877000000.0,259000000.0,2136000000.0,6124000000.0,1727800000.0,1722000000.0,1763000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q1TTM,2011-12-26,2012-12-30,,3.88,3.88,0.97,3.79,,1382000000.0,6567000000.0,5786000000.0,781000000.0,6614000000.0,-47000000.0,7579000000.0,20458000000.0,158000000.0,,4148000000.0,2354000000.0,7579000000.0,12879000000.0,,949000000.0,6660000000.0,6219000000.0,949000000.0,7168000000.0,20458000000.0,1701800000.0,1709000000.0,1751000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2013.0,Q1,2012-10-01,2012-12-30,2014-01-29 16:18:38+00:00,1.12,1.12,0.25,1.09,,424000000.0,1903000000.0,1903000000.0,0.0,1906000000.0,-3000000.0,2237000000.0,6018000000.0,,,1106000000.0,587000000.0,2237000000.0,3781000000.0,,239000000.0,1693000000.0,2088000000.0,239000000.0,2327000000.0,6018000000.0,1701800000.0,1709000000.0,1751000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,FY,2013-09-30,2014-09-28,2016-11-02 16:11:53+00:00,4.73,4.73,1.54,4.65,,1244000000.0,7964000000.0,7534000000.0,430000000.0,7967000000.0,-3000000.0,10686000000.0,26487000000.0,484000000.0,,5477000000.0,2290000000.0,10686000000.0,15801000000.0,5000000.0,1233000000.0,8251000000.0,7550000000.0,1228000000.0,8778000000.0,26487000000.0,1684400000.0,1683000000.0,1714000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q4,2014-06-30,2014-09-28,,1.13,1.13,0.42,1.11,,357000000.0,1895000000.0,1895000000.0,,1895000000.0,,2758000000.0,6692000000.0,504000000.0,,1364000000.0,74000000.0,2758000000.0,3934000000.0,5000000.0,265000000.0,1942000000.0,1992000000.0,260000000.0,2252000000.0,6692000000.0,1684400000.0,1683000000.0,1714000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q3YTD,2013-09-30,2014-06-29,,3.6,3.6,1.12,3.54,,887000000.0,6069000000.0,5639000000.0,430000000.0,6072000000.0,-3000000.0,7928000000.0,19795000000.0,-20000000.0,,4113000000.0,2216000000.0,7928000000.0,11867000000.0,,968000000.0,6309000000.0,5558000000.0,968000000.0,6526000000.0,19795000000.0,1682700000.0,1683000000.0,1714000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q3TTM,2013-07-01,2014-06-29,,4.48,4.48,1.47,4.4,,1207000000.0,7570000000.0,7140000000.0,430000000.0,7573000000.0,-3000000.0,10642000000.0,26276000000.0,311000000.0,,5462000000.0,2715000000.0,10642000000.0,15634000000.0,,1201000000.0,8488000000.0,7146000000.0,1201000000.0,8347000000.0,26276000000.0,1682700000.0,1683000000.0,1714000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q3,2014-03-31,2014-06-29,2015-07-22 16:18:54+00:00,1.33,1.33,0.42,1.31,,260000000.0,2237000000.0,2237000000.0,0.0,2238000000.0,-1000000.0,2740000000.0,6806000000.0,-20000000.0,,1429000000.0,582000000.0,2740000000.0,4066000000.0,,422000000.0,1991000000.0,2075000000.0,422000000.0,2497000000.0,6806000000.0,1682700000.0,1683000000.0,1714000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q2YTD,2013-09-30,2014-03-30,,2.27,2.27,0.7,2.23,,627000000.0,3832000000.0,3402000000.0,430000000.0,3834000000.0,-2000000.0,5188000000.0,12989000000.0,,,2684000000.0,1634000000.0,5188000000.0,7801000000.0,,546000000.0,4318000000.0,3483000000.0,546000000.0,4029000000.0,12989000000.0,1688800000.0,1688000000.0,1719000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q2TTM,2013-04-01,2014-03-30,,4.06,4.06,1.4,3.99,,1279000000.0,6911000000.0,6481000000.0,430000000.0,6915000000.0,-4000000.0,10399000000.0,25713000000.0,331000000.0,,5331000000.0,2904000000.0,10399000000.0,15314000000.0,,1012000000.0,8566000000.0,6748000000.0,1012000000.0,7760000000.0,25713000000.0,1688800000.0,1688000000.0,1719000000.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2014.0,Q2,2013-12-30,2014-03-30,2015-04-22 16:24:39+00:00,1.16,1.16,0.35,1.14,,314000000.0,1958000000.0,1958000000.0,0.0,1959000000.0,-1000000.0,2482000000.0,6367000000.0,0.0,,1356000000.0,539000000.0,2482000000.0,3885000000.0,,282000000.0,1895000000.0,1990000000.0,282000000.0,2272000000.0,6367000000.0,1688800000.0,1688000000.0,1719000000.0
