company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2008.0,FY,,2008-09-28,2009-12-22 17:23:59+00:00,570000000.0,4187000000.0,-284000000.0,1840000000.0,,7511000000.0,394000000.0,289000000.0,,406000000.0,,1517000000.0,3104000000.0,,4858000000.0,521000000.0,2162000000.0,,3768000000.0,830000000.0,227000000.0,464000000.0,1070000000.0,,,369000000.0,333000000.0,,,10717000000.0,,4571000000.0,24712000000.0,17944000000.0,11872000000.0,2440000000.0,17944000000.0,17944000000.0,6768000000.0,24712000000.0,10678000000.0,4328000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,FY,,2009-09-27,2010-11-03 17:18:30+00:00,636000000.0,700000000.0,588000000.0,2717000000.0,,8493000000.0,441000000.0,149000000.0,29000000.0,480000000.0,,1492000000.0,3065000000.0,,6673000000.0,453000000.0,2387000000.0,,3464000000.0,843000000.0,,199000000.0,1227000000.0,,,415000000.0,852000000.0,,,11235000000.0,0.0,8352000000.0,27445000000.0,20316000000.0,12570000000.0,2813000000.0,20316000000.0,20316000000.0,7129000000.0,27445000000.0,12488000000.0,4316000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2009.0,Q3,,2009-06-28,2009-07-22 16:31:14+00:00,561000000.0,943000000.0,7000000.0,3721000000.0,,7988000000.0,447000000.0,286000000.0,0.0,459000000.0,0.0,1512000000.0,3138000000.0,,5801000000.0,375000000.0,2311000000.0,,3528000000.0,822000000.0,263000000.0,247000000.0,905000000.0,,,398000000.0,839000000.0,,,10716000000.0,,6159000000.0,25713000000.0,18711000000.0,11731000000.0,2372000000.0,18711000000.0,18711000000.0,7002000000.0,25713000000.0,11671000000.0,4630000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,FY,,2010-09-26,2011-11-02 16:08:57+00:00,764000000.0,730000000.0,697000000.0,3547000000.0,0.0,6856000000.0,623000000.0,321000000.0,1443000000.0,467000000.0,,1488000000.0,3022000000.0,,8123000000.0,528000000.0,2373000000.0,0.0,3485000000.0,1922000000.0,,275000000.0,1085000000.0,,,1511000000.0,761000000.0,0.0,,13305000000.0,1086000000.0,6732000000.0,30572000000.0,20858000000.0,12133000000.0,5468000000.0,20858000000.0,20858000000.0,9714000000.0,30572000000.0,16066000000.0,4246000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q3,,2010-06-27,2010-07-21 16:18:19+00:00,640000000.0,798000000.0,529000000.0,2541000000.0,,6611000000.0,601000000.0,213000000.0,1135000000.0,433000000.0,,1476000000.0,3040000000.0,,7618000000.0,446000000.0,2382000000.0,,3587000000.0,1774000000.0,,189000000.0,1320000000.0,,,1497000000.0,738000000.0,,,12746000000.0,1061000000.0,7427000000.0,29401000000.0,19886000000.0,11614000000.0,5190000000.0,19886000000.0,19886000000.0,9515000000.0,29401000000.0,15405000000.0,4325000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q2,,2010-03-28,2010-04-21 16:29:12+00:00,545000000.0,680000000.0,820000000.0,2553000000.0,,7613000000.0,592000000.0,204000000.0,764000000.0,368000000.0,,1483000000.0,3093000000.0,,7057000000.0,402000000.0,2374000000.0,,3687000000.0,1376000000.0,,210000000.0,1061000000.0,,,462000000.0,760000000.0,,,12287000000.0,,8603000000.0,28497000000.0,20720000000.0,12652000000.0,3330000000.0,20720000000.0,20720000000.0,7777000000.0,28497000000.0,13471000000.0,4447000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2010.0,Q1,,2009-12-27,2010-01-27 16:50:32+00:00,415000000.0,616000000.0,744000000.0,3660000000.0,,8817000000.0,567000000.0,199000000.0,458000000.0,385000000.0,,1490000000.0,3142000000.0,,6764000000.0,350000000.0,2384000000.0,,3775000000.0,1118000000.0,,245000000.0,1123000000.0,,,431000000.0,827000000.0,,,11792000000.0,,8504000000.0,28903000000.0,21353000000.0,13574000000.0,2948000000.0,21353000000.0,21353000000.0,7550000000.0,28903000000.0,12945000000.0,4602000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,FY,,2011-09-25,2012-11-07 16:15:01+00:00,969000000.0,993000000.0,353000000.0,5462000000.0,0.0,10394000000.0,610000000.0,537000000.0,,644000000.0,,3432000000.0,3099000000.0,,9261000000.0,765000000.0,2414000000.0,21000000.0,3541000000.0,1703000000.0,,346000000.0,2072000000.0,0.0,,1474000000.0,620000000.0,746000000.0,,16204000000.0,994000000.0,6190000000.0,36422000000.0,26951000000.0,14293000000.0,5289000000.0,26951000000.0,26972000000.0,9450000000.0,36422000000.0,19715000000.0,4161000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q3,,2011-06-26,2011-07-20 16:19:05+00:00,761000000.0,832000000.0,744000000.0,5746000000.0,0.0,10011000000.0,541000000.0,310000000.0,84000000.0,568000000.0,,3195000000.0,3098000000.0,,9493000000.0,753000000.0,2267000000.0,30000000.0,3630000000.0,1884000000.0,,210000000.0,1418000000.0,,,1584000000.0,705000000.0,746000000.0,,15516000000.0,1092000000.0,4982000000.0,35100000000.0,26271000000.0,12833000000.0,4464000000.0,26271000000.0,26301000000.0,8799000000.0,35100000000.0,20000000000.0,4335000000.0,0.0
Qualcomm Inc,QCOM,H1J8DDZKZP6H7RWC0H53,804328,2011.0,Q2,,2011-03-27,2011-04-20 16:15:29+00:00,666000000.0,715000000.0,802000000.0,6367000000.0,,9325000000.0,518000000.0,330000000.0,69000000.0,558000000.0,,1417000000.0,2174000000.0,,9081000000.0,606000000.0,2114000000.0,34000000.0,3733000000.0,1917000000.0,,174000000.0,1474000000.0,,,1525000000.0,705000000.0,746000000.0,,14840000000.0,1100000000.0,6658000000.0,33824000000.0,24967000000.0,14850000000.0,4385000000.0,24967000000.0,25001000000.0,8823000000.0,33824000000.0,16860000000.0,4438000000.0,0.0
