company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,FY,,2010-12-31,2012-02-27 16:04:07+00:00,9510000.0,55399000.0,50105000.0,810000.0,147860000.0,0.0,310223000.0,11256000.0,14981000.0,,7131000.0,15644000.0,72470000.0,120683000.0,203000.0,4489000.0,,8751000.0,1735000.0,13816000.0,24903000.0,5567000.0,8174000.0,,441855000.0,316600000.0,300801000.0,82770000.0,316600000.0,316803000.0,100149000.0,441855000.0,20371000.0,17379000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,FY,,2011-12-31,2013-02-28 17:15:28+00:00,11122000.0,75755000.0,47285000.0,-12100000.0,180234000.0,0.0,332590000.0,24184000.0,26635000.0,0.0,6157000.0,15726000.0,116978000.0,155202000.0,287000.0,4830000.0,,7486000.0,8961000.0,11855000.0,46123000.0,122833000.0,8670000.0,25451000.0,608132000.0,443323000.0,434457000.0,93712000.0,443323000.0,443610000.0,118399000.0,608132000.0,18473000.0,24687000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q3,,2011-09-30,2011-11-08 08:00:19+00:00,15241000.0,80361000.0,51248000.0,-2447000.0,196586000.0,0.0,329421000.0,23857000.0,34892000.0,,6954000.0,16296000.0,117276000.0,143339000.0,236000.0,4763000.0,4756000.0,9656000.0,45651000.0,13532000.0,,91753000.0,9277000.0,,596324000.0,418727000.0,431612000.0,110658000.0,418727000.0,418963000.0,177361000.0,596324000.0,21373000.0,66703000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q2,,2011-06-30,2011-08-08 17:25:20+00:00,14884000.0,73284000.0,50732000.0,17000000.0,188196000.0,0.0,325788000.0,11868000.0,16421000.0,,7736000.0,16758000.0,109273000.0,141902000.0,245000.0,4267000.0,4661000.0,7676000.0,46730000.0,17179000.0,,59371000.0,8791000.0,,561381000.0,402159000.0,399800000.0,90828000.0,402159000.0,402404000.0,158977000.0,561381000.0,19679000.0,68149000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2012.0,FY,,2012-12-31,2014-02-28 16:03:09+00:00,17783000.0,96630000.0,51451000.0,-3094000.0,384053000.0,0.0,511044000.0,26019000.0,52274000.0,2898000.0,7510000.0,14014000.0,139618000.0,210563000.0,,2107000.0,,7461000.0,13102000.0,18639000.0,,234977000.0,3947000.0,,895498000.0,742927000.0,664959000.0,125455000.0,742927000.0,742927000.0,152571000.0,895498000.0,19976000.0,27116000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2012.0,Q3,,2012-09-30,2012-11-06 16:19:08+00:00,14291000.0,110649000.0,55733000.0,-10705000.0,372569000.0,0.0,506859000.0,24471000.0,44785000.0,3113000.0,7875000.0,14341000.0,135121000.0,195153000.0,,4419000.0,,6719000.0,13191000.0,18296000.0,,233418000.0,6472000.0,,878385000.0,729572000.0,661106000.0,121281000.0,729572000.0,729572000.0,148813000.0,878385000.0,22126000.0,27532000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2012.0,Q2,,2012-06-30,2012-08-03 17:13:58+00:00,13200000.0,86132000.0,46225000.0,-21208000.0,345578000.0,0.0,499956000.0,24987000.0,38736000.0,,4946000.0,14671000.0,121979000.0,177441000.0,,6660000.0,,6010000.0,9834000.0,14516000.0,,190983000.0,5617000.0,9765000.0,798014000.0,669731000.0,602957000.0,103778000.0,669731000.0,669731000.0,128283000.0,798014000.0,17616000.0,24505000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2012.0,Q1,,2012-03-31,2012-05-08 16:07:06+00:00,13488000.0,88426000.0,44014000.0,877000.0,377071000.0,0.0,504248000.0,26049000.0,34410000.0,,5727000.0,15132000.0,123430000.0,169876000.0,,5321000.0,,6303000.0,9881000.0,14251000.0,48387000.0,153241000.0,11227000.0,18451000.0,834905000.0,658366000.0,647678000.0,103139000.0,658366000.0,658366000.0,128152000.0,834905000.0,17351000.0,25013000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2013.0,FY,,2013-12-31,2015-03-02 08:00:33+00:00,18787000.0,103803000.0,59336000.0,-1701000.0,448776000.0,0.0,538913000.0,30228000.0,17327000.0,455000.0,9564000.0,11333000.0,172700000.0,252245000.0,,4799000.0,,7810000.0,21835000.0,30836000.0,,390757000.0,4629000.0,,1061216000.0,927969000.0,786343000.0,100079000.0,927969000.0,927969000.0,133247000.0,1061216000.0,22628000.0,33168000.0,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2013.0,Q3,,2013-09-30,2013-11-08 16:09:38+00:00,14293000.0,120640000.0,59553000.0,-4961000.0,398355000.0,0.0,526486000.0,28873000.0,29081000.0,455000.0,10131000.0,11667000.0,171268000.0,236507000.0,,6100000.0,,7395000.0,16635000.0,30072000.0,,354162000.0,2880000.0,,1009796000.0,875687000.0,749208000.0,105807000.0,875687000.0,875687000.0,134109000.0,1009796000.0,24081000.0,28302000.0,
