company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:04:07+00:00,0.12,0.12,0.12,,2485000.0,15157000.0,5284000.0,5284000.0,5419000.0,-135000.0,121626000.0,185894000.0,-36000.0,1022000.0,18543000.0,,20489000.0,121626000.0,64268000.0,1252000.0,,55211000.0,9057000.0,-1288000.0,7769000.0,185894000.0,45200000.0,45488914.0,46595047.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:15:28+00:00,1.16,1.16,1.13,,24900000.0,19100000.0,54352000.0,54352000.0,53991000.0,361000.0,152798000.0,299256000.0,39000.0,-848000.0,19160000.0,,28645000.0,152798000.0,146458000.0,,-1188000.0,66057000.0,80401000.0,-1149000.0,79252000.0,299256000.0,46500000.0,46423543.0,47593534.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 08:00:19+00:00,0.28,0.28,0.28,,6558000.0,4527000.0,13315000.0,13315000.0,13226000.0,89000.0,39878000.0,79809000.0,-322000.0,2078000.0,4981000.0,,7800000.0,39878000.0,39931000.0,350000.0,,19386000.0,20545000.0,-672000.0,19873000.0,79809000.0,47200000.0,46533000.0,47700000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 17:25:20+00:00,0.22,0.22,0.22,,5149000.0,4932000.0,10345000.0,10345000.0,10306000.0,39000.0,36797000.0,67258000.0,-26000.0,-2295000.0,4729000.0,,7384000.0,36797000.0,30461000.0,191000.0,,14750000.0,15711000.0,-217000.0,15494000.0,67258000.0,46800000.0,46220000.0,47333000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q4,2011-10-01,2011-12-31,,0.66,0.66,0.65,,14327000.0,5280000.0,31855000.0,31855000.0,31086000.0,769000.0,57100000.0,123524000.0,414000.0,-1449000.0,6580000.0,,9943000.0,57100000.0,66424000.0,-170000.0,-472000.0,20354000.0,46070000.0,112000.0,46182000.0,123524000.0,47500000.0,47365000.0,48685000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:03:09+00:00,2.48,2.48,2.41,,53575000.0,21731000.0,121009000.0,121009000.0,117759000.0,3250000.0,217227000.0,474482000.0,-257000.0,-2862000.0,25422000.0,,37442000.0,217227000.0,257255000.0,,-681000.0,81733000.0,175522000.0,-938000.0,174584000.0,474482000.0,47500000.0,47365000.0,48685000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.82,1.82,1.76,,39248000.0,16451000.0,89154000.0,89154000.0,86673000.0,2481000.0,160127000.0,350958000.0,-671000.0,-1413000.0,18842000.0,,27499000.0,160127000.0,190831000.0,170000.0,-209000.0,61379000.0,129452000.0,-1050000.0,128402000.0,350958000.0,48300000.0,47483000.0,48747000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 16:19:08+00:00,0.68,0.68,0.66,,14899000.0,5656000.0,34269000.0,34269000.0,32869000.0,1400000.0,58605000.0,129064000.0,145000.0,-1927000.0,6501000.0,,10997000.0,58605000.0,70459000.0,,-209000.0,21227000.0,49232000.0,-64000.0,49168000.0,129064000.0,48300000.0,47483000.0,48747000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.14,1.14,1.1,,24349000.0,10795000.0,54885000.0,54885000.0,53804000.0,1081000.0,101522000.0,221894000.0,-816000.0,514000.0,12341000.0,,16502000.0,101522000.0,120372000.0,170000.0,,40152000.0,80220000.0,-986000.0,79234000.0,221894000.0,47300000.0,47310000.0,48610000.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 17:13:58+00:00,0.65,0.65,0.63,,13827000.0,5847000.0,31507000.0,31507000.0,30736000.0,771000.0,55230000.0,121936000.0,-618000.0,-206000.0,6610000.0,,8333000.0,55230000.0,66706000.0,170000.0,,20584000.0,46122000.0,-788000.0,45334000.0,121936000.0,47300000.0,47310000.0,48610000.0
