company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:04:07+00:00,0.0,4929000.0,1461000.0,19172000.0,151000.0,16058000.0,,19056000.0,-12280000.0,-10639000.0,54405000.0,-12280000.0,-10639000.0,54405000.0,31637000.0,5284000.0,5284000.0,13891000.0,3417000.0,-141000.0,-508000.0,,-10498000.0,-34245000.0,,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q4,2010-10-01,2010-12-31,,,1054000.0,241000.0,5747000.0,-2006000.0,3989000.0,6298000.0,4681000.0,33632000.0,-14421000.0,34025000.0,33632000.0,-14421000.0,34025000.0,51230000.0,27268000.0,27268000.0,-2979000.0,729000.0,-248000.0,24806000.0,,-14173000.0,-2790000.0,-92000.0,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:15:28+00:00,-4108000.0,7417000.0,998000.0,21845000.0,-3697000.0,-20191000.0,6298000.0,13828000.0,37764000.0,-32559000.0,63432000.0,37764000.0,-32559000.0,63432000.0,64940000.0,54352000.0,54352000.0,7426000.0,7443000.0,-77000.0,24806000.0,,-28374000.0,-14519000.0,-92000.0,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q3,2010-07-01,2010-09-30,,,2859000.0,242000.0,5584000.0,2429000.0,-19751000.0,,3604000.0,3023000.0,-5446000.0,5969000.0,3023000.0,-5446000.0,5969000.0,5975000.0,13315000.0,13315000.0,6821000.0,5448000.0,54000.0,,,-5500000.0,-6029000.0,,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 08:00:19+00:00,-4108000.0,6363000.0,757000.0,16098000.0,-1691000.0,-24180000.0,,9147000.0,4132000.0,-18138000.0,29407000.0,4132000.0,-18138000.0,29407000.0,13710000.0,27084000.0,27084000.0,10405000.0,6714000.0,171000.0,,,-14201000.0,-11729000.0,,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 17:25:20+00:00,-4108000.0,3504000.0,515000.0,10514000.0,-4120000.0,-4429000.0,,5543000.0,1109000.0,-12692000.0,23438000.0,1109000.0,-12692000.0,23438000.0,7735000.0,13769000.0,13769000.0,3584000.0,1266000.0,117000.0,,,-8701000.0,-5700000.0,,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q4,2011-10-01,2011-12-31,,-300000.0,19734000.0,280000.0,5780000.0,-3992000.0,-10546000.0,777000.0,1990000.0,372000.0,-44088000.0,31356000.0,372000.0,-44088000.0,31356000.0,-16352000.0,31855000.0,31855000.0,4267000.0,524000.0,-80000.0,-1000.0,-25451000.0,-18257000.0,-2918000.0,,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:03:09+00:00,-750000.0,39199000.0,1089000.0,23962000.0,-7763000.0,-72782000.0,5268000.0,10673000.0,31885000.0,-79099000.0,87351000.0,31885000.0,-79099000.0,87351000.0,32374000.0,121009000.0,121009000.0,15162000.0,8034000.0,109000.0,19972000.0,-25451000.0,-53007000.0,-12062000.0,0.0,0.0,0.0
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q3TTM,2010-10-01,2011-09-30,,-450000.0,20519000.0,1050000.0,23929000.0,-5777000.0,-58247000.0,10789000.0,13364000.0,65145000.0,-49432000.0,90020000.0,65145000.0,-49432000.0,90020000.0,99956000.0,116422000.0,116422000.0,7916000.0,8239000.0,-59000.0,44779000.0,,-48923000.0,-11934000.0,-92000.0,,
IPG Photonics Corp,IPGP,5493002KZ51CADQ94G15,1111928,2011.0,Q3,2011-07-01,2011-09-30,,,4560000.0,295000.0,6227000.0,-10551000.0,-16208000.0,4491000.0,1732000.0,1825000.0,-11887000.0,29003000.0,1825000.0,-11887000.0,29003000.0,8390000.0,34269000.0,34269000.0,4715000.0,-2737000.0,77000.0,,,-11964000.0,-1661000.0,,,
