company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
DXC Technology Co,DXC,,1688568,2016.0,FY,,2016-10-31,2017-03-30 17:42:10+00:00,933000000.0,3093000000.0,,-2613000000.0,1178000000.0,448000000.0,0.0,,850000000.0,55000000.0,838000000.0,,,392000000.0,3937000000.0,30000000.0,,,,,210000000.0,133000000.0,1587000000.0,1504000000.0,,,3605000000.0,1800000000.0,3622000000.0,,,,,814000000.0,11208000000.0,992000000.0,5261000000.0,4994000000.0,992000000.0,1022000000.0,10186000000.0,11208000000.0,2010000000.0,5192000000.0,,
DXC Technology Co,DXC,,1688568,2017.0,FY,,2017-03-31,2018-05-29 08:00:50+00:00,410000000.0,1643000000.0,998000000.0,-162000000.0,,1263000000.0,0.0,2220000000.0,518000000.0,38000000.0,248000000.0,1855000000.0,1794000000.0,2225000000.0,903000000.0,278000000.0,286000000.0,381000000.0,423000000.0,342000000.0,,,118000000.0,,,,,483000000.0,271000000.0,,,223000000.0,-170000000.0,738000000.0,8663000000.0,1888000000.0,3247000000.0,2950000000.0,1888000000.0,2166000000.0,6497000000.0,8663000000.0,4513000000.0,3547000000.0,0.0,0.0
DXC Technology Co,DXC,,1688568,2017.0,Q1,,2017-01-31,2017-03-30 17:42:10+00:00,871000000.0,3263000000.0,,-2484000000.0,1014000000.0,1263000000.0,0.0,,876000000.0,53000000.0,619000000.0,,,392000000.0,3732000000.0,33000000.0,,,,,184000000.0,124000000.0,1510000000.0,1509000000.0,,,6876000000.0,2303000000.0,1869000000.0,,,,,751000000.0,12379000000.0,4392000000.0,6160000000.0,4679000000.0,4392000000.0,4425000000.0,7954000000.0,12379000000.0,2487000000.0,3275000000.0,,
DXC Technology Co,DXC,,1688568,2018.0,FY,,2018-03-31,2019-06-12 21:43:05+00:00,1513000000.0,5481000000.0,3120000000.0,58000000.0,,2593000000.0,0.0,12213000000.0,1641000000.0,127000000.0,744000000.0,7619000000.0,6376000000.0,6092000000.0,3363000000.0,350000000.0,795000000.0,373000000.0,1166000000.0,879000000.0,,,469000000.0,,581000000.0,789000000.0,,3207000000.0,844000000.0,3363000000.0,456000000.0,496000000.0,1301000000.0,1918000000.0,33921000000.0,13487000000.0,9620000000.0,9852000000.0,13487000000.0,13837000000.0,20084000000.0,33921000000.0,20938000000.0,10232000000.0,0.0,-85000000.0
DXC Technology Co,DXC,,1688568,2018.0,Q3,,2017-12-31,2018-02-08 19:45:07+00:00,1510000000.0,5611000000.0,3403000000.0,-118000000.0,,2926000000.0,0.0,12204000000.0,1524000000.0,215000000.0,813000000.0,9320000000.0,7927000000.0,6367000000.0,3812000000.0,365000000.0,856000000.0,458000000.0,1523000000.0,,,,444000000.0,,,,,2544000000.0,1996000000.0,,,540000000.0,834000000.0,2173000000.0,33582000000.0,12837000000.0,9521000000.0,9638000000.0,12837000000.0,13202000000.0,20380000000.0,33582000000.0,20249000000.0,10742000000.0,0.0,-83000000.0
DXC Technology Co,DXC,,1688568,2018.0,Q2,,2017-09-30,2017-11-07 20:15:37+00:00,1666000000.0,5676000000.0,3235000000.0,-70000000.0,,2671000000.0,0.0,12161000000.0,1325000000.0,186000000.0,825000000.0,9158000000.0,8004000000.0,6325000000.0,3745000000.0,367000000.0,806000000.0,386000000.0,2117000000.0,,,,483000000.0,,,,,2443000000.0,1984000000.0,,,610000000.0,110000000.0,2200000000.0,33176000000.0,12140000000.0,9440000000.0,9437000000.0,12140000000.0,12507000000.0,20669000000.0,33176000000.0,19991000000.0,11232000000.0,0.0,-61000000.0
DXC Technology Co,DXC,,1688568,2018.0,Q1,,2017-06-30,2017-08-09 09:23:37+00:00,1961000000.0,5776000000.0,2725000000.0,7000000.0,,2517000000.0,0.0,12125000000.0,1164000000.0,126000000.0,912000000.0,8774000000.0,6850000000.0,6249000000.0,3334000000.0,340000000.0,641000000.0,445000000.0,1979000000.0,,,,641000000.0,,,,,2238000000.0,1911000000.0,,,641000000.0,-74000000.0,1203000000.0,31216000000.0,12005000000.0,9575000000.0,8091000000.0,12005000000.0,12345000000.0,18871000000.0,31216000000.0,18307000000.0,10780000000.0,0.0,-53000000.0
DXC Technology Co,DXC,,1688568,2019.0,FY,,2019-03-31,2020-06-01 17:00:46+00:00,1666000000.0,5181000000.0,3355000000.0,-244000000.0,,2899000000.0,0.0,11304000000.0,1630000000.0,208000000.0,652000000.0,7606000000.0,5939000000.0,5470000000.0,3179000000.0,323000000.0,256000000.0,355000000.0,1184000000.0,790000000.0,,,359000000.0,0.0,,,,3429000000.0,696000000.0,,,627000000.0,478000000.0,1942000000.0,29574000000.0,11402000000.0,9066000000.0,9453000000.0,11402000000.0,11725000000.0,17849000000.0,29574000000.0,17329000000.0,8396000000.0,0.0,-136000000.0
DXC Technology Co,DXC,,1688568,2019.0,Q3,,2018-12-31,2019-02-08 17:27:38+00:00,1345000000.0,5096000000.0,3228000000.0,-464000000.0,,2475000000.0,0.0,11346000000.0,1542000000.0,122000000.0,705000000.0,7593000000.0,6770000000.0,5980000000.0,3186000000.0,334000000.0,273000000.0,407000000.0,1171000000.0,,,,325000000.0,,0.0,0.0,,2393000000.0,1569000000.0,0.0,0.0,626000000.0,274000000.0,1580000000.0,28871000000.0,11022000000.0,8522000000.0,8522000000.0,11022000000.0,11356000000.0,17515000000.0,28871000000.0,17163000000.0,8993000000.0,0.0,-134000000.0
DXC Technology Co,DXC,,1688568,2019.0,Q2,,2018-09-30,2018-11-08 09:17:45+00:00,1358000000.0,4928000000.0,3268000000.0,-382000000.0,,2780000000.0,0.0,11851000000.0,1442000000.0,94000000.0,734000000.0,7417000000.0,6602000000.0,5409000000.0,3281000000.0,337000000.0,301000000.0,326000000.0,1219000000.0,,,,477000000.0,,0.0,0.0,,2441000000.0,1602000000.0,0.0,0.0,630000000.0,136000000.0,1618000000.0,28882000000.0,11500000000.0,8815000000.0,8514000000.0,11500000000.0,11837000000.0,17045000000.0,28882000000.0,16786000000.0,8531000000.0,0.0,-105000000.0
