company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
DXC Technology Co,DXC,,1688568,2016.0,FY,2015-04-04,2016-04-01,2018-05-29 08:00:50+00:00,,1.82,1.82,2.99,658000000.0,1.78,,-62000000.0,263000000.0,72000000.0,191000000.0,251000000.0,12000000.0,5185000000.0,7106000000.0,,-47000000.0,,23000000.0,1059000000.0,5185000000.0,1921000000.0,218000000.0,1693000000.0,228000000.0,-218000000.0,10000000.0,7106000000.0,137900000.0,137900000.0,141000000.0
DXC Technology Co,DXC,,1688568,2016.0,Q1,2015-11-01,2016-01-31,2017-03-30 17:42:10+00:00,99000000.0,,,,,,,-34000000.0,-178000000.0,-178000000.0,,-178000000.0,,3985000000.0,4472000000.0,-38000000.0,34000000.0,,145000000.0,383000000.0,3985000000.0,487000000.0,,661000000.0,-174000000.0,-38000000.0,-212000000.0,4472000000.0,,,
DXC Technology Co,DXC,,1688568,2017.0,FY,2016-04-02,2017-03-31,2019-06-12 21:43:05+00:00,,-0.88,-0.88,0.56,647000000.0,-0.88,,-74000000.0,-100000000.0,-100000000.0,0.0,-123000000.0,23000000.0,5549000000.0,7607000000.0,,-52000000.0,,238000000.0,1282000000.0,5549000000.0,2058000000.0,117000000.0,2115000000.0,-57000000.0,-117000000.0,-174000000.0,7607000000.0,140390000.0,140390000.0,140390000.0
DXC Technology Co,DXC,,1688568,2017.0,Q4,2016-12-31,2017-03-31,,,-1.06,-1.06,0.14,153000000.0,-1.04,,-49000000.0,-138000000.0,-138000000.0,,-148000000.0,10000000.0,1418000000.0,1889000000.0,,-29000000.0,,153000000.0,351000000.0,1418000000.0,471000000.0,30000000.0,628000000.0,-157000000.0,-30000000.0,-187000000.0,1889000000.0,140390000.0,140390000.0,140390000.0
DXC Technology Co,DXC,,1688568,2017.0,Q3,2016-10-01,2016-12-30,2018-02-08 19:45:07+00:00,,0.22,0.22,0.14,161000000.0,0.21,,13000000.0,37000000.0,37000000.0,,31000000.0,6000000.0,1347000000.0,1917000000.0,,-10000000.0,,3000000.0,333000000.0,1347000000.0,570000000.0,33000000.0,487000000.0,83000000.0,-33000000.0,50000000.0,1917000000.0,140900000.0,140900000.0,147600000.0
DXC Technology Co,DXC,,1688568,2017.0,Q3YTD,2016-04-02,2016-12-30,,,0.18,0.18,0.42,494000000.0,0.16,,-25000000.0,38000000.0,38000000.0,,25000000.0,13000000.0,4131000000.0,5718000000.0,,-23000000.0,,85000000.0,931000000.0,4131000000.0,1587000000.0,87000000.0,1487000000.0,100000000.0,-87000000.0,13000000.0,5718000000.0,140900000.0,140900000.0,147600000.0
DXC Technology Co,DXC,,1688568,2017.0,Q2,2016-07-02,2016-09-30,2017-11-07 20:15:37+00:00,,0.11,0.11,0.14,167000000.0,0.1,,-22000000.0,21000000.0,21000000.0,,15000000.0,6000000.0,1363000000.0,1871000000.0,,-5000000.0,,25000000.0,293000000.0,1363000000.0,508000000.0,29000000.0,480000000.0,28000000.0,-29000000.0,-1000000.0,1871000000.0,136400000.0,136400000.0,150000000.0
DXC Technology Co,DXC,,1688568,2017.0,Q2YTD,2016-04-02,2016-09-30,,,-0.04,-0.04,0.28,333000000.0,-0.05,,-38000000.0,1000000.0,1000000.0,,-6000000.0,7000000.0,2784000000.0,3801000000.0,,-13000000.0,,82000000.0,598000000.0,2784000000.0,1017000000.0,54000000.0,1000000000.0,17000000.0,-54000000.0,-37000000.0,3801000000.0,136400000.0,136400000.0,150000000.0
DXC Technology Co,DXC,,1688568,2017.0,Q1,2016-11-01,2016-07-01,2017-08-09 09:23:37+00:00,,-0.15,-0.15,0.14,166000000.0,-0.15,,-16000000.0,-20000000.0,-20000000.0,,-21000000.0,1000000.0,1421000000.0,1930000000.0,,-8000000.0,,57000000.0,305000000.0,1421000000.0,509000000.0,25000000.0,520000000.0,-11000000.0,-25000000.0,-36000000.0,1930000000.0,140000000.0,140000000.0,140000000.0
DXC Technology Co,DXC,,1688568,2017.0,Q1TTM,2016-02-01,2016-07-01,,-99000000.0,1.67,1.67,3.13,824000000.0,1.63,,-44000000.0,421000000.0,230000000.0,191000000.0,408000000.0,13000000.0,2621000000.0,4564000000.0,38000000.0,-89000000.0,,-65000000.0,981000000.0,2621000000.0,1943000000.0,243000000.0,1552000000.0,391000000.0,-205000000.0,186000000.0,4564000000.0,140000000.0,140000000.0,140000000.0
DXC Technology Co,DXC,,1688568,2018.0,FY,2017-04-01,2018-03-31,2020-06-01 17:00:46+00:00,,6.15,6.15,0.72,1795000000.0,6.04,0.0,-242000000.0,1782000000.0,1546000000.0,236000000.0,1751000000.0,31000000.0,16317000000.0,21733000000.0,,-682000000.0,0.0,789000000.0,1890000000.0,16317000000.0,5416000000.0,320000000.0,3792000000.0,1624000000.0,-320000000.0,1304000000.0,21733000000.0,284700000.0,284700000.0,289900000.0
DXC Technology Co,DXC,,1688568,2018.0,Q4,2018-01-01,2018-03-31,,,1.97,1.97,-0.54,531000000.0,1.93,,61000000.0,565000000.0,527000000.0,38000000.0,560000000.0,5000000.0,4087000000.0,5584000000.0,,-332000000.0,,204000000.0,406000000.0,4087000000.0,1497000000.0,100000000.0,809000000.0,688000000.0,-100000000.0,588000000.0,5584000000.0,284700000.0,284700000.0,289900000.0
DXC Technology Co,DXC,,1688568,2018.0,Q3,2017-10-01,2017-12-31,2019-02-08 17:27:38+00:00,,2.72,2.72,0.18,440000000.0,2.68,,-365000000.0,779000000.0,706000000.0,73000000.0,776000000.0,3000000.0,4051000000.0,5460000000.0,,-102000000.0,,210000000.0,447000000.0,4051000000.0,1409000000.0,73000000.0,995000000.0,414000000.0,-73000000.0,341000000.0,5460000000.0,285380000.0,285380000.0,285380000.0
DXC Technology Co,DXC,,1688568,2018.0,Q3YTD,2017-04-01,2017-12-31,,,4.18,4.18,0.54,1264000000.0,4.11,,-303000000.0,1217000000.0,1019000000.0,198000000.0,1191000000.0,26000000.0,12230000000.0,16149000000.0,,-350000000.0,,585000000.0,1484000000.0,12230000000.0,3919000000.0,220000000.0,2983000000.0,936000000.0,-220000000.0,716000000.0,16149000000.0,285380000.0,285380000.0,285380000.0
DXC Technology Co,DXC,,1688568,2018.0,Q3TTM,2016-12-31,2017-12-31,,,3.12,3.12,0.68,1417000000.0,3.07,,-352000000.0,1079000000.0,881000000.0,198000000.0,1043000000.0,36000000.0,13648000000.0,18038000000.0,,-379000000.0,,738000000.0,1835000000.0,13648000000.0,4390000000.0,250000000.0,3611000000.0,779000000.0,-250000000.0,529000000.0,18038000000.0,285380000.0,285380000.0,285380000.0
DXC Technology Co,DXC,,1688568,2018.0,Q2,2017-07-01,2017-09-30,2018-11-08 09:17:45+00:00,,0.9,0.9,0.18,482000000.0,0.88,,79000000.0,265000000.0,205000000.0,60000000.0,256000000.0,9000000.0,3870000000.0,5453000000.0,,-88000000.0,,188000000.0,644000000.0,3870000000.0,1583000000.0,73000000.0,1226000000.0,357000000.0,-73000000.0,284000000.0,5453000000.0,284870000.0,284870000.0,284870000.0
DXC Technology Co,DXC,,1688568,2018.0,Q2YTD,2017-04-01,2017-09-30,,,1.46,1.46,0.36,824000000.0,1.43,,62000000.0,438000000.0,313000000.0,125000000.0,415000000.0,23000000.0,8179000000.0,10689000000.0,,-248000000.0,,375000000.0,1037000000.0,8179000000.0,2510000000.0,147000000.0,1988000000.0,522000000.0,-147000000.0,375000000.0,10689000000.0,284870000.0,284870000.0,284870000.0
DXC Technology Co,DXC,,1688568,2018.0,Q2TTM,2016-10-01,2017-09-30,,,0.62,0.62,0.64,1138000000.0,0.6,,26000000.0,337000000.0,212000000.0,125000000.0,298000000.0,39000000.0,10944000000.0,14495000000.0,,-287000000.0,,531000000.0,1721000000.0,10944000000.0,3551000000.0,210000000.0,3103000000.0,448000000.0,-210000000.0,238000000.0,14495000000.0,284870000.0,284870000.0,284870000.0
DXC Technology Co,DXC,,1688568,2018.0,Q1,2017-04-01,2017-06-30,2018-08-08 08:24:15+00:00,,0.56,0.56,0.18,342000000.0,0.55,,-17000000.0,173000000.0,108000000.0,65000000.0,159000000.0,14000000.0,4309000000.0,5236000000.0,,-160000000.0,,187000000.0,393000000.0,4309000000.0,927000000.0,74000000.0,762000000.0,165000000.0,-74000000.0,91000000.0,5236000000.0,283830000.0,283830000.0,283830000.0
DXC Technology Co,DXC,,1688568,2018.0,Q1TTM,2016-07-02,2017-06-30,,,-0.17,-0.17,0.6,823000000.0,-0.18,,-75000000.0,93000000.0,28000000.0,65000000.0,57000000.0,36000000.0,8437000000.0,10913000000.0,,-204000000.0,,368000000.0,1370000000.0,8437000000.0,2476000000.0,166000000.0,2357000000.0,119000000.0,-166000000.0,-47000000.0,10913000000.0,283830000.0,283830000.0,283830000.0
DXC Technology Co,DXC,,1688568,2019.0,FY,2018-04-01,2019-03-31,2020-06-01 17:00:46+00:00,,4.53,4.53,0.76,1968000000.0,4.47,0.0,288000000.0,1262000000.0,1227000000.0,35000000.0,1257000000.0,5000000.0,14946000000.0,20753000000.0,,-434000000.0,0.0,465000000.0,1959000000.0,14946000000.0,5807000000.0,334000000.0,3958000000.0,1849000000.0,-334000000.0,1515000000.0,20753000000.0,277500000.0,277500000.0,281200000.0
DXC Technology Co,DXC,,1688568,2019.0,Q4,2019-01-01,2019-03-31,,,1.01,1.01,-0.57,505000000.0,0.99,,83000000.0,271000000.0,271000000.0,,274000000.0,-3000000.0,3836000000.0,5280000000.0,,-6000000.0,,47000000.0,459000000.0,3836000000.0,1444000000.0,85000000.0,1005000000.0,439000000.0,-85000000.0,354000000.0,5280000000.0,277500000.0,277500000.0,281200000.0
DXC Technology Co,DXC,,1688568,2019.0,Q3,2018-10-01,2018-12-31,2020-02-07 16:16:05+00:00,,1.68,1.68,0.19,508000000.0,1.66,0.0,3000000.0,466000000.0,466000000.0,0.0,462000000.0,4000000.0,3725000000.0,5178000000.0,,-172000000.0,0.0,76000000.0,491000000.0,3725000000.0,1453000000.0,81000000.0,903000000.0,550000000.0,-81000000.0,469000000.0,5178000000.0,275660000.0,275660000.0,275660000.0
DXC Technology Co,DXC,,1688568,2019.0,Q3YTD,2018-04-01,2018-12-31,,,3.52,3.52,0.57,1463000000.0,3.48,,205000000.0,991000000.0,956000000.0,35000000.0,983000000.0,8000000.0,11110000000.0,15473000000.0,,-428000000.0,,418000000.0,1500000000.0,11110000000.0,4363000000.0,249000000.0,2953000000.0,1410000000.0,-249000000.0,1161000000.0,15473000000.0,275660000.0,275660000.0,275660000.0
DXC Technology Co,DXC,,1688568,2019.0,Q3TTM,2018-01-01,2018-12-31,,,5.49,5.49,0.03,1994000000.0,5.41,,266000000.0,1556000000.0,1483000000.0,73000000.0,1543000000.0,13000000.0,15197000000.0,21057000000.0,,-760000000.0,,622000000.0,1906000000.0,15197000000.0,5860000000.0,349000000.0,3762000000.0,2098000000.0,-349000000.0,1749000000.0,21057000000.0,275660000.0,275660000.0,275660000.0
DXC Technology Co,DXC,,1688568,2019.0,Q2,2018-07-01,2018-09-30,2019-11-12 08:59:32+00:00,,0.93,0.93,0.19,484000000.0,0.92,0.0,73000000.0,259000000.0,259000000.0,0.0,262000000.0,-3000000.0,3518000000.0,5013000000.0,,-130000000.0,0.0,157000000.0,569000000.0,3518000000.0,1495000000.0,83000000.0,1080000000.0,415000000.0,-83000000.0,332000000.0,5013000000.0,281370000.0,281370000.0,281370000.0
