company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,amortizationofdeferredpolicyacquisitioncosts,basicdilutedeps,basiceps,cashdividendspershare,currentandfuturebenefits,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2015.0,Q3YTD,2015-01-01,2015-09-30,,,825000000.0,2.17,2.17,0.39,,2.11,,65576000.0,177000000.0,169106000.0,801925000.0,792925000.0,9000000.0,802611000.0,-686000.0,-177000000.0,1478000000.0,8291000.0,,,339901000.0,2110585000.0,961000000.0,,,,6795000000.0,5522000000.0,,177000000.0,8586691000.0,9573901000.0,858501000.0,9396901000.0,414100000.0,414100000.0,423300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2015.0,Q2,2015-04-01,2015-06-30,2016-07-28 16:24:56+00:00,,391000000.0,0.99,0.99,0.18,,0.96,,57000000.0,89000000.0,,413000000.0,413000000.0,,413000000.0,,-89000000.0,792000000.0,,,,,910000000.0,489000000.0,,,,3391000000.0,2812000000.0,,89000000.0,4113000000.0,4672000000.0,470000000.0,4583000000.0,417200000.0,417200000.0,430200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2015.0,Q2YTD,2015-01-01,2015-06-30,,,391000000.0,1.25,1.25,0.18,,1.21,,58576000.0,89000000.0,169106000.0,420925000.0,420925000.0,,421611000.0,-686000.0,-89000000.0,792000000.0,8291000.0,,,339901000.0,1079585000.0,489000000.0,,,,3391000000.0,2812000000.0,,89000000.0,4451691000.0,5011901000.0,479501000.0,4922901000.0,417200000.0,417200000.0,430200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 16:19:55+00:00,,,0.26,0.26,,,0.25,0.0,1576000.0,,169106000.0,7925000.0,7925000.0,,8611000.0,-686000.0,,,8291000.0,,,339901000.0,169585000.0,,,,,,,0.0,,338691000.0,339901000.0,9501000.0,339901000.0,33100000.0,32694354.0,34180563.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 16:09:46+00:00,4000000.0,1377000000.0,2.31,2.31,0.86,,2.27,,-166000000.0,327000000.0,,896000000.0,613000000.0,283000000.0,896000000.0,,-327000000.0,1467000000.0,0.0,,,,4175000000.0,1127000000.0,,,0.0,13697000000.0,9961000000.0,,327000000.0,15517000000.0,16291000000.0,447000000.0,15964000000.0,387700000.0,387700000.0,387700000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q4,2016-10-01,2016-12-31,,-399000000.0,635000000.0,-0.19,-0.19,0.23,,-0.18,,-268000000.0,70000000.0,,-81000000.0,-364000000.0,283000000.0,-81000000.0,,-70000000.0,-617000000.0,,,,,1398000000.0,-278000000.0,,,,3365000000.0,1398000000.0,,70000000.0,3032000000.0,2470000000.0,-632000000.0,2400000000.0,387700000.0,387700000.0,387700000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 16:06:59+00:00,403000000.0,,1.14,1.14,0.21,,1.12,,90000000.0,86000000.0,,438000000.0,438000000.0,,438000000.0,,-86000000.0,755000000.0,,,,,918000000.0,476000000.0,,,,3484000000.0,2780000000.0,,86000000.0,4101000000.0,4715000000.0,528000000.0,4629000000.0,383800000.0,383800000.0,383800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q3YTD,2016-01-01,2016-09-30,,403000000.0,742000000.0,2.5,2.5,0.63,,2.45,,102000000.0,257000000.0,,977000000.0,977000000.0,,977000000.0,,-257000000.0,2084000000.0,,,,,2777000000.0,1405000000.0,,,,10332000000.0,8563000000.0,,257000000.0,12485000000.0,13821000000.0,1079000000.0,13564000000.0,383800000.0,383800000.0,383800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q2,2016-04-01,2016-06-30,2017-07-27 16:38:37+00:00,,368000000.0,0.55,0.55,0.21,,0.54,,-46000000.0,85000000.0,,216000000.0,216000000.0,,216000000.0,,-85000000.0,788000000.0,,,,,931000000.0,464000000.0,,,,3444000000.0,3142000000.0,,85000000.0,4441000000.0,4696000000.0,170000000.0,4611000000.0,391800000.0,391800000.0,391800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q2YTD,2016-01-01,2016-06-30,,,742000000.0,1.36,1.36,0.42,,1.33,,12000000.0,171000000.0,,539000000.0,539000000.0,,539000000.0,,-171000000.0,1329000000.0,,,,,1859000000.0,929000000.0,,,,6848000000.0,5783000000.0,,171000000.0,8384000000.0,9106000000.0,551000000.0,8935000000.0,391800000.0,391800000.0,391800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q2TTM,2015-07-01,2016-06-30,,4000000.0,1715000000.0,4.16,4.16,1.02,,4.08,,242424000.0,428000000.0,-169106000.0,1800075000.0,1307075000.0,493000000.0,1799389000.0,686000.0,-428000000.0,2086000000.0,-29291000.0,,,-339901000.0,4238415000.0,1403000000.0,,,,16942000000.0,12296000000.0,,428000000.0,18084309000.0,20091099000.0,1549499000.0,19663099000.0,391800000.0,391800000.0,391800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q1,2016-01-01,2016-03-31,2017-04-27 16:29:53+00:00,,374000000.0,0.81,0.81,0.21,,0.79,,58000000.0,86000000.0,,323000000.0,323000000.0,,323000000.0,,-86000000.0,541000000.0,,,,,928000000.0,465000000.0,,,,3404000000.0,2641000000.0,,86000000.0,3943000000.0,4410000000.0,381000000.0,4324000000.0,398500000.0,398500000.0,398500000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2016.0,Q1TTM,2015-04-01,2016-03-31,,4000000.0,1738000000.0,4.6,4.6,0.99,,4.5,,345424000.0,432000000.0,-169106000.0,1997075000.0,1504075000.0,493000000.0,1996389000.0,686000.0,-432000000.0,2090000000.0,-29291000.0,,,-339901000.0,4217415000.0,1428000000.0,,,,16889000000.0,11966000000.0,,432000000.0,17756309000.0,20067099000.0,1849499000.0,19635099000.0,398500000.0,398500000.0,398500000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,FY,2017-01-01,2017-12-31,2020-02-21 16:18:28+00:00,,,-8.61,-8.61,0.94,,-8.61,,,,,-3131000000.0,-262000000.0,-2869000000.0,-3131000000.0,,,,,,-262000000.0,,,,,,0.0,,,,,,,,,363600000.0,363700000.0,363700000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q4,2017-10-01,2017-12-31,,-1033000000.0,,-10.17,-10.17,-0.69,,-10.14,,-5000000.0,-238000000.0,,-3703000000.0,-558000000.0,-3145000000.0,-3703000000.0,,238000000.0,-1314000000.0,,,-262000000.0,,-3521000000.0,-921000000.0,,,,-10340000000.0,-7482000000.0,,-238000000.0,-12036000000.0,-12575000000.0,-301000000.0,-12337000000.0,363600000.0,363700000.0,363700000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q3,2017-07-01,2017-09-30,2018-10-25 16:23:26+00:00,342000000.0,,0.65,0.65,0.23,,0.64,,36000000.0,79000000.0,,234000000.0,145000000.0,89000000.0,234000000.0,,-79000000.0,430000000.0,,,,,952000000.0,315000000.0,,,,3447000000.0,2638000000.0,,79000000.0,3932000000.0,4192000000.0,181000000.0,4113000000.0,360200000.0,360200000.0,360200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q3YTD,2017-01-01,2017-09-30,,1033000000.0,,1.56,1.56,0.69,,1.53,,5000000.0,238000000.0,,572000000.0,296000000.0,276000000.0,572000000.0,,-238000000.0,1314000000.0,,,,,3521000000.0,921000000.0,,,,10340000000.0,7482000000.0,,238000000.0,12036000000.0,12575000000.0,301000000.0,12337000000.0,360200000.0,360200000.0,360200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q3TTM,2016-10-01,2017-09-30,,634000000.0,635000000.0,1.37,1.37,0.92,,1.35,,-263000000.0,308000000.0,,491000000.0,-68000000.0,559000000.0,491000000.0,,-308000000.0,697000000.0,,,,,4919000000.0,643000000.0,,,,13705000000.0,8880000000.0,,308000000.0,15068000000.0,15045000000.0,-331000000.0,14737000000.0,360200000.0,360200000.0,360200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q2,2017-04-01,2017-06-30,2018-07-26 16:24:06+00:00,346000000.0,,-0.11,-0.11,0.23,,-0.11,,-129000000.0,79000000.0,,-40000000.0,-152000000.0,112000000.0,-40000000.0,,-79000000.0,450000000.0,,,,,1650000000.0,309000000.0,,,,3455000000.0,2420000000.0,,79000000.0,4416000000.0,4214000000.0,-281000000.0,4135000000.0,366000000.0,366000000.0,366000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q2YTD,2017-01-01,2017-06-30,,691000000.0,,0.91,0.91,0.46,,0.89,,-31000000.0,159000000.0,,338000000.0,151000000.0,187000000.0,338000000.0,,-159000000.0,884000000.0,,,,,2569000000.0,606000000.0,,,,6893000000.0,4844000000.0,,159000000.0,8104000000.0,8383000000.0,120000000.0,8224000000.0,366000000.0,366000000.0,366000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q2TTM,2016-07-01,2017-06-30,,695000000.0,635000000.0,1.86,1.86,0.9,,1.83,,-209000000.0,315000000.0,,695000000.0,225000000.0,470000000.0,695000000.0,,-315000000.0,1022000000.0,,,,,4885000000.0,804000000.0,,,,13742000000.0,9022000000.0,,315000000.0,15237000000.0,15568000000.0,16000000.0,15253000000.0,366000000.0,366000000.0,366000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 16:39:42+00:00,345000000.0,,1.02,1.02,0.23,,1.0,,98000000.0,80000000.0,,378000000.0,303000000.0,75000000.0,378000000.0,,-80000000.0,434000000.0,,,,,919000000.0,297000000.0,,,,3438000000.0,2424000000.0,,80000000.0,3688000000.0,4169000000.0,401000000.0,4089000000.0,371400000.0,371400000.0,371400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2017.0,Q1TTM,2016-04-01,2017-03-31,,349000000.0,1003000000.0,2.52,2.52,0.88,,2.48,,-126000000.0,321000000.0,,951000000.0,593000000.0,358000000.0,951000000.0,,-321000000.0,1360000000.0,,,,,4166000000.0,959000000.0,,,,13731000000.0,9744000000.0,,321000000.0,15262000000.0,16050000000.0,467000000.0,15729000000.0,371400000.0,371400000.0,371400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,FY,2018-01-01,2018-12-31,2020-02-21 16:18:28+00:00,,,5.03,5.03,1.1,,4.95,,,,,322000000.0,,322000000.0,1801000000.0,,,,,-1485000000.0,,,,,,,6000000.0,,,,,,,,,358100000.0,358400000.0,364100000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q4,2018-10-01,2018-12-31,,-728000000.0,,0.54,0.54,-0.25,,0.52,,-206000000.0,-148000000.0,,-1289000000.0,-1289000000.0,,190000000.0,,148000000.0,-962000000.0,6000000.0,-1485000000.0,-428000000.0,,-2158000000.0,-724000000.0,,,6000000.0,-7945000000.0,-5524000000.0,,-148000000.0,-8410000000.0,-9631000000.0,-1067000000.0,-9483000000.0,358100000.0,358400000.0,364100000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q3,2018-07-01,2018-09-30,2019-11-04 16:27:45+00:00,366000000.0,,1.2,1.2,,,1.19,,103000000.0,69000000.0,,432000000.0,427000000.0,5000000.0,432000000.0,,-69000000.0,482000000.0,0.0,,,,1091000000.0,373000000.0,,,0.0,3987000000.0,2786000000.0,,69000000.0,4243000000.0,4842000000.0,530000000.0,4773000000.0,360000000.0,360000000.0,363000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q3YTD,2018-01-01,2018-09-30,,728000000.0,,4.49,4.49,0.25,,4.43,,206000000.0,148000000.0,,1611000000.0,1289000000.0,322000000.0,1611000000.0,,-148000000.0,962000000.0,-6000000.0,,428000000.0,,2158000000.0,724000000.0,,,,7945000000.0,5524000000.0,,148000000.0,8410000000.0,9631000000.0,1067000000.0,9483000000.0,360000000.0,360000000.0,363000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q3TTM,2017-10-01,2018-09-30,,-305000000.0,,-5.68,-5.68,-0.44,,-5.71,,201000000.0,-90000000.0,,-2092000000.0,731000000.0,-2823000000.0,-2092000000.0,,90000000.0,-352000000.0,-6000000.0,,166000000.0,,-1363000000.0,-197000000.0,,,,-2395000000.0,-1958000000.0,,-90000000.0,-3626000000.0,-2944000000.0,766000000.0,-2854000000.0,360000000.0,360000000.0,363000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q2,2018-04-01,2018-06-30,2019-08-01 16:23:06+00:00,362000000.0,,1.62,1.62,0.25,,1.6,,103000000.0,79000000.0,,582000000.0,434000000.0,148000000.0,582000000.0,,-79000000.0,480000000.0,-6000000.0,,,,1067000000.0,351000000.0,,,0.0,3958000000.0,2738000000.0,,79000000.0,4167000000.0,4789000000.0,537000000.0,4710000000.0,358300000.0,358300000.0,358300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q2YTD,2018-01-01,2018-06-30,,362000000.0,,3.29,3.29,0.25,,3.24,,103000000.0,79000000.0,,1179000000.0,862000000.0,317000000.0,1179000000.0,,-79000000.0,480000000.0,-6000000.0,,428000000.0,,1067000000.0,351000000.0,,,,3958000000.0,2738000000.0,,79000000.0,4167000000.0,4789000000.0,537000000.0,4710000000.0,358300000.0,358300000.0,358300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q2TTM,2017-07-01,2018-06-30,,-329000000.0,,-6.23,-6.23,-0.21,,-6.26,,134000000.0,-80000000.0,,-2290000000.0,449000000.0,-2739000000.0,-2290000000.0,,80000000.0,-404000000.0,-6000000.0,,166000000.0,,-1502000000.0,-255000000.0,,,,-2935000000.0,-2106000000.0,,-80000000.0,-3937000000.0,-3594000000.0,417000000.0,-3514000000.0,358300000.0,358300000.0,358300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 16:21:32+00:00,,,1.67,1.67,0.25,,1.64,,,,,597000000.0,428000000.0,169000000.0,597000000.0,,,,,,428000000.0,,,,,,0.0,,,,,,,,,357500000.0,357500000.0,363900000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2018.0,Q1TTM,2017-04-01,2018-03-31,,-345000000.0,,-7.96,-7.96,-0.23,,-7.97,,-98000000.0,-80000000.0,,-2912000000.0,-137000000.0,-2775000000.0,-2912000000.0,,80000000.0,-434000000.0,,,166000000.0,,-919000000.0,-297000000.0,,,,-3438000000.0,-2424000000.0,,-80000000.0,-3688000000.0,-4169000000.0,-401000000.0,-4089000000.0,357500000.0,357500000.0,363900000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q4,2019-10-01,2019-12-31,,-1231000000.0,,1.5,1.5,-0.3,,1.5,,-347000000.0,-194000000.0,,-1537000000.0,-1537000000.0,,543000000.0,,194000000.0,-1780000000.0,90000000.0,-2085000000.0,,,-3447000000.0,-1099000000.0,,,5000000.0,-12500000000.0,-8533000000.0,,-194000000.0,-13211000000.0,-15379000000.0,-1884000000.0,-15185000000.0,360800000.0,360900000.0,364900000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,FY,2019-01-01,2019-12-31,2020-02-21 16:18:28+00:00,,,5.72,5.72,1.2,,5.66,,,,,,,0.0,2064000000.0,,,,,-2085000000.0,,,,,,,21000000.0,,,,,,,,,360800000.0,360900000.0,364900000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q3YTD,2019-01-01,2019-09-30,,1231000000.0,,4.22,4.22,0.3,,4.16,,347000000.0,194000000.0,,1537000000.0,1537000000.0,,1521000000.0,,-194000000.0,1780000000.0,-90000000.0,,,,3447000000.0,1099000000.0,,,16000000.0,12500000000.0,8533000000.0,,194000000.0,13211000000.0,15379000000.0,1884000000.0,15185000000.0,361400000.0,361400000.0,366400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q3TTM,2018-10-01,2019-09-30,,503000000.0,,4.76,4.76,0.05,,4.68,,141000000.0,46000000.0,,248000000.0,248000000.0,,1711000000.0,,-46000000.0,818000000.0,-84000000.0,-1485000000.0,-428000000.0,,1289000000.0,375000000.0,,,22000000.0,4555000000.0,3009000000.0,,46000000.0,4801000000.0,5748000000.0,817000000.0,5702000000.0,361400000.0,361400000.0,366400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q3,2019-07-01,2019-09-30,2019-11-04 16:27:45+00:00,456000000.0,,1.45,1.45,,,1.43,,118000000.0,67000000.0,,535000000.0,535000000.0,0.0,524000000.0,,-67000000.0,579000000.0,-90000000.0,,,,1167000000.0,374000000.0,,,11000000.0,4394000000.0,2914000000.0,,67000000.0,4537000000.0,5347000000.0,653000000.0,5280000000.0,361400000.0,361400000.0,366400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q2YTD,2019-01-01,2019-06-30,,775000000.0,,2.77,2.77,0.3,,2.73,,229000000.0,127000000.0,,1002000000.0,1002000000.0,,997000000.0,,-127000000.0,1201000000.0,,,,,2280000000.0,725000000.0,,,5000000.0,8106000000.0,5619000000.0,,127000000.0,8674000000.0,10032000000.0,1231000000.0,9905000000.0,361400000.0,361400000.0,361400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q2TTM,2018-07-01,2019-06-30,,413000000.0,,4.51,4.51,0.05,,4.44,,126000000.0,48000000.0,,145000000.0,140000000.0,5000000.0,1619000000.0,,-48000000.0,721000000.0,6000000.0,-1485000000.0,-428000000.0,,1213000000.0,374000000.0,,,11000000.0,4148000000.0,2881000000.0,,48000000.0,4507000000.0,5243000000.0,694000000.0,5195000000.0,361400000.0,361400000.0,361400000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q1,2019-01-01,2019-03-31,2020-04-29 16:22:50+00:00,368000000.0,,1.74,1.74,0.3,,1.71,,145000000.0,64000000.0,,630000000.0,630000000.0,,625000000.0,,-64000000.0,633000000.0,,,,,1048000000.0,367000000.0,,,5000000.0,3940000000.0,2685000000.0,,64000000.0,4101000000.0,4940000000.0,775000000.0,4876000000.0,359200000.0,359200000.0,365500000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2019.0,Q1TTM,2018-04-01,2019-03-31,,368000000.0,,5.1,5.1,,,5.02,,145000000.0,64000000.0,,355000000.0,202000000.0,153000000.0,1829000000.0,,-64000000.0,633000000.0,,-1485000000.0,-428000000.0,,1048000000.0,367000000.0,,,11000000.0,3940000000.0,2685000000.0,,64000000.0,4101000000.0,4940000000.0,775000000.0,4876000000.0,359200000.0,359200000.0,365500000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2020.0,Q1TTM,2019-04-01,2020-03-31,,88000000.0,,4.73,4.73,,,4.69,,-74000000.0,,,-357000000.0,-357000000.0,,1707000000.0,,,-405000000.0,,-2085000000.0,,,128000000.0,-30000000.0,,,21000000.0,451000000.0,231000000.0,,,447000000.0,16000000.0,-431000000.0,16000000.0,357300000.0,357300000.0,362200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2020.0,Q1,2020-01-01,2020-03-31,2020-04-29 16:22:50+00:00,456000000.0,,0.75,0.75,0.325,,0.74,,71000000.0,64000000.0,,273000000.0,273000000.0,,268000000.0,,-64000000.0,228000000.0,,,,,1176000000.0,337000000.0,,,5000000.0,4391000000.0,2916000000.0,,64000000.0,4548000000.0,4956000000.0,344000000.0,4892000000.0,357300000.0,357300000.0,362200000.0
