company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 16:44:47+00:00,,2027000000.0,249000000.0,324000000.0,449000000.0,130000000.0,1000000.0,-36000000.0,1600000000.0,1090000000.0,556000000.0,-2395000000.0,-286000000.0,2245000000.0,-2395000000.0,-286000000.0,2245000000.0,-435000000.0,9402000000.0,1061000000.0,1061000000.0,-1256000000.0,-10411000000.0,80000000.0,,-137000000.0,-40044000000.0,,-1095000000.0,,-3400000000.0,39548000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q2TTM,2009-07-01,2010-06-30,,-7000000.0,2923000000.0,473000000.0,465000000.0,526000000.0,123000000.0,,-1538000000.0,2473000000.0,1090000000.0,556000000.0,-3782000000.0,2034000000.0,2188000000.0,-3782000000.0,2034000000.0,2188000000.0,440000000.0,13096000000.0,732000000.0,732000000.0,-455000000.0,-16304000000.0,150000000.0,,-203000000.0,-44453000000.0,,-1090000000.0,,-3400000000.0,46221000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q2,2010-04-01,2010-06-30,,,938000000.0,161000000.0,172000000.0,171000000.0,130000000.0,21000000.0,1921000000.0,,,,-1315000000.0,1501000000.0,712000000.0,-1315000000.0,1501000000.0,712000000.0,919000000.0,929000000.0,76000000.0,76000000.0,-2394000000.0,-1567000000.0,36000000.0,,-20000000.0,-11672000000.0,,-657000000.0,,,13007000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 16:53:19+00:00,,1589000000.0,248000000.0,233000000.0,315000000.0,130000000.0,23000000.0,2158000000.0,1600000000.0,1090000000.0,556000000.0,-1967000000.0,1600000000.0,1200000000.0,-1967000000.0,1600000000.0,1200000000.0,856000000.0,6367000000.0,395000000.0,395000000.0,-3257000000.0,-7049000000.0,106000000.0,,-104000000.0,-24011000000.0,,-1027000000.0,,-3400000000.0,25375000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q1TTM,2009-04-01,2010-03-31,,-7000000.0,2659000000.0,442000000.0,466000000.0,477000000.0,,44000000.0,-3160000000.0,2487000000.0,1090000000.0,3956000000.0,-255000000.0,-2013000000.0,2452000000.0,-255000000.0,-2013000000.0,2452000000.0,228000000.0,16618000000.0,641000000.0,641000000.0,1835000000.0,-20017000000.0,138000000.0,,-199000000.0,-46201000000.0,,-790000000.0,,-3400000000.0,44057000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 16:44:22+00:00,,651000000.0,87000000.0,61000000.0,144000000.0,,2000000.0,237000000.0,1600000000.0,1090000000.0,556000000.0,-652000000.0,99000000.0,488000000.0,-652000000.0,99000000.0,488000000.0,-63000000.0,5438000000.0,319000000.0,319000000.0,-863000000.0,-5482000000.0,70000000.0,,-84000000.0,-12339000000.0,,-370000000.0,,-3400000000.0,12368000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,FY,2011-01-01,2011-12-31,2013-03-01 16:26:44+00:00,,2444000000.0,179000000.0,501000000.0,668000000.0,278000000.0,36000000.0,3250000000.0,0.0,0.0,0.0,-609000000.0,-1182000000.0,2274000000.0,-609000000.0,-1182000000.0,2274000000.0,519000000.0,11274000000.0,712000000.0,712000000.0,-4800000000.0,-11169000000.0,-367000000.0,,-195000000.0,-40518000000.0,,-473000000.0,-46000000.0,0.0,39425000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q4,2011-10-01,2011-12-31,,,397000000.0,-66000000.0,161000000.0,136000000.0,,-2000000.0,63000000.0,,,,-370000000.0,-286000000.0,650000000.0,-370000000.0,-286000000.0,650000000.0,-8000000.0,2885000000.0,118000000.0,118000000.0,-64000000.0,-2713000000.0,71000000.0,,-56000000.0,-11519000000.0,,-440000000.0,-46000000.0,,11162000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 16:25:59+00:00,,2047000000.0,245000000.0,340000000.0,532000000.0,278000000.0,38000000.0,3187000000.0,,0.0,,-239000000.0,-896000000.0,1624000000.0,-239000000.0,-896000000.0,1624000000.0,527000000.0,8389000000.0,594000000.0,594000000.0,-4736000000.0,-8456000000.0,-438000000.0,,-139000000.0,-28999000000.0,,-33000000.0,0.0,,28263000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3TTM,2010-10-01,2011-09-30,,,2564000000.0,304000000.0,501000000.0,679000000.0,389000000.0,37000000.0,2372000000.0,-1600000000.0,-1090000000.0,-556000000.0,-799000000.0,-1044000000.0,2688000000.0,-799000000.0,-1044000000.0,2688000000.0,882000000.0,11495000000.0,1213000000.0,1213000000.0,-4140000000.0,-12241000000.0,-561000000.0,,-172000000.0,-40790000000.0,,-35000000.0,,3400000000.0,39918000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3,2011-07-01,2011-09-30,,,1005000000.0,-1000000.0,90000000.0,148000000.0,,40000000.0,1940000000.0,,,,80000000.0,-89000000.0,660000000.0,80000000.0,-89000000.0,660000000.0,691000000.0,2559000000.0,60000000.0,60000000.0,-2493000000.0,-2406000000.0,-409000000.0,,-54000000.0,-9516000000.0,,-19000000.0,,,9836000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2TTM,2010-07-01,2011-06-30,,,1997000000.0,306000000.0,502000000.0,665000000.0,389000000.0,-25000000.0,-1762000000.0,-1600000000.0,-1090000000.0,-556000000.0,-1307000000.0,-2841000000.0,3073000000.0,-1307000000.0,-2841000000.0,3073000000.0,-1100000000.0,11971000000.0,1819000000.0,1819000000.0,354000000.0,-13197000000.0,-178000000.0,,-151000000.0,-47307000000.0,,-84000000.0,,3400000000.0,44255000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2,2011-04-01,2011-06-30,,,592000000.0,220000000.0,161000000.0,256000000.0,,20000000.0,769000000.0,,,,132000000.0,-1061000000.0,490000000.0,132000000.0,-1061000000.0,490000000.0,-419000000.0,2493000000.0,33000000.0,33000000.0,-1160000000.0,-2292000000.0,-32000000.0,,-55000000.0,-10502000000.0,,-14000000.0,,,9473000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-01 16:47:31+00:00,,1042000000.0,246000000.0,250000000.0,384000000.0,278000000.0,-2000000.0,1247000000.0,,0.0,,-319000000.0,-807000000.0,964000000.0,-319000000.0,-807000000.0,964000000.0,-164000000.0,5830000000.0,534000000.0,534000000.0,-2243000000.0,-6050000000.0,-29000000.0,,-85000000.0,-19483000000.0,,-14000000.0,0.0,,18427000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q1TTM,2010-04-01,2011-03-31,,,2343000000.0,247000000.0,513000000.0,580000000.0,519000000.0,-24000000.0,-610000000.0,-1600000000.0,-1090000000.0,-556000000.0,-2754000000.0,-279000000.0,3295000000.0,-2754000000.0,-279000000.0,3295000000.0,238000000.0,10407000000.0,1862000000.0,1862000000.0,-880000000.0,-12472000000.0,-110000000.0,,-116000000.0,-48477000000.0,,-727000000.0,,3400000000.0,47789000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:46:22+00:00,,450000000.0,26000000.0,89000000.0,128000000.0,278000000.0,-22000000.0,478000000.0,,,,-451000000.0,254000000.0,474000000.0,-451000000.0,254000000.0,474000000.0,255000000.0,3337000000.0,501000000.0,501000000.0,-1083000000.0,-3758000000.0,3000000.0,,-30000000.0,-8981000000.0,,,,,8954000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,FY,2012-01-01,2012-12-31,2014-02-28 16:48:19+00:00,,1988000000.0,-486000000.0,461000000.0,467000000.0,58000000.0,-56000000.0,1863000000.0,,2123000000.0,,-228000000.0,-2557000000.0,2681000000.0,-228000000.0,-2557000000.0,2681000000.0,-160000000.0,10951000000.0,-38000000.0,-38000000.0,-1599000000.0,-10345000000.0,-691000000.0,,-217000000.0,-47133000000.0,,-2286000000.0,-454000000.0,,45209000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q4,2012-10-01,2012-12-31,,,547000000.0,-38000000.0,147000000.0,101000000.0,58000000.0,-47000000.0,745000000.0,,,,-11000000.0,-695000000.0,469000000.0,-11000000.0,-695000000.0,469000000.0,-284000000.0,2044000000.0,-46000000.0,-46000000.0,-878000000.0,-1973000000.0,-88000000.0,,-53000000.0,-9210000000.0,,-29000000.0,,,8545000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-03-01 16:22:09+00:00,,1441000000.0,-448000000.0,314000000.0,366000000.0,0.0,-9000000.0,1118000000.0,,2123000000.0,,-217000000.0,-1862000000.0,2212000000.0,-217000000.0,-1862000000.0,2212000000.0,124000000.0,8907000000.0,8000000.0,8000000.0,-721000000.0,-8372000000.0,-603000000.0,,-164000000.0,-37923000000.0,,-2257000000.0,-454000000.0,,36664000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q3TTM,2011-10-01,2012-09-30,,,1838000000.0,-514000000.0,475000000.0,502000000.0,,-11000000.0,1181000000.0,,2123000000.0,,-587000000.0,-2148000000.0,2862000000.0,-587000000.0,-2148000000.0,2862000000.0,116000000.0,11792000000.0,126000000.0,126000000.0,-785000000.0,-11085000000.0,-532000000.0,,-220000000.0,-49442000000.0,,-2697000000.0,-500000000.0,,47826000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q3,2012-07-01,2012-09-30,,,566000000.0,-2000000.0,73000000.0,116000000.0,,28000000.0,-517000000.0,,,,-326000000.0,-311000000.0,976000000.0,-326000000.0,-311000000.0,976000000.0,367000000.0,2689000000.0,13000000.0,13000000.0,798000000.0,-2897000000.0,-144000000.0,,-54000000.0,-11233000000.0,,-64000000.0,,,11066000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2TTM,2011-07-01,2012-06-30,,,2277000000.0,-513000000.0,492000000.0,534000000.0,,1000000.0,3638000000.0,,2123000000.0,,-181000000.0,-1926000000.0,2546000000.0,-181000000.0,-1926000000.0,2546000000.0,440000000.0,11662000000.0,173000000.0,173000000.0,-4076000000.0,-10594000000.0,-797000000.0,,-220000000.0,-47725000000.0,,-2652000000.0,-500000000.0,,46596000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2,2012-04-01,2012-06-30,,,554000000.0,102000000.0,152000000.0,152000000.0,,25000000.0,1312000000.0,,2123000000.0,,342000000.0,-184000000.0,96000000.0,342000000.0,-184000000.0,96000000.0,279000000.0,2595000000.0,-101000000.0,-101000000.0,-1821000000.0,-1726000000.0,-214000000.0,,-55000000.0,-10943000000.0,,-2189000000.0,-406000000.0,,10973000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-29 16:25:03+00:00,,875000000.0,-446000000.0,241000000.0,250000000.0,0.0,-37000000.0,1635000000.0,,2123000000.0,,109000000.0,-1551000000.0,1236000000.0,109000000.0,-1551000000.0,1236000000.0,-243000000.0,6218000000.0,-5000000.0,-5000000.0,-1519000000.0,-5475000000.0,-459000000.0,0.0,-110000000.0,-26690000000.0,,-2193000000.0,-454000000.0,,25598000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q1TTM,2011-04-01,2012-03-31,,,2315000000.0,-395000000.0,501000000.0,638000000.0,,-4000000.0,3095000000.0,,,,-391000000.0,-2803000000.0,2940000000.0,-391000000.0,-2803000000.0,2940000000.0,-258000000.0,11560000000.0,307000000.0,307000000.0,-3415000000.0,-11160000000.0,-615000000.0,,-220000000.0,-47284000000.0,,-477000000.0,-94000000.0,,45096000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q1,2012-01-01,2012-03-31,2013-04-29 16:36:39+00:00,,321000000.0,-548000000.0,89000000.0,98000000.0,0.0,-62000000.0,323000000.0,,0.0,,-233000000.0,-1367000000.0,1140000000.0,-233000000.0,-1367000000.0,1140000000.0,-522000000.0,3623000000.0,96000000.0,96000000.0,302000000.0,-3749000000.0,-245000000.0,,-55000000.0,-15747000000.0,,-4000000.0,-48000000.0,,14625000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 16:20:31+00:00,,2701000000.0,-69000000.0,402000000.0,189000000.0,815000000.0,-155000000.0,6551000000.0,20000000.0,533000000.0,,-5820000000.0,3745000000.0,1237000000.0,-5820000000.0,3745000000.0,1237000000.0,-993000000.0,,176000000.0,176000000.0,-8380000000.0,-4102000000.0,,,-223000000.0,-39092000000.0,-64000000.0,-1415000000.0,-633000000.0,,42086000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q4,2013-10-01,2013-12-31,,,380000000.0,-209000000.0,109000000.0,49000000.0,330000000.0,-134000000.0,3766000000.0,20000000.0,238000000.0,,-2366000000.0,2057000000.0,334000000.0,-2366000000.0,2057000000.0,334000000.0,6000000.0,,38000000.0,38000000.0,-3899000000.0,-2332000000.0,-8000000.0,115000000.0,-68000000.0,-16952000000.0,-64000000.0,1000000.0,-225000000.0,,18751000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q3TTM,2012-10-01,2013-09-30,,,2868000000.0,102000000.0,440000000.0,241000000.0,543000000.0,-68000000.0,3530000000.0,,295000000.0,,-3465000000.0,993000000.0,1372000000.0,-3465000000.0,993000000.0,1372000000.0,-1283000000.0,2044000000.0,92000000.0,92000000.0,-5359000000.0,-3743000000.0,-80000000.0,-115000000.0,-208000000.0,-31350000000.0,,-1445000000.0,-408000000.0,,31880000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q3,2013-07-01,2013-09-30,,,594000000.0,-2000000.0,161000000.0,83000000.0,,113000000.0,-1168000000.0,,,,-1083000000.0,169000000.0,495000000.0,-1083000000.0,169000000.0,495000000.0,-318000000.0,-4736000000.0,569000000.0,569000000.0,417000000.0,4289000000.0,-16000000.0,-12000000.0,-47000000.0,-5487000000.0,,-347000000.0,-242000000.0,,5672000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-27 16:31:10+00:00,,2321000000.0,140000000.0,293000000.0,140000000.0,485000000.0,-21000000.0,2785000000.0,,295000000.0,,-3454000000.0,1688000000.0,903000000.0,-3454000000.0,1688000000.0,903000000.0,-999000000.0,,138000000.0,138000000.0,-4481000000.0,-1770000000.0,8000000.0,-115000000.0,-155000000.0,-22140000000.0,0.0,-1416000000.0,-408000000.0,,23335000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 16:42:48+00:00,,1727000000.0,142000000.0,132000000.0,57000000.0,485000000.0,-134000000.0,3953000000.0,,295000000.0,,-2371000000.0,1519000000.0,408000000.0,-2371000000.0,1519000000.0,408000000.0,-681000000.0,4736000000.0,-431000000.0,-431000000.0,-4898000000.0,-6059000000.0,24000000.0,-103000000.0,-108000000.0,-16653000000.0,0.0,-1069000000.0,-166000000.0,,17663000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2TTM,2012-07-01,2013-06-30,,,2840000000.0,102000000.0,352000000.0,274000000.0,543000000.0,-153000000.0,4181000000.0,,295000000.0,,-2708000000.0,513000000.0,1853000000.0,-2708000000.0,513000000.0,1853000000.0,-598000000.0,9469000000.0,-464000000.0,-464000000.0,-4978000000.0,-10929000000.0,-208000000.0,-103000000.0,-215000000.0,-37096000000.0,,-1162000000.0,-166000000.0,,37274000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2,2013-04-01,2013-06-30,,,391000000.0,121000000.0,47000000.0,5000000.0,,-57000000.0,3579000000.0,,295000000.0,,-1519000000.0,1212000000.0,222000000.0,-1519000000.0,1212000000.0,222000000.0,-245000000.0,2234000000.0,-190000000.0,-190000000.0,-3563000000.0,-3845000000.0,47000000.0,-103000000.0,-53000000.0,-8117000000.0,,-22000000.0,-128000000.0,,9282000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q1TTM,2012-04-01,2013-03-31,,,3003000000.0,83000000.0,457000000.0,421000000.0,543000000.0,-71000000.0,1914000000.0,,2123000000.0,,-847000000.0,-883000000.0,1727000000.0,-847000000.0,-883000000.0,1727000000.0,-74000000.0,9830000000.0,-375000000.0,-375000000.0,-3236000000.0,-8810000000.0,-469000000.0,,-217000000.0,-39922000000.0,,-3329000000.0,-444000000.0,,38965000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:18:03+00:00,,1336000000.0,21000000.0,85000000.0,52000000.0,485000000.0,-77000000.0,374000000.0,,,,-852000000.0,307000000.0,186000000.0,-852000000.0,307000000.0,186000000.0,-436000000.0,2502000000.0,-241000000.0,-241000000.0,-1335000000.0,-2214000000.0,-23000000.0,,-55000000.0,-8536000000.0,0.0,-1047000000.0,-38000000.0,,8381000000.0
