company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,FY,,2009-12-31,2011-02-28 16:40:45+00:00,510100000.0,424900000.0,,-242600000.0,459300000.0,,820000000.0,23700000.0,19800000.0,648900000.0,22000000.0,357300000.0,914900000.0,681700000.0,233100000.0,499900000.0,226000000.0,839800000.0,,673200000.0,3354200000.0,1012700000.0,2140700000.0,1191800000.0,1013600000.0,1013600000.0,2340600000.0,3354200000.0,298600000.0,1148800000.0,0.0,-404500000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,FY,,2010-12-31,2012-02-28 15:44:32+00:00,535300000.0,479600000.0,711000000.0,-223500000.0,337500000.0,0.0,841500000.0,187300000.0,155300000.0,1064600000.0,18000000.0,366100000.0,904800000.0,,170200000.0,,206700000.0,1179800000.0,,879700000.0,3705200000.0,1393400000.0,2269600000.0,1246300000.0,1394300000.0,1394300000.0,2310900000.0,3705200000.0,530800000.0,1064600000.0,0.0,-404400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q3,,2010-09-30,2010-11-03 14:46:46+00:00,547100000.0,465800000.0,,-224700000.0,522400000.0,,832100000.0,180800000.0,1058100000.0,649100000.0,17300000.0,391900000.0,,714500000.0,166200000.0,456400000.0,263600000.0,1092200000.0,,597000000.0,3663100000.0,1295100000.0,2240700000.0,1261600000.0,1296000000.0,1296000000.0,2367100000.0,3663100000.0,1422400000.0,1105500000.0,0.0,-404500000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q2,,2010-06-30,2010-08-06 11:53:31+00:00,539600000.0,476600000.0,,-262700000.0,189400000.0,,825400000.0,177700000.0,1066500000.0,649000000.0,22000000.0,339000000.0,,657700000.0,155800000.0,465400000.0,246600000.0,1020200000.0,,817400000.0,3491000000.0,1178400000.0,2069000000.0,1197300000.0,1179300000.0,1179300000.0,2311700000.0,3491000000.0,1422000000.0,1114400000.0,0.0,-404500000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,FY,,2011-12-31,2013-02-26 16:49:42+00:00,486500000.0,457800000.0,636800000.0,-303700000.0,356100000.0,0.0,866600000.0,216400000.0,151200000.0,1122000000.0,11500000.0,335500000.0,888800000.0,,160300000.0,,266100000.0,1482300000.0,,793300000.0,3637000000.0,1390800000.0,2208800000.0,1123300000.0,1391700000.0,1391700000.0,2245300000.0,3637000000.0,539400000.0,1122000000.0,0.0,-654400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q3,,2011-09-30,2011-11-08 14:48:00+00:00,491700000.0,468400000.0,648000000.0,-245000000.0,373900000.0,0.0,863200000.0,185000000.0,138300000.0,649300000.0,11500000.0,343600000.0,880500000.0,,173600000.0,371300000.0,259000000.0,1431400000.0,,847600000.0,3681400000.0,1520200000.0,2292500000.0,1139700000.0,1521100000.0,1521100000.0,2160300000.0,3681400000.0,508400000.0,1020600000.0,0.0,-529400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q2,,2011-06-30,2011-09-06 14:47:54+00:00,511300000.0,445400000.0,,-192500000.0,456000000.0,0.0,857800000.0,187800000.0,144300000.0,649200000.0,12000000.0,352100000.0,899800000.0,644300000.0,171200000.0,389400000.0,267500000.0,1364300000.0,,884200000.0,3820300000.0,1625200000.0,2405200000.0,1155600000.0,1626100000.0,1626100000.0,2194200000.0,3820300000.0,515300000.0,1038600000.0,0.0,-404400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q1,,2011-03-31,2011-05-09 15:35:23+00:00,564300000.0,482200000.0,,-206900000.0,308800000.0,,849700000.0,187700000.0,149900000.0,649200000.0,17700000.0,364800000.0,906100000.0,651700000.0,168600000.0,399300000.0,220900000.0,1263100000.0,,960200000.0,3766900000.0,1501500000.0,2336900000.0,1216000000.0,1502400000.0,1502400000.0,2264500000.0,3766900000.0,523900000.0,1048500000.0,0.0,-404400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2012.0,FY,,2012-12-31,2014-03-03 10:36:25+00:00,512600000.0,523600000.0,582100000.0,-5100000.0,212400000.0,0.0,900600000.0,378700000.0,231400000.0,799100000.0,6300000.0,277300000.0,845300000.0,,142300000.0,,214600000.0,1229400000.0,350000000.0,693400000.0,3525300000.0,1280500000.0,1921300000.0,1444700000.0,1281500000.0,1281500000.0,2243800000.0,3525300000.0,758700000.0,799100000.0,0.0,-844400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2012.0,Q3,,2012-09-30,2012-11-07 16:34:47+00:00,481800000.0,522900000.0,609000000.0,-277600000.0,179700000.0,0.0,877800000.0,358900000.0,212300000.0,767300000.0,9000000.0,288500000.0,850300000.0,,150000000.0,,249600000.0,1521100000.0,349900000.0,679600000.0,3500800000.0,1291900000.0,1920300000.0,1440700000.0,1292800000.0,1292800000.0,2208000000.0,3500800000.0,730200000.0,767300000.0,0.0,-829400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2012.0,Q2,,2012-06-30,2012-08-08 15:48:37+00:00,429200000.0,479100000.0,593500000.0,-291600000.0,147200000.0,0.0,886400000.0,358500000.0,224300000.0,774000000.0,8800000.0,305700000.0,877900000.0,,157400000.0,,247600000.0,1542200000.0,349900000.0,768600000.0,3575100000.0,1427600000.0,1948200000.0,1372600000.0,1428500000.0,1428500000.0,2146600000.0,3575100000.0,749000000.0,774000000.0,0.0,-709400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2012.0,Q1,,2012-03-31,2012-05-09 15:04:49+00:00,473300000.0,474300000.0,603300000.0,-272800000.0,186200000.0,0.0,879200000.0,370900000.0,230800000.0,1134000000.0,11700000.0,328600000.0,882100000.0,,167000000.0,,243500000.0,1524800000.0,,763200000.0,3658300000.0,1446800000.0,1995800000.0,1076600000.0,1447700000.0,1447700000.0,2210600000.0,3658300000.0,780400000.0,1134000000.0,0.0,-684400000.0
