company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2013.0,FY,,2013-12-31,2015-03-02 14:09:29+00:00,474700000.0,452300000.0,672400000.0,-35200000.0,273200000.0,0.0,915800000.0,454700000.0,258000000.0,1101500000.0,6700000.0,268200000.0,812400000.0,,114600000.0,,195300000.0,1413100000.0,,781500000.0,3616900000.0,1367300000.0,1970500000.0,1147100000.0,1368300000.0,1368300000.0,2248600000.0,3616900000.0,834000000.0,1101500000.0,0.0,-926400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2013.0,Q3,,2013-09-30,2013-11-07 11:26:28+00:00,484100000.0,488000000.0,605700000.0,-302400000.0,229700000.0,0.0,911600000.0,431600000.0,245500000.0,1194500000.0,6800000.0,295000000.0,799000000.0,,113300000.0,,236300000.0,1601000000.0,0.0,743900000.0,3589100000.0,1303800000.0,1992900000.0,1089800000.0,1304800000.0,1304800000.0,2284300000.0,3589100000.0,797200000.0,1194500000.0,0.0,-906400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2013.0,Q2,,2013-06-30,2013-08-08 14:58:35+00:00,480800000.0,527900000.0,578000000.0,-309000000.0,242000000.0,0.0,913300000.0,389400000.0,221100000.0,1173100000.0,7000000.0,272100000.0,791000000.0,,115400000.0,,238600000.0,1591900000.0,0.0,739200000.0,3543700000.0,1310800000.0,2019800000.0,1058800000.0,1311800000.0,1311800000.0,2231900000.0,3543700000.0,732900000.0,1173100000.0,0.0,-885400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2013.0,Q1,,2013-03-31,2013-05-09 15:10:42+00:00,471200000.0,493500000.0,520200000.0,-284700000.0,149700000.0,0.0,905900000.0,391000000.0,235100000.0,1190100000.0,6500000.0,276300000.0,829600000.0,,125500000.0,,223400000.0,1522600000.0,,730300000.0,3460900000.0,1278400000.0,1873200000.0,991400000.0,1279400000.0,1279400000.0,2181500000.0,3460900000.0,758100000.0,1190100000.0,0.0,-865400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2014.0,Q3,,2014-09-30,2014-10-31 09:31:05+00:00,465800000.0,396300000.0,653800000.0,-67400000.0,206300000.0,0.0,950500000.0,616600000.0,291600000.0,1068800000.0,,272100000.0,788600000.0,,116400000.0,,227200000.0,1452500000.0,1300000.0,626800000.0,3541900000.0,1351200000.0,1728700000.0,1120900000.0,1352200000.0,1352200000.0,2189700000.0,3541900000.0,1024600000.0,1068800000.0,0.0,-984400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2014.0,Q2,,2014-06-30,2014-08-01 09:05:21+00:00,493600000.0,403100000.0,572600000.0,-30000000.0,335800000.0,0.0,943900000.0,454700000.0,222600000.0,1073600000.0,,286400000.0,798600000.0,,125800000.0,,203700000.0,1437500000.0,,695100000.0,3525800000.0,1385000000.0,1924100000.0,1066200000.0,1386000000.0,1386000000.0,2139800000.0,3525800000.0,803100000.0,1073600000.0,0.0,-966400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2014.0,Q1,,2014-03-31,2014-05-02 15:16:52+00:00,481700000.0,429400000.0,567600000.0,-34900000.0,194700000.0,0.0,930200000.0,454900000.0,239900000.0,1091400000.0,3400000.0,277900000.0,808200000.0,,105500000.0,,208400000.0,1423200000.0,,790500000.0,3512800000.0,1371100000.0,1900900000.0,1049300000.0,1372100000.0,1372100000.0,2140700000.0,3512800000.0,803700000.0,1091400000.0,0.0,-947400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2015.0,FY,,2015-12-31,2016-11-04 11:29:52+00:00,501700000.0,434200000.0,,-165000000.0,158300000.0,0.0,1025900000.0,1325100000.0,532500000.0,1622900000.0,,231900000.0,740200000.0,669800000.0,285300000.0,,204900000.0,1292800000.0,,,3912400000.0,1117000000.0,1029300000.0,1171500000.0,1118000000.0,1118000000.0,2794400000.0,3912400000.0,2142900000.0,1622900000.0,0.0,-1036700000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2015.0,Q3,,2015-09-30,2015-11-09 15:57:39+00:00,478800000.0,441700000.0,664800000.0,-151100000.0,142900000.0,0.0,1013600000.0,1339100000.0,577800000.0,1685800000.0,,257400000.0,742000000.0,,203900000.0,,278300000.0,1326600000.0,,,3983100000.0,1152700000.0,1120300000.0,1143600000.0,1153700000.0,1153700000.0,2829400000.0,3983100000.0,2120800000.0,1685800000.0,0.0,-1036400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2015.0,Q2,,2015-06-30,2015-07-31 13:46:30+00:00,489300000.0,463600000.0,713100000.0,-115400000.0,143600000.0,0.0,1001500000.0,1344300000.0,625900000.0,1636600000.0,,274700000.0,764500000.0,,137200000.0,,287700000.0,1341800000.0,10000000.0,,4041500000.0,1191500000.0,1169600000.0,1212400000.0,1192500000.0,1192500000.0,2849000000.0,4041500000.0,2107400000.0,1636600000.0,0.0,-1036400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2015.0,Q1,,2015-03-31,2015-04-30 16:18:59+00:00,531300000.0,394600000.0,554500000.0,-88800000.0,369100000.0,0.0,964000000.0,597200000.0,249700000.0,1138800000.0,,254500000.0,770800000.0,,130100000.0,,271400000.0,1401000000.0,,428000000.0,3465400000.0,1239800000.0,1717600000.0,1085800000.0,1240800000.0,1240800000.0,2224600000.0,3465400000.0,977000000.0,1138800000.0,0.0,-1036400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2016.0,Q3,,2016-09-30,2016-11-04 11:29:52+00:00,398900000.0,397500000.0,,-191200000.0,117700000.0,0.0,1068400000.0,1323000000.0,432600000.0,1589500000.0,,238900000.0,683200000.0,645400000.0,275200000.0,,169200000.0,1165700000.0,,,3637300000.0,1002500000.0,923300000.0,1044300000.0,1003500000.0,1003500000.0,2633800000.0,3637300000.0,2030800000.0,1589500000.0,0.0,-1040400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2016.0,Q2,,2016-06-30,2016-08-05 14:29:52+00:00,452600000.0,373100000.0,,-179700000.0,103100000.0,0.0,1055900000.0,1326100000.0,464100000.0,1564200000.0,,236700000.0,702100000.0,645800000.0,273800000.0,,191400000.0,1171000000.0,,,3670400000.0,1006800000.0,904300000.0,1098400000.0,1007800000.0,1007800000.0,2662600000.0,3670400000.0,2064000000.0,1564200000.0,0.0,-1040400000.0
