company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:40:45+00:00,2.7,2.7,,2.69,35700000.0,240200000.0,240200000.0,240200000.0,2993800000.0,4528400000.0,-7400000.0,,423300000.0,26800000.0,807300000.0,2993800000.0,1534600000.0,-6100000.0,0.0,1257400000.0,277200000.0,-1300000.0,275900000.0,4528400000.0,89000000.0,88900000.0,89200000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:44:32+00:00,1.87,1.87,,1.86,41100000.0,145900000.0,145900000.0,145900000.0,2570100000.0,3879900000.0,-4600000.0,,375300000.0,70600000.0,647800000.0,2570100000.0,1309800000.0,,-24500000.0,1093700000.0,216100000.0,-29100000.0,187000000.0,3879900000.0,78000000.0,78200000.0,78600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 14:46:46+00:00,0.13,0.13,,0.13,3300000.0,10000000.0,10000000.0,10000000.0,645100000.0,958000000.0,-4300000.0,,91700000.0,36700000.0,160500000.0,645100000.0,312900000.0,4800000.0,-1600000.0,288900000.0,24000000.0,-10700000.0,13300000.0,958000000.0,76900000.0,78300000.0,78600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 11:53:31+00:00,,0.22,,0.22,3800000.0,17000000.0,17000000.0,17000000.0,623800000.0,904600000.0,-1100000.0,,92900000.0,5100000.0,155100000.0,623800000.0,280800000.0,5000000.0,-800000.0,253100000.0,27700000.0,-6900000.0,20800000.0,904600000.0,,78200000.0,78400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q4,2010-10-01,2010-12-31,,2.2,1.12,,1.11,7900000.0,87600000.0,87600000.0,87600000.0,710600000.0,1104100000.0,1600000.0,,96600000.0,-700000.0,196100000.0,710600000.0,393500000.0,-6600000.0,-14200000.0,292000000.0,101500000.0,-6000000.0,95500000.0,1104100000.0,78500000.0,78600000.0,79500000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:49:42+00:00,4.33,4.33,,4.28,81500000.0,340000000.0,340000000.0,340000000.0,2680200000.0,4199700000.0,1200000.0,,369000000.0,2400000.0,701200000.0,2680200000.0,1519500000.0,,-26600000.0,1072600000.0,446900000.0,-25400000.0,421500000.0,4199700000.0,78500000.0,78600000.0,79500000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.13,3.21,,3.17,73600000.0,252400000.0,252400000.0,252400000.0,1969600000.0,3095600000.0,-400000.0,,272400000.0,3100000.0,505100000.0,1969600000.0,1126000000.0,6600000.0,-12400000.0,780600000.0,345400000.0,-19400000.0,326000000.0,3095600000.0,78300000.0,78600000.0,79700000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 14:48:00+00:00,0.92,0.92,,0.9,15500000.0,72000000.0,72000000.0,72000000.0,658500000.0,1019700000.0,800000.0,,91400000.0,-1500000.0,178100000.0,658500000.0,361200000.0,,-6500000.0,268000000.0,93200000.0,-5700000.0,87500000.0,1019700000.0,78300000.0,78600000.0,79700000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.21,2.29,,2.27,58100000.0,180400000.0,180400000.0,180400000.0,1311100000.0,2075900000.0,-1200000.0,,181000000.0,4600000.0,327000000.0,1311100000.0,764800000.0,6600000.0,-5900000.0,512600000.0,252200000.0,-13700000.0,238500000.0,2075900000.0,,78600000.0,79400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q2,2010-04-01,2010-06-30,2011-09-06 14:47:54+00:00,,1.08,,1.07,27800000.0,85100000.0,85100000.0,85100000.0,653000000.0,1033000000.0,-300000.0,,91500000.0,1300000.0,168300000.0,653000000.0,380000000.0,,-5700000.0,261100000.0,118900000.0,-6000000.0,112900000.0,1033000000.0,,78600000.0,79400000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 15:35:23+00:00,1.21,1.21,,1.2,30300000.0,95300000.0,95300000.0,95300000.0,658100000.0,1042900000.0,-900000.0,,89500000.0,3300000.0,158700000.0,658100000.0,384800000.0,6600000.0,-200000.0,251500000.0,133300000.0,-7700000.0,125600000.0,1042900000.0,78800000.0,78400000.0,79100000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q4,2011-10-01,2011-12-31,,0.36,0.36,0.25,0.36,-13800000.0,23600000.0,23600000.0,23600000.0,680000000.0,1059500000.0,-100000.0,,129600000.0,4300000.0,228000000.0,680000000.0,379500000.0,,-7700000.0,361900000.0,17600000.0,-7800000.0,9800000.0,1059500000.0,77100000.0,77100000.0,77900000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 10:36:25+00:00,3.57,3.57,0.25,3.53,63200000.0,275200000.0,275200000.0,275200000.0,2608900000.0,4173000000.0,600000.0,0.0,405900000.0,2000000.0,788500000.0,2608900000.0,1564100000.0,0.0,-29900000.0,1196400000.0,367700000.0,-29300000.0,338400000.0,4173000000.0,77100000.0,77100000.0,77900000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q3TTM,2010-10-01,2011-09-30,,5.41,4.33,,4.28,84900000.0,339200000.0,339200000.0,339200000.0,2639500000.0,4217600000.0,2300000.0,,372900000.0,-3000000.0,756600000.0,2639500000.0,1578100000.0,-6600000.0,-36400000.0,1126500000.0,451600000.0,-27500000.0,424100000.0,4217600000.0,77000000.0,77200000.0,78000000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.21,3.21,,3.17,77000000.0,251600000.0,251600000.0,251600000.0,1928900000.0,3113500000.0,700000.0,,276300000.0,-2300000.0,560500000.0,1928900000.0,1184600000.0,,-22200000.0,834500000.0,350100000.0,-21500000.0,328600000.0,3113500000.0,77000000.0,77200000.0,78000000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2011.0,Q3,2011-07-01,2011-09-30,2012-11-07 16:34:47+00:00,0.87,0.87,0.0,0.86,24900000.0,67000000.0,67000000.0,67000000.0,653200000.0,1034900000.0,400000.0,,95000000.0,400000.0,187300000.0,653200000.0,381700000.0,,-7500000.0,282700000.0,99000000.0,-7100000.0,91900000.0,1034900000.0,77000000.0,77200000.0,78000000.0
