company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:40:45+00:00,-1800000.0,204900000.0,,-4200000.0,2000000.0,6300000.0,650200000.0,-48100000.0,-427600000.0,482100000.0,-48100000.0,-427600000.0,482100000.0,2200000.0,240200000.0,240200000.0,35000000.0,,-2100000.0,,-744400000.0,-217700000.0,-150100000.0,-554500000.0,533800000.0,4600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:44:32+00:00,-10100000.0,213700000.0,,2300000.0,13300000.0,,10400000.0,3800000.0,-228200000.0,402200000.0,3800000.0,-228200000.0,402200000.0,180100000.0,145900000.0,145900000.0,29300000.0,,-300000.0,,-870500000.0,-242000000.0,-6600000.0,,894700000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q4,2009-10-01,2009-12-31,,600000.0,56000000.0,,-300000.0,126500000.0,,10400000.0,11000000.0,-58500000.0,256600000.0,11000000.0,-58500000.0,256600000.0,208800000.0,59700000.0,59700000.0,14400000.0,,1400000.0,,-298800000.0,-44500000.0,600000.0,,282800000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q3,2009-07-01,2009-09-30,,,51500000.0,,2200000.0,75900000.0,,-600000.0,-1200000.0,-39500000.0,147300000.0,-1200000.0,-39500000.0,147300000.0,108800000.0,10000000.0,10000000.0,9900000.0,,200000.0,,-247500000.0,-50800000.0,-600000.0,,258600000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 14:46:46+00:00,-10700000.0,157700000.0,,2600000.0,-113200000.0,,,-7200000.0,-169700000.0,145600000.0,-7200000.0,-169700000.0,145600000.0,-28700000.0,86200000.0,86200000.0,14900000.0,,-1700000.0,,-571700000.0,-197500000.0,-7200000.0,,611900000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 11:53:31+00:00,-10700000.0,106200000.0,,400000.0,-189100000.0,,600000.0,-6000000.0,-130200000.0,-1700000.0,-6000000.0,-130200000.0,-1700000.0,-137500000.0,76200000.0,76200000.0,5000000.0,0.0,-1900000.0,,-324200000.0,-146700000.0,-6600000.0,,353300000.0,0.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:49:42+00:00,-273500000.0,197900000.0,,700000.0,-45400000.0,700000.0,,-12300000.0,-630600000.0,520400000.0,-12300000.0,-630600000.0,520400000.0,-121800000.0,340000000.0,340000000.0,27900000.0,,600000.0,,-1334400000.0,-161200000.0,-13000000.0,,1132300000.0,5600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q4,2010-10-01,2010-12-31,,,53800000.0,,700000.0,-1500000.0,700000.0,,500000.0,-339400000.0,153300000.0,500000.0,-339400000.0,153300000.0,-184900000.0,87600000.0,87600000.0,13400000.0,,,,-451500000.0,-53000000.0,-200000.0,,165100000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 14:48:00+00:00,-273500000.0,144100000.0,,,-43900000.0,,,-12800000.0,-291200000.0,367100000.0,-12800000.0,-291200000.0,367100000.0,63100000.0,252400000.0,252400000.0,14500000.0,,600000.0,,-882900000.0,-108200000.0,-12800000.0,,967200000.0,5600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q3,2010-07-01,2010-09-30,,,51300000.0,,4100000.0,-100000.0,,,-700000.0,199400000.0,130200000.0,-700000.0,199400000.0,130200000.0,333000000.0,72000000.0,72000000.0,7000000.0,,,,-216100000.0,-28400000.0,-700000.0,,443900000.0,
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-09-06 14:47:54+00:00,-273500000.0,92800000.0,,-4100000.0,-43800000.0,,,-12100000.0,-490600000.0,236900000.0,-12100000.0,-490600000.0,236900000.0,-269900000.0,180400000.0,180400000.0,7500000.0,,600000.0,,-666800000.0,-79800000.0,-12100000.0,,523300000.0,5600000.0
Lexmark International Inc,LXK,549300TGOGJOCWL57Z97,1001288,2010.0,Q2TTM,2009-07-01,2010-06-30,,-272900000.0,200300000.0,,-2200000.0,158600000.0,,9800000.0,-2300000.0,-588600000.0,640800000.0,-2300000.0,-588600000.0,640800000.0,47700000.0,250100000.0,250100000.0,31800000.0,,2200000.0,,-1213100000.0,-175100000.0,-12100000.0,,1064700000.0,5600000.0
