company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 06:32:22+00:00,-0.87,-0.87,,539904000.0,-0.87,65515000.0,-94039000.0,-222964000.0,-222964000.0,,-202008000.0,-151000.0,509084000.0,1385486000.0,,,,9351000.0,-20805000.0,28609000.0,142846000.0,509084000.0,876402000.0,350259000.0,-75623000.0,776874000.0,99528000.0,-416531000.0,-317003000.0,1385486000.0,279937000.0,232200000.0,232200000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 16:08:54+00:00,-0.25,-0.25,,526442000.0,-0.25,16888000.0,-104361000.0,-48858000.0,-48858000.0,,-69664000.0,0.0,538575000.0,1526504000.0,,,,2101000.0,20806000.0,2504000.0,149586000.0,538575000.0,987929000.0,391960000.0,-55869000.0,695420000.0,292509000.0,-445728000.0,-153219000.0,1526504000.0,282007000.0,278700000.0,278700000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 18:33:55+00:00,-0.13,-0.13,,131714000.0,-0.13,2902000.0,-2096000.0,-32207000.0,-32207000.0,,-59213000.0,0.0,136299000.0,384348000.0,,32207000.0,,1557000.0,-5201000.0,0.0,37437000.0,136299000.0,248049000.0,88138000.0,-23718000.0,172053000.0,75996000.0,-110299000.0,-34303000.0,384348000.0,283573000.0,455500000.0,455500000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q2,2008-04-01,2008-06-30,2009-08-28 16:05:40+00:00,0.2,0.2,,131896000.0,0.19,4993000.0,-80324000.0,60339000.0,60339000.0,,115477000.0,0.0,135566000.0,379513000.0,,-60339000.0,,206000.0,5201000.0,0.0,38492000.0,135566000.0,243947000.0,88757000.0,,175381000.0,68566000.0,-88551000.0,-19985000.0,379513000.0,577400000.0,279428000.0,288427000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q4,2009-10-01,2009-12-31,,0.05,0.05,,133503000.0,0.05,4778000.0,1876000.0,18732000.0,18732000.0,,12946000.0,584000.0,146706000.0,443544000.0,,,,110934000.0,5202000.0,,39103000.0,146706000.0,296838000.0,212747000.0,2967000.0,177384000.0,119454000.0,-98846000.0,20608000.0,443544000.0,287500000.0,286622000.0,286622000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,FY,2009-01-01,2009-12-31,2012-02-13 16:34:07+00:00,-0.47,-0.47,,529739000.0,-0.47,19237000.0,-76400000.0,-114123000.0,-114123000.0,,-135138000.0,209000.0,549368000.0,1685407000.0,,,,2446000.0,20806000.0,0.0,153072000.0,549368000.0,1136039000.0,629927000.0,2967000.0,702048000.0,433991000.0,-624514000.0,-190523000.0,1685407000.0,287500000.0,286622000.0,286622000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q3YTD,2009-01-01,2009-09-30,,-0.52,-0.52,,396236000.0,-0.52,14459000.0,-78276000.0,-132855000.0,-132855000.0,,-148084000.0,-375000.0,402662000.0,1241863000.0,,,,-108488000.0,15604000.0,,113969000.0,402662000.0,839201000.0,417180000.0,,524664000.0,314537000.0,-525668000.0,-211131000.0,1241863000.0,283400000.0,286707000.0,286707000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:51:58+00:00,-0.13,-0.13,,131463000.0,-0.13,3073000.0,-21836000.0,-31138000.0,-31138000.0,,-36841000.0,501000.0,136512000.0,429079000.0,,,,-55758000.0,5202000.0,0.0,39230000.0,136512000.0,292567000.0,116017000.0,,173766000.0,118801000.0,-171775000.0,-52974000.0,429079000.0,283400000.0,286707000.0,286707000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.39,-0.39,,264773000.0,-0.39,11386000.0,-56440000.0,-101717000.0,-101717000.0,,-111243000.0,-876000.0,266150000.0,812784000.0,,,,-52730000.0,10402000.0,,74739000.0,266150000.0,546634000.0,301163000.0,,350898000.0,195736000.0,-353893000.0,-158157000.0,812784000.0,284400000.0,286449000.0,286449000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q2,2009-04-01,2009-06-30,2010-08-26 16:29:48+00:00,-0.41,-0.41,,131597000.0,-0.41,7295000.0,-54949000.0,-111767000.0,-111767000.0,,-116619000.0,-349000.0,134391000.0,409874000.0,,,,-56279000.0,5201000.0,0.0,38102000.0,134391000.0,275483000.0,208926000.0,,176994000.0,98489000.0,-265205000.0,-166716000.0,409874000.0,284400000.0,286449000.0,286449000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 06:06:11+00:00,0.02,0.02,,133176000.0,0.02,4091000.0,-1491000.0,10050000.0,10050000.0,,5376000.0,-527000.0,131759000.0,402910000.0,,,,3549000.0,5201000.0,,36637000.0,131759000.0,271151000.0,92237000.0,,173904000.0,97247000.0,-88688000.0,8559000.0,402910000.0,268800000.0,285913000.0,287608000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q4,2010-10-01,2010-12-31,,0.12,0.12,,137259000.0,0.12,5099000.0,-4224000.0,40905000.0,40905000.0,,35671000.0,32000.0,152934000.0,496314000.0,,,,-1588000.0,5202000.0,963000.0,43907000.0,152934000.0,343380000.0,120087000.0,2204000.0,187228000.0,156152000.0,-119471000.0,36681000.0,496314000.0,286000000.0,286764000.0,286764000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 16:52:54+00:00,-1.16,-1.16,,540771000.0,-1.16,13687000.0,-26846000.0,-311259000.0,-311259000.0,,-331746000.0,-319000.0,581377000.0,1878658000.0,,,,-603000.0,20806000.0,2102000.0,165356000.0,581377000.0,1297281000.0,915071000.0,2204000.0,721916000.0,575365000.0,-913470000.0,-338105000.0,1878658000.0,286000000.0,286764000.0,286764000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q3YTD,2010-01-01,2010-09-30,,-1.28,-1.28,,403512000.0,-1.28,8588000.0,-22622000.0,-352164000.0,-352164000.0,,-367417000.0,-351000.0,428443000.0,1382344000.0,,,,985000.0,15604000.0,1139000.0,121449000.0,428443000.0,953901000.0,794984000.0,,534688000.0,419213000.0,-793999000.0,-374786000.0,1382344000.0,286100000.0,286119000.0,286119000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q3TTM,2009-10-01,2010-09-30,,-1.23,-1.23,,537015000.0,-1.23,13366000.0,-20746000.0,-333432000.0,-333432000.0,,-354471000.0,233000.0,575149000.0,1825888000.0,,,,111919000.0,20806000.0,1139000.0,160552000.0,575149000.0,1250739000.0,1007731000.0,2967000.0,712072000.0,538667000.0,-892845000.0,-354178000.0,1825888000.0,286100000.0,286119000.0,286119000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:06:00+00:00,-0.49,-0.49,,136218000.0,-0.49,4429000.0,-7597000.0,-135150000.0,-135150000.0,,-140210000.0,-141000.0,143000000.0,481890000.0,,,,847000.0,5201000.0,867000.0,41420000.0,143000000.0,338890000.0,299550000.0,,182934000.0,155956000.0,-298703000.0,-142747000.0,481890000.0,286100000.0,286119000.0,286119000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.79,-0.79,,267294000.0,-0.79,4159000.0,-15025000.0,-217014000.0,-217014000.0,,-227207000.0,-210000.0,285443000.0,900454000.0,,,,138000.0,10403000.0,272000.0,80029000.0,285443000.0,615011000.0,495434000.0,,351754000.0,263257000.0,-495296000.0,-232039000.0,900454000.0,285400000.0,286080000.0,286080000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q2TTM,2009-07-01,2010-06-30,,-0.87,-0.87,,532260000.0,-0.87,12010000.0,-34985000.0,-229420000.0,-229420000.0,,-251102000.0,875000.0,568661000.0,1773077000.0,,,,55314000.0,20807000.0,272000.0,158362000.0,568661000.0,1204416000.0,824198000.0,2967000.0,702904000.0,501512000.0,-765917000.0,-264405000.0,1773077000.0,285400000.0,286080000.0,286080000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:01:36+00:00,-0.36,-0.36,,134426000.0,-0.36,2597000.0,-4686000.0,-97614000.0,-97614000.0,,-102731000.0,-85000.0,145392000.0,456127000.0,,,,-241000.0,5202000.0,272000.0,40556000.0,145392000.0,310735000.0,234943000.0,,177851000.0,132884000.0,-235184000.0,-102300000.0,456127000.0,285400000.0,286080000.0,286080000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.92,-0.92,,529431000.0,-0.92,16708000.0,-85248000.0,-243573000.0,-243573000.0,,-264990000.0,611000.0,557660000.0,1726824000.0,,,,-724000.0,20806000.0,,155908000.0,557660000.0,1169164000.0,798181000.0,2967000.0,702047000.0,467117000.0,-795938000.0,-328821000.0,1726824000.0,289500000.0,288451000.0,288451000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:17:20+00:00,-0.43,-0.43,,132868000.0,-0.43,1562000.0,-10339000.0,-119400000.0,-119400000.0,,-124476000.0,-125000.0,140051000.0,444327000.0,,,,379000.0,5201000.0,0.0,39473000.0,140051000.0,304276000.0,260491000.0,,173903000.0,130373000.0,-260112000.0,-129739000.0,444327000.0,289500000.0,288451000.0,288451000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2011.0,Q4,2011-10-01,2011-12-31,,0.15,0.15,,138964000.0,0.16,8589000.0,584000.0,48939000.0,48939000.0,,43915000.0,28000.0,148855000.0,519471000.0,,,,-136000.0,4996000.0,1649000.0,44568000.0,148855000.0,370616000.0,127299000.0,112000.0,193770000.0,176846000.0,-127323000.0,49523000.0,519471000.0,284900000.0,283821000.0,285947000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 17:08:26+00:00,0.52,0.52,,552951000.0,0.52,22285000.0,8347000.0,171460000.0,171460000.0,,148137000.0,383000.0,588385000.0,2032729000.0,,,,-5577000.0,22940000.0,3310000.0,173493000.0,588385000.0,1444344000.0,507587000.0,666000.0,752039000.0,692305000.0,-512498000.0,179807000.0,2032729000.0,284900000.0,283821000.0,285947000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.37,0.37,,413987000.0,0.36,13696000.0,7763000.0,122521000.0,122521000.0,,104222000.0,355000.0,439530000.0,1513258000.0,,,,-5441000.0,17944000.0,1661000.0,128925000.0,439530000.0,1073728000.0,380288000.0,554000.0,558269000.0,515459000.0,-385175000.0,130284000.0,1513258000.0,273400000.0,282031000.0,283899000.0
