company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 06:32:22+00:00,-494352000.0,23913000.0,539904000.0,1404000.0,-152077000.0,31176000.0,725000000.0,,-77782000.0,-791448000.0,350355000.0,-77782000.0,-791448000.0,350355000.0,-517471000.0,-222964000.0,-222964000.0,161579000.0,0.0,,,-57075000.0,,-300005000.0,-47072000.0,-729811000.0,,2909000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q4,2008-10-01,2008-12-31,,,5984000.0,130799000.0,-2898000.0,94274000.0,669000.0,27145000.0,,25024000.0,-107257000.0,167246000.0,25024000.0,-107257000.0,167246000.0,82115000.0,-63817000.0,-63817000.0,6000.0,,,,-4970000.0,,-107995000.0,2482000.0,-302000.0,,738000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 16:08:54+00:00,-27736000.0,24830000.0,526442000.0,-4131000.0,-41461000.0,8444000.0,112145000.0,,47717000.0,-476613000.0,513001000.0,47717000.0,-476613000.0,513001000.0,79974000.0,-48858000.0,-48858000.0,52048000.0,0.0,,,-19878000.0,0.0,-450732000.0,-8309000.0,-44685000.0,,1855000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q3,2008-07-01,2008-09-30,,-27736000.0,7776000.0,131714000.0,-2589000.0,-10602000.0,1269000.0,85000000.0,,15334000.0,-168039000.0,129644000.0,15334000.0,-168039000.0,129644000.0,-25650000.0,-32207000.0,-32207000.0,32963000.0,-75000000.0,,,-4969000.0,,-140303000.0,9079000.0,-45000.0,,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 18:33:55+00:00,-27736000.0,18846000.0,395643000.0,-1233000.0,-135735000.0,7775000.0,85000000.0,,22693000.0,-369356000.0,345755000.0,22693000.0,-369356000.0,345755000.0,-2141000.0,14959000.0,14959000.0,52042000.0,,,,-14908000.0,,-342737000.0,-10791000.0,-44383000.0,,1117000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-28 16:05:40+00:00,0.0,11070000.0,263929000.0,1356000.0,-125133000.0,6506000.0,0.0,,7359000.0,-201317000.0,216111000.0,7359000.0,-201317000.0,216111000.0,23509000.0,47166000.0,47166000.0,19079000.0,75000000.0,,,-9939000.0,,-202434000.0,-19870000.0,-44338000.0,,1117000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q4,2009-10-01,2009-12-31,,-17000.0,17808000.0,133503000.0,182000.0,-62098000.0,28307000.0,497500000.0,,381191000.0,-61641000.0,177583000.0,381191000.0,-61641000.0,177583000.0,497315000.0,18732000.0,18732000.0,69638000.0,-36670000.0,3988000.0,,-4970000.0,,-62238000.0,-101204000.0,-1772000.0,,-3374000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,FY,2009-01-01,2009-12-31,2012-02-13 16:34:07+00:00,-2598000.0,61357000.0,529739000.0,-2580000.0,-136381000.0,45049000.0,2776348000.0,,214396000.0,-172145000.0,571256000.0,214396000.0,-172145000.0,571256000.0,610927000.0,-114123000.0,-114123000.0,230664000.0,-36670000.0,3988000.0,,-19878000.0,,-173535000.0,-2547450000.0,-3003000.0,0.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q3TTM,2008-10-01,2009-09-30,,-2581000.0,49533000.0,527035000.0,-5660000.0,19991000.0,17411000.0,2305993000.0,,-141771000.0,-217761000.0,560919000.0,-141771000.0,-217761000.0,560919000.0,195727000.0,-196672000.0,-196672000.0,161032000.0,,,,-19878000.0,,-219292000.0,-2443764000.0,-1533000.0,,4112000.0
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q3,2009-07-01,2009-09-30,,-2581000.0,16944000.0,131463000.0,-64000.0,-24517000.0,6964000.0,250000000.0,,-157280000.0,-33029000.0,124215000.0,-157280000.0,-33029000.0,124215000.0,-66158000.0,-31138000.0,-31138000.0,31463000.0,,,,-4970000.0,1739000.0,-32389000.0,-409261000.0,-13000.0,,202000.0
