company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2008.0,FY,,2008-12-31,2010-02-16 06:32:22+00:00,33808000.0,37621000.0,-408329000.0,,155219000.0,,5617392000.0,174213000.0,28331000.0,1983950000.0,110078000.0,5635972000.0,5060126000.0,0.0,199399000.0,,40446000.0,144474000.0,41850000.0,143349000.0,,16771000.0,2572926000.0,620956000.0,5000000.0,74295000.0,314726000.0,147852000.0,-2493198000.0,466217000.0,10361722000.0,2715865000.0,485168000.0,834358000.0,2715865000.0,2715865000.0,7331131000.0,10361722000.0,4816428000.0,6496773000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,FY,,2009-12-31,2011-02-17 16:08:54+00:00,33053000.0,44431000.0,-124224000.0,,766146000.0,,5688801000.0,179649000.0,76089000.0,1984804000.0,103166000.0,6361954000.0,4895983000.0,-156000.0,,,74117000.0,,27302000.0,254731000.0,,69476000.0,2776620000.0,514691000.0,,68551000.0,315654000.0,213514000.0,-2628336000.0,217196000.0,10956606000.0,2936241000.0,1196033000.0,754105000.0,2936241000.0,2936085000.0,7704867000.0,10956606000.0,4864590000.0,6950762000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q3,,2009-09-30,2009-11-05 18:33:55+00:00,24423000.0,33382000.0,-161330000.0,,268831000.0,0.0,5654850000.0,170063000.0,99153000.0,1984183000.0,2443134000.0,6022444000.0,4926598000.0,-719000.0,228495000.0,,95248000.0,232317000.0,19639000.0,294512000.0,,42600000.0,216694000.0,325387000.0,5000000.0,71570000.0,315422000.0,182718000.0,-2641282000.0,113106000.0,10483219000.0,2852238000.0,675293000.0,644704000.0,2852238000.0,2851519000.0,7316278000.0,10483219000.0,4881328000.0,6671574000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2009.0,Q2,,2009-06-30,2009-08-28 16:05:40+00:00,27324000.0,35927000.0,-111985000.0,,334989000.0,0.0,5641121000.0,167527000.0,72885000.0,1984183000.0,2478757000.0,6024623000.0,4964104000.0,-1046000.0,217934000.0,,72747000.0,185157000.0,30012000.0,228621000.0,,60298000.0,193978000.0,265780000.0,5000000.0,76535000.0,315190000.0,190886000.0,-2604441000.0,248720000.0,10552413000.0,2924695000.0,741234000.0,732490000.0,2924695000.0,2923649000.0,7313574000.0,10552413000.0,4847075000.0,6581084000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,FY,,2010-12-31,2012-02-13 16:34:07+00:00,39649000.0,59912000.0,-178978000.0,,112531000.0,0.0,5584433000.0,202123000.0,59098000.0,2029296000.0,116551000.0,6750207000.0,4893651000.0,-379000.0,,,66686000.0,421304000.0,26733000.0,105235000.0,,65191000.0,2463582000.0,450176000.0,,65856000.0,316581000.0,221015000.0,-2960082000.0,28687000.0,10469529000.0,2445373000.0,545145000.0,440885000.0,2445373000.0,2444994000.0,7707954000.0,10469529000.0,5030733000.0,7267069000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q3,,2010-09-30,2010-11-05 16:51:58+00:00,28100000.0,55201000.0,-207241000.0,,303979000.0,,5584388000.0,232940000.0,92678000.0,2029139000.0,2338517000.0,6594066000.0,4897340000.0,-397000.0,,,87889000.0,,26119000.0,332166000.0,,54546000.0,633941000.0,604150000.0,,69273000.0,316349000.0,207055000.0,-2995753000.0,22039000.0,10653242000.0,2381394000.0,754305000.0,669791000.0,2381394000.0,2380997000.0,7955896000.0,10653242000.0,5001597000.0,7286105000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q2,,2010-06-30,2010-08-26 16:29:48+00:00,26074000.0,49054000.0,-230843000.0,,242087000.0,,5568457000.0,180925000.0,83286000.0,1984779000.0,2351513000.0,6368156000.0,4786553000.0,-201000.0,251394000.0,,76579000.0,,25132000.0,279991000.0,,64702000.0,552350000.0,285831000.0,5000000.0,68352000.0,316117000.0,204308000.0,-2855543000.0,20775000.0,10352414000.0,2482071000.0,672219000.0,572467000.0,2482071000.0,2481870000.0,7554427000.0,10352414000.0,4893642000.0,6981960000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2010.0,Q1,,2010-03-31,2010-05-10 06:06:11+00:00,24771000.0,41265000.0,-155112000.0,,397496000.0,,5595163000.0,171710000.0,110529000.0,1984823000.0,2385930000.0,6368763000.0,4842394000.0,-130000.0,244806000.0,,107139000.0,,24269000.0,356353000.0,,54989000.0,528293000.0,209430000.0,5000000.0,65788000.0,315886000.0,174722000.0,-2752812000.0,19553000.0,10560509000.0,2687239000.0,814069000.0,627376000.0,2687239000.0,2687109000.0,7557514000.0,10560509000.0,4904046000.0,6930138000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2011.0,FY,,2011-12-31,2013-02-12 16:52:54+00:00,32055000.0,77258000.0,-116996000.0,,80120000.0,0.0,5315186000.0,167238000.0,85385000.0,2035390000.0,103200000.0,6853182000.0,4861227000.0,619000.0,,0.0,97562000.0,621103000.0,23492000.0,104904000.0,,65392000.0,2325024000.0,500350000.0,,80529000.0,305032000.0,252368000.0,-2811945000.0,32517000.0,10545096000.0,2386245000.0,599152000.0,402106000.0,2386245000.0,2386864000.0,7853200000.0,10545096000.0,5084717000.0,7451094000.0,
Crown Castle International Corp,CCI,54930012H97VSM0I2R19,1051470,2011.0,Q3,,2011-09-30,2011-11-03 16:06:00+00:00,29655000.0,64762000.0,-140602000.0,,75524000.0,0.0,5309524000.0,174906000.0,53345000.0,2031949000.0,2211643000.0,6903074000.0,4864400000.0,590000.0,,,67613000.0,,27150000.0,83395000.0,,55266000.0,812943000.0,477232000.0,,77926000.0,304810000.0,223573000.0,-2855860000.0,33612000.0,10443215000.0,2313062000.0,522280000.0,376834000.0,2313062000.0,2313652000.0,7824753000.0,10443215000.0,5056535000.0,7447919000.0,
