company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,redeemablenoncontrollinginterest,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Simon Property Group Inc,SPG,,1063761,2008.0,FY,,2008-12-31,2010-02-25 11:12:02+00:00,-165066000.0,773544000.0,0.0,5410147000.0,1028333000.0,18042532000.0,19021430000.0,488969000.0,935556000.0,0.0,1622129000.0,656121000.0,-2491929000.0,23422749000.0,2566942000.0,2612998000.0,3101967000.0,19664661000.0,23422749000.0,46032000.0,1663886000.0,-186210000.0
Simon Property Group Inc,SPG,,1063761,2009.0,FY,,2009-12-31,2011-02-25 06:03:14+00:00,-3088000.0,3957718000.0,,7548017000.0,1155587000.0,18630302000.0,18331655000.0,724825000.0,1034729000.0,,1604629000.0,530373000.0,-2955671000.0,25948266000.0,4412462000.0,4458137000.0,5182962000.0,20234931000.0,25948266000.0,45704000.0,1468577000.0,-176796000.0
Simon Property Group Inc,SPG,,1063761,2009.0,Q3,,2009-09-30,2009-11-05 15:08:43+00:00,-15158000.0,3745693000.0,0.0,7391338000.0,1166792000.0,18669121000.0,18567998000.0,728548000.0,988638000.0,0.0,1676072000.0,530438000.0,-2872685000.0,25976604000.0,4326610000.0,4372425000.0,5100973000.0,20345193000.0,25976604000.0,45786000.0,1507483000.0,-176885000.0
Simon Property Group Inc,SPG,,1063761,2009.0,Q2,,2009-06-30,2009-09-04 08:30:12+00:00,-52116000.0,2628431000.0,0.0,7206229000.0,1176998000.0,17936403000.0,18723221000.0,696063000.0,929365000.0,0.0,1576940000.0,571004000.0,-2793217000.0,25010318000.0,4184011000.0,4229908000.0,4925971000.0,19513343000.0,25010318000.0,45868000.0,1552303000.0,-176885000.0
Simon Property Group Inc,SPG,,1063761,2010.0,FY,,2010-12-31,2012-02-28 06:13:04+00:00,6530000.0,796718000.0,0.0,8059882000.0,1795439000.0,17473760000.0,19797431000.0,802972000.0,1077736000.0,,1664448000.0,85469000.0,-3114571000.0,24857429000.0,4785405000.0,4830780000.0,5633752000.0,19138208000.0,24857429000.0,45375000.0,1390105000.0,-166436000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q3,,2010-09-30,2010-11-05 06:35:50+00:00,-25851000.0,1011574000.0,0.0,8051544000.0,1366085000.0,17485466000.0,19964253000.0,802806000.0,1034168000.0,,1609272000.0,85687000.0,-3099689000.0,24788287000.0,4759568000.0,4805056000.0,5607862000.0,19094738000.0,24788287000.0,45458000.0,1412207000.0,-166436000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q2,,2010-06-30,2010-08-06 07:00:17+00:00,-69134000.0,2293242000.0,0.0,7934140000.0,1168360000.0,17071022000.0,18053559000.0,736084000.0,1005088000.0,0.0,1445096000.0,82997000.0,-3154723000.0,23924616000.0,4543847000.0,4589417000.0,5325501000.0,18516118000.0,23924616000.0,45540000.0,1404367000.0,-166436000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q1,,2010-03-31,2010-05-10 07:30:53+00:00,-27517000.0,3326642000.0,0.0,7704856000.0,1159035000.0,17883189000.0,18085143000.0,705107000.0,987469000.0,0.0,1604467000.0,348093000.0,-3119320000.0,24977276000.0,4390769000.0,4436420000.0,5141527000.0,19487656000.0,24977276000.0,45622000.0,1418987000.0,-167250000.0
Simon Property Group Inc,SPG,,1063761,2011.0,FY,,2011-12-31,2013-02-28 06:24:20+00:00,-94263000.0,798650000.0,0.0,8103163000.0,1633544000.0,18446440000.0,21268916000.0,894622000.0,1137731000.0,,1958252000.0,267945000.0,-3251740000.0,26216925000.0,4604619000.0,4649666000.0,5544288000.0,20404692000.0,26216925000.0,45047000.0,1378084000.0,-152541000.0
Simon Property Group Inc,SPG,,1063761,2011.0,Q3,,2011-09-30,2011-11-03 13:17:48+00:00,-102004000.0,575817000.0,0.0,8071687000.0,1951173000.0,17902961000.0,20521602000.0,870686000.0,1064922000.0,,1988879000.0,171358000.0,-3220052000.0,25575208000.0,4596195000.0,4641324000.0,5512010000.0,19891840000.0,25575208000.0,45129000.0,1461694000.0,-153436000.0
Simon Property Group Inc,SPG,,1063761,2011.0,Q2,,2011-06-30,2011-08-05 06:02:31+00:00,45853000.0,789713000.0,0.0,8060432000.0,1967064000.0,17013893000.0,19398438000.0,773894000.0,1032895000.0,,1860867000.0,90161000.0,-3202852000.0,24534022000.0,4749996000.0,4795207000.0,5569101000.0,18874760000.0,24534022000.0,45211000.0,1345912000.0,-153437000.0
Simon Property Group Inc,SPG,,1063761,2011.0,Q1,,2011-03-31,2011-05-06 07:28:50+00:00,20478000.0,636050000.0,0.0,8055178000.0,1879087000.0,17171720000.0,19651374000.0,771152000.0,1023650000.0,,1747267000.0,90219000.0,-3173873000.0,24569273000.0,4743592000.0,4788915000.0,5560067000.0,18918987000.0,24569273000.0,45293000.0,1379112000.0,-158191000.0
Simon Property Group Inc,SPG,,1063761,2012.0,FY,,2012-12-31,2014-02-27 06:03:32+00:00,-90900000.0,1184518000.0,0.0,9175755000.0,1570734000.0,23113007000.0,25184133000.0,982486000.0,2538255000.0,,2402504000.0,178006000.0,-3083190000.0,32586606000.0,5865884000.0,5910603000.0,6893089000.0,25515511000.0,32586606000.0,44719000.0,2108966000.0,-135781000.0
Simon Property Group Inc,SPG,,1063761,2012.0,Q3,,2012-09-30,2012-11-07 06:01:45+00:00,-64776000.0,452712000.0,0.0,9054761000.0,1844428000.0,22569634000.0,25265661000.0,979364000.0,2401525000.0,,2233296000.0,354006000.0,-3057328000.0,31977977000.0,5796876000.0,5841677000.0,6821041000.0,24802930000.0,31977977000.0,44801000.0,2013651000.0,-135781000.0
Simon Property Group Inc,SPG,,1063761,2012.0,Q2,,2012-06-30,2012-08-08 06:02:46+00:00,-81656000.0,638499000.0,0.0,9091966000.0,1745496000.0,22466558000.0,25236009000.0,1185418000.0,2366070000.0,,2125947000.0,263479000.0,-2974231000.0,31986583000.0,5900298000.0,5945181000.0,7130599000.0,24592505000.0,31986583000.0,44883000.0,2000509000.0,-135781000.0
Simon Property Group Inc,SPG,,1063761,2012.0,Q1,,2012-03-31,2012-05-08 06:02:23+00:00,-23720000.0,880549000.0,0.0,9093163000.0,1798796000.0,22800562000.0,25335735000.0,1215628000.0,2471905000.0,,2060982000.0,262387000.0,-2885666000.0,32417465000.0,6032941000.0,6077906000.0,7293534000.0,24861544000.0,32417465000.0,44965000.0,1930480000.0,-150836000.0
