company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,provisionforcreditlosses,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Simon Property Group Inc,SPG,,1063761,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 11:12:02+00:00,1.96,1.96,,905636000.0,1.95,0.0,-11322000.0,94340000.0,639236000.0,674605000.0,-35369000.0,436164000.0,147997000.0,-945852000.0,711344000.0,0.0,,,75103000.0,945852000.0,3287880000.0,395885000.0,362919000.0,,55075000.0,9562000.0,945852000.0,2107205000.0,3650799000.0,588180000.0,2704947000.0,222500000.0,222500000.0,223700000.0
Simon Property Group Inc,SPG,,1063761,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 06:03:14+00:00,1.88,1.88,3.6,969477000.0,1.87,16489000.0,3581000.0,96783000.0,599535000.0,599560000.0,-25000.0,422517000.0,135899000.0,-947140000.0,708618000.0,,,,7233000.0,947140000.0,3458098000.0,424705000.0,325057000.0,,41119000.0,24035000.0,947140000.0,2216072000.0,3783155000.0,595908000.0,2836015000.0,225332593.0,225332593.0,225332593.0
Simon Property Group Inc,SPG,,1063761,2008.0,Q2,2008-04-01,2008-06-30,2009-09-04 08:30:12+00:00,0.34,0.34,,236617000.0,0.34,0.0,-627000.0,21739000.0,,0.0,0.0,76572000.0,-26436000.0,232335000.0,172600000.0,,,-38791000.0,-612000000.0,-232335000.0,843838000.0,106172000.0,79109000.0,,-11345000.0,6781000.0,-232335000.0,537128000.0,922947000.0,611373000.0,1155282000.0,225200000.0,225200000.0,225200000.0
Simon Property Group Inc,SPG,,1063761,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 06:13:04+00:00,1.06,1.06,2.7,997598000.0,1.05,197353000.0,,93565000.0,1376584000.0,1376584000.0,,1272420000.0,77855000.0,,627487000.0,,,,-30108000.0,,3463987000.0,429866000.0,311229000.0,,26309000.0,22655000.0,,2345869000.0,3775216000.0,1406692000.0,3775216000.0,1200400000.0,1200400000.0,1211800000.0
Simon Property Group Inc,SPG,,1063761,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.69,0.69,0.49,758173000.0,0.69,140478000.0,-2904000.0,61555000.0,,,,191555000.0,60177000.0,-728360000.0,468455000.0,,,-271329000.0,-2077739000.0,728360000.0,4361955000.0,317948000.0,207185000.0,,19597000.0,19336000.0,728360000.0,1746609000.0,4569140000.0,2074835000.0,3840780000.0,277800000.0,277800000.0,277800000.0
Simon Property Group Inc,SPG,,1063761,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.33,0.33,0.34,508022000.0,0.33,140478000.0,-2666000.0,38329000.0,,,,86008000.0,33074000.0,-470479000.0,308590000.0,,,-132140000.0,-1943205000.0,470479000.0,3503438000.0,217690000.0,140770000.0,,13058000.0,20081000.0,470479000.0,1213109000.0,3644208000.0,1940539000.0,3173729000.0,259500000.0,259500000.0,259500000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q4,2010-10-01,2010-12-31,,-5.07,-5.07,0.98,276418000.0,-5.07,,4639000.0,34641000.0,-940371000.0,-940371000.0,,-1475962000.0,48318000.0,-763132000.0,173105000.0,,,486438000.0,300016000.0,763132000.0,48145000.0,123705000.0,92298000.0,,835000.0,5190000.0,763132000.0,607869000.0,140443000.0,-1235748000.0,-622689000.0,291076008.0,291076008.0,291076008.0
Simon Property Group Inc,SPG,,1063761,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 06:24:20+00:00,2.1,2.1,2.6,982820000.0,2.1,,4331000.0,97194000.0,753514000.0,753514000.0,,610424000.0,136476000.0,-1027091000.0,626003000.0,,,,38100000.0,1027091000.0,3623920000.0,501647000.0,333710000.0,,6614000.0,3130000.0,1027091000.0,2207664000.0,3957630000.0,719745000.0,2930539000.0,291076008.0,291076008.0,291076008.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 13:17:48+00:00,0.79,0.79,,243303000.0,0.79,0.0,,21435000.0,1693885000.0,1693885000.0,0.0,1924509000.0,49074000.0,,164487000.0,,,-280532000.0,316816000.0,,1884699000.0,155352000.0,73851000.0,,834000.0,-3096000.0,,584577000.0,1958550000.0,1377069000.0,1958550000.0,2436100000.0,2436100000.0,2436100000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.86,0.86,0.26,706402000.0,0.86,,-308000.0,62553000.0,1693885000.0,1693885000.0,,2086386000.0,88158000.0,-263959000.0,452898000.0,,,-486438000.0,-261916000.0,263959000.0,3575775000.0,377942000.0,241412000.0,,5779000.0,-2060000.0,263959000.0,1599795000.0,3817187000.0,1955493000.0,3553228000.0,2436100000.0,2436100000.0,2436100000.0
Simon Property Group Inc,SPG,,1063761,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.55,0.55,1.44,463099000.0,0.55,,-308000.0,41118000.0,,,,161877000.0,39084000.0,-263959000.0,288411000.0,,,-205906000.0,-578732000.0,263959000.0,1691076000.0,222590000.0,167561000.0,,4945000.0,1036000.0,263959000.0,1015218000.0,1858637000.0,578424000.0,1594678000.0,293300000.0,293300000.0,293300000.0
