company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
IHS Markit Ltd,INFO,,1598014,2014.0,FY,2013-12-01,2014-11-30,2017-01-27 16:25:30+00:00,0.8,0.8,181200000.0,0.79,45100000.0,194500000.0,178000000.0,16500000.0,194500000.0,0.0,815200000.0,2079800000.0,0.0,,-1300000.0,6700000.0,10700000.0,789800000.0,815200000.0,1264600000.0,55400000.0,1000000.0,987100000.0,277500000.0,-54400000.0,223100000.0,2079800000.0,243100000.0,242400000.0,245800000.0
IHS Markit Ltd,INFO,,1598014,2015.0,FY,2014-12-01,2015-11-30,2018-01-22 18:01:49+00:00,0.99,0.99,215100000.0,0.97,48900000.0,240200000.0,188900000.0,51300000.0,240200000.0,0.0,819200000.0,2184300000.0,0.0,,1500000.0,4500000.0,40900000.0,795300000.0,819200000.0,1365100000.0,70900000.0,900000.0,1057300000.0,307800000.0,-70000000.0,237800000.0,2184300000.0,242600000.0,243400000.0,246400000.0
IHS Markit Ltd,INFO,,1598014,2015.0,Q3,2015-06-01,2015-08-31,2016-10-07 16:34:46+00:00,0.24,0.24,54800000.0,0.24,16300000.0,59100000.0,56800000.0,2300000.0,59100000.0,0.0,209200000.0,557900000.0,0.0,,200000.0,600000.0,2000000.0,200100000.0,209200000.0,348700000.0,18200000.0,300000.0,257700000.0,91000000.0,-17900000.0,73100000.0,557900000.0,246300000.0,243100000.0,244800000.0
IHS Markit Ltd,INFO,,1598014,2016.0,FY,2015-12-01,2016-11-30,2019-01-18 17:24:17+00:00,0.49,0.49,335700000.0,0.48,-5100000.0,152100000.0,142900000.0,9200000.0,152800000.0,-700000.0,1037700000.0,2734800000.0,-4500000.0,,-100000.0,10000000.0,184000000.0,907100000.0,1037700000.0,1697100000.0,119400000.0,1300000.0,1436700000.0,260400000.0,-118100000.0,142300000.0,2734800000.0,311800000.0,309200000.0,316300000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q4,2016-09-01,2016-11-30,,0.18,0.18,119200000.0,0.17,-5800000.0,88900000.0,87700000.0,1200000.0,89300000.0,-400000.0,345500000.0,873800000.0,-3300000.0,,1800000.0,8600000.0,40300000.0,246000000.0,345500000.0,528300000.0,27500000.0,300000.0,415900000.0,112400000.0,-27200000.0,85200000.0,873800000.0,311800000.0,309200000.0,316300000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q3,2016-06-01,2016-08-31,2017-09-26 16:11:38+00:00,-0.09,-0.09,91700000.0,-0.09,-23100000.0,-32000000.0,-31000000.0,-1000000.0,-31700000.0,-300000.0,269100000.0,724600000.0,-1200000.0,,-2800000.0,600000.0,115100000.0,267600000.0,269100000.0,455500000.0,36500000.0,300000.0,472200000.0,-16700000.0,-36200000.0,-52900000.0,724600000.0,352200000.0,340100000.0,340100000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q3YTD,2015-12-01,2016-08-31,,0.31,0.31,216500000.0,0.31,700000.0,63200000.0,55200000.0,8000000.0,63500000.0,-300000.0,692200000.0,1861000000.0,-1200000.0,,-1900000.0,1400000.0,143700000.0,661100000.0,692200000.0,1168800000.0,91900000.0,1000000.0,1020800000.0,148000000.0,-90900000.0,57100000.0,1861000000.0,352200000.0,340100000.0,340100000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q2YTD,2015-12-01,2016-05-31,,0.4,0.4,124800000.0,0.4,23800000.0,95200000.0,86200000.0,9000000.0,95200000.0,,423100000.0,1136400000.0,,,900000.0,800000.0,28600000.0,393500000.0,423100000.0,713300000.0,55400000.0,700000.0,548600000.0,164700000.0,-54700000.0,110000000.0,1136400000.0,238100000.0,240300000.0,241100000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q2,2016-03-01,2016-05-31,2017-06-27 16:04:04+00:00,0.21,0.21,64300000.0,0.21,13400000.0,50000000.0,44800000.0,5200000.0,50000000.0,0.0,212300000.0,587900000.0,0.0,,-300000.0,500000.0,19100000.0,207000000.0,212300000.0,375600000.0,27200000.0,400000.0,290600000.0,85000000.0,-26800000.0,58200000.0,587900000.0,238100000.0,240300000.0,241100000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q1,2015-12-01,2016-02-29,2017-03-28 16:06:28+00:00,0.19,0.19,60500000.0,0.19,10400000.0,45200000.0,41400000.0,3800000.0,45200000.0,0.0,210800000.0,548500000.0,0.0,,1200000.0,300000.0,9500000.0,186500000.0,210800000.0,337700000.0,28200000.0,300000.0,258000000.0,79700000.0,-27900000.0,51800000.0,548500000.0,237900000.0,239700000.0,242000000.0
