company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
IHS Markit Ltd,INFO,,1598014,2015.0,FY,,2015-11-30,2017-01-27 16:25:30+00:00,59200000.0,355900000.0,257200000.0,-191200000.0,291600000.0,0.0,1053800000.0,552500000.0,4600000.0,23300000.0,3287500000.0,,1014700000.0,2071500000.0,314400000.0,6600000.0,259500000.0,26700000.0,105000000.0,,193400000.0,32100000.0,3800000.0,58600000.0,0.0,1655300000.0,36000000.0,5577500000.0,2200900000.0,950500000.0,960300000.0,2200900000.0,2200900000.0,3376600000.0,5577500000.0,4312600000.0,2416300000.0,-317000000.0
IHS Markit Ltd,INFO,,1598014,2016.0,FY,,2016-11-30,2018-01-22 18:01:49+00:00,58900000.0,635600000.0,466800000.0,-438800000.0,138900000.0,0.0,7215400000.0,770200000.0,26000000.0,11900000.0,8209800000.0,,4351800000.0,3279300000.0,416200000.0,14800000.0,995100000.0,33000000.0,133000000.0,,,,10500000.0,74700000.0,57700000.0,1806900000.0,104600000.0,13936600000.0,8084400000.0,933500000.0,1412400000.0,8084400000.0,8084400000.0,5794500000.0,13936600000.0,12586900000.0,4382100000.0,-499100000.0
IHS Markit Ltd,INFO,,1598014,2016.0,Q3,,2016-08-31,2016-10-07 16:34:46+00:00,57400000.0,514700000.0,395100000.0,-218800000.0,200700000.0,0.0,7089500000.0,803400000.0,8700000.0,32700000.0,8423500000.0,,4565200000.0,3140000000.0,391600000.0,6600000.0,1125800000.0,25800000.0,205400000.0,,0.0,0.0,12000000.0,111900000.0,77700000.0,1718800000.0,126000000.0,14328400000.0,8432600000.0,929500000.0,1414600000.0,8432600000.0,8432600000.0,5818100000.0,14328400000.0,13007300000.0,4403500000.0,-156900000.0
IHS Markit Ltd,INFO,,1598014,2017.0,FY,,2017-11-30,2019-01-18 17:24:17+00:00,53400000.0,693500000.0,480400000.0,-85000000.0,133800000.0,0.0,7616800000.0,790800000.0,31900000.0,5500000.0,8778500000.0,,4188300000.0,3617300000.0,531300000.0,7100000.0,869800000.0,31800000.0,155800000.0,,,,34200000.0,105900000.0,19100000.0,2217600000.0,576000000.0,14554400000.0,8004400000.0,1015000000.0,1906100000.0,8004400000.0,8004400000.0,6530900000.0,14554400000.0,13008100000.0,4624800000.0,-1745000000.0
IHS Markit Ltd,INFO,,1598014,2017.0,Q3,,2017-08-31,2017-09-26 16:11:38+00:00,49900000.0,655500000.0,402900000.0,-213200000.0,153800000.0,0.0,7587700000.0,814100000.0,14900000.0,12700000.0,8357500000.0,,4110300000.0,3424700000.0,506900000.0,14800000.0,829300000.0,35000000.0,147900000.0,,,,55300000.0,115500000.0,69600000.0,2116800000.0,561100000.0,14016900000.0,7702100000.0,972100000.0,1840700000.0,7702100000.0,7702100000.0,6245200000.0,14016900000.0,12537900000.0,4404500000.0,-1789200000.0
IHS Markit Ltd,INFO,,1598014,2017.0,Q2,,2017-05-31,2017-06-27 16:04:04+00:00,60000000.0,669700000.0,363500000.0,-309800000.0,162500000.0,0.0,7511300000.0,869400000.0,32200000.0,5500000.0,8277100000.0,,4236300000.0,3423200000.0,470100000.0,14800000.0,974100000.0,32500000.0,159800000.0,,,,48700000.0,114900000.0,58300000.0,1971000000.0,561200000.0,14071200000.0,7608600000.0,1024200000.0,1859600000.0,7608600000.0,7608600000.0,6404300000.0,14071200000.0,12576900000.0,4544700000.0,-1563900000.0
IHS Markit Ltd,INFO,,1598014,2017.0,Q1,,2017-02-28,2017-03-28 16:06:28+00:00,52500000.0,668800000.0,411400000.0,-460700000.0,154800000.0,0.0,7361300000.0,906900000.0,58600000.0,13700000.0,8198400000.0,,4255900000.0,3131500000.0,445000000.0,14800000.0,1013300000.0,32700000.0,162400000.0,,,,47000000.0,110900000.0,58200000.0,1872300000.0,582900000.0,14005700000.0,7691700000.0,1044600000.0,1967400000.0,7691700000.0,7691700000.0,6255800000.0,14005700000.0,12516100000.0,4288400000.0,-1081200000.0
IHS Markit Ltd,INFO,,1598014,2018.0,FY,,2018-11-30,2020-01-17 17:01:54+00:00,42200000.0,792900000.0,593400000.0,-298900000.0,120000000.0,0.0,7685100000.0,886800000.0,,8000000.0,9836000000.0,,4484800000.0,4889200000.0,579600000.0,14600000.0,699900000.0,,186500000.0,,0.0,0.0,47900000.0,126500000.0,5900000.0,2743100000.0,789900000.0,16062300000.0,8020500000.0,1099400000.0,2320300000.0,8020500000.0,8020500000.0,8035900000.0,16062300000.0,14383300000.0,5715600000.0,-2108800000.0
IHS Markit Ltd,INFO,,1598014,2018.0,Q3,,2018-08-31,2018-09-25 16:14:12+00:00,39600000.0,760600000.0,450000000.0,-220600000.0,154400000.0,0.0,7638900000.0,897000000.0,18200000.0,10500000.0,10003400000.0,,4434800000.0,4893800000.0,591900000.0,11100000.0,666000000.0,22200000.0,180900000.0,,,,51000000.0,162400000.0,6900000.0,2684000000.0,1166300000.0,16206300000.0,7891600000.0,1114100000.0,2563400000.0,7891600000.0,7891600000.0,8307800000.0,16206300000.0,14500300000.0,5744400000.0,-2210700000.0
IHS Markit Ltd,INFO,,1598014,2018.0,Q2,,2018-05-31,2018-06-26 16:43:17+00:00,42100000.0,704200000.0,442300000.0,-143600000.0,159000000.0,0.0,7622000000.0,872000000.0,29900000.0,13000000.0,8142100000.0,,3544800000.0,4353700000.0,508900000.0,11100000.0,594400000.0,30900000.0,162800000.0,,1151200000.0,86500000.0,51800000.0,148500000.0,7900000.0,2579500000.0,105800000.0,14465800000.0,7768700000.0,2207100000.0,1561700000.0,7768700000.0,7768700000.0,6689200000.0,14465800000.0,11749800000.0,5127500000.0,-2289200000.0
