company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2013.0,Q3,,2013-09-30,2013-11-12 16:12:16+00:00,131899000.0,383471000.0,19860000.0,640608000.0,316326000.0,291793000.0,,232031000.0,,,32424000.0,133218000.0,513705000.0,1065684000.0,276054000.0,435541000.0,354733000.0,523503000.0,425076000.0,0.0,,,,74392000.0,143779000.0,,36297000.0,257742000.0,131357000.0,0.0,1575981000.0,1705000.0,270027000.0,3280408000.0,2124338000.0,1674543000.0,462885000.0,2124240000.0,2124240000.0,1156168000.0,3280408000.0,1180789000.0,693283000.0,,0.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2013.0,Q2,,2013-06-30,2013-08-08 16:34:02+00:00,129119000.0,395974000.0,19999000.0,613863000.0,267394000.0,366999000.0,,225785000.0,,,25898000.0,118782000.0,501496000.0,1032393000.0,277305000.0,732800000.0,,484667000.0,418530000.0,0.0,,,,,135753000.0,,382454000.0,247835000.0,187963000.0,0.0,1577861000.0,1693000.0,467433000.0,3482821000.0,2071040000.0,1903036000.0,431244000.0,2070942000.0,2070942000.0,1411879000.0,3482821000.0,1161255000.0,980635000.0,,0.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2013.0,Q1,,2013-03-31,2013-05-10 16:51:39+00:00,119340000.0,377548000.0,27543000.0,605090000.0,269436000.0,368629000.0,,218692000.0,,,32956000.0,127605000.0,502145000.0,1027789000.0,286722000.0,732586000.0,,467321000.0,422699000.0,0.0,,,,,137598000.0,,380057000.0,246260000.0,183479000.0,0.0,1543187000.0,1698000.0,468203000.0,3456803000.0,2031315000.0,1865180000.0,446740000.0,2031217000.0,2031217000.0,1425586000.0,3456803000.0,1168924000.0,978846000.0,,0.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2014.0,FY,,2014-12-31,2015-08-07 13:15:54+00:00,282034000.0,377640000.0,,660262000.0,218945000.0,413251000.0,,271346000.0,,,35165000.0,,500441000.0,1089098000.0,254228000.0,435710000.0,389309000.0,470997000.0,428836000.0,,,,154917000.0,170095000.0,129562000.0,,52097000.0,118735000.0,,,1694962000.0,,284384000.0,3341278000.0,2185253000.0,1716367000.0,446761000.0,2185155000.0,2185155000.0,1156123000.0,3341278000.0,1196075000.0,709362000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2014.0,Q3,,2014-09-30,2014-11-07 13:58:29+00:00,126640000.0,354401000.0,,667227000.0,261038000.0,424593000.0,,259865000.0,,,24399000.0,148283000.0,513454000.0,1088124000.0,273527000.0,435739000.0,364129000.0,516047000.0,420897000.0,,,,,,202990000.0,,49572000.0,269772000.0,191419000.0,,1655925000.0,1471000.0,277985000.0,3386024000.0,2176828000.0,1764445000.0,503783000.0,2176730000.0,2176730000.0,1209294000.0,3386024000.0,1200682000.0,705511000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2014.0,Q2,,2014-06-30,2014-08-06 17:17:06+00:00,125461000.0,378891000.0,39800000.0,690062000.0,351285000.0,384670000.0,,254341000.0,,,28264000.0,134905000.0,535223000.0,1130388000.0,292547000.0,435607000.0,382913000.0,520642000.0,440326000.0,,,,,,145878000.0,4215000.0,49248000.0,301952000.0,220383000.0,,1644416000.0,1725000.0,262908000.0,3467751000.0,2250042000.0,1767494000.0,480248000.0,2249944000.0,2249944000.0,1217807000.0,3467751000.0,1259931000.0,737559000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2015.0,FY,,2015-12-31,2017-02-28 20:11:41+00:00,122391000.0,391485000.0,,679396000.0,382138000.0,457549000.0,0.0,300408000.0,29683000.0,,29339000.0,157857000.0,495900000.0,1117086000.0,214000000.0,433900000.0,719840000.0,490224000.0,437690000.0,,,,233475000.0,11041000.0,101783000.0,,64618000.0,110506000.0,94369000.0,4210000.0,1808055000.0,298000.0,328718000.0,3709700000.0,2490601000.0,1777596000.0,441351000.0,2490503000.0,2490503000.0,1219215000.0,3709718000.0,1494358000.0,777881000.0,0.0,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2015.0,Q3,,2015-09-30,2015-11-04 18:15:23+00:00,268228000.0,341548000.0,,672011000.0,379380000.0,507329000.0,,291874000.0,,,22621000.0,,503588000.0,1105833000.0,225020000.0,435728000.0,663533000.0,512736000.0,433822000.0,,,,254644000.0,154054000.0,144007000.0,,46017000.0,111060000.0,,,1758573000.0,379000.0,278749000.0,3666396000.0,2429827000.0,1794416000.0,435235000.0,2429729000.0,2429729000.0,1236667000.0,3666396000.0,1438158000.0,801432000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2015.0,Q2,,2015-06-30,2015-08-07 13:15:54+00:00,239847000.0,354161000.0,,669478000.0,332047000.0,450133000.0,,285745000.0,,,25238000.0,,514078000.0,1109122000.0,237706000.0,435660000.0,541732000.0,500975000.0,439644000.0,,,,211959000.0,159146000.0,138809000.0,,50255000.0,114933000.0,,,1741203000.0,,277513000.0,3525343000.0,2358995000.0,1741928000.0,403894000.0,2358897000.0,2358897000.0,1166446000.0,3525343000.0,1343771000.0,762552000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2015.0,Q1,,2015-03-31,2015-05-06 16:33:51+00:00,250813000.0,342223000.0,,648543000.0,207446000.0,425728000.0,,278385000.0,,,31926000.0,,503422000.0,1076843000.0,242970000.0,435661000.0,400262000.0,478375000.0,428300000.0,,,,,170560000.0,134143000.0,,49398000.0,275140000.0,,,1712780000.0,,284958000.0,3326196000.0,2198611000.0,1701844000.0,416882000.0,2198513000.0,2198513000.0,1127683000.0,3326196000.0,1196052000.0,710801000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2016.0,FY,,2016-12-31,2018-04-13 17:50:43+00:00,133109000.0,372348000.0,,738774000.0,417766000.0,456264000.0,0.0,332911000.0,31003000.0,,28124000.0,163364000.0,477100000.0,1227388000.0,161609000.0,434200000.0,830790000.0,524961000.0,488614000.0,,,,225299000.0,12201000.0,115388000.0,,47852000.0,140537000.0,91014000.0,4600000.0,1828581000.0,334000.0,383176000.0,3850500000.0,2579258000.0,1844524000.0,471322000.0,2579160000.0,2579160000.0,1271344000.0,3850504000.0,1517351000.0,800036000.0,0.0,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2016.0,Q3,,2016-09-30,2016-11-02 17:25:21+00:00,280453000.0,367662000.0,,742509000.0,521403000.0,417939000.0,,324636000.0,,,22274000.0,,506600000.0,1217176000.0,220900000.0,434100000.0,903658000.0,556358000.0,474667000.0,,4400000.0,,295245000.0,115757000.0,139694000.0,,63821000.0,140535000.0,,4210000.0,1856750000.0,297000.0,388177000.0,4019726000.0,2702789000.0,1850103000.0,442718000.0,2702691000.0,2702691000.0,1317035000.0,4019726000.0,1694979000.0,874280000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2016.0,Q2,,2016-06-30,2016-08-05 17:20:02+00:00,256112000.0,366281000.0,,721424000.0,459560000.0,418651000.0,,316754000.0,,,21856000.0,,505311000.0,1179109000.0,230709000.0,434057000.0,810463000.0,541514000.0,457685000.0,,,,,102088000.0,132143000.0,,64779000.0,415612000.0,,4210000.0,1838345000.0,294000.0,372944000.0,3874635000.0,2614659000.0,1805688000.0,410405000.0,2614561000.0,2614561000.0,1260074000.0,3874635000.0,1611262000.0,849669000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2016.0,Q1,,2016-03-31,2016-05-06 16:06:29+00:00,241249000.0,381100000.0,,709828000.0,415340000.0,403615000.0,,308876000.0,,,27725000.0,,509582000.0,1159054000.0,242264000.0,433980000.0,711437000.0,533312000.0,449226000.0,,,,,107982000.0,131618000.0,,65640000.0,374096000.0,,4210000.0,1820331000.0,296000.0,345045000.0,3753413000.0,2544547000.0,1775264000.0,400888000.0,2544449000.0,2544449000.0,1208964000.0,3753413000.0,1528923000.0,808076000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2017.0,FY,,2017-12-31,2019-03-29 21:07:23+00:00,135182000.0,464847000.0,,811654000.0,738794000.0,383824000.0,0.0,361231000.0,28233000.0,,39941000.0,171632000.0,506100000.0,1305150000.0,174113000.0,434600000.0,1027736000.0,594804000.0,493496000.0,,,,222209000.0,10325000.0,127288000.0,,94949000.0,183276000.0,146135000.0,5560000.0,1830439000.0,420000.0,371154000.0,4273012000.0,2930464000.0,1976649000.0,502696000.0,2930250000.0,2930250000.0,1342762000.0,4273012000.0,1802898000.0,840085000.0,0.0,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2017.0,Q3,,2017-09-30,2017-11-09 16:12:24+00:00,273958000.0,419708000.0,,796556000.0,617162000.0,328894000.0,,350734000.0,,,30983000.0,,520700000.0,1297243000.0,181133000.0,434500000.0,1032801000.0,601571000.0,500687000.0,,,,288571000.0,8927000.0,161063000.0,,57950000.0,147779000.0,141228000.0,4560000.0,1880765000.0,452000.0,387563000.0,4185728000.0,2848661000.0,1892451000.0,466456000.0,2848447000.0,2848447000.0,1337281000.0,4185728000.0,1792584000.0,870850000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2017.0,Q2,,2017-06-30,2017-08-07 15:28:32+00:00,277566000.0,392842000.0,,774641000.0,610948000.0,321584000.0,,347658000.0,,,33308000.0,,530300000.0,1277970000.0,184819000.0,434400000.0,1040959000.0,580581000.0,503329000.0,,,,294843000.0,10038000.0,143731000.0,,57537000.0,148123000.0,125655000.0,4560000.0,1853372000.0,505000.0,391268000.0,4143459000.0,2811978000.0,1826528000.0,455110000.0,2810997000.0,2810997000.0,1332462000.0,4143459000.0,1813615000.0,877366000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2017.0,Q1,,2017-03-31,2017-05-08 18:17:59+00:00,231485000.0,373443000.0,,756401000.0,516643000.0,291663000.0,,342584000.0,,,33042000.0,,516200000.0,1261505000.0,190614000.0,434300000.0,955620000.0,559819000.0,505104000.0,,,,,120674000.0,142511000.0,,52669000.0,403510000.0,,4560000.0,1848337000.0,466000.0,382412000.0,3952769000.0,2707564000.0,1732571000.0,407504000.0,2707466000.0,2707466000.0,1245303000.0,3952769000.0,1715103000.0,837810000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2018.0,FY,,2018-12-31,2020-03-02 07:53:45+00:00,122450000.0,392443000.0,,818139000.0,-46958000.0,431526000.0,0.0,394345000.0,26936000.0,,56188000.0,143510000.0,219770000.0,1326829000.0,133123000.0,438937000.0,2655709000.0,583815000.0,508690000.0,,,,553239000.0,9615000.0,101218000.0,,70298000.0,147766000.0,187249000.0,5600000.0,3722073000.0,493000.0,413270000.0,5611068000.0,4020331000.0,2023478000.0,450795000.0,4020331000.0,4020331000.0,1590737000.0,5611068000.0,3078900000.0,1139942000.0,0.0,-49129000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2018.0,Q3,,2018-09-30,2018-11-02 19:47:07+00:00,257028000.0,381526000.0,,811561000.0,-32299000.0,434517000.0,,382393000.0,,,44783000.0,,501900000.0,1295884000.0,150662000.0,438800000.0,3474321000.0,601053000.0,484323000.0,,,,753948000.0,185488000.0,149576000.0,,73256000.0,172271000.0,,5560000.0,4550601000.0,1772000.0,426053000.0,6718662000.0,4900695000.0,2034197000.0,453159000.0,4900481000.0,4900481000.0,1818181000.0,6718662000.0,4200139000.0,1365019000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2018.0,Q2,,2018-06-30,2018-08-09 13:48:41+00:00,261721000.0,404091000.0,,799118000.0,-18710000.0,403006000.0,,376595000.0,,,29585000.0,,500000000.0,1289367000.0,158035000.0,438800000.0,3170820000.0,591433000.0,490249000.0,,,,686906000.0,173003000.0,149394000.0,,74763000.0,179174000.0,,5560000.0,4281275000.0,1721000.0,415241000.0,6386223000.0,4639160000.0,1992334000.0,442421000.0,4638946000.0,4638946000.0,1747277000.0,6386223000.0,3903618000.0,1304880000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2018.0,Q1,,2018-03-31,2018-05-10 17:00:09+00:00,259365000.0,430361000.0,,821222000.0,104085000.0,407272000.0,,370988000.0,,,42377000.0,,510400000.0,1320930000.0,168212000.0,434700000.0,2981768000.0,612217000.0,499708000.0,,,,644957000.0,166045000.0,154087000.0,,77749000.0,190988000.0,,5560000.0,4013232000.0,369000.0,355661000.0,6214912000.0,4488305000.0,1977116000.0,456198000.0,4488091000.0,4488091000.0,1726821000.0,6214912000.0,3738129000.0,1270645000.0,,
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2019.0,FY,,2019-12-31,2020-05-07 21:55:32+00:00,107014000.0,392672000.0,,882833000.0,-87348000.0,660672000.0,,410023000.0,,,36285000.0,180084000.0,264131000.0,1382172000.0,145525000.0,13579000.0,4638205000.0,554007000.0,499339000.0,,,,997787000.0,10940000.0,155940000.0,,281504000.0,336941000.0,102331000.0,5560000.0,5470779000.0,426172000.0,453973000.0,8008859000.0,5755057000.0,2180155000.0,905495000.0,5755057000.0,5755057000.0,2253802000.0,8008859000.0,5329365000.0,1348307000.0,,-38397000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2019.0,Q3,,2019-09-30,2019-11-01 17:01:23+00:00,249835000.0,356025000.0,0.0,851488000.0,-152113000.0,561071000.0,,396432000.0,,,35252000.0,0.0,264084000.0,1347364000.0,146965000.0,437808000.0,3931715000.0,587987000.0,495876000.0,,0.0,,838001000.0,9228000.0,147184000.0,,290844000.0,336075000.0,109584000.0,5560000.0,4917313000.0,1769000.0,418177000.0,7177116000.0,5131189000.0,2047632000.0,434040000.0,5131192000.0,5131192000.0,2045924000.0,7177116000.0,4633608000.0,1611884000.0,,-30443000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2019.0,Q2,,2019-06-30,2019-08-06 14:03:10+00:00,246809000.0,377904000.0,0.0,850255000.0,-49573000.0,580684000.0,,410601000.0,,,37516000.0,0.0,235401000.0,1349435000.0,127476000.0,437680000.0,4417240000.0,589897000.0,499180000.0,,0.0,,943440000.0,10303000.0,159885000.0,,279708000.0,333038000.0,122420000.0,5560000.0,5184511000.0,1767000.0,401172000.0,7646945000.0,5486807000.0,2087940000.0,445977000.0,5486810000.0,5486810000.0,2160135000.0,7646945000.0,5059825000.0,1714158000.0,,-58732000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2019.0,Q1,,2019-03-31,2019-05-10 16:08:23+00:00,239018000.0,391699000.0,0.0,827584000.0,-80965000.0,455890000.0,,402850000.0,,,41967000.0,0.0,230541000.0,1330536000.0,139382000.0,437606000.0,3671912000.0,590438000.0,502952000.0,,0.0,,780905000.0,20998000.0,161564000.0,,286484000.0,336242000.0,163959000.0,5560000.0,4585701000.0,1757000.0,403099000.0,6862914000.0,4863855000.0,2031643000.0,444306000.0,4863855000.0,4863855000.0,1999059000.0,6862914000.0,4328319000.0,1554753000.0,,-43731000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2020.0,Q1,,2020-03-31,2020-05-07 21:55:32+00:00,118221000.0,380476000.0,,875548000.0,-148955000.0,603551000.0,,423745000.0,,,32298000.0,130202000.0,264131000.0,1361722000.0,138317000.0,12205000.0,5434760000.0,557029000.0,486174000.0,,,,1161112000.0,8034000.0,162225000.0,,278390000.0,348709000.0,94787000.0,5560000.0,6156691000.0,426308000.0,433150000.0,8684359000.0,6293079000.0,2082587000.0,869254000.0,6293079000.0,6293079000.0,2391280000.0,8684359000.0,6115598000.0,1522026000.0,,-138402000.0
