company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:24:26+00:00,3.3,3.3,3.24,,,,,,,,,,,,,,,,,,,,27112000.0,27112000.0,27112000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2009.0,FY,2009-01-01,2009-12-31,2011-02-28 15:24:26+00:00,5.28,5.28,5.2,,,,,,,,,,,,,,,,,,,,27404000.0,27404000.0,27404000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 14:58:29+00:00,1.4,1.4,1.38,,,,,,,,,,,,,,,,,,,,27431000.0,27431000.0,27431000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 12:56:51+00:00,1.39,1.39,1.37,,,,,,,,,,,,,,,,,,,,27370000.0,27370000.0,27370000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q4,2010-10-01,2010-12-31,,2.44,2.44,2.41,,18921000.0,151543000.0,151543000.0,150629000.0,914000.0,638523000.0,1472884000.0,-1025000.0,132003000.0,481596000.0,638523000.0,834361000.0,49273000.0,613599000.0,220762000.0,-50298000.0,170464000.0,1472884000.0,27700000.0,27665000.0,28151000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,FY,2010-01-01,2010-12-31,2013-03-18 16:27:34+00:00,6.7,6.7,6.59,,33348000.0,186935000.0,186935000.0,185490000.0,1445000.0,835630000.0,1927118000.0,-9000.0,172266000.0,635213000.0,835630000.0,1091488000.0,63717000.0,807479000.0,284009000.0,-63726000.0,220283000.0,1927118000.0,27700000.0,27665000.0,28151000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q3,2010-07-01,2010-09-30,2010-11-09 14:58:29+00:00,1.62,1.62,1.59,,,,,,,,,,,,,,,,,,,,27697000.0,27697000.0,27697000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.26,4.26,4.18,,14427000.0,35392000.0,35392000.0,34861000.0,531000.0,197107000.0,454234000.0,1016000.0,40263000.0,153617000.0,197107000.0,257127000.0,14444000.0,193880000.0,63247000.0,-13428000.0,49819000.0,454234000.0,27697000.0,27697000.0,27697000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q2,2010-04-01,2010-06-30,2010-08-06 12:56:51+00:00,1.37,1.37,1.35,,,,,,,,,,,,,,,,,,,,27606000.0,27606000.0,27606000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.64,2.64,2.59,,14427000.0,35392000.0,35392000.0,34861000.0,531000.0,197107000.0,454234000.0,1016000.0,40263000.0,153617000.0,197107000.0,257127000.0,14444000.0,193880000.0,63247000.0,-13428000.0,49819000.0,454234000.0,27606000.0,27606000.0,27606000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 14:45:36+00:00,1.27,1.27,1.24,,14427000.0,35392000.0,35392000.0,34861000.0,531000.0,197107000.0,454234000.0,1016000.0,40263000.0,153617000.0,197107000.0,257127000.0,14444000.0,193880000.0,63247000.0,-13428000.0,49819000.0,454234000.0,27400000.0,27545000.0,28072000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,FY,2011-01-01,2011-12-31,2014-03-17 18:31:45+00:00,6.39,6.39,6.29,,67034000.0,178813000.0,178813000.0,179013000.0,-200000.0,894700000.0,2073529000.0,-6259000.0,177604000.0,695984000.0,894700000.0,1178829000.0,53135000.0,873588000.0,305241000.0,-59394000.0,245847000.0,2073529000.0,28000000.0,28031000.0,28468000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q4,2011-10-01,2011-12-31,,2.15,2.15,2.11,,24003000.0,59991000.0,59991000.0,60029000.0,-38000.0,238332000.0,550238000.0,-34000.0,41277000.0,174614000.0,238332000.0,311906000.0,11987000.0,215891000.0,96015000.0,-12021000.0,83994000.0,550238000.0,28000000.0,28031000.0,28468000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q3,2011-07-01,2011-09-30,2011-11-03 13:35:18+00:00,1.63,1.63,1.61,,9911000.0,45862000.0,45862000.0,45897000.0,-35000.0,220338000.0,516514000.0,-5808000.0,45387000.0,176867000.0,220338000.0,296176000.0,12341000.0,222254000.0,73922000.0,-18149000.0,55773000.0,516514000.0,28200000.0,28072000.0,28456000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.24,4.24,4.18,,43031000.0,118822000.0,118822000.0,118984000.0,-162000.0,656368000.0,1523291000.0,-6225000.0,136327000.0,521370000.0,656368000.0,866923000.0,41148000.0,657697000.0,209226000.0,-47373000.0,161853000.0,1523291000.0,28200000.0,28072000.0,28456000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.68,6.68,6.59,,61952000.0,270365000.0,270365000.0,269613000.0,752000.0,1294891000.0,2996175000.0,-7250000.0,268330000.0,1002966000.0,1294891000.0,1701284000.0,90421000.0,1271296000.0,429988000.0,-97671000.0,332317000.0,2996175000.0,28200000.0,28072000.0,28456000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q2,2011-04-01,2011-06-30,2011-08-03 17:46:59+00:00,1.43,1.43,1.41,,17797000.0,40022000.0,40022000.0,40048000.0,-26000.0,228520000.0,521656000.0,1674000.0,48210000.0,176740000.0,228520000.0,293136000.0,12041000.0,224950000.0,68186000.0,-10367000.0,57819000.0,521656000.0,28000000.0,28014000.0,28495000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.61,2.61,2.57,,33120000.0,72960000.0,72960000.0,73087000.0,-127000.0,436030000.0,1006777000.0,-417000.0,90940000.0,344503000.0,436030000.0,570747000.0,28807000.0,435443000.0,135304000.0,-29224000.0,106080000.0,1006777000.0,28000000.0,28014000.0,28495000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q2TTM,2010-07-01,2011-06-30,,6.67,6.67,6.57,,52041000.0,224503000.0,224503000.0,223716000.0,787000.0,1074553000.0,2479661000.0,-1442000.0,222943000.0,826099000.0,1074553000.0,1405108000.0,78080000.0,1049042000.0,356066000.0,-79522000.0,276544000.0,2479661000.0,28000000.0,28014000.0,28495000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 14:45:36+00:00,1.18,1.18,1.16,,15323000.0,32938000.0,32938000.0,33039000.0,-101000.0,207510000.0,485121000.0,-2091000.0,42730000.0,167763000.0,207510000.0,277611000.0,16766000.0,210493000.0,67118000.0,-18857000.0,48261000.0,485121000.0,28000000.0,27904000.0,28389000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2011.0,Q1TTM,2010-04-01,2011-03-31,,6.61,6.61,6.51,,34244000.0,184481000.0,184481000.0,183668000.0,813000.0,846033000.0,1958005000.0,-3116000.0,174733000.0,649359000.0,846033000.0,1111972000.0,66039000.0,824092000.0,287880000.0,-69155000.0,218725000.0,1958005000.0,28000000.0,27904000.0,28389000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q4,2012-10-01,2012-12-31,,1.54,1.54,1.52,,20649000.0,43666000.0,43666000.0,43745000.0,-79000.0,258673000.0,573839000.0,5659000.0,54941000.0,187955000.0,258673000.0,315166000.0,13614000.0,242896000.0,72270000.0,-7955000.0,64315000.0,573839000.0,28300000.0,28290000.0,28642000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 15:01:26+00:00,5.85,5.85,5.78,,64361000.0,165546000.0,165546000.0,165477000.0,69000.0,914077000.0,2069235000.0,16843000.0,209204000.0,681778000.0,914077000.0,1155158000.0,51112000.0,890982000.0,264176000.0,-34269000.0,229907000.0,2069235000.0,28300000.0,28290000.0,28642000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q3,2012-07-01,2012-09-30,2012-11-08 16:08:57+00:00,1.5,1.5,1.48,,11023000.0,42371000.0,42371000.0,42384000.0,-13000.0,225187000.0,498697000.0,1063000.0,49004000.0,160274000.0,225187000.0,273510000.0,11901000.0,209278000.0,64232000.0,-10838000.0,53394000.0,498697000.0,28300000.0,28312000.0,28645000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q3YTD,2012-01-01,2012-09-30,,4.31,4.31,4.26,,43712000.0,121880000.0,121880000.0,121732000.0,148000.0,655404000.0,1495396000.0,11184000.0,154263000.0,493823000.0,655404000.0,839992000.0,37498000.0,648086000.0,191906000.0,-26314000.0,165592000.0,1495396000.0,28300000.0,28312000.0,28645000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q3TTM,2011-10-01,2012-09-30,,6.46,6.46,6.37,,67715000.0,181871000.0,181871000.0,181761000.0,110000.0,893736000.0,2045634000.0,11150000.0,195540000.0,668437000.0,893736000.0,1151898000.0,49485000.0,863977000.0,287921000.0,-38335000.0,249586000.0,2045634000.0,28300000.0,28312000.0,28645000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q2,2012-04-01,2012-06-30,2012-08-09 12:37:45+00:00,1.71,1.71,1.69,,17454000.0,48565000.0,48565000.0,48343000.0,222000.0,222522000.0,510422000.0,5112000.0,52336000.0,162256000.0,222522000.0,287900000.0,12401000.0,214592000.0,73308000.0,-7289000.0,66019000.0,510422000.0,28300000.0,28250000.0,28610000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.81,2.81,2.78,,32689000.0,79509000.0,79509000.0,79348000.0,161000.0,430217000.0,996699000.0,10121000.0,105259000.0,333549000.0,430217000.0,566482000.0,25597000.0,438808000.0,127674000.0,-15476000.0,112198000.0,996699000.0,28300000.0,28250000.0,28610000.0
Bio Rad Laboratories Inc,BIO,549300ZC1GPV35XYDK53,12208,2012.0,Q2TTM,2011-07-01,2012-06-30,,6.59,6.59,6.5,,66603000.0,185362000.0,185362000.0,185274000.0,88000.0,888887000.0,2063451000.0,4279000.0,191923000.0,685030000.0,888887000.0,1174564000.0,49925000.0,876953000.0,297611000.0,-45646000.0,251965000.0,2063451000.0,28300000.0,28250000.0,28610000.0
