company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
General Motors Co,GM,54930070NSV60J38I987,1467858,2014.0,Q2,,2014-06-30,2014-07-24 12:16:47+00:00,26992000000.0,29552000000.0,-3133000000.0,19864000000.0,0.0,28856000000.0,11499000000.0,1573000000.0,5220000000.0,24273000000.0,8454000000.0,19833000000.0,31771000000.0,591000000.0,22582000000.0,24894000000.0,15430000000.0,27277000000.0,1910000000.0,,,2425000000.0,14999000000.0,,,1325000000.0,13162000000.0,15803000000.0,9935000000.0,179098000000.0,38885000000.0,91643000000.0,72347000000.0,41994000000.0,42585000000.0,136513000000.0,179098000000.0,55684000000.0,64166000000.0,3109000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2014.0,Q1,,2014-03-31,2014-04-24 14:05:16+00:00,27715000000.0,26658000000.0,-3138000000.0,19426000000.0,0.0,28794000000.0,10590000000.0,1563000000.0,5442000000.0,22918000000.0,9653000000.0,18269000000.0,30093000000.0,618000000.0,22840000000.0,24985000000.0,14866000000.0,26789000000.0,1747000000.0,,,2324000000.0,13641000000.0,,,1288000000.0,13457000000.0,14849000000.0,8716000000.0,173606000000.0,39113000000.0,86825000000.0,69222000000.0,42222000000.0,42840000000.0,130766000000.0,173606000000.0,56688000000.0,61544000000.0,3109000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2015.0,FY,,2015-12-31,2017-02-07 11:42:59+00:00,24062000000.0,27593000000.0,-8036000000.0,15238000000.0,,27622000000.0,,5947000000.0,,43549000000.0,9201000000.0,16547000000.0,51401000000.0,452000000.0,36860000000.0,26596000000.0,,8337000000.0,21123000000.0,,,21521000000.0,12653000000.0,,,,20285000000.0,19562000000.0,8163000000.0,194338000000.0,39871000000.0,69408000000.0,71217000000.0,39871000000.0,40323000000.0,154015000000.0,194338000000.0,73529000000.0,82798000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2015.0,Q3,,2015-09-30,2015-10-21 11:16:04+00:00,25188000000.0,30549000000.0,-8034000000.0,15433000000.0,0.0,27760000000.0,9208000000.0,6083000000.0,,40401000000.0,9465000000.0,18964000000.0,46296000000.0,497000000.0,24799000000.0,27577000000.0,17671000000.0,27703000000.0,1485000000.0,,,2345000000.0,13148000000.0,,,1519000000.0,14912000000.0,17002000000.0,8029000000.0,189000000000.0,34638000000.0,82341000000.0,72739000000.0,34638000000.0,35135000000.0,153865000000.0,189000000000.0,60363000000.0,81126000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2015.0,Q2,,2015-06-30,2015-07-23 11:24:05+00:00,24247000000.0,30878000000.0,-7543000000.0,17627000000.0,0.0,28177000000.0,9289000000.0,6181000000.0,,39114000000.0,9026000000.0,19940000000.0,41335000000.0,524000000.0,24998000000.0,28252000000.0,17277000000.0,27536000000.0,1520000000.0,,,2441000000.0,13248000000.0,,,1442000000.0,14512000000.0,14403000000.0,7200000000.0,185812000000.0,35146000000.0,84554000000.0,69528000000.0,35146000000.0,35670000000.0,150142000000.0,185812000000.0,59923000000.0,80614000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2015.0,Q1,,2015-03-31,2015-04-23 11:20:17+00:00,25187000000.0,27804000000.0,-7331000000.0,15776000000.0,0.0,28835000000.0,9704000000.0,6297000000.0,,33907000000.0,10381000000.0,18614000000.0,36694000000.0,494000000.0,24782000000.0,28295000000.0,16180000000.0,27696000000.0,1618000000.0,,,2353000000.0,13551000000.0,,,1414000000.0,14825000000.0,14351000000.0,8409000000.0,179918000000.0,36329000000.0,83231000000.0,67342000000.0,36329000000.0,36823000000.0,143095000000.0,179918000000.0,59993000000.0,75753000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2016.0,FY,,2016-12-31,2018-02-06 12:34:06+00:00,23333000000.0,25893000000.0,-9330000000.0,12574000000.0,0.0,26998000000.0,,6149000000.0,,51326000000.0,8996000000.0,12150000000.0,66945000000.0,239000000.0,33172000000.0,21067000000.0,,8700000000.0,19760000000.0,11178000000.0,12158000000.0,20850000000.0,12415000000.0,9375000000.0,7626000000.0,,26168000000.0,23797000000.0,11841000000.0,221690000000.0,43836000000.0,76203000000.0,85181000000.0,43836000000.0,44075000000.0,177615000000.0,221690000000.0,78542000000.0,92434000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2016.0,Q3,,2016-09-30,2016-10-25 12:01:40+00:00,28628000000.0,28533000000.0,-7953000000.0,15932000000.0,,27256000000.0,,6354000000.0,,53726000000.0,8645000000.0,17482000000.0,66488000000.0,295000000.0,35025000000.0,23216000000.0,20299000000.0,31232000000.0,2034000000.0,,,3688000000.0,13084000000.0,581000000.0,,1644000000.0,25417000000.0,25374000000.0,8172000000.0,217576000000.0,44720000000.0,76496000000.0,82535000000.0,44720000000.0,45015000000.0,172561000000.0,217576000000.0,74592000000.0,90026000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2016.0,Q2,,2016-06-30,2016-07-21 11:18:42+00:00,26959000000.0,27854000000.0,-7905000000.0,18923000000.0,,27750000000.0,,6433000000.0,,54090000000.0,8198000000.0,17531000000.0,61952000000.0,373000000.0,35627000000.0,23614000000.0,19309000000.0,30261000000.0,2073000000.0,,,3697000000.0,12699000000.0,603000000.0,,1595000000.0,23785000000.0,21230000000.0,4247000000.0,210449000000.0,43630000000.0,74630000000.0,76043000000.0,43630000000.0,44003000000.0,166446000000.0,210449000000.0,73867000000.0,90403000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2016.0,Q1,,2016-03-31,2016-04-21 11:17:43+00:00,26766000000.0,26633000000.0,-8054000000.0,14894000000.0,0.0,27478000000.0,,5891000000.0,,49561000000.0,10279000000.0,18016000000.0,57190000000.0,393000000.0,36374000000.0,24965000000.0,19145000000.0,28213000000.0,1658000000.0,,,3705000000.0,12780000000.0,,,1716000000.0,21508000000.0,21588000000.0,6537000000.0,203618000000.0,40932000000.0,71034000000.0,74987000000.0,40932000000.0,41325000000.0,162293000000.0,203618000000.0,75394000000.0,87306000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2017.0,FY,,2017-12-31,2019-02-06 16:46:41+00:00,23929000000.0,25996000000.0,-8011000000.0,15512000000.0,0.0,25385000000.0,,5849000000.0,,67254000000.0,9073000000.0,11769000000.0,79135000000.0,1199000000.0,23544000000.0,19744000000.0,,8164000000.0,24986000000.0,,,26137000000.0,12394000000.0,,,,17627000000.0,26965000000.0,8313000000.0,212482000000.0,35001000000.0,68744000000.0,76890000000.0,35001000000.0,36200000000.0,176282000000.0,212482000000.0,64603000000.0,99392000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2017.0,Q3,,2017-09-30,2017-10-24 10:21:29+00:00,23265000000.0,26603000000.0,-7783000000.0,12792000000.0,0.0,25796000000.0,,5854000000.0,,67066000000.0,8820000000.0,13421000000.0,76953000000.0,1234000000.0,30723000000.0,19877000000.0,21021000000.0,29412000000.0,4909000000.0,7630000000.0,6374000000.0,5005000000.0,12743000000.0,4508000000.0,4490000000.0,,24230000000.0,25607000000.0,8454000000.0,229502000000.0,42243000000.0,76618000000.0,81849000000.0,42243000000.0,43477000000.0,186025000000.0,229502000000.0,75931000000.0,104176000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2017.0,Q2,,2017-06-30,2017-07-25 12:23:23+00:00,23404000000.0,26601000000.0,-9369000000.0,16598000000.0,0.0,26343000000.0,,5989000000.0,,59081000000.0,8248000000.0,13172000000.0,74026000000.0,204000000.0,32425000000.0,20527000000.0,20137000000.0,29092000000.0,4324000000.0,12762000000.0,14293000000.0,3994000000.0,12438000000.0,10400000000.0,8223000000.0,,28547000000.0,30008000000.0,9133000000.0,240300000000.0,45521000000.0,85081000000.0,94306000000.0,45521000000.0,45725000000.0,194575000000.0,240300000000.0,81193000000.0,100269000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2017.0,Q1,,2017-03-31,2017-04-28 11:28:44+00:00,28725000000.0,28478000000.0,-9250000000.0,12864000000.0,0.0,27027000000.0,,6193000000.0,,57200000000.0,9416000000.0,16969000000.0,74504000000.0,242000000.0,34263000000.0,23407000000.0,22540000000.0,34801000000.0,4704000000.0,,,4279000000.0,13068000000.0,,,,28195000000.0,33701000000.0,10260000000.0,230793000000.0,45972000000.0,79598000000.0,90904000000.0,45972000000.0,46214000000.0,184579000000.0,230793000000.0,76691000000.0,93675000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2018.0,FY,,2018-12-31,2020-02-05 16:02:53+00:00,22297000000.0,28049000000.0,-9039000000.0,20844000000.0,0.0,25577000000.0,,5579000000.0,,73060000000.0,9215000000.0,9816000000.0,82317000000.0,3917000000.0,24082000000.0,16908000000.0,25083000000.0,33399000000.0,5268000000.0,,,5770000000.0,12357000000.0,,,,22322000000.0,31891000000.0,5966000000.0,227339000000.0,38860000000.0,75293000000.0,82237000000.0,38860000000.0,42777000000.0,184562000000.0,227339000000.0,69729000000.0,102325000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2018.0,Q3,,2018-09-30,2018-10-31 14:45:38+00:00,25147000000.0,28104000000.0,-8321000000.0,18435000000.0,0.0,25517000000.0,,5651000000.0,,71475000000.0,9155000000.0,11808000000.0,82783000000.0,2847000000.0,23242000000.0,16951000000.0,24086000000.0,33808000000.0,4881000000.0,,,5946000000.0,12261000000.0,,,,20865000000.0,30865000000.0,5916000000.0,225711000000.0,38061000000.0,74848000000.0,84116000000.0,38061000000.0,40908000000.0,184803000000.0,225711000000.0,68080000000.0,100687000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2018.0,Q2,,2018-06-30,2018-07-25 15:50:31+00:00,24660000000.0,27368000000.0,-8171000000.0,15087000000.0,0.0,25479000000.0,,5720000000.0,,69995000000.0,8788000000.0,11523000000.0,82057000000.0,2455000000.0,23285000000.0,17842000000.0,22996000000.0,31668000000.0,5249000000.0,,,5344000000.0,11876000000.0,,,,18873000000.0,28264000000.0,6924000000.0,218641000000.0,36181000000.0,70451000000.0,80292000000.0,36181000000.0,38636000000.0,180005000000.0,218641000000.0,66133000000.0,99713000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2018.0,Q1,,2018-03-31,2018-04-26 17:08:46+00:00,26039000000.0,27330000000.0,-8081000000.0,14256000000.0,0.0,25351000000.0,,5790000000.0,,69471000000.0,9883000000.0,12250000000.0,80765000000.0,1160000000.0,23538000000.0,19136000000.0,22146000000.0,31926000000.0,5893000000.0,,,5169000000.0,11945000000.0,,,,17028000000.0,29347000000.0,7110000000.0,218726000000.0,34298000000.0,71435000000.0,82716000000.0,34298000000.0,35458000000.0,183268000000.0,218726000000.0,66526000000.0,100552000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2019.0,FY,,2019-12-31,2020-05-06 15:35:36+00:00,21018000000.0,26487000000.0,-11156000000.0,19069000000.0,0.0,26088000000.0,,5337000000.0,,65924000000.0,8562000000.0,10398000000.0,80805000000.0,4165000000.0,24640000000.0,18105000000.0,26355000000.0,33398000000.0,7953000000.0,,,7346000000.0,13146000000.0,,,,26860000000.0,37400000000.0,4174000000.0,228037000000.0,41792000000.0,74992000000.0,84905000000.0,41792000000.0,45957000000.0,182080000000.0,228037000000.0,72240000000.0,97175000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2019.0,Q3,,2019-09-30,2019-10-29 15:32:32+00:00,21406000000.0,28072000000.0,-8997000000.0,20051000000.0,0.0,25942000000.0,,5408000000.0,,69692000000.0,8496000000.0,11797000000.0,80496000000.0,4217000000.0,23783000000.0,15524000000.0,25743000000.0,34941000000.0,7051000000.0,,,7038000000.0,13290000000.0,,,,27609000000.0,34774000000.0,6725000000.0,231529000000.0,44554000000.0,80565000000.0,84252000000.0,44554000000.0,48771000000.0,182758000000.0,231529000000.0,70468000000.0,98506000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2019.0,Q2,,2019-06-30,2019-08-01 13:25:09+00:00,22717000000.0,28428000000.0,-8770000000.0,17072000000.0,0.0,25779000000.0,,5457000000.0,,73412000000.0,8340000000.0,11447000000.0,81126000000.0,4273000000.0,23987000000.0,16148000000.0,26264000000.0,38287000000.0,7451000000.0,,,7257000000.0,12794000000.0,,,,25807000000.0,33149000000.0,7049000000.0,233737000000.0,42816000000.0,81306000000.0,84294000000.0,42816000000.0,47089000000.0,186648000000.0,233737000000.0,71305000000.0,102354000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2019.0,Q1,,2019-03-31,2019-04-30 15:10:35+00:00,24560000000.0,27471000000.0,-8849000000.0,17176000000.0,0.0,25675000000.0,,5518000000.0,,73812000000.0,8266000000.0,11108000000.0,81388000000.0,3873000000.0,24303000000.0,16462000000.0,25448000000.0,39346000000.0,6439000000.0,,,8119000000.0,12917000000.0,,,,23939000000.0,33272000000.0,6021000000.0,233132000000.0,40765000000.0,80090000000.0,85303000000.0,40765000000.0,44638000000.0,188494000000.0,233132000000.0,71654000000.0,103191000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2020.0,Q1,,2020-03-31,2020-05-06 15:35:36+00:00,20031000000.0,26200000000.0,-11800000000.0,38506000000.0,0.0,26028000000.0,,5225000000.0,,81439000000.0,7521000000.0,10799000000.0,79265000000.0,4204000000.0,24441000000.0,17271000000.0,25948000000.0,33856000000.0,6918000000.0,,,6525000000.0,12305000000.0,,,,25885000000.0,45061000000.0,7620000000.0,246624000000.0,40113000000.0,97699000000.0,91292000000.0,40113000000.0,44317000000.0,202307000000.0,246624000000.0,69660000000.0,111015000000.0,
