company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
General Motors Co,GM,54930070NSV60J38I987,1467858,2011.0,FY,,2011-12-31,2013-02-15 11:28:33+00:00,24551000000.0,22875000000.0,-5861000000.0,16071000000.0,0.0,26407000000.0,527000000.0,29019000000.0,10014000000.0,8033000000.0,8018000000.0,16788000000.0,23790000000.0,871000000.0,512000000.0,31911000000.0,,9964000000.0,4420000000.0,,,8327000000.0,12442000000.0,,,1005000000.0,7183000000.0,5800000000.0,16148000000.0,144603000000.0,27729000000.0,64923000000.0,53226000000.0,38120000000.0,38991000000.0,105612000000.0,144603000000.0,55890000000.0,52386000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2012.0,FY,,2012-12-31,2014-02-06 12:49:42+00:00,25166000000.0,23308000000.0,-8052000000.0,18422000000.0,0.0,23848000000.0,9429000000.0,1973000000.0,6809000000.0,10532000000.0,7565000000.0,16496000000.0,24196000000.0,756000000.0,27922000000.0,34729000000.0,,10395000000.0,5580000000.0,,,10961000000.0,13169000000.0,,,686000000.0,10057000000.0,5518000000.0,8988000000.0,149422000000.0,25853000000.0,69996000000.0,53992000000.0,36244000000.0,37000000000.0,112422000000.0,149422000000.0,55230000000.0,58430000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2012.0,Q3,,2012-09-30,2012-10-31 13:45:12+00:00,26313000000.0,25032000000.0,-6724000000.0,23320000000.0,0.0,26459000000.0,,28408000000.0,8904000000.0,10375000000.0,8305000000.0,18644000000.0,28099000000.0,970000000.0,,32072000000.0,6855000000.0,16759000000.0,2110000000.0,,,2778000000.0,12757000000.0,,,863000000.0,11533000000.0,6278000000.0,10411000000.0,155456000000.0,31268000000.0,72107000000.0,57623000000.0,41659000000.0,42629000000.0,112827000000.0,155456000000.0,55250000000.0,55204000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2012.0,Q2,,2012-06-30,2012-08-03 09:09:05+00:00,26425000000.0,25134000000.0,-5995000000.0,22184000000.0,0.0,26415000000.0,,28405000000.0,9192000000.0,9701000000.0,8104000000.0,19252000000.0,26350000000.0,910000000.0,,31290000000.0,6552000000.0,14595000000.0,2087000000.0,,,3151000000.0,12735000000.0,,,734000000.0,9889000000.0,5092000000.0,11381000000.0,151421000000.0,30309000000.0,70233000000.0,56651000000.0,40700000000.0,41610000000.0,110377000000.0,151987000000.0,55404000000.0,53726000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2013.0,FY,,2013-12-31,2015-02-04 11:47:54+00:00,23621000000.0,24633000000.0,-3113000000.0,20021000000.0,0.0,28795000000.0,10349000000.0,1560000000.0,5668000000.0,22025000000.0,8923000000.0,16437000000.0,29250000000.0,567000000.0,22736000000.0,25380000000.0,,8535000000.0,15940000000.0,,,16706000000.0,13353000000.0,,,1247000000.0,13816000000.0,14158000000.0,8972000000.0,166344000000.0,39498000000.0,81501000000.0,62412000000.0,42607000000.0,43174000000.0,123170000000.0,166344000000.0,55593000000.0,60758000000.0,3109000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2013.0,Q3,,2013-09-30,2013-10-30 14:12:53+00:00,27242000000.0,23882000000.0,-7981000000.0,20355000000.0,0.0,23892000000.0,9868000000.0,1953000000.0,6364000000.0,20684000000.0,8573000000.0,17916000000.0,29347000000.0,583000000.0,26020000000.0,33885000000.0,12222000000.0,22077000000.0,1774000000.0,,,2896000000.0,14046000000.0,,,959000000.0,12903000000.0,11439000000.0,8215000000.0,168539000000.0,28814000000.0,81164000000.0,62563000000.0,36778000000.0,37361000000.0,131178000000.0,168539000000.0,58028000000.0,68615000000.0,7964000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2013.0,Q2,,2013-06-30,2013-07-25 13:54:59+00:00,26820000000.0,23240000000.0,-8040000000.0,19697000000.0,0.0,23832000000.0,9771000000.0,1993000000.0,6598000000.0,16787000000.0,8189000000.0,17269000000.0,27926000000.0,630000000.0,26608000000.0,33826000000.0,11453000000.0,21984000000.0,1699000000.0,,,2598000000.0,13472000000.0,,,1067000000.0,12191000000.0,9961000000.0,6258000000.0,163110000000.0,27983000000.0,77745000000.0,60021000000.0,38374000000.0,39004000000.0,124106000000.0,163110000000.0,57439000000.0,64085000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2013.0,Q1,,2013-03-31,2013-05-09 12:17:57+00:00,27117000000.0,22562000000.0,-7611000000.0,20643000000.0,0.0,23790000000.0,9336000000.0,1968000000.0,6997000000.0,11452000000.0,8093000000.0,16930000000.0,26932000000.0,748000000.0,27669000000.0,34021000000.0,7169000000.0,16845000000.0,1543000000.0,,,2377000000.0,13428000000.0,,,713000000.0,11017000000.0,6972000000.0,6560000000.0,153775000000.0,27196000000.0,72570000000.0,56539000000.0,37587000000.0,38335000000.0,115440000000.0,153775000000.0,54273000000.0,58901000000.0,10391000000.0
General Motors Co,GM,54930070NSV60J38I987,1467858,2014.0,FY,,2014-12-31,2016-02-03 13:20:41+00:00,22529000000.0,28184000000.0,-8073000000.0,18954000000.0,0.0,28953000000.0,9760000000.0,6410000000.0,,31721000000.0,9285000000.0,17206000000.0,34803000000.0,567000000.0,25414000000.0,30017000000.0,,9078000000.0,18068000000.0,,,17963000000.0,14082000000.0,,,1338000000.0,14577000000.0,14944000000.0,9222000000.0,177501000000.0,35457000000.0,83626000000.0,65657000000.0,35457000000.0,36024000000.0,141477000000.0,177501000000.0,59072000000.0,75820000000.0,
General Motors Co,GM,54930070NSV60J38I987,1467858,2014.0,Q3,,2014-09-30,2014-10-23 14:51:37+00:00,24773000000.0,29170000000.0,-2930000000.0,18060000000.0,0.0,28848000000.0,9978000000.0,1559000000.0,5085000000.0,27719000000.0,8898000000.0,19254000000.0,33171000000.0,561000000.0,23574000000.0,23926000000.0,15604000000.0,26552000000.0,1851000000.0,,,2377000000.0,14371000000.0,,,1375000000.0,13975000000.0,13386000000.0,9570000000.0,176908000000.0,39893000000.0,86640000000.0,67329000000.0,43002000000.0,43563000000.0,133345000000.0,176908000000.0,57097000000.0,66016000000.0,3109000000.0
