company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 12:09:38+00:00,-69200000.0,0.0,118800000.0,226700000.0,0.0,768900000.0,295400000.0,-860100000.0,566200000.0,-1400000.0,295400000.0,-860100000.0,564800000.0,100000.0,600000.0,-600000.0,220100000.0,0.0,-53000000.0,0.0,-747200000.0,-473500000.0,0.0,0.0,9300000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2014.0,Q4,2014-10-01,2014-12-31,,-5400000.0,,30900000.0,44000000.0,,217900000.0,123300000.0,-242500000.0,119400000.0,-100000.0,123300000.0,-242500000.0,119300000.0,100000.0,,,44500000.0,,-20700000.0,,-219800000.0,-94600000.0,,,3400000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-03 10:45:23+00:00,-63800000.0,0.0,87900000.0,182700000.0,0.0,551000000.0,172100000.0,-617600000.0,446800000.0,-1300000.0,172100000.0,-617600000.0,445500000.0,,600000.0,-600000.0,175600000.0,0.0,-32300000.0,0.0,-527400000.0,-378900000.0,,0.0,5900000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,FY,2015-01-01,2015-12-31,2017-02-17 12:09:38+00:00,-1400000.0,3100000.0,139900000.0,118300000.0,2563100000.0,3979000000.0,1405500000.0,-968600000.0,493700000.0,-200000.0,1405500000.0,-968600000.0,493500000.0,930400000.0,400000.0,-400000.0,232000000.0,-1450000000.0,120200000.0,-602700000.0,-1181000000.0,-3083900000.0,0.0,16000000.0,77600000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q4,2015-10-01,2015-12-31,,,1300000.0,38500000.0,-21900000.0,1394700000.0,-230000000.0,1113800000.0,-326000000.0,79400000.0,-100000.0,1113800000.0,-326000000.0,79300000.0,867100000.0,,,61500000.0,,-3200000.0,-49100000.0,-348000000.0,-1800000.0,,900000.0,24300000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-01 16:30:30+00:00,-1400000.0,1800000.0,101400000.0,140200000.0,1168400000.0,4209000000.0,291700000.0,-642600000.0,414300000.0,-100000.0,291700000.0,-642600000.0,414200000.0,63300000.0,400000.0,-400000.0,170500000.0,-1450000000.0,123400000.0,-553600000.0,-833000000.0,-3082100000.0,0.0,15100000.0,53300000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q3TTM,2014-10-01,2015-09-30,,-6800000.0,1800000.0,132300000.0,184200000.0,1168400000.0,4426900000.0,415000000.0,-885100000.0,533700000.0,-200000.0,415000000.0,-885100000.0,533500000.0,63400000.0,400000.0,-400000.0,215000000.0,-1450000000.0,102700000.0,-553600000.0,-1052800000.0,-3176700000.0,,15100000.0,56700000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q3,2015-07-01,2015-09-30,,-1400000.0,1200000.0,35000000.0,79900000.0,,-241300000.0,-543600000.0,323200000.0,147400000.0,,-543600000.0,323200000.0,147400000.0,-73000000.0,100000.0,-100000.0,31100000.0,,638500000.0,-48700000.0,-362800000.0,-253600000.0,,12900000.0,36000000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-02 06:33:02+00:00,0.0,600000.0,66400000.0,60300000.0,1168400000.0,4450300000.0,835300000.0,-965800000.0,266900000.0,-100000.0,835300000.0,-965800000.0,266800000.0,136300000.0,300000.0,-300000.0,139400000.0,-1450000000.0,-515100000.0,-504900000.0,-470200000.0,-2828500000.0,0.0,2200000.0,17300000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q2,2015-04-01,2015-06-30,,,600000.0,33900000.0,22300000.0,,3233000000.0,139500000.0,-113000000.0,103100000.0,-100000.0,139500000.0,-113000000.0,103000000.0,129500000.0,300000.0,-300000.0,46200000.0,-1450000000.0,185300000.0,-4900000.0,-306300000.0,-1638600000.0,,900000.0,7100000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 06:38:08+00:00,0.0,0.0,32500000.0,38000000.0,1168400000.0,1217300000.0,695800000.0,-852800000.0,163800000.0,0.0,695800000.0,-852800000.0,163800000.0,6800000.0,,0.0,93200000.0,,-700400000.0,-500000000.0,-163900000.0,-1189900000.0,0.0,1300000.0,10200000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q4,2016-10-01,2016-12-31,,,900000.0,47600000.0,-4400000.0,500000000.0,250000000.0,181500000.0,-341400000.0,107200000.0,,181500000.0,-341400000.0,107200000.0,-52700000.0,,,63100000.0,,-200000.0,-65600000.0,-342300000.0,-502900000.0,,600000.0,500000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,FY,2016-01-01,2016-12-31,2017-02-17 12:09:38+00:00,-6200000.0,10200000.0,172800000.0,49700000.0,500100000.0,500000000.0,216900000.0,-1428100000.0,359900000.0,300000.0,216900000.0,-1428100000.0,360200000.0,-851000000.0,-200000.0,200000.0,127400000.0,0.0,3600000.0,-256600000.0,-1438100000.0,-520400000.0,-6200000.0,2200000.0,10400000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q3TTM,2015-10-01,2016-09-30,,-6200000.0,10600000.0,163700000.0,32200000.0,1394800000.0,20000000.0,1149200000.0,-1412700000.0,332100000.0,200000.0,1149200000.0,-1412700000.0,332300000.0,68800000.0,-200000.0,200000.0,125800000.0,,600000.0,-240100000.0,-1443800000.0,-19300000.0,-6200000.0,2500000.0,34200000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q3,2016-07-01,2016-09-30,,-4300000.0,5300000.0,43600000.0,-6100000.0,100000.0,250000000.0,182100000.0,-408200000.0,-15800000.0,,182100000.0,-408200000.0,-15800000.0,-241900000.0,,,-58600000.0,,7500000.0,-66200000.0,-422000000.0,-1800000.0,,800000.0,9800000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q3YTD,2016-01-01,2016-09-30,2016-11-01 16:30:30+00:00,-6200000.0,9300000.0,125200000.0,54100000.0,100000.0,250000000.0,35400000.0,-1086700000.0,252700000.0,300000.0,35400000.0,-1086700000.0,253000000.0,-798300000.0,-200000.0,200000.0,64300000.0,0.0,3800000.0,-191000000.0,-1095800000.0,-17500000.0,-6200000.0,1600000.0,9900000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q2TTM,2015-07-01,2016-06-30,,-3300000.0,6500000.0,155100000.0,118200000.0,1394700000.0,-471300000.0,423500000.0,-681300000.0,495300000.0,200000.0,423500000.0,-681300000.0,495500000.0,237700000.0,-100000.0,100000.0,215500000.0,,631600000.0,-222600000.0,-1384600000.0,-271100000.0,-6200000.0,14600000.0,60400000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q2,2016-04-01,2016-06-30,,,2700000.0,41200000.0,19000000.0,,,-79000000.0,-285900000.0,98500000.0,,-79000000.0,-285900000.0,98500000.0,-266400000.0,,,35600000.0,,-1700000.0,-63600000.0,-284900000.0,-15200000.0,-200000.0,600000.0,100000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q2YTD,2016-01-01,2016-06-30,2016-08-02 06:33:02+00:00,-1900000.0,4000000.0,81600000.0,60200000.0,0.0,,-146700000.0,-678500000.0,268500000.0,300000.0,-146700000.0,-678500000.0,268800000.0,-556400000.0,-200000.0,200000.0,122900000.0,0.0,-3700000.0,-124800000.0,-673800000.0,-15700000.0,-6200000.0,800000.0,100000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q1TTM,2015-04-01,2016-03-31,,-3300000.0,4400000.0,147800000.0,121500000.0,1394700000.0,2761700000.0,642000000.0,-508400000.0,499900000.0,100000.0,642000000.0,-508400000.0,500000000.0,633600000.0,200000.0,-200000.0,226100000.0,-1450000000.0,818600000.0,-163900000.0,-1406000000.0,-1894500000.0,-6000000.0,14900000.0,67400000.0
Columbia Pipeline Group Inc ,CPGX,549300SRP1TQM9JJBG80,1629995,2016.0,Q1,2016-01-01,2016-03-31,2016-05-03 06:38:08+00:00,-1900000.0,1300000.0,40400000.0,41200000.0,0.0,,-67700000.0,-392600000.0,170000000.0,300000.0,-67700000.0,-392600000.0,170300000.0,-290000000.0,-200000.0,200000.0,87300000.0,,-2000000.0,-61200000.0,-388900000.0,-500000.0,-6000000.0,200000.0,0.0
