company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Safeway Inc ,SWY,,86144,2007.0,FY,2006-12-31,2007-12-29,2010-03-02 16:48:34+00:00,,5300000.0,393000000.0,406300000.0,1071200000.0,11100000.0,137600000.0,,2149600000.0,-454000000.0,-1686400000.0,2190500000.0,,,,-454000000.0,-1686400000.0,2190500000.0,61200000.0,888400000.0,888400000.0,,88000000.0,152100000.0,-57700000.0,-111500000.0,-1768700000.0,-2418100000.0,-226100000.0,140000000.0
Safeway Inc ,SWY,,86144,2008.0,Q4,2008-09-07,2009-01-03,,,1600000.0,464400000.0,379700000.0,370300000.0,9300000.0,243700000.0,,1437700000.0,-384900000.0,-565900000.0,966100000.0,,,,-384900000.0,-565900000.0,966100000.0,24600000.0,337900000.0,337900000.0,,12600000.0,1700000.0,-12700000.0,-35500000.0,-588400000.0,-1788800000.0,,35200000.0
Safeway Inc ,SWY,,86144,2008.0,FY,2007-12-30,2009-01-03,2011-02-28 13:28:09+00:00,,5100000.0,464400000.0,379700000.0,1141100000.0,-5600000.0,-33200000.0,,2130000000.0,-594300000.0,-1546000000.0,2250900000.0,,,,-594300000.0,-1546000000.0,2250900000.0,105000000.0,965300000.0,965300000.0,,172600000.0,33300000.0,-48100000.0,-132100000.0,-1595700000.0,-2266000000.0,-359500000.0,97800000.0
Safeway Inc ,SWY,,86144,2008.0,Q3,2008-06-15,2008-09-06,,,1200000.0,,,258700000.0,-8100000.0,67200000.0,,237800000.0,-208600000.0,-323100000.0,571900000.0,,,,-208600000.0,-323100000.0,571900000.0,32100000.0,199700000.0,199700000.0,,45100000.0,4100000.0,-11700000.0,-36000000.0,-330500000.0,-229700000.0,-184800000.0,19100000.0
Safeway Inc ,SWY,,86144,2008.0,Q3YTD,2007-12-30,2008-09-06,2009-10-19 11:48:41+00:00,,3500000.0,,,770800000.0,-14900000.0,-276900000.0,,692300000.0,-209400000.0,-980100000.0,1284800000.0,,,,-209400000.0,-980100000.0,1284800000.0,80400000.0,627400000.0,627400000.0,,160000000.0,31600000.0,-35400000.0,-96600000.0,-1007300000.0,-477200000.0,-359500000.0,62600000.0
Safeway Inc ,SWY,,86144,2008.0,Q2,2008-03-23,2008-06-14,,,1100000.0,,,260200000.0,-4900000.0,196200000.0,,-124500000.0,-353700000.0,-286300000.0,754100000.0,,,,-353700000.0,-286300000.0,754100000.0,109200000.0,234300000.0,234300000.0,,62300000.0,17000000.0,-13100000.0,-30200000.0,-303700000.0,-115400000.0,-100600000.0,30500000.0
Safeway Inc ,SWY,,86144,2008.0,Q2YTD,2007-12-30,2008-06-14,2009-07-27 12:57:33+00:00,,2300000.0,,,512100000.0,-6800000.0,-344100000.0,,454500000.0,-800000.0,-657000000.0,712900000.0,,,,-800000.0,-657000000.0,712900000.0,48300000.0,427700000.0,427700000.0,,114900000.0,27500000.0,-23700000.0,-60600000.0,-676800000.0,-247500000.0,-174700000.0,43500000.0
Safeway Inc ,SWY,,86144,2008.0,Q1,2007-12-30,2008-03-22,2009-05-06 13:47:47+00:00,,1200000.0,,,251900000.0,-1900000.0,-540300000.0,,579000000.0,352900000.0,-370700000.0,-41200000.0,,,,352900000.0,-370700000.0,-41200000.0,-60900000.0,193400000.0,193400000.0,,52600000.0,10500000.0,-10600000.0,-30400000.0,-373100000.0,-132100000.0,-74100000.0,13000000.0
Safeway Inc ,SWY,,86144,2009.0,Q4,2009-09-13,2010-01-02,,,1500000.0,97700000.0,335600000.0,368100000.0,13200000.0,475400000.0,,620100000.0,-922900000.0,-261500000.0,1262400000.0,,,,-922900000.0,-261500000.0,1262400000.0,91200000.0,-1609100000.0,-1609100000.0,,2026500000.0,25400000.0,-28500000.0,-40600000.0,-248800000.0,-1084700000.0,-443100000.0,15800000.0
Safeway Inc ,SWY,,86144,2009.0,FY,2009-01-04,2010-01-02,2012-02-27 14:02:48+00:00,0.0,4800000.0,97700000.0,335600000.0,1171200000.0,28300000.0,250300000.0,,1653700000.0,-1600300000.0,-889000000.0,2549700000.0,,,,-1600300000.0,-889000000.0,2549700000.0,88700000.0,-1097500000.0,-1097500000.0,,2220900000.0,45500000.0,-60300000.0,-153100000.0,-851600000.0,-2261500000.0,-884900000.0,22900000.0
Safeway Inc ,SWY,,86144,2009.0,Q3TTM,2008-09-07,2009-09-12,,,4900000.0,464400000.0,379700000.0,1173400000.0,24400000.0,18600000.0,,2471300000.0,-1062300000.0,-1193400000.0,2253400000.0,,,,-1062300000.0,-1193400000.0,2253400000.0,22100000.0,849500000.0,849500000.0,,207000000.0,21800000.0,-44500000.0,-148000000.0,-1191200000.0,-2965600000.0,-441800000.0,42300000.0
Safeway Inc ,SWY,,86144,2009.0,Q3,2009-06-21,2009-09-12,,,1100000.0,,,270400000.0,8600000.0,140000000.0,,503100000.0,-284600000.0,-166300000.0,603200000.0,,,,-284600000.0,-166300000.0,603200000.0,160900000.0,128800000.0,128800000.0,,62900000.0,18800000.0,-10200000.0,-41600000.0,-157200000.0,-573400000.0,-191500000.0,1100000.0
Safeway Inc ,SWY,,86144,2009.0,Q3YTD,2009-01-04,2009-09-12,2010-10-18 13:47:45+00:00,,3300000.0,,,803100000.0,15100000.0,-225100000.0,,1033600000.0,-677400000.0,-627500000.0,1287300000.0,,,,-677400000.0,-627500000.0,1287300000.0,-2500000.0,511600000.0,511600000.0,,194400000.0,20100000.0,-31800000.0,-112500000.0,-602800000.0,-1176800000.0,-441800000.0,7100000.0
Safeway Inc ,SWY,,86144,2009.0,Q2TTM,2008-06-15,2009-06-20,,,5000000.0,464400000.0,379700000.0,1161700000.0,7700000.0,-54200000.0,,2206000000.0,-986300000.0,-1350200000.0,2222100000.0,,,,-986300000.0,-1350200000.0,2222100000.0,-106700000.0,920400000.0,920400000.0,,189200000.0,7100000.0,-46000000.0,-142400000.0,-1364500000.0,-2621900000.0,-435100000.0,60300000.0
Safeway Inc ,SWY,,86144,2009.0,Q2,2009-03-29,2009-06-20,,,1000000.0,,,268300000.0,4100000.0,255300000.0,,13200000.0,-523800000.0,-208400000.0,835100000.0,,,,-523800000.0,-208400000.0,835100000.0,107000000.0,238600000.0,238600000.0,,71900000.0,700000.0,-11200000.0,-35300000.0,-202100000.0,-316600000.0,-185800000.0,4900000.0
Safeway Inc ,SWY,,86144,2009.0,Q2YTD,2009-01-04,2009-06-20,2010-08-16 11:55:00+00:00,,2200000.0,,,532700000.0,6500000.0,-365100000.0,,530500000.0,-392800000.0,-461200000.0,684100000.0,,,,-392800000.0,-461200000.0,684100000.0,-163400000.0,382800000.0,382800000.0,,131500000.0,1300000.0,-21600000.0,-70900000.0,-445600000.0,-603400000.0,-250300000.0,6000000.0
Safeway Inc ,SWY,,86144,2009.0,Q1,2009-01-04,2009-03-28,2010-04-30 16:35:27+00:00,,1200000.0,,,264400000.0,2400000.0,-620400000.0,,517300000.0,131000000.0,-252800000.0,-151000000.0,,,,131000000.0,-252800000.0,-151000000.0,-270400000.0,144200000.0,144200000.0,,59600000.0,600000.0,-10400000.0,-35600000.0,-243500000.0,-286800000.0,-64500000.0,1100000.0
Safeway Inc ,SWY,,86144,2009.0,Q1TTM,2008-03-23,2009-03-28,,,5100000.0,464400000.0,379700000.0,1153600000.0,-1300000.0,-113300000.0,,2068300000.0,-816200000.0,-1428100000.0,2141100000.0,,,,-816200000.0,-1428100000.0,2141100000.0,-104500000.0,916100000.0,916100000.0,,179600000.0,23400000.0,-47900000.0,-137300000.0,-1466100000.0,-2420700000.0,-349900000.0,85900000.0
Safeway Inc ,SWY,,86144,2010.0,Q4,2010-09-12,2011-01-01,,,-3300000.0,325600000.0,315700000.0,356300000.0,19500000.0,410400000.0,,164600000.0,-628500000.0,-248200000.0,1003100000.0,,,,-628500000.0,-248200000.0,1003100000.0,145900000.0,230800000.0,230800000.0,,8900000.0,48900000.0,-6700000.0,-44700000.0,-282100000.0,-627300000.0,-170000000.0,40600000.0
Safeway Inc ,SWY,,86144,2010.0,FY,2010-01-03,2011-01-01,2013-02-26 16:57:11+00:00,0.0,,325600000.0,315700000.0,1162400000.0,24500000.0,-63800000.0,,1627600000.0,-768100000.0,-798800000.0,1849700000.0,,0.0,,-768100000.0,-798800000.0,1849700000.0,307300000.0,590600000.0,590600000.0,0.0,160500000.0,118700000.0,-45800000.0,-168100000.0,-837500000.0,-1725200000.0,-621100000.0,84500000.0
Safeway Inc ,SWY,,86144,2010.0,Q3TTM,2009-09-13,2010-09-11,,,4800000.0,97700000.0,335600000.0,1174200000.0,18200000.0,1200000.0,,2083100000.0,-1062500000.0,-812100000.0,2109000000.0,,,,-1062500000.0,-812100000.0,2109000000.0,252600000.0,-1249300000.0,-1249300000.0,,2178100000.0,95200000.0,-67600000.0,-164000000.0,-804200000.0,-2182600000.0,-894200000.0,59700000.0
Safeway Inc ,SWY,,86144,2010.0,Q3,2010-06-20,2010-09-11,,,1100000.0,,,267500000.0,400000.0,109500000.0,,923600000.0,-295200000.0,-157000000.0,537500000.0,,,,-295200000.0,-157000000.0,537500000.0,85700000.0,122700000.0,122700000.0,,36700000.0,900000.0,-14800000.0,-45800000.0,-170700000.0,-991400000.0,-182500000.0,28500000.0
Safeway Inc ,SWY,,86144,2010.0,Q3YTD,2010-01-03,2010-09-11,2011-10-18 12:53:08+00:00,,3300000.0,,,806100000.0,5000000.0,-474200000.0,,1463000000.0,-139600000.0,-550600000.0,846600000.0,,,,-139600000.0,-550600000.0,846600000.0,161400000.0,359800000.0,359800000.0,,151600000.0,69800000.0,-39100000.0,-123400000.0,-555400000.0,-1097900000.0,-451100000.0,43900000.0
Safeway Inc ,SWY,,86144,2010.0,Q2TTM,2009-06-21,2010-06-19,,,4800000.0,97700000.0,335600000.0,1177100000.0,26400000.0,31700000.0,,1662600000.0,-1051900000.0,-821400000.0,2174700000.0,,,,-1051900000.0,-821400000.0,2174700000.0,327800000.0,-1243200000.0,-1243200000.0,,2204300000.0,113100000.0,-63000000.0,-159800000.0,-790700000.0,-1764600000.0,-903200000.0,32300000.0
Safeway Inc ,SWY,,86144,2010.0,Q2,2010-03-28,2010-06-19,,,1100000.0,,,269600000.0,-800000.0,92200000.0,,34500000.0,-260700000.0,-200900000.0,551100000.0,,,,-260700000.0,-200900000.0,551100000.0,88700000.0,141300000.0,141300000.0,,46900000.0,11100000.0,-12000000.0,-38800000.0,-192100000.0,-98100000.0,-169400000.0,3200000.0
Safeway Inc ,SWY,,86144,2010.0,Q2YTD,2010-01-03,2010-06-19,2011-07-22 15:59:32+00:00,,2200000.0,,,538600000.0,4600000.0,-583700000.0,,539400000.0,155600000.0,-393600000.0,309100000.0,,,,155600000.0,-393600000.0,309100000.0,75700000.0,237100000.0,237100000.0,,114900000.0,68900000.0,-24300000.0,-77600000.0,-384700000.0,-106500000.0,-268600000.0,15400000.0
Safeway Inc ,SWY,,86144,2010.0,Q1TTM,2009-03-29,2010-03-27,,,4700000.0,97700000.0,335600000.0,1175800000.0,31300000.0,194800000.0,,1641300000.0,-1315000000.0,-828900000.0,2458700000.0,,,,-1315000000.0,-828900000.0,2458700000.0,346100000.0,-1145900000.0,-1145900000.0,,2229300000.0,102700000.0,-62200000.0,-156300000.0,-800700000.0,-1983100000.0,-919600000.0,34000000.0
Safeway Inc ,SWY,,86144,2010.0,Q1,2010-01-03,2010-03-27,2011-05-03 14:28:57+00:00,,1100000.0,,,269000000.0,5400000.0,-675900000.0,,504900000.0,416300000.0,-192700000.0,-242000000.0,,,,416300000.0,-192700000.0,-242000000.0,-13000000.0,95800000.0,95800000.0,,68000000.0,57800000.0,-12300000.0,-38800000.0,-192600000.0,-8400000.0,-99200000.0,12200000.0
Safeway Inc ,SWY,,86144,2011.0,Q4,2011-09-11,2011-12-31,,-35900000.0,,336200000.0,302600000.0,178700000.0,400000.0,565100000.0,,2049200000.0,-830500000.0,-178800000.0,859100000.0,336400000.0,-91300000.0,453600000.0,-494100000.0,-270100000.0,1312700000.0,548900000.0,216800000.0,65800000.0,151000000.0,49500000.0,2400000.0,11400000.0,-49300000.0,-309900000.0,-2008400000.0,-824400000.0,155600000.0
Safeway Inc ,SWY,,86144,2011.0,FY,2011-01-02,2011-12-31,2014-02-25 18:34:52+00:00,-35900000.0,,336200000.0,302600000.0,973000000.0,18800000.0,173200000.0,0.0,3177900000.0,-1413700000.0,-923200000.0,1570000000.0,336400000.0,-91300000.0,453600000.0,-1077300000.0,-1014500000.0,2023600000.0,-49400000.0,518200000.0,367200000.0,151000000.0,56600000.0,75200000.0,-59800000.0,-188000000.0,-992400000.0,-2924800000.0,-1554000000.0,164900000.0
Safeway Inc ,SWY,,86144,2011.0,Q3TTM,2010-09-12,2011-09-10,,,-3300000.0,325600000.0,315700000.0,1150600000.0,37900000.0,18500000.0,,1293300000.0,-1211700000.0,-992600000.0,1714000000.0,,,,-1211700000.0,-992600000.0,1714000000.0,-452400000.0,532200000.0,532200000.0,,16000000.0,121700000.0,-77900000.0,-183400000.0,-964600000.0,-1543700000.0,-899600000.0,49900000.0
Safeway Inc ,SWY,,86144,2011.0,Q3,2011-06-19,2011-09-10,,,,,,265300000.0,-900000.0,79200000.0,,173000000.0,-153700000.0,-339100000.0,523300000.0,,,,-153700000.0,-339100000.0,523300000.0,29600000.0,130200000.0,130200000.0,,48600000.0,500000.0,-53700000.0,-50700000.0,-288400000.0,-81400000.0,-195100000.0,3000000.0
Safeway Inc ,SWY,,86144,2011.0,Q3YTD,2011-01-02,2011-09-10,2012-10-16 13:26:15+00:00,,,,,794300000.0,18400000.0,-391900000.0,,1128700000.0,-583200000.0,-744400000.0,710900000.0,,0.0,,-583200000.0,-744400000.0,710900000.0,-598300000.0,301400000.0,301400000.0,0.0,7100000.0,72800000.0,-71200000.0,-138700000.0,-682500000.0,-916400000.0,-729600000.0,9300000.0
Safeway Inc ,SWY,,86144,2011.0,Q2TTM,2010-06-20,2011-06-18,,,-2200000.0,325600000.0,315700000.0,1152800000.0,39200000.0,48800000.0,,2043900000.0,-1353200000.0,-810500000.0,1728200000.0,,,,-1353200000.0,-810500000.0,1728200000.0,-396300000.0,524700000.0,524700000.0,,4100000.0,122100000.0,-39000000.0,-178500000.0,-846900000.0,-2453700000.0,-887000000.0,75400000.0
Safeway Inc ,SWY,,86144,2011.0,Q2,2011-03-27,2011-06-18,,,,,,263900000.0,5400000.0,-71900000.0,,399300000.0,-296700000.0,-216900000.0,247600000.0,,,,-296700000.0,-216900000.0,247600000.0,-260600000.0,146100000.0,146100000.0,,-90500000.0,50000000.0,-8200000.0,-43800000.0,-209000000.0,-300700000.0,-401500000.0,300000.0
Safeway Inc ,SWY,,86144,2011.0,Q2YTD,2011-01-02,2011-06-18,2012-07-24 14:19:49+00:00,,,,,529000000.0,19300000.0,-471100000.0,,955700000.0,-429500000.0,-405300000.0,187600000.0,,0.0,,-429500000.0,-405300000.0,187600000.0,-627900000.0,171200000.0,171200000.0,0.0,-41500000.0,72300000.0,-17500000.0,-88000000.0,-394100000.0,-835000000.0,-534500000.0,6300000.0
Safeway Inc ,SWY,,86144,2011.0,Q1TTM,2010-03-28,2011-03-26,,,-1100000.0,325600000.0,315700000.0,1158500000.0,33000000.0,212900000.0,,1679100000.0,-1317200000.0,-794500000.0,2031700000.0,,,,-1317200000.0,-794500000.0,2031700000.0,-47000000.0,519900000.0,519900000.0,,141500000.0,83200000.0,-42800000.0,-173500000.0,-830000000.0,-2251100000.0,-654900000.0,78300000.0
Safeway Inc ,SWY,,86144,2011.0,Q1,2011-01-02,2011-03-26,2012-05-01 12:28:30+00:00,,,,,265100000.0,13900000.0,-399200000.0,,556400000.0,-132800000.0,-188400000.0,-60000000.0,,,,-132800000.0,-188400000.0,-60000000.0,-367300000.0,25100000.0,25100000.0,0.0,49000000.0,22300000.0,-9300000.0,-44200000.0,-185100000.0,-534300000.0,-133000000.0,6000000.0
Safeway Inc ,SWY,,86144,2012.0,FY,2012-01-01,2012-12-29,2015-03-04 08:16:24+00:00,,,380900000.0,322300000.0,952800000.0,-1100000.0,-31300000.0,,3508100000.0,-1329100000.0,-593200000.0,1226500000.0,-44700000.0,21200000.0,343200000.0,-1373800000.0,-572000000.0,1569700000.0,-377200000.0,598100000.0,249200000.0,348900000.0,55800000.0,5100000.0,-56100000.0,-163900000.0,-800100000.0,-3403900000.0,-1274500000.0,263000000.0
Safeway Inc ,SWY,,86144,2012.0,Q4,2012-09-09,2012-12-29,,,,380900000.0,322300000.0,254500000.0,-500000.0,719400000.0,,1311600000.0,-850700000.0,-88800000.0,1086500000.0,-74500000.0,-47300000.0,124700000.0,-925200000.0,-136100000.0,1211200000.0,149400000.0,245300000.0,132400000.0,112900000.0,-19800000.0,1300000.0,-25500000.0,-41900000.0,-170300000.0,-2121700000.0,,107000000.0
Safeway Inc ,SWY,,86144,2012.0,Q3TTM,2011-09-11,2012-09-08,,-35900000.0,,336200000.0,302600000.0,877000000.0,-200000.0,-185600000.0,,4245700000.0,-1308900000.0,-683200000.0,999100000.0,366200000.0,-22800000.0,672100000.0,-942700000.0,-706000000.0,1671200000.0,22300000.0,569600000.0,182600000.0,387000000.0,125100000.0,6200000.0,-19200000.0,-171300000.0,-939700000.0,-3290600000.0,-2098900000.0,311600000.0
