company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Safeway Inc ,SWY,,86144,2008.0,FY,,2009-01-03,2010-03-02 16:48:34+00:00,2448500000.0,515100000.0,694200000.0,9049200000.0,-228700000.0,516600000.0,382800000.0,,4134200000.0,,107200000.0,450300000.0,2390200000.0,19692300000.0,4184200000.0,207100000.0,2591400000.0,10643100000.0,,249600000.0,597200000.0,486900000.0,,,268100000.0,651700000.0,,7657500000.0,799000000.0,17484700000.0,6786200000.0,3976200000.0,4499200000.0,6786200000.0,6786200000.0,10698500000.0,17484700000.0,2865400000.0,6199300000.0,-4776800000.0
Safeway Inc ,SWY,,86144,2009.0,FY,,2010-01-02,2011-02-28 13:28:09+00:00,2458900000.0,522400000.0,708200000.0,9965300000.0,-13800000.0,486600000.0,471500000.0,,4218300000.0,,103100000.0,426800000.0,426600000.0,20248000000.0,3874300000.0,169900000.0,2508900000.0,10282700000.0,,150500000.0,635400000.0,322500000.0,,,259100000.0,632600000.0,,6403700000.0,540800000.0,14963600000.0,4946400000.0,3825300000.0,4237800000.0,4946400000.0,4946400000.0,10017200000.0,14963600000.0,855600000.0,5779400000.0,-5661800000.0
Safeway Inc ,SWY,,86144,2009.0,Q3,,2009-09-12,2009-10-19 11:48:41+00:00,1965300000.0,404800000.0,663400000.0,9719100000.0,-53600000.0,495900000.0,380300000.0,,4180100000.0,95100000.0,114700000.0,400200000.0,2397300000.0,20104900000.0,3829500000.0,213000000.0,2601000000.0,10385800000.0,,273700000.0,619200000.0,252900000.0,,,294300000.0,660500000.0,,8051600000.0,1042700000.0,17024500000.0,6959400000.0,3734100000.0,4186300000.0,6959400000.0,6959400000.0,10065100000.0,17024500000.0,2904600000.0,5878800000.0,-5218700000.0
Safeway Inc ,SWY,,86144,2009.0,Q2,,2009-06-20,2009-07-27 12:57:33+00:00,2105700000.0,442000000.0,608300000.0,9428300000.0,-159900000.0,500300000.0,219400000.0,0.0,4162300000.0,190700000.0,114600000.0,405200000.0,2392100000.0,19857000000.0,4382600000.0,210000000.0,2639400000.0,10428700000.0,,268200000.0,607300000.0,314900000.0,,,294400000.0,655600000.0,,7963500000.0,545000000.0,17131600000.0,6938800000.0,3806400000.0,3778800000.0,6938800000.0,6938800000.0,10192800000.0,17131600000.0,2896500000.0,6414000000.0,-5027100000.0
Safeway Inc ,SWY,,86144,2009.0,Q1,,2009-03-28,2009-05-06 13:47:47+00:00,1965900000.0,400400000.0,580300000.0,9165800000.0,-291300000.0,506500000.0,112400000.0,0.0,4149500000.0,195300000.0,110500000.0,365000000.0,2385700000.0,19602100000.0,4675500000.0,207300000.0,2730200000.0,10436300000.0,,257400000.0,590700000.0,295500000.0,,,274300000.0,655800000.0,,7766500000.0,546400000.0,17037400000.0,6783400000.0,3733800000.0,3568100000.0,6783400000.0,6783400000.0,10254000000.0,17037400000.0,2867300000.0,6685900000.0,-4841300000.0
Safeway Inc ,SWY,,86144,2010.0,FY,,2011-01-01,2012-02-27 14:02:48+00:00,2533400000.0,557400000.0,679300000.0,10323200000.0,88000000.0,456200000.0,778800000.0,0.0,4369100000.0,,96300000.0,468900000.0,430900000.0,20233400000.0,3843800000.0,187200000.0,2623400000.0,9910200000.0,4400000.0,153500000.0,727900000.0,,,,386800000.0,654800000.0,273400000.0,6820000000.0,536300000.0,15148100000.0,4993300000.0,4233000000.0,4314200000.0,4993300000.0,4997700000.0,10150400000.0,15148100000.0,1004900000.0,5836200000.0,-6283800000.0
Safeway Inc ,SWY,,86144,2010.0,Q3,,2010-09-11,2010-10-18 13:47:45+00:00,2024600000.0,410200000.0,640300000.0,10351100000.0,45800000.0,464600000.0,632900000.0,,4306500000.0,,103300000.0,417400000.0,427800000.0,20315100000.0,4285900000.0,177600000.0,2570400000.0,9964000000.0,3200000.0,181700000.0,657500000.0,372200000.0,,,300900000.0,662900000.0,,6634600000.0,541300000.0,14856000000.0,4873300000.0,3985700000.0,3726900000.0,4873300000.0,4876500000.0,9979500000.0,14856000000.0,906300000.0,6252600000.0,-6113600000.0
Safeway Inc ,SWY,,86144,2010.0,Q2,,2010-06-19,2010-08-16 11:55:00+00:00,2170800000.0,458000000.0,603000000.0,10327200000.0,36700000.0,471900000.0,547200000.0,,4305500000.0,,103300000.0,419900000.0,428100000.0,20417100000.0,3837300000.0,174400000.0,2632900000.0,10089900000.0,2600000.0,175100000.0,650100000.0,475000000.0,,,292700000.0,656100000.0,,6556500000.0,1040500000.0,15098200000.0,4967600000.0,4113100000.0,4337500000.0,4967600000.0,4970200000.0,10128000000.0,15098200000.0,895200000.0,5790500000.0,-5931100000.0
Safeway Inc ,SWY,,86144,2010.0,Q1,,2010-03-27,2010-04-30 16:35:27+00:00,1967900000.0,419800000.0,579700000.0,10163200000.0,30500000.0,480100000.0,458500000.0,,4284600000.0,,103200000.0,419300000.0,428400000.0,20343500000.0,3888900000.0,172900000.0,2705200000.0,10180300000.0,2600000.0,167500000.0,644500000.0,320900000.0,,,271400000.0,648700000.0,,6460900000.0,1040600000.0,14957400000.0,5014400000.0,3904400000.0,4110700000.0,5014400000.0,5017000000.0,9940400000.0,14957400000.0,872700000.0,5829700000.0,-5761600000.0
Safeway Inc ,SWY,,86144,2011.0,FY,,2011-12-31,2013-02-26 16:57:11+00:00,2917000000.0,652100000.0,675900000.0,10740300000.0,-61500000.0,404700000.0,729400000.0,0.0,4469900000.0,,77800000.0,500900000.0,469800000.0,20377900000.0,4165000000.0,196800000.0,2469600000.0,9637600000.0,6000000.0,141900000.0,904500000.0,,,,582600000.0,730100000.0,335700000.0,7175300000.0,840500000.0,15073600000.0,3709300000.0,4186800000.0,5012100000.0,3709300000.0,3715300000.0,11358300000.0,15073600000.0,1249200000.0,6346200000.0,-7874400000.0
Safeway Inc ,SWY,,86144,2011.0,Q3,,2011-09-10,2011-10-18 12:53:08+00:00,2290700000.0,499400000.0,649800000.0,10687600000.0,148000000.0,433400000.0,180500000.0,0.0,4455800000.0,,96500000.0,457600000.0,431000000.0,20452200000.0,3772600000.0,192200000.0,2779600000.0,9764600000.0,4800000.0,140400000.0,584000000.0,301900000.0,,,365600000.0,677100000.0,,6977300000.0,842300000.0,14514800000.0,4565600000.0,3761400000.0,4336900000.0,4565600000.0,4570400000.0,9944400000.0,14514800000.0,988800000.0,5607500000.0,-7015500000.0
Safeway Inc ,SWY,,86144,2011.0,Q2,,2011-06-18,2011-07-22 15:59:32+00:00,2374300000.0,536900000.0,578100000.0,10652200000.0,153400000.0,442600000.0,150900000.0,0.0,4444600000.0,,96900000.0,471900000.0,432300000.0,20434800000.0,4485100000.0,185500000.0,2772600000.0,9782600000.0,4600000.0,129300000.0,584500000.0,354300000.0,,,336100000.0,674300000.0,,6896500000.0,35500000.0,14551200000.0,4674100000.0,3814700000.0,3556700000.0,4674100000.0,4678700000.0,9872500000.0,14551200000.0,953900000.0,6315800000.0,-6820400000.0
Safeway Inc ,SWY,,86144,2011.0,Q1,,2011-03-26,2011-05-03 14:28:57+00:00,2185100000.0,454300000.0,656100000.0,10539200000.0,137700000.0,449900000.0,411500000.0,,4397200000.0,,96900000.0,430000000.0,432600000.0,20351900000.0,4375000000.0,182900000.0,2730000000.0,9812700000.0,4400000.0,106200000.0,731400000.0,264600000.0,,,329500000.0,670700000.0,,6801400000.0,35700000.0,14618100000.0,4876700000.0,3860400000.0,3403800000.0,4876700000.0,4881100000.0,9737000000.0,14618100000.0,945000000.0,6333200000.0,-6459600000.0
Safeway Inc ,SWY,,86144,2012.0,FY,,2012-12-29,2014-02-25 18:34:52+00:00,3125000000.0,909000000.0,683300000.0,11525500000.0,-73800000.0,411600000.0,352200000.0,0.0,4511700000.0,,30400000.0,460900000.0,471500000.0,20750100000.0,4831900000.0,191700000.0,2562000000.0,9224600000.0,5500000.0,178500000.0,914500000.0,,0.0,,601300000.0,781500000.0,344700000.0,7585600000.0,330200000.0,14657000000.0,2903700000.0,4167900000.0,4629800000.0,2903700000.0,2909200000.0,11747800000.0,14657000000.0,1264500000.0,7118000000.0,-9119800000.0
Safeway Inc ,SWY,,86144,2012.0,Q3,,2012-09-08,2012-10-16 13:26:15+00:00,2346100000.0,561200000.0,679600000.0,11291000000.0,22300000.0,402700000.0,202800000.0,0.0,4495800000.0,,61200000.0,420600000.0,473000000.0,20723300000.0,5954400000.0,209300000.0,2742700000.0,9432300000.0,6800000.0,181500000.0,837700000.0,,,,576400000.0,752600000.0,301900000.0,7381500000.0,76400000.0,14499600000.0,2780000000.0,3808600000.0,3583900000.0,2780000000.0,2786800000.0,11712800000.0,14499600000.0,1258700000.0,8128900000.0,-9119600000.0
Safeway Inc ,SWY,,86144,2012.0,Q2,,2012-06-16,2012-07-24 14:19:49+00:00,2471600000.0,613800000.0,662300000.0,11018000000.0,-47000000.0,407100000.0,252500000.0,0.0,4486000000.0,,61100000.0,430100000.0,468600000.0,20545400000.0,5658000000.0,202200000.0,2827300000.0,9527400000.0,6400000.0,170600000.0,856100000.0,,,,565800000.0,724700000.0,413000000.0,7266500000.0,836600000.0,14870600000.0,2586000000.0,4106600000.0,4461700000.0,2586000000.0,2592400000.0,12278200000.0,14870600000.0,1236600000.0,7816500000.0,-9119500000.0
Safeway Inc ,SWY,,86144,2012.0,Q1,,2012-03-24,2012-05-01 12:28:30+00:00,2453200000.0,519100000.0,641000000.0,10914500000.0,-26400000.0,405000000.0,134500000.0,0.0,4474500000.0,,61200000.0,421100000.0,471700000.0,20580100000.0,5438400000.0,200000000.0,2850400000.0,9665600000.0,6200000.0,161200000.0,889500000.0,,,,581500000.0,713100000.0,356700000.0,7185700000.0,834900000.0,14779500000.0,2754700000.0,3860700000.0,4411400000.0,2754700000.0,2760900000.0,12018600000.0,14779500000.0,1253200000.0,7607200000.0,-8879100000.0
