company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2008.0,FY,,2008-12-31,2009-11-05 15:54:08+00:00,67132000.0,-24291000.0,241510000.0,0.0,3561053000.0,,325369000.0,5992884000.0,8020439000.0,570112000.0,2296598000.0,0.0,173750000.0,268953000.0,55652000.0,21970000.0,154953000.0,100000000.0,10917476000.0,3688993000.0,3688993000.0,4259105000.0,6602719000.0,10917476000.0,0.0,11590000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2009.0,FY,,2009-12-31,2011-02-25 16:39:20+00:00,76058000.0,-21777000.0,1448933000.0,0.0,4375068000.0,,294395000.0,6719771000.0,9065881000.0,623057000.0,1507681000.0,0.0,127538000.0,300625000.0,55652000.0,21867000.0,95433000.0,0.0,12348703000.0,4446002000.0,4446002000.0,5069059000.0,7223992000.0,12348703000.0,0.0,9946000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2009.0,Q3,,2009-09-30,2009-11-05 15:54:08+00:00,49536000.0,-22411000.0,782106000.0,0.0,4364261000.0,,288642000.0,6008990000.0,8043456000.0,626175000.0,2486456000.0,0.0,131193000.0,309640000.0,55652000.0,20681000.0,111463000.0,0.0,11631777000.0,4450591000.0,4450591000.0,5076766000.0,6499359000.0,11631777000.0,0.0,10436000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2009.0,Q2,,2009-06-30,2009-08-06 16:39:25+00:00,66463000.0,-28464000.0,819245000.0,0.0,4360215000.0,,283830000.0,5957696000.0,8025888000.0,625853000.0,2418239000.0,0.0,430944000.0,,55652000.0,22289000.0,115027000.0,0.0,11580664000.0,4444056000.0,4444056000.0,5069909000.0,6455103000.0,11580664000.0,0.0,11173000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2010.0,FY,,2010-12-31,2012-02-28 17:15:09+00:00,62327000.0,-18436000.0,478948000.0,0.0,4418564000.0,69005000.0,436019000.0,7786001000.0,10441117000.0,591550000.0,1606411000.0,,237467000.0,242623000.0,55652000.0,308031000.0,-24763000.0,0.0,13348263000.0,4372643000.0,4372643000.0,4964193000.0,8328418000.0,13348263000.0,0.0,8732000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2010.0,Q3,,2010-09-30,2010-11-05 17:07:32+00:00,84689000.0,-19530000.0,1270074000.0,0.0,4426112000.0,,300882000.0,7444886000.0,8526202000.0,616182000.0,2642996000.0,0.0,104914000.0,280602000.0,55652000.0,300771000.0,58051000.0,0.0,13048836000.0,4461911000.0,4461911000.0,5078093000.0,7915091000.0,13048836000.0,0.0,7911000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2010.0,Q2,,2010-06-30,2010-08-06 12:16:46+00:00,80521000.0,-20155000.0,1703448000.0,0.0,4395828000.0,,289388000.0,7229300000.0,8543035000.0,625563000.0,2219422000.0,0.0,95423000.0,257865000.0,55652000.0,25382000.0,70426000.0,0.0,12787701000.0,4443377000.0,4443377000.0,5068940000.0,7663109000.0,12787701000.0,0.0,7026000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2010.0,Q1,,2010-03-31,2010-05-06 16:51:23+00:00,69166000.0,-21145000.0,1220392000.0,0.0,4382465000.0,,291564000.0,6674899000.0,8449951000.0,628238000.0,2260995000.0,0.0,115755000.0,270389000.0,55652000.0,20848000.0,78645000.0,0.0,12251342000.0,4437243000.0,4437243000.0,5065481000.0,7130209000.0,12251342000.0,0.0,7592000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2011.0,FY,,2011-12-31,2013-02-28 17:13:01+00:00,69105000.0,-16138000.0,1823208000.0,0.0,4937938000.0,89854000.0,445403000.0,8704138000.0,10746486000.0,547518000.0,1628135000.0,,293515000.0,247040000.0,55652000.0,40332000.0,-53080000.0,0.0,14782966000.0,4865998000.0,4865998000.0,5413516000.0,9313798000.0,14782966000.0,0.0,9548000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2011.0,Q3,,2011-09-30,2011-11-08 17:23:50+00:00,89555000.0,-16717000.0,1063024000.0,0.0,4917916000.0,84782000.0,441700000.0,7950363000.0,9739874000.0,558625000.0,2605347000.0,0.0,244555000.0,256512000.0,55652000.0,36759000.0,-72941000.0,0.0,13980798000.0,4825536000.0,4825536000.0,5384161000.0,8540985000.0,13980798000.0,0.0,9312000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2011.0,Q2,,2011-06-30,2011-08-08 16:49:54+00:00,62046000.0,-17294000.0,780584000.0,0.0,4847467000.0,79884000.0,449014000.0,7941643000.0,9602303000.0,579793000.0,2660013000.0,,231702000.0,256626000.0,55652000.0,302439000.0,-69537000.0,0.0,13884212000.0,4757914000.0,4757914000.0,5336543000.0,8492017000.0,13884212000.0,0.0,9975000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2011.0,Q1,,2011-03-31,2011-05-09 17:21:15+00:00,88070000.0,-17867000.0,747305000.0,0.0,4773110000.0,,449076000.0,7937264000.0,9915702000.0,593417000.0,2407898000.0,0.0,210392000.0,254636000.0,55652000.0,305692000.0,-56479000.0,0.0,13835473000.0,4696042000.0,4696042000.0,5289459000.0,8490362000.0,13835473000.0,0.0,9800000.0,-2722000.0
Boston Properties Inc,BXP,549300OF70FSEUQBT254,1037540,2012.0,FY,,2012-12-31,2014-02-28 17:22:48+00:00,72461000.0,-13817000.0,1041978000.0,0.0,5223589000.0,104816000.0,588235000.0,8912369000.0,11959168000.0,537789000.0,1700771000.0,,324613000.0,309590000.0,208434000.0,55181000.0,-109985000.0,0.0,15462321000.0,5097065000.0,5097065000.0,5634854000.0,9619033000.0,15462321000.0,0.0,12172000.0,-2722000.0
