company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 14:34:19+00:00,0.77,0.77,0.795,266100000.0,0.77,0.0,94400000.0,162400000.0,162400000.0,,162400000.0,0.0,2215900000.0,3375300000.0,,27800000.0,211500000.0,900000.0,0.0,295900000.0,2215900000.0,1159400000.0,228900000.0,72900000.0,774400000.0,385000000.0,-128200000.0,256800000.0,3375300000.0,210900000.0,210600000.0,211400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:36:36+00:00,1.0,1.0,0.8,287900000.0,1.0,0.0,98600000.0,213900000.0,213900000.0,,213900000.0,0.0,1788900000.0,3310500000.0,,32600000.0,412000000.0,,25700000.0,335800000.0,1788900000.0,1521600000.0,227000000.0,46700000.0,1061400000.0,460200000.0,-147700000.0,312500000.0,3310500000.0,213900000.0,211800000.0,213100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 07:06:56+00:00,0.3,0.3,0.2,72800000.0,0.3,0.0,27900000.0,64800000.0,64800000.0,,64800000.0,0.0,516800000.0,896300000.0,,3700000.0,56100000.0,,25000000.0,90600000.0,516800000.0,379500000.0,57300000.0,11300000.0,244500000.0,135000000.0,-42300000.0,92700000.0,896300000.0,216000000.0,211900000.0,213200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 09:54:49+00:00,0.29,0.29,0.2,71300000.0,0.29,,27300000.0,60900000.0,60900000.0,,60900000.0,0.0,489600000.0,825200000.0,,8600000.0,55900000.0,,0.0,85300000.0,489600000.0,335600000.0,56400000.0,12900000.0,212500000.0,123100000.0,-34900000.0,88200000.0,825200000.0,210000000.0,211700000.0,212500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 11:50:04+00:00,1.12,1.12,0.815,305600000.0,1.11,,109600000.0,239600000.0,211600000.0,28000000.0,239000000.0,,1754400000.0,3363500000.0,,13100000.0,224500000.0,,,498000000.0,1754400000.0,1609100000.0,270100000.0,-2800000.0,1028100000.0,581000000.0,-259800000.0,321200000.0,3363500000.0,213400000.0,212600000.0,214800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.85,0.85,0.61,233700000.0,0.85,-2900000.0,135900000.0,182800000.0,182800000.0,,182300000.0,500000.0,1381600000.0,2712900000.0,,17600000.0,266500000.0,,1500000.0,334000000.0,1381600000.0,1331300000.0,207900000.0,10500000.0,832800000.0,498500000.0,-179800000.0,318700000.0,2712900000.0,212500000.0,212800000.0,215100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 13:06:15+00:00,0.24,0.24,0.205,78800000.0,0.24,-2900000.0,65500000.0,51100000.0,51100000.0,,51000000.0,100000.0,450600000.0,901800000.0,,10700000.0,102000000.0,,,113600000.0,450600000.0,451200000.0,57400000.0,3600000.0,291500000.0,159700000.0,-43100000.0,116600000.0,901800000.0,212500000.0,212800000.0,215100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.61,0.61,0.41,154900000.0,0.61,,70400000.0,131700000.0,131700000.0,,131300000.0,400000.0,931000000.0,1811100000.0,,6900000.0,164500000.0,,1500000.0,220400000.0,931000000.0,880100000.0,150500000.0,6900000.0,541300000.0,338800000.0,-136700000.0,202100000.0,1811100000.0,215700000.0,212500000.0,214700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 13:58:19+00:00,0.35,0.35,0.205,77900000.0,0.35,,36100000.0,75700000.0,75700000.0,,75500000.0,200000.0,431500000.0,898800000.0,,2500000.0,103800000.0,,,115700000.0,431500000.0,467300000.0,64800000.0,4200000.0,297400000.0,169900000.0,-58100000.0,111800000.0,898800000.0,215700000.0,212500000.0,214700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 14:26:58+00:00,0.26,0.26,0.2,77000000.0,0.26,,34300000.0,56000000.0,56000000.0,,55800000.0,200000.0,499500000.0,912300000.0,,4400000.0,60700000.0,,1500000.0,104700000.0,499500000.0,412800000.0,85700000.0,2700000.0,243900000.0,168900000.0,-78600000.0,90300000.0,912300000.0,214600000.0,212200000.0,213900000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:21:40+00:00,1.27,1.27,0.85,317200000.0,1.27,,142700000.0,272900000.0,250800000.0,22100000.0,272600000.0,,1641800000.0,3209900000.0,,7700000.0,223700000.0,,,444000000.0,1641800000.0,1568100000.0,197400000.0,,984900000.0,583200000.0,-189700000.0,393500000.0,3209900000.0,214600000.0,213600000.0,215100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.29,1.29,0.84,313400000.0,1.28,2900000.0,95100000.0,276300000.0,244200000.0,32100000.0,276100000.0,-400000.0,1623400000.0,3210200000.0,,1600000.0,226200000.0,,-1500000.0,480000000.0,1623400000.0,1586800000.0,214800000.0,-13300000.0,1021000000.0,565800000.0,-226500000.0,339300000.0,3210200000.0,214800000.0,213800000.0,215300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.02,1.02,0.64,241500000.0,1.02,,121400000.0,219500000.0,215400000.0,4100000.0,219400000.0,100000.0,1250600000.0,2559600000.0,,6100000.0,268200000.0,,,316000000.0,1250600000.0,1309000000.0,152600000.0,,825700000.0,483300000.0,-146500000.0,336800000.0,2559600000.0,214800000.0,213800000.0,215300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 12:05:27+00:00,0.42,0.42,0.215,80500000.0,0.42,,48900000.0,90200000.0,86100000.0,4100000.0,90200000.0,,449600000.0,877800000.0,,2500000.0,56700000.0,,,109700000.0,449600000.0,428200000.0,48800000.0,,246900000.0,181300000.0,-46300000.0,135000000.0,877800000.0,214800000.0,213800000.0,215300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.11,1.11,0.83,311700000.0,1.1,,111700000.0,237200000.0,209200000.0,28000000.0,236900000.0,-300000.0,1624400000.0,3234200000.0,,9800000.0,271500000.0,,-1500000.0,483900000.0,1624400000.0,1609800000.0,223400000.0,-9700000.0,1065600000.0,544200000.0,-223300000.0,320900000.0,3234200000.0,215300000.0,213600000.0,215200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.6,0.6,0.42,161000000.0,0.6,,72500000.0,129300000.0,129300000.0,,129200000.0,100000.0,801000000.0,1681800000.0,,3600000.0,211500000.0,,,206300000.0,801000000.0,880800000.0,103800000.0,,578800000.0,302000000.0,-100200000.0,201800000.0,1681800000.0,215300000.0,213600000.0,215200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 09:46:53+00:00,0.36,0.36,0.215,81200000.0,0.36,,44100000.0,77600000.0,77600000.0,,77500000.0,100000.0,422900000.0,885700000.0,,1800000.0,104000000.0,,,106500000.0,422900000.0,462800000.0,51200000.0,,291700000.0,171100000.0,-49400000.0,121700000.0,885700000.0,215300000.0,213600000.0,215200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.1,1.1,0.82,308400000.0,1.09,,103700000.0,235300000.0,207300000.0,28000000.0,234900000.0,-200000.0,1633000000.0,3247300000.0,,10500000.0,271300000.0,,-1500000.0,493100000.0,1633000000.0,1614300000.0,237000000.0,-5500000.0,1071300000.0,543000000.0,-232000000.0,311000000.0,3247300000.0,215400000.0,213000000.0,215000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 15:06:17+00:00,0.24,0.24,0.205,79800000.0,0.24,,28400000.0,51700000.0,51700000.0,,51700000.0,0.0,378100000.0,796100000.0,,1800000.0,107500000.0,,,99800000.0,378100000.0,418000000.0,52600000.0,,287100000.0,130900000.0,-50800000.0,80100000.0,796100000.0,215400000.0,213000000.0,215000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q4,2012-10-01,2012-12-31,,0.21,0.21,0.22,42700000.0,0.22,,7600000.0,45000000.0,-3400000.0,48700000.0,45100000.0,,-141200000.0,79500000.0,-300000.0,1700000.0,14900000.0,,,123800000.0,-141200000.0,220700000.0,36800000.0,,181400000.0,39300000.0,-35100000.0,4200000.0,79500000.0,214800000.0,214300000.0,215000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 09:32:08+00:00,0.99,0.99,0.88,289600000.0,0.99,,120800000.0,212700000.0,197000000.0,16000000.0,212700000.0,,955700000.0,2387700000.0,,9100000.0,185700000.0,,,470400000.0,955700000.0,1432000000.0,177600000.0,,945700000.0,486300000.0,-168500000.0,317800000.0,2387700000.0,214800000.0,214300000.0,215000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.03,1.03,0.87,322600000.0,1.02,,134500000.0,221100000.0,235800000.0,-14700000.0,220800000.0,-100000.0,1488100000.0,2958500000.0,,9000000.0,126300000.0,,,474600000.0,1488100000.0,1470400000.0,185600000.0,,923500000.0,546900000.0,-176600000.0,370300000.0,2958500000.0,220000000.0,214500000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.78,0.78,0.66,246900000.0,0.77,,113200000.0,167700000.0,200400000.0,-32700000.0,167600000.0,,1096900000.0,2308200000.0,,7400000.0,170800000.0,,,346600000.0,1096900000.0,1211300000.0,140800000.0,,764300000.0,447000000.0,-133400000.0,313600000.0,2308200000.0,220000000.0,214500000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 14:22:15+00:00,0.2,0.2,0.22,83400000.0,0.2,,51700000.0,44100000.0,90200000.0,-46100000.0,44000000.0,,416900000.0,858600000.0,,3400000.0,58300000.0,,,116900000.0,416900000.0,441700000.0,44600000.0,,258600000.0,183100000.0,-41200000.0,141900000.0,858600000.0,220000000.0,214500000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.25,1.25,0.87,319700000.0,1.24,,131700000.0,267200000.0,231700000.0,35500000.0,267000000.0,-100000.0,1520800000.0,2977700000.0,,8100000.0,124700000.0,,,467400000.0,1520800000.0,1456900000.0,189800000.0,,911800000.0,545100000.0,-181700000.0,363400000.0,2977700000.0,215000000.0,214300000.0,215200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.58,0.58,0.44,163500000.0,0.57,,61500000.0,123600000.0,110200000.0,13400000.0,123600000.0,,680000000.0,1449600000.0,,4000000.0,112500000.0,,,229700000.0,680000000.0,769600000.0,96200000.0,,505700000.0,263900000.0,-92200000.0,171700000.0,1449600000.0,215000000.0,214300000.0,215200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 11:18:13+00:00,0.34,0.34,0.22,82300000.0,0.34,,37400000.0,73100000.0,65600000.0,7500000.0,73100000.0,,348800000.0,752500000.0,,1800000.0,56500000.0,,,115800000.0,348800000.0,403700000.0,47900000.0,,254600000.0,149100000.0,-46100000.0,103000000.0,752500000.0,215000000.0,214300000.0,215200000.0
