company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.27,1.27,0.87,318600000.0,1.26,,138400000.0,271700000.0,243700000.0,28000000.0,271400000.0,,1594900000.0,3110900000.0,,8100000.0,172200000.0,,,458100000.0,1594900000.0,1516000000.0,193100000.0,,948900000.0,567100000.0,-185000000.0,382100000.0,3110900000.0,210400000.0,213900000.0,215300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 10:39:20+00:00,0.24,0.24,0.22,81200000.0,0.23,,24100000.0,50500000.0,44600000.0,5900000.0,50500000.0,,331200000.0,697100000.0,,2200000.0,56000000.0,,,113900000.0,331200000.0,365900000.0,48300000.0,,251100000.0,114800000.0,-46100000.0,68700000.0,697100000.0,210400000.0,213900000.0,215300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 13:48:12+00:00,0.92,0.92,0.88,291800000.0,0.92,,112600000.0,197700000.0,188700000.0,9000000.0,197700000.0,,887100000.0,2355100000.0,,4500000.0,184700000.0,,,536900000.0,887100000.0,1468000000.0,157800000.0,,1013400000.0,454600000.0,-153300000.0,301300000.0,2355100000.0,214900000.0,215000000.0,215500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q4,2013-10-01,2013-12-31,,0.2,0.2,0.22,49800000.0,0.2,,22300000.0,42000000.0,31600000.0,10400000.0,42000000.0,,-3600000.0,316000000.0,,-2600000.0,29200000.0,,,151300000.0,-3600000.0,319600000.0,32800000.0,,230300000.0,89300000.0,-35400000.0,53900000.0,316000000.0,214900000.0,215000000.0,215500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.93,0.93,0.88,284700000.0,0.94,,97900000.0,200700000.0,153700000.0,47300000.0,200800000.0,,749500000.0,2118600000.0,,8800000.0,170400000.0,,,509400000.0,749500000.0,1369100000.0,161800000.0,,964500000.0,404600000.0,-153000000.0,251600000.0,2118600000.0,216600000.0,215200000.0,215600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.72,0.72,0.66,242000000.0,0.72,,90300000.0,155700000.0,157100000.0,-1400000.0,155700000.0,,890700000.0,2039100000.0,,7100000.0,155500000.0,,,385600000.0,890700000.0,1148400000.0,125000000.0,,783100000.0,365300000.0,-117900000.0,247400000.0,2039100000.0,216600000.0,215200000.0,215600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 10:17:42+00:00,0.29,0.29,0.22,76100000.0,0.29,,38900000.0,62800000.0,64300000.0,-1500000.0,62800000.0,,245200000.0,642100000.0,,1400000.0,48600000.0,,,130500000.0,245200000.0,396900000.0,39900000.0,,255200000.0,141700000.0,-38500000.0,103200000.0,642100000.0,216600000.0,215200000.0,215600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.84,0.84,0.88,292000000.0,0.85,,110700000.0,182000000.0,179600000.0,2700000.0,182000000.0,,921200000.0,2335100000.0,,10800000.0,180100000.0,,,495800000.0,921200000.0,1413900000.0,166500000.0,,967900000.0,446000000.0,-155700000.0,290300000.0,2335100000.0,214200000.0,215000000.0,215500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.43,0.43,0.44,165900000.0,0.43,,51400000.0,92900000.0,92800000.0,100000.0,92900000.0,,645500000.0,1397000000.0,,5700000.0,106900000.0,,,255100000.0,645500000.0,751500000.0,85100000.0,,527900000.0,223600000.0,-79400000.0,144200000.0,1397000000.0,214200000.0,215000000.0,215500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2,2013-04-01,2013-06-30,2014-08-01 16:16:41+00:00,0.24,0.24,0.22,83900000.0,0.24,,28200000.0,51400000.0,51600000.0,-200000.0,51400000.0,,345900000.0,735900000.0,,3000000.0,53600000.0,,,133000000.0,345900000.0,390000000.0,42700000.0,,270500000.0,119500000.0,-39700000.0,79800000.0,735900000.0,214200000.0,215000000.0,215500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.94,0.94,0.88,290400000.0,0.95,,119900000.0,203700000.0,193600000.0,10400000.0,203700000.0,,924100000.0,2351700000.0,,9600000.0,183000000.0,,,478600000.0,924100000.0,1427600000.0,171700000.0,,952000000.0,475600000.0,-162100000.0,313500000.0,2351700000.0,218400000.0,214600000.0,215600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 08:01:11+00:00,0.19,0.19,0.22,82000000.0,0.19,,23200000.0,41500000.0,41200000.0,300000.0,41500000.0,,299600000.0,661100000.0,,2700000.0,53300000.0,,,122100000.0,299600000.0,361500000.0,42400000.0,,257400000.0,104100000.0,-39700000.0,64400000.0,661100000.0,218400000.0,214600000.0,215600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,FY,2014-01-01,2014-12-31,2016-02-26 13:48:12+00:00,0.58,0.58,0.88,315300000.0,0.58,,138900000.0,130400000.0,206400000.0,-76000000.0,130400000.0,,973400000.0,2566400000.0,,11000000.0,195000000.0,,,577300000.0,973400000.0,1593000000.0,171100000.0,,1087600000.0,505400000.0,-160100000.0,345300000.0,2566400000.0,224800000.0,223100000.0,223700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q4,2014-10-01,2014-12-31,,0.04,0.04,0.22,85300000.0,0.04,,40900000.0,10800000.0,27400000.0,-16600000.0,10800000.0,,280000000.0,695500000.0,,4100000.0,48700000.0,,,169400000.0,280000000.0,415500000.0,47900000.0,,303400000.0,112100000.0,-43800000.0,68300000.0,695500000.0,224800000.0,223100000.0,223700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.74,0.74,0.88,279800000.0,0.74,,120300000.0,161600000.0,210600000.0,-49000000.0,161600000.0,,689800000.0,2186900000.0,,4300000.0,175500000.0,,,559200000.0,689800000.0,1497100000.0,156000000.0,,1014500000.0,482600000.0,-151700000.0,330900000.0,2186900000.0,277500000.0,277500000.0,277500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 08:31:42+00:00,0.04,0.04,0.22,78600000.0,0.04,,33700000.0,11100000.0,73000000.0,-61900000.0,11100000.0,,259800000.0,687200000.0,,3900000.0,50400000.0,,,152700000.0,259800000.0,427400000.0,42900000.0,,281700000.0,145700000.0,-39000000.0,106700000.0,687200000.0,277500000.0,277500000.0,277500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.54,0.54,0.66,230000000.0,0.54,,98000000.0,119600000.0,179000000.0,-59400000.0,119600000.0,,693400000.0,1870900000.0,,6900000.0,146300000.0,,,407900000.0,693400000.0,1177500000.0,123200000.0,,784200000.0,393300000.0,-116300000.0,277000000.0,1870900000.0,277500000.0,277500000.0,277500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.99,0.99,0.88,277300000.0,0.99,,125500000.0,213300000.0,201900000.0,11400000.0,213300000.0,,675200000.0,2141800000.0,,1800000.0,173700000.0,,,537000000.0,675200000.0,1466600000.0,153000000.0,,988000000.0,478600000.0,-151200000.0,327400000.0,2141800000.0,215400000.0,215400000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 17:01:33+00:00,0.27,0.27,0.22,75500000.0,0.27,,35200000.0,58400000.0,57600000.0,800000.0,58400000.0,,218700000.0,605700000.0,,1500000.0,48100000.0,,,131400000.0,218700000.0,387000000.0,40700000.0,,255000000.0,132000000.0,-39200000.0,92800000.0,605700000.0,215400000.0,215400000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.5,0.5,0.44,151400000.0,0.5,,64300000.0,108500000.0,106000000.0,2500000.0,108500000.0,,433600000.0,1183700000.0,,3000000.0,95900000.0,,,255200000.0,433600000.0,750100000.0,80300000.0,,502500000.0,247600000.0,-77300000.0,170300000.0,1183700000.0,215400000.0,215400000.0,215400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.96,0.96,0.88,285700000.0,0.96,,118500000.0,206300000.0,195900000.0,10400000.0,206300000.0,,802400000.0,2272000000.0,,3300000.0,179200000.0,,,538600000.0,802400000.0,1469600000.0,155000000.0,,1003500000.0,466100000.0,-151700000.0,314400000.0,2272000000.0,217800000.0,215200000.0,215700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 07:31:09+00:00,0.23,0.23,0.22,75900000.0,0.23,,29100000.0,50100000.0,48400000.0,1700000.0,50100000.0,,214900000.0,578000000.0,,1500000.0,47800000.0,,,123800000.0,214900000.0,363100000.0,39600000.0,,247500000.0,115600000.0,-38100000.0,77500000.0,578000000.0,217800000.0,215200000.0,215700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q4,2015-10-01,2015-12-31,,0.44,0.44,0.45,88700000.0,0.44,,33200000.0,50500000.0,51000000.0,-500000.0,50500000.0,,242000000.0,676100000.0,,4200000.0,50800000.0,,-15400000.0,184000000.0,242000000.0,434100000.0,46000000.0,,308100000.0,126000000.0,-41800000.0,84200000.0,676100000.0,234500000.0,233100000.0,234500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,FY,2015-01-01,2015-12-31,2016-02-26 13:48:12+00:00,0.74,0.74,0.9,349000000.0,0.74,,155300000.0,173500000.0,241200000.0,-67700000.0,173500000.0,,989100000.0,2743500000.0,,20800000.0,207400000.0,,,635900000.0,989100000.0,1754400000.0,186400000.0,,1192300000.0,562100000.0,-165600000.0,396500000.0,2743500000.0,234500000.0,233100000.0,234500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3,2015-07-01,2015-09-30,2016-11-07 18:03:44+00:00,,,,87800000.0,,,41700000.0,53200000.0,64900000.0,-11700000.0,53200000.0,,242400000.0,693800000.0,,6100000.0,51500000.0,,15400000.0,150100000.0,242400000.0,451400000.0,46100000.0,,304800000.0,146600000.0,-40000000.0,106600000.0,693800000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.3,0.3,0.45,260300000.0,0.3,,122100000.0,123000000.0,190200000.0,-67200000.0,123000000.0,,747100000.0,2067400000.0,,16600000.0,156600000.0,,15400000.0,451900000.0,747100000.0,1320300000.0,140400000.0,,884200000.0,436100000.0,-123800000.0,312300000.0,2067400000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3TTM,2014-10-01,2015-09-30,,0.34,0.34,0.67,345600000.0,0.34,,163000000.0,133800000.0,217600000.0,-83800000.0,133800000.0,,1027100000.0,2762900000.0,,20700000.0,205300000.0,,15400000.0,621300000.0,1027100000.0,1735800000.0,188300000.0,,1187600000.0,548200000.0,-167600000.0,380600000.0,2762900000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2,2015-04-01,2015-06-30,2016-08-08 18:02:13+00:00,0.05,0.05,0.225,87000000.0,0.05,,40500000.0,11800000.0,61500000.0,-49700000.0,11800000.0,,240500000.0,680600000.0,,5100000.0,53300000.0,,0.0,156500000.0,240500000.0,440100000.0,46400000.0,,296800000.0,143300000.0,-41300000.0,102000000.0,680600000.0,233000000.0,233000000.0,233000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.3,0.3,0.45,172500000.0,0.3,,80400000.0,69800000.0,125300000.0,-55500000.0,69800000.0,,504700000.0,1373600000.0,,10500000.0,105100000.0,,,301800000.0,504700000.0,868900000.0,94300000.0,,579400000.0,289500000.0,-83800000.0,205700000.0,1373600000.0,233000000.0,233000000.0,233000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2TTM,2014-07-01,2015-06-30,,0.38,0.38,0.89,336400000.0,0.38,,155000000.0,91700000.0,225700000.0,-134000000.0,91700000.0,,1044500000.0,2756300000.0,,18500000.0,204200000.0,,,623900000.0,1044500000.0,1711800000.0,185100000.0,,1164500000.0,547300000.0,-166600000.0,380700000.0,2756300000.0,233000000.0,233000000.0,233000000.0
