company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2009.0,FY,,2009-12-31,2011-02-28 14:34:19+00:00,251400000.0,277400000.0,2234300000.0,-25000000.0,602600000.0,46000000.0,,1744700000.0,1700000.0,20500000.0,151200000.0,,59400000.0,7778400000.0,3201600000.0,279300000.0,190000000.0,5544100000.0,0.0,544200000.0,222700000.0,10800000.0,110000000.0,140000000.0,,45300000.0,462400000.0,3600000.0,,,25700000.0,,365700000.0,162900000.0,800000.0,7219500000.0,2085400000.0,651600000.0,771300000.0,2085400000.0,2085400000.0,5134100000.0,7219500000.0,1023800000.0,4362800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,FY,,2010-12-31,2012-02-24 16:36:36+00:00,281500000.0,333400000.0,2443800000.0,-17200000.0,630800000.0,67500000.0,0.0,1756900000.0,141400000.0,26200000.0,156500000.0,,55400000.0,8284800000.0,3148100000.0,,247600000.0,5841000000.0,900000.0,488100000.0,,85800000.0,65400000.0,155400000.0,,42400000.0,483300000.0,2600000.0,,,28500000.0,0.0,430000000.0,90300000.0,14800000.0,7278300000.0,2169700000.0,898600000.0,752300000.0,2169700000.0,2170600000.0,5107700000.0,7278300000.0,538700000.0,4355400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q3,,2010-09-30,2010-11-05 07:06:56+00:00,257100000.0,371500000.0,2411100000.0,-19600000.0,614500000.0,151600000.0,,1752600000.0,2100000.0,61700000.0,154900000.0,,59400000.0,8207000000.0,3312800000.0,137800000.0,234600000.0,5795900000.0,800000.0,513300000.0,84300000.0,10500000.0,68400000.0,171900000.0,,72100000.0,478200000.0,5800000.0,,,31500000.0,,417400000.0,104200000.0,14700000.0,7430000000.0,2150400000.0,874400000.0,821900000.0,2150400000.0,2151200000.0,5278800000.0,7430000000.0,759700000.0,4456900000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2010.0,Q2,,2010-06-30,2010-08-06 09:54:49+00:00,266700000.0,359500000.0,2366000000.0,-21400000.0,612100000.0,97800000.0,,1748000000.0,2100000.0,50200000.0,154100000.0,,59400000.0,8148700000.0,3318600000.0,145300000.0,243100000.0,5782700000.0,600000.0,539600000.0,150700000.0,10600000.0,84500000.0,126500000.0,,52300000.0,472400000.0,4900000.0,,,30000000.0,,410300000.0,154400000.0,0.0,7427500000.0,2136900000.0,817000000.0,804200000.0,2136900000.0,2137500000.0,5290000000.0,7427500000.0,827800000.0,4485800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,FY,,2011-12-31,2013-02-26 11:50:04+00:00,252300000.0,327700000.0,2613500000.0,-22000000.0,619400000.0,44000000.0,,1769200000.0,73300000.0,20700000.0,159500000.0,,55400000.0,8581300000.0,2687300000.0,,224100000.0,5967800000.0,600000.0,559200000.0,,160800000.0,88200000.0,161800000.0,,39300000.0,501100000.0,8600000.0,,,31900000.0,8700000.0,519400000.0,386100000.0,,7322200000.0,2266600000.0,797900000.0,1019700000.0,2266600000.0,2267200000.0,5055000000.0,7322200000.0,556500000.0,4035300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q3,,2011-09-30,2011-11-04 13:06:15+00:00,252500000.0,342800000.0,2578300000.0,-16900000.0,637500000.0,165800000.0,0.0,1766200000.0,76500000.0,61200000.0,158300000.0,,55400000.0,8462300000.0,2690000000.0,,207900000.0,5884000000.0,500000.0,487000000.0,0.0,148400000.0,57100000.0,144400000.0,,62100000.0,472900000.0,6000000.0,,,33500000.0,,512600000.0,386100000.0,0.0,7295900000.0,2261900000.0,883600000.0,1064600000.0,2261900000.0,2262400000.0,5033500000.0,7295900000.0,528300000.0,3968900000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q2,,2011-06-30,2011-08-05 13:58:19+00:00,238200000.0,335400000.0,2528900000.0,-15500000.0,632200000.0,61800000.0,0.0,1762500000.0,100000.0,48200000.0,158200000.0,,55400000.0,8387400000.0,2949100000.0,,233800000.0,5858500000.0,400000.0,486900000.0,0.0,25100000.0,47100000.0,133800000.0,,43500000.0,473900000.0,1500000.0,,,32000000.0,,468800000.0,165100000.0,0.0,7098000000.0,2215800000.0,710200000.0,787000000.0,2215800000.0,2216200000.0,4881800000.0,7098000000.0,529300000.0,4094800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2011.0,Q1,,2011-03-31,2011-05-05 14:26:58+00:00,225300000.0,297300000.0,2477600000.0,-14500000.0,632000000.0,89500000.0,,1760800000.0,100000.0,35600000.0,157600000.0,,55400000.0,8320000000.0,3070300000.0,,243500000.0,5842400000.0,900000.0,481300000.0,23400000.0,10300000.0,51300000.0,163800000.0,,64300000.0,474300000.0,200000.0,,,26600000.0,,437600000.0,78300000.0,0.0,7103800000.0,2183900000.0,708300000.0,724900000.0,2183900000.0,2184800000.0,4919000000.0,7103800000.0,553100000.0,4194100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,FY,,2012-12-31,2014-02-28 16:21:40+00:00,232800000.0,282700000.0,2695500000.0,-31000000.0,631400000.0,200500000.0,0.0,1781100000.0,63700000.0,32100000.0,162900000.0,,,8664000000.0,2972700000.0,,205700000.0,5968500000.0,,549700000.0,,287600000.0,70300000.0,140100000.0,,33200000.0,509600000.0,600000.0,,,33900000.0,,541700000.0,0.0,,7334900000.0,2291800000.0,856800000.0,601100000.0,2291800000.0,2291800000.0,5043100000.0,7334900000.0,509600000.0,4442000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q3,,2012-09-30,2012-11-02 12:05:27+00:00,253600000.0,360200000.0,2673000000.0,-25100000.0,642500000.0,234600000.0,0.0,1777100000.0,52800000.0,78100000.0,162100000.0,,0.0,8609000000.0,2981000000.0,,199300000.0,5936000000.0,0.0,537200000.0,,251400000.0,60800000.0,134100000.0,59000000.0,90600000.0,471100000.0,1000000.0,164300000.0,6300000.0,34200000.0,8900000.0,544200000.0,147100000.0,,7581200000.0,2296200000.0,1009800000.0,865600000.0,2296200000.0,2296200000.0,5285000000.0,7581200000.0,635400000.0,4419400000.0
