company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q2,,2012-06-30,2012-08-03 09:46:53+00:00,207200000.0,330500000.0,2718300000.0,-27300000.0,654100000.0,117400000.0,0.0,1773700000.0,43200000.0,51500000.0,161400000.0,,55400000.0,8740900000.0,2895100000.0,,254900000.0,6022600000.0,400000.0,522400000.0,,188800000.0,83900000.0,141100000.0,,42800000.0,485000000.0,3900000.0,,,43500000.0,14200000.0,547900000.0,287600000.0,,7450600000.0,2294300000.0,887600000.0,891600000.0,2294300000.0,2294700000.0,5155900000.0,7450600000.0,540400000.0,4264300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2012.0,Q1,,2012-03-31,2012-05-04 15:06:17+00:00,244500000.0,278400000.0,2675400000.0,-20400000.0,644800000.0,59000000.0,0.0,1772000000.0,33300000.0,34100000.0,160900000.0,,55400000.0,8661000000.0,2598700000.0,,233600000.0,5985600000.0,600000.0,525800000.0,,147300000.0,109100000.0,159500000.0,,59900000.0,494000000.0,6600000.0,,,29700000.0,8700000.0,522500000.0,430000000.0,,7286800000.0,2274100000.0,751800000.0,1088900000.0,2274100000.0,2274700000.0,5012100000.0,7286800000.0,549400000.0,3923200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,FY,,2013-12-31,2015-02-27 09:32:08+00:00,261700000.0,287200000.0,2907200000.0,-13200000.0,631400000.0,185200000.0,0.0,1798600000.0,100300000.0,34600000.0,164500000.0,,0.0,835000000.0,2837800000.0,,204600000.0,6170100000.0,,426100000.0,,453400000.0,44000000.0,105400000.0,0.0,31900000.0,420200000.0,200000.0,0.0,0.0,36400000.0,,548300000.0,167300000.0,,7448000000.0,2333700000.0,857700000.0,765400000.0,2333700000.0,2333700000.0,5114300000.0,7448000000.0,420200000.0,4348900000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3,,2013-09-30,2013-11-01 14:22:15+00:00,241300000.0,347100000.0,2869800000.0,-26300000.0,632700000.0,152800000.0,0.0,1796100000.0,29300000.0,79300000.0,164500000.0,,,8950700000.0,2837800000.0,,202600000.0,6080900000.0,,523100000.0,,347400000.0,41100000.0,103900000.0,,55400000.0,502200000.0,1500000.0,,,38100000.0,,554100000.0,83300000.0,,7394100000.0,2323900000.0,811000000.0,727700000.0,2323900000.0,2323900000.0,5070200000.0,7394100000.0,502200000.0,4342500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2,,2013-06-30,2013-08-02 11:18:13+00:00,240300000.0,321200000.0,2814100000.0,-29300000.0,627300000.0,153300000.0,0.0,1790700000.0,26400000.0,63400000.0,164100000.0,,,8854600000.0,2889400000.0,,225400000.0,6040500000.0,,532600000.0,,305200000.0,47500000.0,111700000.0,,35200000.0,501800000.0,1300000.0,,,38200000.0,,539100000.0,83300000.0,,7354300000.0,2300500000.0,812000000.0,698000000.0,2300500000.0,2300500000.0,5053800000.0,7354300000.0,501800000.0,4355800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q1,,2013-03-31,2013-05-03 10:39:20+00:00,207800000.0,269700000.0,2754500000.0,-29900000.0,622500000.0,212900000.0,0.0,1787900000.0,65700000.0,48300000.0,163900000.0,,,8731800000.0,2972700000.0,,227100000.0,5977300000.0,,535900000.0,,314400000.0,64500000.0,139200000.0,,55300000.0,503300000.0,300000.0,,,33300000.0,,535500000.0,,,7353800000.0,2293500000.0,873200000.0,614500000.0,2293500000.0,2293500000.0,5060300000.0,7353800000.0,503300000.0,4445800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,FY,,2014-12-31,2016-02-26 13:48:12+00:00,288600000.0,299800000.0,2645700000.0,-15700000.0,729000000.0,25400000.0,0.0,2110800000.0,72800000.0,29900000.0,176200000.0,,408300000.0,654500000.0,3354000000.0,,171800000.0,7088200000.0,,370900000.0,,528200000.0,53600000.0,110400000.0,109600000.0,79300000.0,414300000.0,6100000.0,59800000.0,65400000.0,22600000.0,,479600000.0,413500000.0,,8726200000.0,2574700000.0,755600000.0,1097900000.0,2574700000.0,2574700000.0,6151500000.0,8726200000.0,882400000.0,5053600000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3,,2014-09-30,2014-10-31 10:17:42+00:00,231400000.0,293000000.0,2588000000.0,-20100000.0,727200000.0,72700000.0,0.0,2102500000.0,94400000.0,76600000.0,174900000.0,,401800000.0,9540400000.0,3354800000.0,,167300000.0,6952400000.0,,364600000.0,,519900000.0,24500000.0,87500000.0,133700000.0,101400000.0,405600000.0,1600000.0,78600000.0,64400000.0,29600000.0,,520400000.0,346500000.0,,8653600000.0,2602800000.0,815200000.0,1018300000.0,2602800000.0,2602800000.0,6050800000.0,8653600000.0,886000000.0,5032500000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2,,2014-06-30,2014-08-01 16:16:41+00:00,232300000.0,323800000.0,2878400000.0,-20100000.0,621400000.0,167000000.0,0.0,1805600000.0,88500000.0,68200000.0,167500000.0,,,9202500000.0,2863100000.0,,220800000.0,6324100000.0,,422000000.0,,506600000.0,41900000.0,84300000.0,,34400000.0,407200000.0,100000.0,,,47500000.0,,560900000.0,274500000.0,,7620800000.0,2346400000.0,889500000.0,861200000.0,2346400000.0,2346400000.0,5274400000.0,7620800000.0,407200000.0,4413200000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q1,,2014-03-31,2014-05-02 08:01:11+00:00,250000000.0,269100000.0,2951500000.0,-20700000.0,625000000.0,137000000.0,0.0,1803900000.0,89800000.0,49400000.0,166800000.0,,,9185300000.0,2837800000.0,,204200000.0,6233800000.0,,421500000.0,,470900000.0,48300000.0,108500000.0,,54800000.0,413400000.0,100000.0,,,35100000.0,,550400000.0,112300000.0,,7430700000.0,2333600000.0,783500000.0,741800000.0,2333600000.0,2333600000.0,5097100000.0,7430700000.0,413400000.0,4355300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,FY,,2015-12-31,2016-11-07 18:03:44+00:00,255400000.0,280700000.0,2712900000.0,-12200000.0,715800000.0,23800000.0,0.0,2129800000.0,,13200000.0,182100000.0,,408400000.0,810600000.0,3489200000.0,,190200000.0,7481800000.0,,389600000.0,,581200000.0,44800000.0,131500000.0,,36200000.0,473000000.0,,,,30800000.0,,441400000.0,580300000.0,,8933500000.0,2559000000.0,570300000.0,1198700000.0,2559000000.0,2559000000.0,6374500000.0,8933500000.0,881400000.0,5175800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3,,2015-09-30,2015-11-05 08:31:42+00:00,216100000.0,270700000.0,2750100000.0,-8600000.0,716200000.0,55400000.0,0.0,2126400000.0,68200000.0,60800000.0,179900000.0,,408400000.0,740800000.0,3517700000.0,,213300000.0,7326400000.0,,316900000.0,,617900000.0,43300000.0,111300000.0,0.0,54500000.0,394300000.0,2700000.0,0.0,0.0,36900000.0,,443800000.0,461300000.0,,8816900000.0,2561600000.0,687800000.0,1083900000.0,2561600000.0,2561600000.0,6255300000.0,8816900000.0,802700000.0,5171400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2,,2015-06-30,2015-08-05 17:01:33+00:00,258200000.0,273300000.0,2693400000.0,-11000000.0,713200000.0,56000000.0,0.0,2120800000.0,73400000.0,46000000.0,179500000.0,,408400000.0,662800000.0,3518500000.0,,208500000.0,7241700000.0,,341500000.0,,581900000.0,40000000.0,91000000.0,96500000.0,68300000.0,409100000.0,1900000.0,0.0,66300000.0,31500000.0,,443500000.0,418800000.0,,8838400000.0,2553300000.0,779200000.0,1061800000.0,2553300000.0,2553300000.0,6285100000.0,8838400000.0,817500000.0,5223300000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q1,,2015-03-31,2015-05-01 07:31:09+00:00,248400000.0,262800000.0,2645900000.0,-14800000.0,720000000.0,32800000.0,0.0,2117500000.0,63200000.0,29000000.0,178200000.0,,408400000.0,649300000.0,3103200000.0,,188300000.0,7164700000.0,,360100000.0,,556800000.0,52300000.0,101600000.0,97100000.0,91400000.0,414800000.0,5300000.0,60900000.0,65700000.0,32200000.0,,484600000.0,730500000.0,,8777500000.0,2587300000.0,728700000.0,1379100000.0,2587300000.0,2587300000.0,6190200000.0,8777500000.0,884100000.0,4811100000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3,,2016-09-30,2016-11-07 18:03:44+00:00,,268200000.0,2862200000.0,,718800000.0,,,2154700000.0,,65000000.0,160600000.0,,408400000.0,933600000.0,3490300000.0,,168900000.0,-1928600000.0,,412600000.0,,660300000.0,21800000.0,194300000.0,,53100000.0,546100000.0,,,,,,,610500000.0,,-515200000.0,2154700000.0,458900000.0,1083500000.0,2154700000.0,2154700000.0,6365500000.0,8520200000.0,954500000.0,5282000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2,,2016-06-30,2016-08-08 18:02:13+00:00,295100000.0,256500000.0,2810100000.0,-11400000.0,723800000.0,29200000.0,0.0,2134000000.0,,46000000.0,168500000.0,26800000.0,408400000.0,872300000.0,3490000000.0,,185600000.0,7673600000.0,,371500000.0,,645400000.0,18400000.0,153000000.0,,34300000.0,478600000.0,,,,29400000.0,,387700000.0,615000000.0,,9079700000.0,2510300000.0,519100000.0,1338700000.0,2510300000.0,2510300000.0,6569400000.0,9079700000.0,887000000.0,5230700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q1,,2016-03-31,2016-05-05 11:30:40+00:00,189500000.0,240100000.0,2762400000.0,-11500000.0,709400000.0,46100000.0,0.0,2130300000.0,,28200000.0,176700000.0,,408400000.0,833000000.0,3489700000.0,,195400000.0,7553000000.0,,380900000.0,,617400000.0,40200000.0,155900000.0,,54000000.0,472500000.0,800000.0,,,25400000.0,,463500000.0,596300000.0,,8981100000.0,2582300000.0,547200000.0,1200600000.0,2582300000.0,2582300000.0,6398800000.0,8981100000.0,880900000.0,5198200000.0
