company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2007.0,FY,2007-02-04,2008-02-02,2010-03-26 14:23:07+00:00,0.0,-88000000.0,535000000.0,39000000.0,635000000.0,33000000.0,594000000.0,125000000.0,,-2146000000.0,-274000000.0,2081000000.0,-2146000000.0,-274000000.0,2081000000.0,-306000000.0,833000000.0,833000000.0,107000000.0,7000000.0,4000000.0,,-252000000.0,-894000000.0,-682000000.0,-326000000.0,-1700000000.0,1287000000.0,11000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2008.0,Q4,2008-11-02,2009-01-31,,-1000000.0,-21000000.0,117000000.0,7000000.0,167000000.0,6000000.0,159000000.0,6000000.0,,-304000000.0,-45000000.0,578000000.0,-304000000.0,-45000000.0,578000000.0,235000000.0,243000000.0,243000000.0,30000000.0,,-3000000.0,,-60000000.0,,-116000000.0,-138000000.0,-112000000.0,74000000.0,1000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2008.0,FY,2008-02-03,2009-01-31,2011-03-28 15:51:43+00:00,-142000000.0,-85000000.0,674000000.0,17000000.0,653000000.0,-18000000.0,-238000000.0,75000000.0,,-1005000000.0,-398000000.0,1412000000.0,-1005000000.0,-398000000.0,1412000000.0,-9000000.0,967000000.0,967000000.0,115000000.0,6000000.0,-2000000.0,,-243000000.0,-75000000.0,-431000000.0,-138000000.0,-705000000.0,251000000.0,1000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2008.0,Q3,2008-08-03,2008-11-01,,-141000000.0,-22000000.0,155000000.0,1000000.0,163000000.0,-21000000.0,-143000000.0,25000000.0,,-125000000.0,-252000000.0,272000000.0,-125000000.0,-252000000.0,272000000.0,-126000000.0,246000000.0,246000000.0,28000000.0,3000000.0,-4000000.0,,-60000000.0,,-107000000.0,,-93000000.0,,
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2008.0,Q3YTD,2008-02-03,2008-11-01,2009-12-08 14:53:36+00:00,-141000000.0,-64000000.0,557000000.0,10000000.0,486000000.0,-24000000.0,-397000000.0,69000000.0,,-701000000.0,-353000000.0,834000000.0,-701000000.0,-353000000.0,834000000.0,-244000000.0,724000000.0,724000000.0,85000000.0,6000000.0,1000000.0,,-183000000.0,-75000000.0,-315000000.0,0.0,-593000000.0,177000000.0,
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2008.0,Q2YTD,2008-02-03,2008-08-02,2009-09-09 14:41:14+00:00,,-42000000.0,402000000.0,9000000.0,323000000.0,-3000000.0,-254000000.0,44000000.0,,-576000000.0,-101000000.0,562000000.0,-576000000.0,-101000000.0,562000000.0,-118000000.0,478000000.0,478000000.0,57000000.0,3000000.0,5000000.0,,-123000000.0,-75000000.0,-208000000.0,0.0,-500000000.0,177000000.0,
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2009.0,Q4,2009-11-01,2010-01-30,,,-22000000.0,210000000.0,1000000.0,164000000.0,-4000000.0,187000000.0,9000000.0,,-487000000.0,-110000000.0,776000000.0,-487000000.0,-110000000.0,776000000.0,175000000.0,352000000.0,352000000.0,95000000.0,1000000.0,2000000.0,,-56000000.0,-100000000.0,-113000000.0,,-441000000.0,100000000.0,1000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2009.0,FY,2009-02-01,2010-01-30,2012-03-26 16:16:00+00:00,,-82000000.0,702000000.0,3000000.0,655000000.0,13000000.0,179000000.0,56000000.0,,-771000000.0,-537000000.0,1928000000.0,-771000000.0,-537000000.0,1928000000.0,633000000.0,1102000000.0,1102000000.0,74000000.0,4000000.0,21000000.0,,-234000000.0,-350000000.0,-334000000.0,-50000000.0,-547000000.0,125000000.0,1000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2009.0,Q3TTM,2008-11-02,2009-10-31,,-1000000.0,-81000000.0,609000000.0,9000000.0,658000000.0,23000000.0,151000000.0,53000000.0,,-588000000.0,-472000000.0,1730000000.0,-588000000.0,-472000000.0,1730000000.0,693000000.0,993000000.0,993000000.0,9000000.0,3000000.0,16000000.0,,-238000000.0,-250000000.0,-337000000.0,-188000000.0,-218000000.0,99000000.0,1000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2009.0,Q3,2009-08-02,2009-10-31,,,-21000000.0,166000000.0,,168000000.0,5000000.0,,37000000.0,,-81000000.0,-214000000.0,432000000.0,-81000000.0,-214000000.0,432000000.0,142000000.0,307000000.0,307000000.0,-22000000.0,3000000.0,1000000.0,,-60000000.0,-150000000.0,-90000000.0,,-61000000.0,25000000.0,
