company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q3TTM,2014-11-02,2015-10-31,,2.46,2.46,0.91,2.43,608000000.0,1025000000.0,1025000000.0,,1025000000.0,10182000000.0,16120000000.0,4250000000.0,10182000000.0,5938000000.0,61000000.0,6000000.0,4250000000.0,1688000000.0,-55000000.0,1633000000.0,16120000000.0,406600000.0,406000000.0,408000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q2,2015-05-03,2015-08-01,2016-09-02 14:34:21+00:00,0.53,0.53,0.23,0.52,134000000.0,219000000.0,219000000.0,,219000000.0,2440000000.0,3898000000.0,1089000000.0,2440000000.0,1458000000.0,17000000.0,1000000.0,1089000000.0,369000000.0,-16000000.0,353000000.0,3898000000.0,413200000.0,417000000.0,418000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q2YTD,2015-02-01,2015-08-01,,1.1,1.1,0.46,1.08,277000000.0,458000000.0,458000000.0,,458000000.0,4715000000.0,7555000000.0,2085000000.0,4715000000.0,2840000000.0,22000000.0,2000000.0,2085000000.0,755000000.0,-20000000.0,735000000.0,7555000000.0,413200000.0,417000000.0,418000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q2TTM,2014-08-03,2015-08-01,,2.66,2.66,0.9,2.62,645000000.0,1128000000.0,1128000000.0,,1128000000.0,10141000000.0,16235000000.0,4266000000.0,10141000000.0,6094000000.0,61000000.0,6000000.0,4266000000.0,1828000000.0,-55000000.0,1773000000.0,16235000000.0,413200000.0,417000000.0,418000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q1,2015-02-01,2015-05-02,2016-06-03 14:46:13+00:00,0.57,0.57,0.23,0.56,143000000.0,239000000.0,239000000.0,,239000000.0,2275000000.0,3657000000.0,996000000.0,2275000000.0,1382000000.0,5000000.0,1000000.0,996000000.0,386000000.0,-4000000.0,382000000.0,3657000000.0,419300000.0,421000000.0,424000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q1TTM,2014-05-04,2015-05-02,,2.89,2.89,0.89,2.85,728000000.0,1241000000.0,1241000000.0,,1241000000.0,10113000000.0,16318000000.0,4179000000.0,10113000000.0,6205000000.0,63000000.0,6000000.0,4179000000.0,2026000000.0,-57000000.0,1969000000.0,16318000000.0,419300000.0,421000000.0,424000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,FY,2016-01-31,2017-01-28,2019-03-19 14:38:39+00:00,1.69,1.69,0.92,1.69,448000000.0,676000000.0,676000000.0,,676000000.0,9876000000.0,15516000000.0,4449000000.0,9876000000.0,5640000000.0,75000000.0,8000000.0,4449000000.0,1191000000.0,-67000000.0,1124000000.0,15516000000.0,400000000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q4,2016-10-30,2017-01-28,,0.55,0.55,0.23,0.55,65000000.0,220000000.0,220000000.0,,220000000.0,2928000000.0,4429000000.0,1200000000.0,2928000000.0,1501000000.0,18000000.0,2000000.0,1200000000.0,301000000.0,-16000000.0,285000000.0,4429000000.0,400000000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q3,2016-07-31,2016-10-29,2017-11-22 14:45:53+00:00,0.51,0.51,0.23,0.51,168000000.0,204000000.0,204000000.0,,204000000.0,2305000000.0,3798000000.0,1104000000.0,2305000000.0,1493000000.0,20000000.0,3000000.0,1104000000.0,389000000.0,-17000000.0,372000000.0,3798000000.0,400000000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q3YTD,2016-01-31,2016-10-29,,1.14,1.14,0.69,1.14,383000000.0,456000000.0,456000000.0,,456000000.0,6948000000.0,11087000000.0,3249000000.0,6948000000.0,4139000000.0,57000000.0,6000000.0,3249000000.0,890000000.0,-51000000.0,839000000.0,11087000000.0,400000000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q3TTM,2015-11-01,2016-10-29,,1.67,1.67,0.92,1.68,509000000.0,670000000.0,670000000.0,,670000000.0,9893000000.0,15472000000.0,4334000000.0,9893000000.0,5579000000.0,75000000.0,9000000.0,4334000000.0,1245000000.0,-66000000.0,1179000000.0,15472000000.0,400000000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q2,2016-05-01,2016-07-30,2017-08-25 13:23:13+00:00,0.31,0.31,0.23,0.31,138000000.0,125000000.0,125000000.0,,125000000.0,2414000000.0,3851000000.0,1158000000.0,2414000000.0,1437000000.0,18000000.0,2000000.0,1158000000.0,279000000.0,-16000000.0,263000000.0,3851000000.0,403200000.0,398000000.0,399000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q2YTD,2016-01-31,2016-07-30,,0.63,0.63,0.46,0.63,215000000.0,252000000.0,252000000.0,,252000000.0,4643000000.0,7289000000.0,2145000000.0,4643000000.0,2646000000.0,37000000.0,3000000.0,2145000000.0,501000000.0,-34000000.0,467000000.0,7289000000.0,403200000.0,398000000.0,399000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q2TTM,2015-08-02,2016-07-30,,1.77,1.77,0.92,1.78,489000000.0,714000000.0,714000000.0,,714000000.0,10005000000.0,15531000000.0,4256000000.0,10005000000.0,5526000000.0,74000000.0,7000000.0,4256000000.0,1270000000.0,-67000000.0,1203000000.0,15531000000.0,403200000.0,398000000.0,399000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q1,2016-01-31,2016-04-30,2017-06-05 13:31:41+00:00,0.32,0.32,0.23,0.32,77000000.0,127000000.0,127000000.0,,127000000.0,2229000000.0,3438000000.0,987000000.0,2229000000.0,1209000000.0,19000000.0,1000000.0,987000000.0,222000000.0,-18000000.0,204000000.0,3438000000.0,396900000.0,398000000.0,399000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2016.0,Q1TTM,2015-05-03,2016-04-30,,1.99,1.99,0.92,1.99,485000000.0,808000000.0,808000000.0,,808000000.0,10031000000.0,15578000000.0,4187000000.0,10031000000.0,5547000000.0,73000000.0,6000000.0,4187000000.0,1360000000.0,-67000000.0,1293000000.0,15578000000.0,396900000.0,398000000.0,399000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,FY,2017-01-29,2018-02-03,2020-03-17 17:10:10+00:00,2.16,2.16,0.92,2.14,576000000.0,848000000.0,848000000.0,,848000000.0,9789000000.0,15855000000.0,4587000000.0,9789000000.0,6066000000.0,74000000.0,19000000.0,4587000000.0,1479000000.0,-55000000.0,1424000000.0,15855000000.0,392600000.0,393000000.0,396000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q4,2017-10-29,2018-02-03,,0.52,0.52,0.23,0.52,178000000.0,205000000.0,205000000.0,,205000000.0,3019000000.0,4778000000.0,1363000000.0,3019000000.0,1759000000.0,21000000.0,8000000.0,1363000000.0,396000000.0,-13000000.0,383000000.0,4778000000.0,392600000.0,393000000.0,396000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q3,2017-07-30,2017-10-28,2018-11-30 15:08:19+00:00,0.59,0.59,0.23,0.58,135000000.0,229000000.0,229000000.0,,229000000.0,2313000000.0,3838000000.0,1147000000.0,2313000000.0,1525000000.0,18000000.0,4000000.0,1147000000.0,378000000.0,-14000000.0,364000000.0,3838000000.0,388100000.0,391000000.0,393000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q3YTD,2017-01-29,2017-10-28,,1.64,1.64,0.69,1.62,398000000.0,643000000.0,643000000.0,,643000000.0,6770000000.0,11077000000.0,3224000000.0,6770000000.0,4307000000.0,53000000.0,11000000.0,3224000000.0,1083000000.0,-42000000.0,1041000000.0,11077000000.0,388100000.0,391000000.0,393000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q3TTM,2016-10-30,2017-10-28,,2.19,2.19,0.92,2.17,463000000.0,863000000.0,863000000.0,,863000000.0,9698000000.0,15506000000.0,4424000000.0,9698000000.0,5808000000.0,71000000.0,13000000.0,4424000000.0,1384000000.0,-58000000.0,1326000000.0,15506000000.0,388100000.0,391000000.0,393000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q2,2017-04-30,2017-07-29,2018-08-31 14:00:43+00:00,0.69,0.69,0.23,0.68,168000000.0,271000000.0,271000000.0,,271000000.0,2320000000.0,3799000000.0,1028000000.0,2320000000.0,1479000000.0,16000000.0,4000000.0,1028000000.0,451000000.0,-12000000.0,439000000.0,3799000000.0,392800000.0,395000000.0,396000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q2YTD,2017-01-29,2017-07-29,,1.05,1.05,0.46,1.04,263000000.0,414000000.0,414000000.0,,414000000.0,4457000000.0,7239000000.0,2077000000.0,4457000000.0,2782000000.0,35000000.0,7000000.0,2077000000.0,705000000.0,-28000000.0,677000000.0,7239000000.0,392800000.0,395000000.0,396000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q2TTM,2016-07-31,2017-07-29,,2.11,2.11,0.92,2.1,496000000.0,838000000.0,838000000.0,,838000000.0,9690000000.0,15466000000.0,4381000000.0,9690000000.0,5776000000.0,73000000.0,12000000.0,4381000000.0,1395000000.0,-61000000.0,1334000000.0,15466000000.0,392800000.0,395000000.0,396000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q1,2017-01-29,2017-04-29,2018-06-01 15:00:31+00:00,0.36,0.36,0.23,0.36,95000000.0,143000000.0,143000000.0,,143000000.0,2137000000.0,3440000000.0,1049000000.0,2137000000.0,1303000000.0,19000000.0,3000000.0,1049000000.0,254000000.0,-16000000.0,238000000.0,3440000000.0,397200000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2017.0,Q1TTM,2016-05-01,2017-04-29,,1.73,1.73,0.92,1.73,466000000.0,692000000.0,692000000.0,,692000000.0,9784000000.0,15518000000.0,4511000000.0,9784000000.0,5734000000.0,75000000.0,10000000.0,4511000000.0,1223000000.0,-65000000.0,1158000000.0,15518000000.0,397200000.0,399000000.0,400000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,FY,2018-02-04,2019-02-02,2020-03-17 17:10:10+00:00,2.61,2.61,0.97,2.59,319000000.0,1003000000.0,1003000000.0,,1003000000.0,10258000000.0,16580000000.0,4960000000.0,10258000000.0,6322000000.0,73000000.0,33000000.0,4960000000.0,1362000000.0,-40000000.0,1322000000.0,16580000000.0,384300000.0,385000000.0,388000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q4,2018-11-04,2019-02-02,,0.73,0.73,0.24,0.72,89000000.0,276000000.0,276000000.0,,276000000.0,2978000000.0,4623000000.0,1273000000.0,2978000000.0,1645000000.0,19000000.0,12000000.0,1273000000.0,372000000.0,-7000000.0,365000000.0,4623000000.0,384300000.0,385000000.0,388000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q3,2018-08-05,2018-11-03,2019-11-27 13:37:35+00:00,0.69,0.69,0.2425,0.69,84000000.0,266000000.0,266000000.0,,266000000.0,2466000000.0,4089000000.0,1260000000.0,2466000000.0,1623000000.0,21000000.0,8000000.0,1260000000.0,363000000.0,-13000000.0,350000000.0,4089000000.0,385500000.0,384000000.0,387000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q3YTD,2018-02-04,2018-11-03,,1.88,1.88,0.73,1.87,230000000.0,727000000.0,727000000.0,,727000000.0,7280000000.0,11957000000.0,3687000000.0,7280000000.0,4677000000.0,54000000.0,21000000.0,3687000000.0,990000000.0,-33000000.0,957000000.0,11957000000.0,385500000.0,384000000.0,387000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q3TTM,2017-10-29,2018-11-03,,2.4,2.4,0.96,2.39,408000000.0,932000000.0,932000000.0,,932000000.0,10299000000.0,16735000000.0,5050000000.0,10299000000.0,6436000000.0,75000000.0,29000000.0,5050000000.0,1386000000.0,-46000000.0,1340000000.0,16735000000.0,385500000.0,384000000.0,387000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q2,2018-05-06,2018-08-04,2019-08-30 14:34:03+00:00,0.77,0.77,0.2425,0.76,91000000.0,297000000.0,297000000.0,,297000000.0,2458000000.0,4085000000.0,1229000000.0,2458000000.0,1627000000.0,17000000.0,7000000.0,1229000000.0,398000000.0,-10000000.0,388000000.0,4085000000.0,385700000.0,387000000.0,390000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q2YTD,2018-02-04,2018-08-04,,1.19,1.19,0.49,1.18,146000000.0,461000000.0,461000000.0,,461000000.0,4814000000.0,7868000000.0,2427000000.0,4814000000.0,3054000000.0,33000000.0,13000000.0,2427000000.0,627000000.0,-20000000.0,607000000.0,7868000000.0,385700000.0,387000000.0,390000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q2TTM,2017-07-30,2018-08-04,,2.3,2.3,0.95,2.28,459000000.0,895000000.0,895000000.0,,895000000.0,10146000000.0,16484000000.0,4937000000.0,10146000000.0,6338000000.0,72000000.0,25000000.0,4937000000.0,1401000000.0,-47000000.0,1354000000.0,16484000000.0,385700000.0,387000000.0,390000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q1,2018-02-04,2018-05-05,2019-05-31 14:29:18+00:00,0.42,0.42,0.2425,0.42,55000000.0,164000000.0,164000000.0,,164000000.0,2356000000.0,3783000000.0,1198000000.0,2356000000.0,1427000000.0,16000000.0,6000000.0,1198000000.0,229000000.0,-10000000.0,219000000.0,3783000000.0,390500000.0,389000000.0,393000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2018.0,Q1TTM,2017-04-30,2018-05-05,,2.22,2.22,0.93,2.2,536000000.0,869000000.0,869000000.0,,869000000.0,10008000000.0,16198000000.0,4736000000.0,10008000000.0,6190000000.0,71000000.0,22000000.0,4736000000.0,1454000000.0,-49000000.0,1405000000.0,16198000000.0,390500000.0,389000000.0,393000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q4,2019-11-03,2020-02-01,,-0.48,-0.48,0.49,-0.48,-70000000.0,-184000000.0,-184000000.0,,-184000000.0,3000000000.0,4674000000.0,1919000000.0,3000000000.0,1674000000.0,18000000.0,9000000.0,1919000000.0,-245000000.0,-9000000.0,-254000000.0,4674000000.0,377400000.0,376000000.0,378000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,FY,2019-02-03,2020-02-01,2020-03-17 17:10:10+00:00,0.93,0.93,0.97,0.93,177000000.0,351000000.0,351000000.0,,351000000.0,10250000000.0,16383000000.0,5559000000.0,10250000000.0,6133000000.0,76000000.0,30000000.0,5559000000.0,574000000.0,-46000000.0,528000000.0,16383000000.0,377400000.0,376000000.0,378000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q3YTD,2019-02-03,2019-11-02,,1.41,1.41,0.49,1.41,247000000.0,535000000.0,535000000.0,,535000000.0,7250000000.0,11709000000.0,3640000000.0,7250000000.0,4459000000.0,58000000.0,21000000.0,3640000000.0,819000000.0,-37000000.0,782000000.0,11709000000.0,378400000.0,375000000.0,376000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q3TTM,2018-11-04,2019-11-02,,2.14,2.14,0.73,2.13,336000000.0,811000000.0,811000000.0,,811000000.0,10228000000.0,16332000000.0,4913000000.0,10228000000.0,6104000000.0,77000000.0,33000000.0,4913000000.0,1191000000.0,-44000000.0,1147000000.0,16332000000.0,378400000.0,375000000.0,376000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q3,2019-08-04,2019-11-02,2019-11-27 13:37:35+00:00,0.37,0.37,0.2425,0.37,69000000.0,140000000.0,140000000.0,,140000000.0,2439000000.0,3998000000.0,1338000000.0,2439000000.0,1559000000.0,19000000.0,7000000.0,1338000000.0,221000000.0,-12000000.0,209000000.0,3998000000.0,378400000.0,375000000.0,376000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q2YTD,2019-02-03,2019-08-03,,1.04,1.04,0.24,1.04,178000000.0,395000000.0,395000000.0,,395000000.0,4811000000.0,7711000000.0,2302000000.0,4811000000.0,2900000000.0,39000000.0,14000000.0,2302000000.0,598000000.0,-25000000.0,573000000.0,7711000000.0,381800000.0,378000000.0,379000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q2TTM,2018-08-05,2019-08-03,,2.46,2.46,0.73,2.45,351000000.0,937000000.0,937000000.0,,937000000.0,10255000000.0,16423000000.0,4835000000.0,10255000000.0,6168000000.0,79000000.0,34000000.0,4835000000.0,1333000000.0,-45000000.0,1288000000.0,16423000000.0,381800000.0,378000000.0,379000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q2,2019-05-05,2019-08-03,2019-08-30 14:34:03+00:00,0.44,0.44,0.2425,0.44,103000000.0,168000000.0,168000000.0,,168000000.0,2449000000.0,4005000000.0,1274000000.0,2449000000.0,1556000000.0,19000000.0,8000000.0,1274000000.0,282000000.0,-11000000.0,271000000.0,4005000000.0,381800000.0,378000000.0,379000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q1,2019-02-03,2019-05-04,2020-06-09 14:17:36+00:00,0.6,0.6,0.2425,0.6,75000000.0,227000000.0,227000000.0,,227000000.0,2362000000.0,3706000000.0,1028000000.0,2362000000.0,1344000000.0,20000000.0,6000000.0,1028000000.0,316000000.0,-14000000.0,302000000.0,3706000000.0,378300000.0,379000000.0,381000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2019.0,Q1TTM,2018-05-06,2019-05-04,,2.79,2.79,0.73,2.77,339000000.0,1066000000.0,1066000000.0,,1066000000.0,10264000000.0,16503000000.0,4790000000.0,10264000000.0,6239000000.0,77000000.0,33000000.0,4790000000.0,1449000000.0,-44000000.0,1405000000.0,16503000000.0,378300000.0,379000000.0,381000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2020.0,Q1TTM,2019-05-05,2020-05-02,,-2.18,-2.18,0.97,-2.18,-225000000.0,-808000000.0,-808000000.0,,-808000000.0,9727000000.0,14784000000.0,6043000000.0,9727000000.0,5057000000.0,75000000.0,28000000.0,6043000000.0,-986000000.0,-47000000.0,-1033000000.0,14784000000.0,371300000.0,372000000.0,372000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2020.0,Q1,2020-02-02,2020-05-02,2020-06-09 14:17:36+00:00,-2.51,-2.51,0.0,-2.51,-327000000.0,-932000000.0,-932000000.0,,-932000000.0,1839000000.0,2107000000.0,1512000000.0,1839000000.0,268000000.0,19000000.0,4000000.0,1512000000.0,-1244000000.0,-15000000.0,-1259000000.0,2107000000.0,371300000.0,372000000.0,372000000.0
