company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,FY,,2010-07-31,2011-10-28 13:37:06+00:00,93740000.0,109061000.0,-32741000.0,268188000.0,0.0,365507000.0,10642000.0,10958000.0,2468000.0,175870000.0,13016000.0,601000.0,4976000.0,573514000.0,,23369000.0,10213000.0,9748000.0,29890000.0,,,18784000.0,636000.0,14342000.0,754468000.0,374000.0,,1228812000.0,1087234000.0,437415000.0,107224000.0,1087234000.0,1087234000.0,141578000.0,1228812000.0,217883000.0,34354000.0,
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,FY,,2011-07-31,2012-10-01 14:44:35+00:00,101708000.0,122859000.0,-23225000.0,74009000.0,0.0,313940000.0,5636000.0,5145000.0,3983000.0,198620000.0,12748000.0,325386000.0,8016000.0,600388000.0,,24773000.0,9425000.0,10057000.0,17026000.0,4929000.0,,21387000.0,2422000.0,14813000.0,264457000.0,50370000.0,,1084436000.0,555172000.0,241868000.0,166626000.0,555172000.0,555172000.0,529264000.0,1084436000.0,242180000.0,362638000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,Q3,,2011-04-30,2011-06-08 21:08:37+00:00,104229000.0,117534000.0,-20168000.0,192148000.0,0.0,319642000.0,6189000.0,6417000.0,10243000.0,200611000.0,10414000.0,337952000.0,6412000.0,598968000.0,,25127000.0,9438000.0,9482000.0,16334000.0,,,18515000.0,1003000.0,14521000.0,346868000.0,50745000.0,,1191312000.0,646342000.0,353366000.0,171406000.0,646342000.0,646342000.0,544970000.0,1191312000.0,238978000.0,373564000.0,
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,Q2,,2011-01-31,2011-03-04 21:09:56+00:00,101428000.0,136972000.0,-29574000.0,203954000.0,,316482000.0,6963000.0,5658000.0,1846000.0,177882000.0,10836000.0,350474000.0,5890000.0,575686000.0,,25098000.0,10904000.0,9390000.0,20148000.0,,,20750000.0,1222000.0,19731000.0,354426000.0,50656000.0,,1188411000.0,641334000.0,392353000.0,160893000.0,641334000.0,641334000.0,547077000.0,1188411000.0,220372000.0,386184000.0,
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,Q1,,2010-10-31,2010-12-03 17:10:27+00:00,95423000.0,117032000.0,-28483000.0,260470000.0,,361298000.0,5607000.0,2380000.0,14857000.0,178438000.0,11976000.0,,4350000.0,574880000.0,,24054000.0,9375000.0,9671000.0,20715000.0,343000.0,,18762000.0,1163000.0,11769000.0,726214000.0,,,1210147000.0,1059029000.0,416716000.0,116230000.0,1059029000.0,1059029000.0,151118000.0,1210147000.0,218551000.0,34888000.0,
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2012.0,FY,,2012-07-31,2013-09-30 17:09:08+00:00,102677000.0,137900000.0,-38043000.0,140112000.0,0.0,326199000.0,5390000.0,5912000.0,3082000.0,196438000.0,7985000.0,368950000.0,8494000.0,587163000.0,,22531000.0,22280000.0,7186000.0,15728000.0,,3926000.0,18907000.0,7897000.0,9155000.0,272961000.0,75170000.0,,1154000000.0,561117000.0,321227000.0,186319000.0,561117000.0,561117000.0,592883000.0,1154000000.0,245610000.0,406564000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2012.0,Q3,,2012-04-30,2012-06-11 15:03:25+00:00,108592000.0,129335000.0,-27011000.0,207134000.0,0.0,326588000.0,6367000.0,4353000.0,8638000.0,197808000.0,9375000.0,387752000.0,7458000.0,574732000.0,,25481000.0,20331000.0,9130000.0,15692000.0,,10505000.0,19142000.0,4897000.0,8898000.0,279155000.0,75174000.0,,1204763000.0,578732000.0,383375000.0,198771000.0,578732000.0,578732000.0,626031000.0,1204763000.0,246656000.0,427260000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2012.0,Q2,,2012-01-31,2012-03-09 17:07:33+00:00,100441000.0,151903000.0,-35912000.0,127640000.0,0.0,317771000.0,6331000.0,2977000.0,3445000.0,194954000.0,10184000.0,406536000.0,7247000.0,568816000.0,,24796000.0,18284000.0,9063000.0,16597000.0,785000.0,14640000.0,19208000.0,5709000.0,7208000.0,225513000.0,75180000.0,,1139658000.0,507372000.0,328212000.0,186182000.0,507372000.0,507372000.0,632286000.0,1139658000.0,242630000.0,446104000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2012.0,Q1,,2011-10-31,2011-12-12 13:13:06+00:00,101489000.0,136284000.0,-27339000.0,212677000.0,0.0,315428000.0,4526000.0,785000.0,22393000.0,197129000.0,11399000.0,425337000.0,6433000.0,594851000.0,,24707000.0,12400000.0,9585000.0,16886000.0,4840000.0,,25834000.0,2775000.0,11206000.0,266756000.0,75387000.0,,1225884000.0,554845000.0,384271000.0,208635000.0,554845000.0,554845000.0,671039000.0,1225884000.0,246762000.0,462404000.0,
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2013.0,FY,,2013-07-31,2014-09-29 17:23:28+00:00,136648000.0,182714000.0,-47161000.0,63631000.0,0.0,368782000.0,4832000.0,11632000.0,4741000.0,267463000.0,17706000.0,296410000.0,10736000.0,677517000.0,,23091000.0,30117000.0,8071000.0,20466000.0,16291000.0,1929000.0,35226000.0,5949000.0,15344000.0,440780000.0,76047000.0,,1334481000.0,762401000.0,306452000.0,238559000.0,762401000.0,762401000.0,572080000.0,1334481000.0,350512000.0,333521000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2013.0,Q3,,2013-04-30,2013-06-05 16:03:29+00:00,129001000.0,164155000.0,-37078000.0,139331000.0,0.0,361598000.0,5405000.0,8546000.0,8034000.0,208580000.0,13100000.0,314230000.0,10524000.0,676698000.0,,26185000.0,23872000.0,8638000.0,17883000.0,,1929000.0,23270000.0,6858000.0,10794000.0,399874000.0,75937000.0,,1298682000.0,724394000.0,353162000.0,218377000.0,724394000.0,724394000.0,574288000.0,1298682000.0,268822000.0,355911000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2013.0,Q2,,2013-01-31,2013-03-12 16:05:38+00:00,125400000.0,198805000.0,-32270000.0,49510000.0,0.0,353124000.0,5363000.0,16669000.0,6083000.0,210188000.0,14925000.0,333068000.0,11043000.0,657424000.0,,24434000.0,27596000.0,9153000.0,20060000.0,788000.0,4185000.0,31908000.0,6977000.0,11633000.0,346649000.0,75177000.0,,1253946000.0,667503000.0,311905000.0,212811000.0,667503000.0,667503000.0,586443000.0,1253946000.0,284617000.0,373632000.0,0.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2013.0,Q1,,2012-10-31,2012-12-07 16:07:07+00:00,112347000.0,149554000.0,-30705000.0,131430000.0,0.0,332033000.0,5218000.0,4990000.0,23671000.0,198558000.0,7041000.0,350159000.0,7587000.0,625043000.0,,23525000.0,25490000.0,7098000.0,15827000.0,802000.0,3026000.0,31325000.0,7658000.0,14655000.0,307543000.0,75177000.0,,1214526000.0,608871000.0,327069000.0,217215000.0,608871000.0,608871000.0,605655000.0,1214526000.0,262414000.0,388440000.0,0.0
