company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2009.0,FY,2008-08-01,2009-07-31,2011-10-28 13:37:06+00:00,,71908000.0,353000.0,41354000.0,,-2058000.0,19177000.0,1942000.0,,-17640000.0,-59904000.0,203339000.0,-17640000.0,-59904000.0,203339000.0,123737000.0,141103000.0,138663000.0,2440000.0,4145000.0,-9813000.0,12000000.0,,,-78912000.0,,-9769000.0,,7008000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q4,2010-05-01,2010-07-31,,4000.0,26343000.0,15000.0,11151000.0,,20000.0,-22541000.0,957000.0,,-3337000.0,-18171000.0,25424000.0,-3337000.0,-18171000.0,25424000.0,3936000.0,36233000.0,36233000.0,,581000.0,4868000.0,-1300000.0,,,-16331000.0,,-9162000.0,,-544000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,FY,2009-08-01,2010-07-31,2012-10-01 14:44:35+00:00,-21362000.0,93989000.0,216000.0,43242000.0,,849000.0,-8875000.0,2044000.0,,1266000.0,-96025000.0,199407000.0,1266000.0,-96025000.0,199407000.0,105497000.0,151627000.0,151627000.0,,13413000.0,11928000.0,-1300000.0,,,-75840000.0,,-12706000.0,,2477000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q3,2010-02-01,2010-04-30,,1000.0,21898000.0,38000.0,11013000.0,,2000.0,29362000.0,,,2132000.0,-18351000.0,91179000.0,2132000.0,-18351000.0,91179000.0,74962000.0,44389000.0,44389000.0,,6415000.0,2132000.0,,,,-19662000.0,,,,1310000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q3YTD,2009-08-01,2010-04-30,2011-06-08 21:08:37+00:00,-21366000.0,67646000.0,201000.0,32091000.0,,829000.0,13666000.0,1087000.0,0.0,4603000.0,-77854000.0,173983000.0,4603000.0,-77854000.0,173983000.0,101561000.0,115394000.0,115394000.0,,12832000.0,7060000.0,,,,-59509000.0,0.0,-3544000.0,,3021000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q2,2009-11-01,2010-01-31,,-21367000.0,44141000.0,21000.0,10464000.0,,-54000.0,-45614000.0,1087000.0,,2548000.0,-36596000.0,5113000.0,2548000.0,-36596000.0,5113000.0,-28989000.0,35735000.0,35735000.0,,4528000.0,1473000.0,,,,-16335000.0,,-12000.0,,1106000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q2YTD,2009-08-01,2010-01-31,2011-03-04 21:09:56+00:00,-21367000.0,45748000.0,163000.0,21078000.0,,827000.0,-15696000.0,1087000.0,,2471000.0,-59503000.0,82804000.0,2471000.0,-59503000.0,82804000.0,26599000.0,71005000.0,71005000.0,,6417000.0,4928000.0,,,,-39847000.0,,-3544000.0,,1711000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2010.0,Q1,2009-08-01,2009-10-31,2010-12-03 17:10:27+00:00,,1607000.0,142000.0,10614000.0,,881000.0,29918000.0,,,-77000.0,-22907000.0,77691000.0,-77000.0,-22907000.0,77691000.0,55588000.0,35270000.0,35270000.0,,1889000.0,3455000.0,,,,-23512000.0,,-3532000.0,,605000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,Q4,2011-05-01,2011-07-31,,-330000.0,27705000.0,2101000.0,11331000.0,,-652000.0,-13848000.0,880000.0,,-145990000.0,-13779000.0,42282000.0,-145990000.0,-13779000.0,42282000.0,-118139000.0,40521000.0,40521000.0,,4278000.0,1826000.0,,,,-13666000.0,-12500000.0,-136196000.0,,217000.0
Copart Inc,CPRT,549300KVYX3JWMYEHU61,900075,2011.0,FY,2010-08-01,2011-07-31,2013-09-30 17:09:08+00:00,-34912000.0,85145000.0,3894000.0,45694000.0,,1444000.0,13251000.0,1957000.0,400000000.0,-354075000.0,-84480000.0,242932000.0,-354075000.0,-84480000.0,242932000.0,-194179000.0,166375000.0,166375000.0,,17612000.0,10629000.0,,,,-70170000.0,-27023000.0,-739638000.0,,20602000.0
