company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2011.0,Q2,,2011-06-30,2011-08-05 16:59:57+00:00,1049.0,389.0,1130.0,6046.0,-107.0,82.0,1595.0,2027.0,2149.0,0.0,971.0,17767.0,3242.0,394.0,11721.0,,2263.0,,832.0,838.0,,264.0,5398.0,990.0,2779.0,18945.0,7202.0,5421.0,5318.0,7202.0,7202.0,11743.0,18945.0,1803.0,6425.0,-116.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2011.0,Q1,,2011-03-31,2011-04-22 19:38:51+00:00,916000000.0,282000000.0,827000000.0,5919000000.0,79000000.0,85000000.0,2039000000.0,1994000000.0,1710000000.0,0.0,,16415000000.0,2428000000.0,320000000.0,10496000000.0,,2496000000.0,,589000000.0,460000000.0,,262000000.0,5399000000.0,905000000.0,2426000000.0,16414000000.0,6587000000.0,5329000000.0,4358000000.0,6587000000.0,6587000000.0,9827000000.0,16414000000.0,589000000.0,5469000000.0,-885000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2012.0,FY,,2012-12-31,2014-02-03 20:12:25+00:00,1107000000.0,332000000.0,1102000000.0,6731000000.0,-119000000.0,,1113000000.0,2018000000.0,2170000000.0,246000000.0,970000000.0,19497000000.0,2883000000.0,469000000.0,12766000000.0,,2884000000.0,,633000000.0,1187000000.0,,210000000.0,5768000000.0,271000000.0,1857000000.0,18596000000.0,6992000000.0,4227000000.0,4650000000.0,6992000000.0,6992000000.0,11604000000.0,18596000000.0,1603000000.0,6954000000.0,-675000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2012.0,Q3,,2012-09-30,2012-10-26 12:40:32+00:00,1140000000.0,430000000.0,1040000000.0,6722000000.0,-125000000.0,66000000.0,1168000000.0,2036000000.0,2524000000.0,219000000.0,970000000.0,19294000000.0,2961000000.0,544000000.0,12572000000.0,,2701000000.0,,619000000.0,1114000000.0,,224000000.0,5700000000.0,265000000.0,2067000000.0,18813000000.0,7002000000.0,4652000000.0,4969000000.0,7002000000.0,7002000000.0,11811000000.0,18813000000.0,1589000000.0,6842000000.0,-609000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2012.0,Q1,,2012-03-31,2012-04-25 16:46:47+00:00,1208000000.0,367000000.0,1024000000.0,6456000000.0,-57000000.0,72000000.0,1558000000.0,2033000000.0,2556000000.0,219000000.0,970000000.0,18551000000.0,3048000000.0,432000000.0,12095000000.0,,2638000000.0,,641000000.0,924000000.0,,318000000.0,5486000000.0,259000000.0,2226000000.0,18826000000.0,7097000000.0,5120000000.0,5047000000.0,7097000000.0,7097000000.0,11729000000.0,18826000000.0,1611000000.0,6682000000.0,-365000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2013.0,FY,,2013-12-31,2015-02-06 15:40:48+00:00,1247000000.0,419000000.0,1229000000.0,7431000000.0,-3000000.0,,1355000000.0,2039000000.0,2571000000.0,168000000.0,970000000.0,20820000000.0,2191000000.0,467000000.0,13389000000.0,,2934000000.0,,530000000.0,1208000000.0,,250000000.0,6431000000.0,629000000.0,1797000000.0,19345000000.0,7336000000.0,4456000000.0,5676000000.0,7336000000.0,7336000000.0,12009000000.0,19345000000.0,1500000000.0,6333000000.0,-1131000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2013.0,Q3,,2013-09-30,2013-10-30 11:41:45+00:00,1134000000.0,463000000.0,1172000000.0,7235000000.0,-114000000.0,54000000.0,1333000000.0,2013000000.0,2981000000.0,233000000.0,970000000.0,20438000000.0,2616000000.0,521000000.0,13203000000.0,,2937000000.0,,418000000.0,1198000000.0,,228000000.0,6246000000.0,259000000.0,1995000000.0,19364000000.0,7013000000.0,4773000000.0,5546000000.0,7013000000.0,7013000000.0,12351000000.0,19364000000.0,1388000000.0,6805000000.0,-1132000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2013.0,Q2,,2013-06-30,2013-07-31 13:14:46+00:00,1232000000.0,514000000.0,1207000000.0,7059000000.0,-248000000.0,57000000.0,1489000000.0,2009000000.0,3077000000.0,287000000.0,970000000.0,20223000000.0,2671000000.0,461000000.0,13164000000.0,,2883000000.0,,384000000.0,1211000000.0,,209000000.0,6015000000.0,263000000.0,1904000000.0,19382000000.0,6781000000.0,4864000000.0,5779000000.0,6781000000.0,6781000000.0,12601000000.0,19382000000.0,1354000000.0,6822000000.0,-995000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2013.0,Q1,,2013-03-31,2013-05-02 15:38:31+00:00,1250000000.0,429000000.0,1004000000.0,6861000000.0,-111000000.0,60000000.0,1338000000.0,2022000000.0,2877000000.0,255000000.0,970000000.0,19991000000.0,2708000000.0,480000000.0,13130000000.0,,2904000000.0,,583000000.0,1153000000.0,,215000000.0,5818000000.0,280000000.0,1797000000.0,19197000000.0,6961000000.0,4514000000.0,5411000000.0,6961000000.0,6961000000.0,12236000000.0,19197000000.0,1553000000.0,6825000000.0,-768000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2014.0,FY,,2014-12-31,2016-02-02 19:09:00+00:00,1203000000.0,365000000.0,1565000000.0,8221000000.0,-738000000.0,,1282000000.0,2123000000.0,2897000000.0,,970000000.0,22513000000.0,2434000000.0,342000000.0,14292000000.0,,2782000000.0,,534000000.0,1809000000.0,,232000000.0,7416000000.0,258000000.0,1706000000.0,19723000000.0,6775000000.0,3927000000.0,5923000000.0,6775000000.0,6775000000.0,12948000000.0,19723000000.0,1504000000.0,7025000000.0,-2026000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2014.0,Q3,,2014-09-30,2014-10-29 17:09:58+00:00,1185000000.0,468000000.0,1277000000.0,8091000000.0,-92000000.0,,1832000000.0,2088000000.0,3377000000.0,237000000.0,970000000.0,44112000000.0,2125000000.0,429000000.0,13965000000.0,,3360000000.0,,619000000.0,1179000000.0,,291000000.0,7266000000.0,607000000.0,1728000000.0,20539000000.0,7429000000.0,4985000000.0,6446000000.0,7429000000.0,7429000000.0,13110000000.0,20539000000.0,1589000000.0,6664000000.0,-1833000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2014.0,Q2,,2014-06-30,2014-07-30 16:05:12+00:00,1292000000.0,447000000.0,1645000000.0,7860000000.0,111000000.0,,1882000000.0,2071000000.0,3485000000.0,165000000.0,970000000.0,43174000000.0,2153000000.0,435000000.0,13727000000.0,,3017000000.0,,877000000.0,1178000000.0,,276000000.0,6979000000.0,605000000.0,2112000000.0,20891000000.0,7516000000.0,5317000000.0,7027000000.0,7516000000.0,7516000000.0,13375000000.0,20891000000.0,1847000000.0,6348000000.0,-1645000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2014.0,Q1,,2014-03-31,2014-04-30 18:47:19+00:00,1299000000.0,457000000.0,1168000000.0,7643000000.0,-12000000.0,,1741000000.0,2064000000.0,3332000000.0,180000000.0,970000000.0,42126000000.0,2172000000.0,438000000.0,13420000000.0,,2997000000.0,,772000000.0,1176000000.0,,241000000.0,6555000000.0,642000000.0,1757000000.0,19976000000.0,7190000000.0,4814000000.0,6441000000.0,7190000000.0,7190000000.0,12786000000.0,19976000000.0,1742000000.0,6345000000.0,-1417000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2015.0,FY,,2015-12-31,2017-02-07 16:34:39+00:00,1188000000.0,474000000.0,2591000000.0,9084000000.0,-1051000000.0,,1583000000.0,2182000000.0,2990000000.0,,970000000.0,24685000000.0,2541000000.0,311000000.0,15601000000.0,,2490000000.0,,717000000.0,1517000000.0,,188000000.0,9409000000.0,637000000.0,1468000000.0,21312000000.0,7358000000.0,4024000000.0,7406000000.0,7358000000.0,7358000000.0,13954000000.0,21312000000.0,1687000000.0,6548000000.0,-3182000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2015.0,Q3,,2015-09-30,2015-10-29 12:55:51+00:00,1235000000.0,465000000.0,2049000000.0,8896000000.0,-903000000.0,,1740000000.0,2138000000.0,3513000000.0,465000000.0,970000000.0,47650000000.0,2381000000.0,308000000.0,14929000000.0,,3111000000.0,,687000000.0,1615000000.0,,239000000.0,8922000000.0,287000000.0,1356000000.0,21159000000.0,6968000000.0,4573000000.0,7084000000.0,6968000000.0,6968000000.0,14191000000.0,21159000000.0,1657000000.0,7107000000.0,-3189000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2015.0,Q2,,2015-06-30,2015-07-31 12:30:14+00:00,1134000000.0,462000000.0,1651000000.0,8663000000.0,-664000000.0,,1772000000.0,2127000000.0,3815000000.0,421000000.0,970000000.0,47046000000.0,2411000000.0,326000000.0,14860000000.0,,3290000000.0,,649000000.0,1340000000.0,,255000000.0,8387000000.0,276000000.0,1360000000.0,21075000000.0,7158000000.0,4596000000.0,6876000000.0,7158000000.0,7158000000.0,13917000000.0,21075000000.0,1619000000.0,7041000000.0,-2692000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2015.0,Q1,,2015-03-31,2015-04-30 16:18:17+00:00,1145000000.0,499000000.0,1874000000.0,8455000000.0,-742000000.0,,2025000000.0,2137000000.0,3613000000.0,452000000.0,970000000.0,46124000000.0,2416000000.0,304000000.0,14607000000.0,,3252000000.0,,623000000.0,1690000000.0,,270000000.0,7829000000.0,271000000.0,1413000000.0,21163000000.0,6902000000.0,4963000000.0,6903000000.0,6902000000.0,6902000000.0,14261000000.0,21163000000.0,1593000000.0,7358000000.0,-2322000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2016.0,FY,,2016-12-31,2018-02-07 12:58:11+00:00,1178000000.0,546000000.0,1985000000.0,9420000000.0,-323000000.0,,1680000000.0,2218000000.0,3115000000.0,,970000000.0,26464000000.0,2821000000.0,337000000.0,17044000000.0,,3374000000.0,,774000000.0,1806000000.0,,310000000.0,11418000000.0,566000000.0,1625000000.0,23286000000.0,8441000000.0,4498000000.0,6844000000.0,8441000000.0,8441000000.0,14845000000.0,23286000000.0,1744000000.0,8001000000.0,-4872000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2016.0,Q3,,2016-09-30,2016-10-31 10:59:12+00:00,1021000000.0,848000000.0,2146000000.0,9295000000.0,-499000000.0,,1966000000.0,2210000000.0,3677000000.0,,970000000.0,51682000000.0,2323000000.0,331000000.0,16546000000.0,,3209000000.0,,690000000.0,1650000000.0,,214000000.0,10957000000.0,972000000.0,1480000000.0,23045000000.0,8047000000.0,4839000000.0,7816000000.0,8047000000.0,8047000000.0,14998000000.0,23045000000.0,1660000000.0,7182000000.0,-4621000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2016.0,Q2,,2016-06-30,2016-07-27 19:55:09+00:00,1247000000.0,524000000.0,1869000000.0,9364000000.0,-628000000.0,,2040000000.0,2191000000.0,3754000000.0,,970000000.0,51316000000.0,2391000000.0,328000000.0,16294000000.0,,2818000000.0,,714000000.0,1584000000.0,,202000000.0,10631000000.0,963000000.0,1375000000.0,22447000000.0,7821000000.0,4469000000.0,7833000000.0,7821000000.0,7821000000.0,14626000000.0,22447000000.0,1684000000.0,6793000000.0,-4373000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2016.0,Q1,,2016-03-31,2016-04-28 17:59:47+00:00,1153000000.0,511000000.0,2472000000.0,9267000000.0,-894000000.0,,2388000000.0,2195000000.0,3675000000.0,,970000000.0,50462000000.0,2355000000.0,289000000.0,15964000000.0,,2609000000.0,,733000000.0,1528000000.0,,192000000.0,9872000000.0,953000000.0,1194000000.0,22241000000.0,7496000000.0,4574000000.0,8253000000.0,7496000000.0,7496000000.0,14745000000.0,22241000000.0,1703000000.0,6492000000.0,-3677000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2017.0,FY,,2017-12-31,2019-02-05 09:00:47+00:00,1320000000.0,662000000.0,1700000000.0,9690000000.0,12000000.0,,1495000000.0,2259000000.0,3495000000.0,,970000000.0,28229000000.0,3320000000.0,420000000.0,18539000000.0,,2119000000.0,,786000000.0,3167000000.0,,460000000.0,13832000000.0,348000000.0,1778000000.0,25110000000.0,9641000000.0,4815000000.0,6863000000.0,9641000000.0,9641000000.0,15469000000.0,25110000000.0,1756000000.0,8606000000.0,-6462000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2017.0,Q3,,2017-09-30,2017-11-01 17:07:16+00:00,1124000000.0,579000000.0,1593000000.0,9645000000.0,-136000000.0,,1460000000.0,2244000000.0,3932000000.0,,970000000.0,55602000000.0,2763000000.0,438000000.0,18156000000.0,,3697000000.0,,843000000.0,2024000000.0,,223000000.0,12806000000.0,316000000.0,1580000000.0,24249000000.0,8800000000.0,4280000000.0,6965000000.0,8800000000.0,8800000000.0,15449000000.0,24249000000.0,1813000000.0,8484000000.0,-6114000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2017.0,Q2,,2017-06-30,2017-07-31 19:11:45+00:00,1217000000.0,576000000.0,1561000000.0,9523000000.0,-263000000.0,,1537000000.0,2230000000.0,4012000000.0,,970000000.0,54404000000.0,2788000000.0,365000000.0,17679000000.0,,3540000000.0,,929000000.0,1966000000.0,,250000000.0,12378000000.0,307000000.0,1615000000.0,23921000000.0,8530000000.0,4343000000.0,7097000000.0,8530000000.0,8530000000.0,15391000000.0,23921000000.0,1899000000.0,8294000000.0,-5815000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2017.0,Q1,,2017-03-31,2017-05-03 15:43:34+00:00,1214000000.0,585000000.0,1947000000.0,9497000000.0,-312000000.0,,1851000000.0,2227000000.0,4012000000.0,,970000000.0,53566000000.0,2781000000.0,356000000.0,17286000000.0,,3442000000.0,,849000000.0,1878000000.0,,235000000.0,11708000000.0,285000000.0,1631000000.0,23763000000.0,8204000000.0,4658000000.0,7458000000.0,8204000000.0,8204000000.0,15559000000.0,23763000000.0,1819000000.0,8101000000.0,-5419000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2018.0,FY,,2018-12-31,2020-02-03 18:19:28+00:00,1416000000.0,568000000.0,1749000000.0,9731000000.0,20000000.0,,1854000000.0,2318000000.0,4134000000.0,,970000000.0,29256000000.0,2771000000.0,461000000.0,19525000000.0,,2427000000.0,0.0,720000000.0,3287000000.0,,310000000.0,15967000000.0,606000000.0,1835000000.0,26243000000.0,9853000000.0,5028000000.0,7905000000.0,9853000000.0,9853000000.0,16390000000.0,26243000000.0,1690000000.0,8485000000.0,-8452000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2018.0,Q3,,2018-09-30,2018-10-30 16:50:53+00:00,1224000000.0,784000000.0,1517000000.0,9437000000.0,412000000.0,,2104000000.0,2293000000.0,4756000000.0,,970000000.0,57432000000.0,3100000000.0,483000000.0,19279000000.0,,2553000000.0,,1032000000.0,3233000000.0,,514000000.0,15402000000.0,346000000.0,1716000000.0,26882000000.0,10153000000.0,5601000000.0,7843000000.0,10153000000.0,10153000000.0,16729000000.0,26882000000.0,2002000000.0,8886000000.0,-7954000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2018.0,Q2,,2018-06-30,2018-08-01 16:56:05+00:00,1338000000.0,765000000.0,1361000000.0,9166000000.0,298000000.0,,2114000000.0,2277000000.0,4652000000.0,,970000000.0,56464000000.0,3155000000.0,459000000.0,19066000000.0,,2414000000.0,,1021000000.0,3183000000.0,,498000000.0,14878000000.0,365000000.0,1572000000.0,26465000000.0,9997000000.0,5408000000.0,7716000000.0,9997000000.0,9997000000.0,16468000000.0,26465000000.0,1991000000.0,8752000000.0,-7456000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2018.0,Q1,,2018-03-31,2018-05-01 13:14:58+00:00,1243000000.0,680000000.0,1134000000.0,9396000000.0,78000000.0,,1822000000.0,2260000000.0,4420000000.0,,970000000.0,56338000000.0,3227000000.0,430000000.0,18773000000.0,,2216000000.0,,959000000.0,3279000000.0,,448000000.0,14238000000.0,365000000.0,1421000000.0,25503000000.0,9619000000.0,4801000000.0,7162000000.0,9619000000.0,9619000000.0,15884000000.0,25503000000.0,1929000000.0,8722000000.0,-6957000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2019.0,FY,,2019-12-31,2020-04-28 06:18:59+00:00,1574000000.0,1086000000.0,1749000000.0,10688000000.0,-61000000.0,,2548000000.0,2389000000.0,4457000000.0,,970000000.0,27713000000.0,1846000000.0,529000000.0,17025000000.0,,2364000000.0,353000000.0,1926000000.0,2901000000.0,,287000000.0,17945000000.0,819000000.0,1524000000.0,25895000000.0,9832000000.0,5974000000.0,8952000000.0,9832000000.0,9832000000.0,16063000000.0,25895000000.0,2896000000.0,7111000000.0,-10441000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2019.0,Q3,,2019-09-30,2019-11-08 14:10:59+00:00,1274000000.0,867000000.0,1456000000.0,10445000000.0,-63000000.0,,2488000000.0,2362000000.0,4930000000.0,,970000000.0,56574000000.0,2398000000.0,528000000.0,17842000000.0,,2643000000.0,332000000.0,2005000000.0,2866000000.0,,239000000.0,17525000000.0,637000000.0,1528000000.0,26467000000.0,9931000000.0,5650000000.0,8629000000.0,9931000000.0,9931000000.0,16536000000.0,26467000000.0,2975000000.0,7907000000.0,-9893000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2019.0,Q2,,2019-06-30,2019-07-30 17:21:44+00:00,1330000000.0,777000000.0,1315000000.0,10164000000.0,30000000.0,,2446000000.0,2342000000.0,4962000000.0,,970000000.0,55794000000.0,2449000000.0,510000000.0,17733000000.0,,2497000000.0,350000000.0,2117000000.0,2877000000.0,,281000000.0,16962000000.0,654000000.0,1540000000.0,26374000000.0,9940000000.0,5554000000.0,8611000000.0,9940000000.0,9940000000.0,16434000000.0,26374000000.0,3087000000.0,7823000000.0,-9394000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2019.0,Q1,,2019-03-31,2019-04-30 16:04:55+00:00,1412000000.0,784000000.0,1350000000.0,9875000000.0,96000000.0,,2344000000.0,2321000000.0,5029000000.0,,970000000.0,55296000000.0,2602000000.0,484000000.0,17773000000.0,,2480000000.0,361000000.0,2233000000.0,2863000000.0,,354000000.0,16320000000.0,571000000.0,1517000000.0,26459000000.0,9791000000.0,5483000000.0,8723000000.0,9791000000.0,9791000000.0,16668000000.0,26459000000.0,3203000000.0,7945000000.0,-8946000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2020.0,Q1,,2020-03-31,2020-04-28 06:18:59+00:00,1043000000.0,709000000.0,1037000000.0,10912000000.0,-186000000.0,,3940000000.0,2390000000.0,5036000000.0,,970000000.0,55802000000.0,2288000000.0,518000000.0,16989000000.0,1175000000.0,2278000000.0,330000000.0,1898000000.0,1828000000.0,,256000000.0,17757000000.0,2795000000.0,1605000000.0,26885000000.0,9075000000.0,7028000000.0,10241000000.0,9075000000.0,9075000000.0,17810000000.0,26885000000.0,2868000000.0,7569000000.0,-10886000000.0
