company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2007.0,FY,2007-01-01,2007-12-31,2010-01-29 17:14:04+00:00,0.85,0.85,0.07,555000000.0,0.84,413000000.0,645000000.0,645000000.0,645000000.0,7235000000.0,9587000000.0,292000000.0,274000000.0,,1280000000.0,7235000000.0,2626000000.0,69000000.0,44000000.0,1835000000.0,791000000.0,267000000.0,1058000000.0,9861000000.0,758800000.0,757000000.0,768000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2008.0,FY,2008-01-01,2008-12-31,2011-02-07 19:13:03+00:00,0.24,0.24,0.018000000000000002,599000000.0,0.24,100000000.0,178000000.0,178000000.0,178000000.0,8590000000.0,10694000000.0,-92000000.0,329000000.0,,1385000000.0,8590000000.0,2433000000.0,105000000.0,26000000.0,1984000000.0,449000000.0,-171000000.0,278000000.0,11023000000.0,741700000.0,741700000.0,741700000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2008.0,Q3,2008-07-01,2008-09-30,2009-10-22 18:49:52+00:00,-0.16,-0.16,,152000000.0,-0.16,-85000000.0,-120000000.0,-120000000.0,-120000000.0,2302000000.0,2804000000.0,-269000000.0,87000000.0,,351000000.0,2302000000.0,589000000.0,29000000.0,7000000.0,503000000.0,86000000.0,-291000000.0,-205000000.0,2891000000.0,750000000.0,736000000.0,736000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2008.0,Q2,2008-04-01,2008-06-30,2009-10-22 12:43:31+00:00,0.44,0.44,,148000000.0,0.44,208000000.0,321000000.0,321000000.0,321000000.0,2172000000.0,2784000000.0,345000000.0,85000000.0,,344000000.0,2172000000.0,697000000.0,26000000.0,5000000.0,492000000.0,205000000.0,324000000.0,529000000.0,2869000000.0,729500000.0,732000000.0,737000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,FY,2009-01-01,2009-12-31,2011-02-07 19:13:03+00:00,0.13,0.13,0.018000000000000002,616000000.0,0.13,65000000.0,99000000.0,99000000.0,99000000.0,8135000000.0,10010000000.0,-250000000.0,340000000.0,,1337000000.0,8135000000.0,2215000000.0,-165000000.0,-13000000.0,1953000000.0,262000000.0,-98000000.0,164000000.0,10350000000.0,761500000.0,761500000.0,761500000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,Q4,2009-10-01,2009-12-31,,0.15,0.15,0.01,154000000.0,0.15,69000000.0,115000000.0,115000000.0,115000000.0,2043000000.0,2615000000.0,-248000000.0,96000000.0,,347000000.0,2043000000.0,668000000.0,-288000000.0,-23000000.0,501000000.0,167000000.0,17000000.0,184000000.0,2711000000.0,761500000.0,761500000.0,761500000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,Q3YTD,2009-01-01,2009-09-30,,-0.02,-0.02,0.01,462000000.0,-0.02,-4000000.0,-16000000.0,-16000000.0,-16000000.0,6092000000.0,7395000000.0,-2000000.0,244000000.0,,990000000.0,6092000000.0,1547000000.0,123000000.0,10000000.0,1452000000.0,95000000.0,-115000000.0,-20000000.0,7639000000.0,800000000.0,742000000.0,742000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 18:03:23+00:00,-0.02,-0.02,0.0045,162000000.0,-0.02,-4000000.0,-16000000.0,-16000000.0,-16000000.0,2158000000.0,2578000000.0,-2000000.0,88000000.0,,324000000.0,2158000000.0,508000000.0,43000000.0,3000000.0,486000000.0,22000000.0,-42000000.0,-20000000.0,2666000000.0,800000000.0,742000000.0,742000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,Q2YTD,2009-01-01,2009-06-30,,,,,300000000.0,,,,,,3934000000.0,4817000000.0,,156000000.0,,666000000.0,3934000000.0,1039000000.0,80000000.0,7000000.0,966000000.0,73000000.0,-73000000.0,,4973000000.0,758300000.0,741000000.0,741000000.0
Southwest Airlines Co,LUV,UDTZ87G0STFETI6HGH41,92380,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 18:20:42+00:00,0.12,0.12,0.0045,150000000.0,0.12,16000000.0,91000000.0,91000000.0,91000000.0,2005000000.0,2535000000.0,23000000.0,81000000.0,,338000000.0,2005000000.0,611000000.0,42000000.0,3000000.0,488000000.0,123000000.0,-16000000.0,107000000.0,2616000000.0,758300000.0,741000000.0,741000000.0
