company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Everest Re Group Ltd,RE,,1095073,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 13:27:01+00:00,15435000.0,-10955000.0,-78140000.0,,-50888000.0,-146629000.0,2405000.0,,-266956000.0,-390024000.0,662995000.0,-266956000.0,-390024000.0,662995000.0,-44873000.0,-18758000.0,-18758000.0,812947000.0,,-118616000.0,-3516242000.0,,-150745000.0,3126218000.0
Everest Re Group Ltd,RE,,1095073,2009.0,Q4,2009-10-01,2009-12-31,,19429000.0,-41069000.0,-20136000.0,,-900000.0,-15956000.0,5782000.0,,-122988000.0,-79657000.0,186068000.0,-122988000.0,-79657000.0,186068000.0,-17477000.0,197227000.0,197227000.0,-14632000.0,,-28668000.0,-1114620000.0,,-100102000.0,1034963000.0
Everest Re Group Ltd,RE,,1095073,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:16:29+00:00,32364000.0,-111831000.0,-72454000.0,,12718000.0,-12578000.0,7284000.0,,-383196000.0,-372356000.0,784738000.0,-383196000.0,-372356000.0,784738000.0,41904000.0,806989000.0,806989000.0,-42037000.0,,-116857000.0,-3406396000.0,-83026000.0,-190597000.0,3034040000.0
Everest Re Group Ltd,RE,,1095073,2009.0,Q3,2009-07-01,2009-09-30,,5960000.0,-138541000.0,-90442000.0,,616000.0,131206000.0,1114000.0,,-69063000.0,-453521000.0,314743000.0,-69063000.0,-453521000.0,314743000.0,-207225000.0,228618000.0,228618000.0,-51041000.0,,-29100000.0,-867939000.0,,-41077000.0,414418000.0
Everest Re Group Ltd,RE,,1095073,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 11:29:00+00:00,12935000.0,-70762000.0,-52318000.0,,13618000.0,3378000.0,1502000.0,,-260208000.0,-292699000.0,598670000.0,-260208000.0,-292699000.0,598670000.0,59381000.0,609762000.0,609762000.0,-27405000.0,,-88189000.0,-2291776000.0,-83026000.0,-90495000.0,1999077000.0
Everest Re Group Ltd,RE,,1095073,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-09-08 17:09:24+00:00,6975000.0,67779000.0,38124000.0,,13002000.0,-127828000.0,388000.0,,-191145000.0,160822000.0,283927000.0,-191145000.0,160822000.0,283927000.0,266606000.0,381144000.0,381144000.0,23636000.0,,-59089000.0,-1423837000.0,-83026000.0,-49418000.0,1584659000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q4,2010-10-01,2010-12-31,,9917000.0,-67693000.0,100219000.0,,3186000.0,-114590000.0,1617000.0,-33000000.0,-109160000.0,35380000.0,127862000.0,-109160000.0,35380000.0,127862000.0,57268000.0,302533000.0,302533000.0,-69998000.0,,-26063000.0,-1355490000.0,,-51714000.0,1390870000.0
Everest Re Group Ltd,RE,,1095073,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 13:40:45+00:00,46171000.0,-30978000.0,60198000.0,,16313000.0,420168000.0,3066000.0,50000000.0,-653965000.0,-270013000.0,918475000.0,-653965000.0,-270013000.0,918475000.0,10810000.0,610754000.0,610754000.0,-158618000.0,,-108477000.0,-3957626000.0,-200000000.0,-398554000.0,3687613000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q3TTM,2009-10-01,2010-09-30,,55683000.0,-4354000.0,-60157000.0,,12227000.0,518802000.0,7231000.0,83000000.0,-667793000.0,-385050000.0,976681000.0,-667793000.0,-385050000.0,976681000.0,-63935000.0,505448000.0,505448000.0,-103252000.0,,-111082000.0,-3716756000.0,-200000000.0,-446942000.0,3331706000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q3,2010-07-01,2010-09-30,,14862000.0,877000.0,-5660000.0,,-11457000.0,141179000.0,600000.0,-50000000.0,-175703000.0,-100924000.0,297771000.0,-175703000.0,-100924000.0,297771000.0,9687000.0,174200000.0,174200000.0,-32470000.0,,-26574000.0,-486717000.0,,-99729000.0,385793000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 17:22:32+00:00,36254000.0,36715000.0,-40021000.0,,13127000.0,534758000.0,1449000.0,83000000.0,-544805000.0,-305393000.0,790613000.0,-544805000.0,-305393000.0,790613000.0,-46458000.0,308221000.0,308221000.0,-88620000.0,,-82414000.0,-2602136000.0,-200000000.0,-346840000.0,2296743000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q2TTM,2009-07-01,2010-06-30,,46781000.0,-143772000.0,-144939000.0,,24300000.0,508829000.0,7745000.0,133000000.0,-561153000.0,-737647000.0,993653000.0,-561153000.0,-737647000.0,993653000.0,-280847000.0,559866000.0,559866000.0,-121823000.0,,-113608000.0,-4097978000.0,-200000000.0,-388290000.0,3360331000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q2,2010-04-01,2010-06-30,,10465000.0,48597000.0,-20160000.0,,9499000.0,25181000.0,128000.0,133000000.0,-94507000.0,-159208000.0,221510000.0,-94507000.0,-159208000.0,221510000.0,-22706000.0,156673000.0,156673000.0,29191000.0,,-27556000.0,-1008360000.0,,-200079000.0,849152000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 15:21:51+00:00,21392000.0,35838000.0,-34361000.0,,24584000.0,393579000.0,849000.0,133000000.0,-369102000.0,-204469000.0,492842000.0,-369102000.0,-204469000.0,492842000.0,-56145000.0,134021000.0,134021000.0,-56150000.0,,-55840000.0,-2115419000.0,-200000000.0,-247111000.0,1910950000.0
Everest Re Group Ltd,RE,,1095073,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 15:56:44+00:00,10927000.0,-12759000.0,-14201000.0,,15085000.0,368398000.0,721000.0,,-274595000.0,-45261000.0,271332000.0,-274595000.0,-45261000.0,271332000.0,-33439000.0,-22652000.0,-22652000.0,-85341000.0,,-28284000.0,-1107059000.0,-200000000.0,-47032000.0,1061798000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q4,2011-10-01,2011-12-31,,13501000.0,-50456000.0,83032000.0,,-22863000.0,180360000.0,3761000.0,,-30276000.0,-112998000.0,171082000.0,-30276000.0,-112998000.0,171082000.0,4945000.0,41042000.0,41042000.0,-63821000.0,,-25786000.0,-983314000.0,,-8251000.0,870316000.0
Everest Re Group Ltd,RE,,1095073,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 15:35:40+00:00,47921000.0,-44537000.0,51647000.0,,-26502000.0,737864000.0,12269000.0,,-234069000.0,-266924000.0,717738000.0,-234069000.0,-266924000.0,717738000.0,190243000.0,-80486000.0,-80486000.0,12439000.0,,-103848000.0,-4277097000.0,-50000000.0,-92490000.0,4010173000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q3TTM,2010-10-01,2011-09-30,,44337000.0,-61774000.0,68834000.0,,-453000.0,442914000.0,10125000.0,-33000000.0,-312953000.0,-118546000.0,674518000.0,-312953000.0,-118546000.0,674518000.0,242566000.0,181005000.0,181005000.0,6262000.0,,-104125000.0,-4649273000.0,-50000000.0,-135953000.0,4530727000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q3,2011-07-01,2011-09-30,,8826000.0,-6627000.0,-5607000.0,,3072000.0,9503000.0,951000.0,,-111613000.0,-67186000.0,207910000.0,-111613000.0,-67186000.0,207910000.0,32183000.0,63054000.0,63054000.0,126527000.0,,-25936000.0,-1167918000.0,-40000000.0,-46628000.0,1100732000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-09 13:35:10+00:00,34420000.0,5919000.0,-31385000.0,,-3639000.0,557504000.0,8508000.0,,-203793000.0,-153926000.0,546656000.0,-203793000.0,-153926000.0,546656000.0,185298000.0,-121528000.0,-121528000.0,76260000.0,,-78062000.0,-3293783000.0,-50000000.0,-84239000.0,3139857000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q2TTM,2010-07-01,2011-06-30,,50373000.0,-54270000.0,68781000.0,,-14982000.0,574590000.0,9774000.0,-83000000.0,-377043000.0,-152284000.0,764379000.0,-377043000.0,-152284000.0,764379000.0,220070000.0,292151000.0,292151000.0,-152735000.0,,-104763000.0,-3968072000.0,-10000000.0,-189054000.0,3815788000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q2,2011-04-01,2011-06-30,,12830000.0,24470000.0,-20259000.0,,1969000.0,11750000.0,5879000.0,,-20202000.0,-5031000.0,150640000.0,-20202000.0,-5031000.0,150640000.0,127376000.0,131312000.0,131312000.0,-5252000.0,,-26081000.0,-731869000.0,,,726838000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-09 10:40:05+00:00,25594000.0,12546000.0,-25778000.0,,-6711000.0,548001000.0,7557000.0,,-92180000.0,-86740000.0,338746000.0,-92180000.0,-86740000.0,338746000.0,153115000.0,-184582000.0,-184582000.0,-50267000.0,,-52126000.0,-2125865000.0,-10000000.0,-37611000.0,2039125000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q1TTM,2010-04-01,2011-03-31,,48008000.0,-30143000.0,68880000.0,,-7452000.0,588021000.0,4023000.0,50000000.0,-451348000.0,-306461000.0,835249000.0,-451348000.0,-306461000.0,835249000.0,69988000.0,317512000.0,317512000.0,-118292000.0,,-106238000.0,-4244563000.0,-10000000.0,-389133000.0,3938102000.0
Everest Re Group Ltd,RE,,1095073,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 12:05:56+00:00,12764000.0,-11924000.0,-5519000.0,,-8680000.0,536251000.0,1678000.0,,-71978000.0,-81709000.0,188106000.0,-71978000.0,-81709000.0,188106000.0,25739000.0,-315894000.0,-315894000.0,-45015000.0,,-26045000.0,-1393996000.0,-10000000.0,-37611000.0,1312287000.0
Everest Re Group Ltd,RE,,1095073,2012.0,Q4,2012-10-01,2012-12-31,,16063000.0,5291000.0,21072000.0,,3074000.0,73232000.0,1605000.0,,-63093000.0,-96685000.0,215196000.0,-63093000.0,-96685000.0,215196000.0,58492000.0,58777000.0,58777000.0,67124000.0,,-24735000.0,-1209870000.0,,-39963000.0,1113185000.0
Everest Re Group Ltd,RE,,1095073,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 14:24:42+00:00,61896000.0,59754000.0,53008000.0,,27232000.0,-94520000.0,21473000.0,,-368917000.0,-264548000.0,694632000.0,-368917000.0,-264548000.0,694632000.0,88399000.0,828954000.0,828954000.0,-101698000.0,,-100402000.0,-4022854000.0,,-289988000.0,3758306000.0
