company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,longtermdebt,otherassets,otherlongtermliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Everest Re Group Ltd,RE,,1095073,2012.0,Q2,,2012-06-30,2012-08-09 10:40:05+00:00,4781000.0,129309000.0,438139000.0,398851000.0,,0.0,1924982000.0,285034000.0,66269000.0,818134000.0,2358507000.0,10275273000.0,,5353199000.0,79851000.0,18903251000.0,6417351000.0,6417351000.0,6417351000.0,12485900000.0,18903251000.0,0.0,14683368000.0,-1298969000.0,1241592000.0,1048182000.0
Everest Re Group Ltd,RE,,1095073,2012.0,Q1,,2012-03-31,2012-05-10 12:05:56+00:00,12092000.0,125889000.0,464201000.0,472047000.0,,0.0,1901989000.0,370355000.0,66842000.0,818122000.0,2369762000.0,10442754000.0,,5163777000.0,63546000.0,19165400000.0,6330998000.0,6330998000.0,6330998000.0,12834402000.0,19165400000.0,0.0,14701345000.0,-1198969000.0,1431046000.0,1126002000.0
Everest Re Group Ltd,RE,,1095073,2013.0,Q3,,2013-09-30,2013-11-12 14:14:56+00:00,12092000.0,120955000.0,180204000.0,589534000.0,,0.0,2013870000.0,353815000.0,65255000.0,488305000.0,2446315000.0,10932454000.0,,6437290000.0,98998000.0,20027920000.0,6717450000.0,6717450000.0,6717450000.0,13219202000.0,20027920000.0,0.0,14790966000.0,-1913914000.0,1622098000.0,1726335000.0
Everest Re Group Ltd,RE,,1095073,2013.0,Q2,,2013-06-30,2013-08-09 14:00:29+00:00,4791000.0,125729000.0,207164000.0,439136000.0,,0.0,2003844000.0,324306000.0,65541000.0,528291000.0,2276885000.0,10725183000.0,,6225705000.0,167463000.0,19559048000.0,6622800000.0,6622800000.0,6622800000.0,12936248000.0,19559048000.0,0.0,14860801000.0,-1813913000.0,1444979000.0,1532191000.0
Everest Re Group Ltd,RE,,1095073,2013.0,Q1,,2013-03-31,2013-05-10 11:03:22+00:00,12092000.0,124466000.0,466436000.0,524136000.0,,0.0,1979642000.0,307091000.0,65311000.0,818174000.0,2238424000.0,10604920000.0,,5973378000.0,114143000.0,19802071000.0,6816866000.0,6816866000.0,6816866000.0,12985205000.0,19802071000.0,0.0,15256382000.0,-1602590000.0,1370565000.0,1351572000.0
Everest Re Group Ltd,RE,,1095073,2014.0,FY,,2014-12-31,2016-02-29 14:16:55+00:00,3537000.0,111075000.0,48317000.0,437474000.0,9720813000.0,0.0,2069490000.0,398408000.0,59820000.0,638364000.0,3026176000.0,705759000.0,421552000.0,7819210000.0,88114000.0,20817824000.0,7451120000.0,7451120000.0,7451120000.0,12945152000.0,20817824000.0,0.0,15292531000.0,-2485897000.0,1728745000.0,1552160000.0
Everest Re Group Ltd,RE,,1095073,2015.0,Q3,,2015-09-30,2015-11-09 15:15:14+00:00,12341000.0,107199000.0,-112231000.0,401226000.0,9965963000.0,0.0,2095536000.0,364947000.0,59580000.0,638367000.0,3321436000.0,932232000.0,752692000.0,8313893000.0,117394000.0,21682311000.0,7486320000.0,7486320000.0,7486320000.0,13443299000.0,21682311000.0,0.0,15630956000.0,-2810878000.0,1717422000.0,1856547000.0
Everest Re Group Ltd,RE,,1095073,2015.0,Q2,,2015-06-30,2015-08-10 14:45:23+00:00,3537000.0,108829000.0,-14819000.0,338901000.0,9783570000.0,0.0,2085321000.0,350551000.0,59456000.0,638366000.0,3298486000.0,835845000.0,759729000.0,8267038000.0,113653000.0,21482896000.0,7726662000.0,7726662000.0,7726662000.0,12996505000.0,21482896000.0,0.0,15761501000.0,-2610878000.0,1562078000.0,1624628000.0
Everest Re Group Ltd,RE,,1095073,2016.0,FY,,2016-12-31,2018-03-01 17:03:10+00:00,3537000.0,96473000.0,-216764000.0,481922000.0,10312313000.0,0.0,2141472000.0,344052000.0,55074000.0,633176000.0,2151610000.0,614476000.0,,9422932000.0,49986000.0,21321504000.0,8075396000.0,8075396000.0,8075396000.0,13246108000.0,21321504000.0,0.0,16569689000.0,-3272244000.0,1577546000.0,1677758000.0
Everest Re Group Ltd,RE,,1095073,2016.0,Q3,,2016-09-30,2016-11-09 11:28:47+00:00,12341000.0,101011000.0,75830000.0,435795000.0,10375470000.0,0.0,2129999000.0,349317000.0,56998000.0,633122000.0,2087739000.0,729637000.0,,9100447000.0,112032000.0,21663082000.0,8041092000.0,8041092000.0,8041092000.0,13621990000.0,21663082000.0,0.0,16789299000.0,-3265184000.0,1702390000.0,1899921000.0
Everest Re Group Ltd,RE,,1095073,2016.0,Q2,,2016-06-30,2016-08-09 13:35:02+00:00,3537000.0,96772000.0,84000000.0,429287000.0,10263267000.0,0.0,2121269000.0,319781000.0,57827000.0,633067000.0,2257416000.0,715439000.0,,8852512000.0,127732000.0,21282175000.0,7985468000.0,7985468000.0,7985468000.0,13296707000.0,21282175000.0,0.0,16498306000.0,-3072313000.0,1495838000.0,1680613000.0
Everest Re Group Ltd,RE,,1095073,2016.0,Q1,,2016-03-31,2016-05-10 14:24:21+00:00,12341000.0,101789000.0,-45299000.0,328943000.0,9985979000.0,0.0,2112516000.0,357335000.0,58438000.0,638369000.0,2115391000.0,633213000.0,,8744952000.0,98709000.0,20855854000.0,7840299000.0,7840299000.0,7840299000.0,13015555000.0,20855854000.0,,16300500000.0,-2971870000.0,1588506000.0,1651896000.0
Everest Re Group Ltd,RE,,1095073,2017.0,FY,,2017-12-31,2019-03-01 16:14:44+00:00,2727000.0,97704000.0,-160891000.0,635067000.0,11884321000.0,0.0,2166459000.0,411587000.0,51014000.0,633395000.0,2832556000.0,599327000.0,,9685908000.0,51220000.0,23591792000.0,8369232000.0,8369232000.0,8369232000.0,15222560000.0,23591792000.0,0.0,17481786000.0,-3322244000.0,2000556000.0,2133092000.0
Everest Re Group Ltd,RE,,1095073,2017.0,Q3,,2017-09-30,2017-11-09 14:57:10+00:00,7564000.0,101092000.0,-84247000.0,585395000.0,12455357000.0,0.0,2158834000.0,396858000.0,54279000.0,633340000.0,2931996000.0,752774000.0,,9166988000.0,70717000.0,23936269000.0,7969331000.0,7969331000.0,7969331000.0,15966938000.0,23936269000.0,0.0,17534265000.0,-3272244000.0,1992907000.0,2386663000.0
Everest Re Group Ltd,RE,,1095073,2017.0,Q2,,2017-06-30,2017-08-09 16:46:23+00:00,2632000.0,96928000.0,-151972000.0,469205000.0,10475705000.0,0.0,2151350000.0,357325000.0,54238000.0,633285000.0,2081157000.0,921113000.0,,9857664000.0,105593000.0,22521891000.0,8584798000.0,8584798000.0,8584798000.0,13937093000.0,22521891000.0,0.0,17405411000.0,-3272244000.0,1744527000.0,2111865000.0
Everest Re Group Ltd,RE,,1095073,2017.0,Q1,,2017-03-31,2017-05-10 15:24:58+00:00,12341000.0,98169000.0,-185518000.0,468240000.0,10414046000.0,0.0,2142344000.0,347337000.0,55158000.0,633231000.0,2178174000.0,733668000.0,,9663294000.0,291899000.0,22192953000.0,8347876000.0,8347876000.0,8347876000.0,13845077000.0,22192953000.0,0.0,17178052000.0,-3272244000.0,1704734000.0,1922981000.0
Everest Re Group Ltd,RE,,1095073,2018.0,FY,,2018-12-31,2019-11-12 17:07:02+00:00,3093000.0,104619000.0,-462557000.0,656095000.0,13119090000.0,0.0,2189469000.0,511573000.0,46778000.0,633613000.0,3416195000.0,506939000.0,,9531433000.0,63070000.0,24750992000.0,7860797000.0,7860797000.0,7860797000.0,16890195000.0,24750992000.0,0.0,17535984000.0,-3397548000.0,2517612000.0,2526526000.0
Everest Re Group Ltd,RE,,1095073,2018.0,Q3,,2018-09-30,2018-11-09 14:15:54+00:00,7869000.0,102778000.0,-470317000.0,639761000.0,12390153000.0,0.0,2183286000.0,460216000.0,47871000.0,633558000.0,3403715000.0,540406000.0,,10013592000.0,110675000.0,24410857000.0,8329013000.0,8329013000.0,8329013000.0,16081844000.0,24410857000.0,0.0,17333026000.0,-3397548000.0,2351312000.0,2471361000.0
Everest Re Group Ltd,RE,,1095073,2018.0,Q2,,2018-06-30,2018-08-09 15:55:36+00:00,3010000.0,98585000.0,-445338000.0,619493000.0,12043334000.0,0.0,2173393000.0,418167000.0,48845000.0,633504000.0,3126587000.0,710663000.0,,9860842000.0,63781000.0,23885885000.0,8241349000.0,8241349000.0,8241349000.0,15644536000.0,23885885000.0,0.0,17293000000.0,-3347548000.0,2141399000.0,2330053000.0
Everest Re Group Ltd,RE,,1095073,2018.0,Q1,,2018-03-31,2018-05-10 14:39:12+00:00,7668000.0,100129000.0,-341974000.0,700586000.0,11793346000.0,0.0,2164211000.0,420724000.0,49106000.0,633449000.0,2520493000.0,534045000.0,,9844187000.0,61774000.0,23513196000.0,8344180000.0,8344180000.0,8344180000.0,15169016000.0,23513196000.0,0.0,17543634000.0,-3322244000.0,2089628000.0,2227630000.0
Everest Re Group Ltd,RE,,1095073,2019.0,FY,,2019-12-31,2020-05-11 17:11:54+00:00,2878000.0,116804000.0,28152000.0,808036000.0,13611313000.0,0.0,2220354000.0,581863000.0,42592000.0,633832000.0,3586786000.0,807542000.0,,10306571000.0,36234000.0,27324051000.0,9132925000.0,9132925000.0,9132925000.0,18191126000.0,27324051000.0,0.0,19525758000.0,-3422152000.0,3056735000.0,2704804000.0
Everest Re Group Ltd,RE,,1095073,2019.0,Q3,,2019-09-30,2019-11-12 17:07:02+00:00,7821000.0,116123000.0,46272000.0,717172000.0,13637639000.0,0.0,2207020000.0,526514000.0,44276000.0,633777000.0,3597428000.0,758722000.0,,10152118000.0,62087000.0,27023741000.0,8983258000.0,8983258000.0,8983258000.0,18040483000.0,27023741000.0,0.0,19188467000.0,-3422152000.0,2896161000.0,2878037000.0
Everest Re Group Ltd,RE,,1095073,2019.0,Q2,,2019-06-30,2019-08-09 15:21:53+00:00,3063000.0,109273000.0,-44902000.0,661367000.0,13249488000.0,0.0,2199155000.0,510861000.0,45130000.0,633723000.0,3852035000.0,688909000.0,,10152059000.0,153942000.0,26387791000.0,8884160000.0,8884160000.0,8884160000.0,17503631000.0,26387791000.0,0.0,18387883000.0,-3422152000.0,2729376000.0,2866372000.0
Everest Re Group Ltd,RE,,1095073,2019.0,Q1,,2019-03-31,2019-05-10 15:27:47+00:00,7515000.0,105859000.0,-216111000.0,583974000.0,13247102000.0,0.0,2190238000.0,528491000.0,46881000.0,633668000.0,3617121000.0,482923000.0,,9866203000.0,119450000.0,25630507000.0,8426629000.0,8426629000.0,8426629000.0,17203878000.0,25630507000.0,0.0,18042832000.0,-3413701000.0,2666339000.0,2752230000.0
Everest Re Group Ltd,RE,,1095073,2020.0,Q1,,2020-03-31,2020-05-11 17:11:54+00:00,7589000.0,117791000.0,-269751000.0,817626000.0,13820504000.0,0.0,2217175000.0,603735000.0,41677000.0,632187000.0,3827552000.0,815445000.0,,10255692000.0,148000000.0,27222638000.0,8580944000.0,8580944000.0,8580944000.0,18641694000.0,27222638000.0,0.0,19077234000.0,-3622172000.0,3176292000.0,2778700000.0
