company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt
Otis Worldwide Corp,OTIS,,1781335,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 07:36:22+00:00,-19000000.0,45000000.0,20000000.0,-95000000.0,24000000.0,-312000000.0,-18000000.0,297000000.0,-312000000.0,-18000000.0,297000000.0,-13000000.0,300000000.0,300000000.0,47000000.0,-306000000.0,29000000.0,-30000000.0,-28000000.0,0.0
Otis Worldwide Corp,OTIS,,1781335,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 07:36:22+00:00,-56000000.0,43000000.0,-50000000.0,-178000000.0,6358000000.0,-256000000.0,-92000000.0,159000000.0,-256000000.0,-92000000.0,159000000.0,-239000000.0,202000000.0,202000000.0,92000000.0,-6550000000.0,3000000.0,-21000000.0,-39000000.0,-43000000.0
