company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-26 11:28:18+00:00,-473000000.0,944000000.0,114000000.0,-2000000.0,-180000000.0,2060000000.0,-1983000000.0,-1181000000.0,1972000000.0,-1983000000.0,-1181000000.0,1972000000.0,-1194000000.0,479000000.0,479000000.0,729000000.0,64000000.0,42000000.0,-523000000.0,,-864000000.0,-2984000000.0,-600000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q3,2015-07-01,2015-09-30,,-19000000.0,330000000.0,36000000.0,-1000000.0,-72000000.0,194000000.0,-514000000.0,-302000000.0,657000000.0,-514000000.0,-302000000.0,657000000.0,-160000000.0,337000000.0,337000000.0,62000000.0,8000000.0,16000000.0,-172000000.0,,-335000000.0,-244000000.0,-300000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-27 11:25:17+00:00,-454000000.0,614000000.0,78000000.0,-1000000.0,-108000000.0,1866000000.0,-1469000000.0,-879000000.0,1315000000.0,-1469000000.0,-879000000.0,1315000000.0,-1034000000.0,142000000.0,142000000.0,667000000.0,56000000.0,26000000.0,-351000000.0,,-529000000.0,-2740000000.0,-300000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q2TTM,2014-07-01,2015-06-30,,-463000000.0,1250000000.0,2065000000.0,-6000000.0,-539000000.0,3183000000.0,-2775000000.0,410000000.0,2507000000.0,-2775000000.0,410000000.0,2507000000.0,136000000.0,1021000000.0,1021000000.0,775000000.0,122000000.0,36000000.0,-798000000.0,-22000000.0,-1206000000.0,-4382000000.0,-900000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q2,2015-04-01,2015-06-30,,-9000000.0,322000000.0,59000000.0,2000000.0,165000000.0,49000000.0,-571000000.0,-251000000.0,816000000.0,-571000000.0,-251000000.0,816000000.0,-4000000.0,273000000.0,273000000.0,56000000.0,10000000.0,-5000000.0,-175000000.0,,-296000000.0,-155000000.0,-300000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 11:48:52+00:00,-445000000.0,292000000.0,19000000.0,-3000000.0,-273000000.0,1817000000.0,-898000000.0,-628000000.0,499000000.0,-898000000.0,-628000000.0,499000000.0,-1030000000.0,-131000000.0,-131000000.0,611000000.0,46000000.0,31000000.0,-176000000.0,,-233000000.0,-2585000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q1TTM,2014-04-01,2015-03-31,,-469000000.0,1267000000.0,2106000000.0,-6000000.0,-630000000.0,3721000000.0,-2791000000.0,489000000.0,2246000000.0,-2791000000.0,489000000.0,2246000000.0,-62000000.0,970000000.0,970000000.0,639000000.0,129000000.0,-1000000.0,-818000000.0,-29000000.0,-1118000000.0,-5223000000.0,-600000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,FY,2016-01-01,2016-12-31,2019-02-14 11:54:21+00:00,-608000000.0,1301000000.0,43000000.0,,195000000.0,3057000000.0,-1084000000.0,-1929000000.0,2993000000.0,-1084000000.0,-1929000000.0,3003000000.0,-10000000.0,1180000000.0,1180000000.0,317000000.0,33000000.0,-25000000.0,-726000000.0,,-1339000000.0,-2723000000.0,-725000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 12:01:06+00:00,-600000000.0,988000000.0,32000000.0,,129000000.0,2536000000.0,-711000000.0,-1550000000.0,2252000000.0,-711000000.0,-1550000000.0,2252000000.0,-9000000.0,846000000.0,846000000.0,289000000.0,27000000.0,-20000000.0,-546000000.0,,-962000000.0,-2228000000.0,-500000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q3TTM,2015-10-01,2016-09-30,,-681000000.0,1289000000.0,63000000.0,-1000000.0,-24000000.0,2843000000.0,-913000000.0,-1977000000.0,2808000000.0,-913000000.0,-1977000000.0,2808000000.0,-83000000.0,1119000000.0,1119000000.0,424000000.0,25000000.0,-28000000.0,-718000000.0,,-1331000000.0,-2563000000.0,-500000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q3,2016-07-01,2016-09-30,,-28000000.0,336000000.0,8000000.0,-1000000.0,5000000.0,442000000.0,-402000000.0,-364000000.0,758000000.0,-402000000.0,-364000000.0,758000000.0,-9000000.0,304000000.0,304000000.0,113000000.0,6000000.0,-11000000.0,-182000000.0,,-333000000.0,-668000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-26 11:44:42+00:00,-572000000.0,652000000.0,24000000.0,1000000.0,124000000.0,2094000000.0,-309000000.0,-1186000000.0,1494000000.0,-309000000.0,-1186000000.0,1494000000.0,0.0,542000000.0,542000000.0,176000000.0,21000000.0,-9000000.0,-364000000.0,,-629000000.0,-1560000000.0,-500000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q2TTM,2015-07-01,2016-06-30,,-672000000.0,1283000000.0,91000000.0,-1000000.0,-101000000.0,2595000000.0,-1025000000.0,-1915000000.0,2707000000.0,-1025000000.0,-1915000000.0,2707000000.0,-234000000.0,1152000000.0,1152000000.0,373000000.0,27000000.0,-1000000.0,-708000000.0,,-1333000000.0,-2139000000.0,-800000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q2,2016-04-01,2016-06-30,,-35000000.0,340000000.0,11000000.0,1000000.0,25000000.0,793000000.0,-489000000.0,-339000000.0,762000000.0,-489000000.0,-339000000.0,762000000.0,-65000000.0,286000000.0,286000000.0,111000000.0,22000000.0,-3000000.0,-181000000.0,,-312000000.0,-873000000.0,-250000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q1,2016-01-01,2016-03-31,2017-04-26 11:28:09+00:00,-537000000.0,312000000.0,13000000.0,0.0,99000000.0,1301000000.0,180000000.0,-847000000.0,732000000.0,180000000.0,-847000000.0,732000000.0,65000000.0,256000000.0,256000000.0,65000000.0,-1000000.0,-6000000.0,-183000000.0,,-317000000.0,-687000000.0,-250000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q1TTM,2015-04-01,2016-03-31,,-646000000.0,1265000000.0,139000000.0,,39000000.0,1851000000.0,-1107000000.0,-1827000000.0,2761000000.0,-1107000000.0,-1827000000.0,2761000000.0,-173000000.0,1139000000.0,1139000000.0,318000000.0,15000000.0,-3000000.0,-702000000.0,,-1317000000.0,-1421000000.0,-850000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 12:26:01+00:00,-198000000.0,1376000000.0,99000000.0,,-449000000.0,2006000000.0,-1361000000.0,-1620000000.0,3180000000.0,-1361000000.0,-1620000000.0,3180000000.0,199000000.0,1949000000.0,1949000000.0,304000000.0,48000000.0,-12000000.0,-750000000.0,,-1509000000.0,-1915000000.0,-750000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q4,2017-10-01,2017-12-31,,-120000000.0,342000000.0,80000000.0,,-528000000.0,1308000000.0,-30000000.0,-570000000.0,792000000.0,-30000000.0,-570000000.0,792000000.0,192000000.0,903000000.0,903000000.0,75000000.0,3000000.0,-2000000.0,-184000000.0,,-528000000.0,-1157000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-25 11:30:08+00:00,-78000000.0,1034000000.0,19000000.0,,79000000.0,698000000.0,-1331000000.0,-1050000000.0,2388000000.0,-1331000000.0,-1050000000.0,2388000000.0,7000000.0,1046000000.0,1046000000.0,229000000.0,45000000.0,-10000000.0,-566000000.0,,-981000000.0,-758000000.0,-750000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q3TTM,2016-10-01,2017-09-30,,-86000000.0,1347000000.0,30000000.0,,145000000.0,1219000000.0,-1704000000.0,-1429000000.0,3129000000.0,-1704000000.0,-1429000000.0,3139000000.0,6000000.0,1380000000.0,1380000000.0,257000000.0,51000000.0,-15000000.0,-746000000.0,,-1358000000.0,-1253000000.0,-975000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q3,2017-07-01,2017-09-30,,-29000000.0,350000000.0,6000000.0,,47000000.0,338000000.0,-472000000.0,-377000000.0,853000000.0,-472000000.0,-377000000.0,853000000.0,4000000.0,388000000.0,388000000.0,68000000.0,6000000.0,-4000000.0,-185000000.0,,-350000000.0,-131000000.0,-500000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-25 11:58:01+00:00,-49000000.0,684000000.0,13000000.0,,32000000.0,360000000.0,-859000000.0,-673000000.0,1535000000.0,-859000000.0,-673000000.0,1535000000.0,3000000.0,658000000.0,658000000.0,161000000.0,39000000.0,-6000000.0,-381000000.0,,-631000000.0,-627000000.0,-250000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q2TTM,2016-07-01,2017-06-30,,-85000000.0,1333000000.0,32000000.0,-1000000.0,103000000.0,1323000000.0,-1634000000.0,-1416000000.0,3034000000.0,-1634000000.0,-1416000000.0,3044000000.0,-7000000.0,1296000000.0,1296000000.0,302000000.0,51000000.0,-22000000.0,-743000000.0,,-1341000000.0,-1790000000.0,-475000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q2,2017-04-01,2017-06-30,,-41000000.0,356000000.0,6000000.0,,30000000.0,55000000.0,-474000000.0,-336000000.0,813000000.0,-474000000.0,-336000000.0,813000000.0,3000000.0,361000000.0,361000000.0,66000000.0,-6000000.0,-2000000.0,-187000000.0,,-299000000.0,-86000000.0,-250000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q1,2017-01-01,2017-03-31,2018-04-23 10:06:15+00:00,-8000000.0,328000000.0,7000000.0,,2000000.0,305000000.0,-385000000.0,-337000000.0,722000000.0,-385000000.0,-337000000.0,722000000.0,,297000000.0,297000000.0,95000000.0,45000000.0,-4000000.0,-194000000.0,,-332000000.0,-541000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q1TTM,2016-04-01,2017-03-31,,-79000000.0,1317000000.0,37000000.0,,98000000.0,2061000000.0,-1649000000.0,-1419000000.0,2983000000.0,-1649000000.0,-1419000000.0,2993000000.0,-75000000.0,1221000000.0,1221000000.0,347000000.0,79000000.0,-23000000.0,-737000000.0,,-1354000000.0,-2577000000.0,-475000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 12:26:01+00:00,-460000000.0,1477000000.0,208000000.0,,-4000000.0,812000000.0,-1508000000.0,-2169000000.0,3570000000.0,-1508000000.0,-2169000000.0,3570000000.0,-107000000.0,1923000000.0,1923000000.0,174000000.0,23000000.0,-223000000.0,-802000000.0,,-1694000000.0,-537000000.0,-1004000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q4,2018-10-01,2018-12-31,,-118000000.0,370000000.0,102000000.0,,,115000000.0,-493000000.0,-663000000.0,912000000.0,-493000000.0,-663000000.0,912000000.0,-244000000.0,531000000.0,531000000.0,11000000.0,6000000.0,-193000000.0,-197000000.0,,-454000000.0,-163000000.0,-254000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-23 12:44:26+00:00,-342000000.0,1107000000.0,106000000.0,,-4000000.0,697000000.0,-1015000000.0,-1506000000.0,2658000000.0,-1015000000.0,-1506000000.0,2658000000.0,137000000.0,1392000000.0,1392000000.0,163000000.0,17000000.0,-30000000.0,-605000000.0,,-1240000000.0,-374000000.0,-750000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q3TTM,2017-10-01,2018-09-30,,-462000000.0,1449000000.0,186000000.0,,-532000000.0,2005000000.0,-1045000000.0,-2076000000.0,3450000000.0,-1045000000.0,-2076000000.0,3450000000.0,329000000.0,2295000000.0,2295000000.0,238000000.0,20000000.0,-32000000.0,-789000000.0,,-1768000000.0,-1531000000.0,-750000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q3,2018-07-01,2018-09-30,,-79000000.0,376000000.0,10000000.0,,-85000000.0,171000000.0,-368000000.0,-496000000.0,874000000.0,-368000000.0,-496000000.0,874000000.0,10000000.0,498000000.0,498000000.0,85000000.0,12000000.0,-23000000.0,-199000000.0,,-404000000.0,-152000000.0,-200000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-25 12:31:51+00:00,-263000000.0,731000000.0,96000000.0,,81000000.0,526000000.0,-647000000.0,-1010000000.0,1784000000.0,-647000000.0,-1010000000.0,1784000000.0,127000000.0,894000000.0,894000000.0,78000000.0,5000000.0,-7000000.0,-406000000.0,,-836000000.0,-222000000.0,-550000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q2TTM,2017-07-01,2018-06-30,,-412000000.0,1423000000.0,182000000.0,,-400000000.0,2172000000.0,-1149000000.0,-1957000000.0,3429000000.0,-1149000000.0,-1957000000.0,3429000000.0,323000000.0,2185000000.0,2185000000.0,221000000.0,14000000.0,-13000000.0,-775000000.0,,-1714000000.0,-1510000000.0,-1050000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q2,2018-04-01,2018-06-30,,-17000000.0,384000000.0,82000000.0,,71000000.0,-6000000.0,-609000000.0,-373000000.0,975000000.0,-609000000.0,-373000000.0,975000000.0,-7000000.0,499000000.0,499000000.0,21000000.0,10000000.0,-2000000.0,-200000000.0,,-436000000.0,-113000000.0,-300000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q1,2018-01-01,2018-03-31,2019-04-25 13:11:22+00:00,-246000000.0,347000000.0,14000000.0,,10000000.0,532000000.0,-38000000.0,-637000000.0,809000000.0,-38000000.0,-637000000.0,809000000.0,134000000.0,395000000.0,395000000.0,57000000.0,-5000000.0,-5000000.0,-206000000.0,,-400000000.0,-109000000.0,-250000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q1TTM,2017-04-01,2018-03-31,,-436000000.0,1395000000.0,106000000.0,,-441000000.0,2233000000.0,-1014000000.0,-1920000000.0,3267000000.0,-1014000000.0,-1920000000.0,3267000000.0,333000000.0,2047000000.0,2047000000.0,266000000.0,-2000000.0,-13000000.0,-762000000.0,,-1577000000.0,-1483000000.0,-1000000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q4,2019-10-01,2019-12-31,,-8000000.0,395000000.0,20000000.0,,76000000.0,125000000.0,-116000000.0,-280000000.0,1022000000.0,-116000000.0,-280000000.0,1022000000.0,626000000.0,447000000.0,447000000.0,104000000.0,6000000.0,-6000000.0,-218000000.0,,-286000000.0,-29000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,FY,2019-01-01,2019-12-31,2020-02-13 12:26:01+00:00,-521000000.0,1574000000.0,49000000.0,,180000000.0,4683000000.0,1964000000.0,-2376000000.0,3874000000.0,1964000000.0,-2376000000.0,3874000000.0,3462000000.0,1671000000.0,1671000000.0,449000000.0,34000000.0,-86000000.0,-876000000.0,,-1818000000.0,-1629000000.0,-248000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q3TTM,2018-10-01,2019-09-30,,-631000000.0,1549000000.0,131000000.0,,104000000.0,4673000000.0,1587000000.0,-2759000000.0,3764000000.0,1587000000.0,-2759000000.0,3764000000.0,2592000000.0,1755000000.0,1755000000.0,356000000.0,34000000.0,-273000000.0,-855000000.0,,-1986000000.0,-1763000000.0,-502000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q3,2019-07-01,2019-09-30,,-73000000.0,404000000.0,9000000.0,,-1000000.0,587000000.0,258000000.0,-531000000.0,952000000.0,258000000.0,-531000000.0,952000000.0,679000000.0,495000000.0,495000000.0,54000000.0,13000000.0,16000000.0,-218000000.0,,-483000000.0,-124000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-23 12:44:26+00:00,-513000000.0,1179000000.0,29000000.0,,104000000.0,4558000000.0,2080000000.0,-2096000000.0,2852000000.0,2080000000.0,-2096000000.0,2852000000.0,2836000000.0,1224000000.0,1224000000.0,345000000.0,28000000.0,-80000000.0,-658000000.0,,-1532000000.0,-1600000000.0,-248000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q2TTM,2018-07-01,2019-06-30,,-637000000.0,1521000000.0,132000000.0,,20000000.0,4257000000.0,961000000.0,-2724000000.0,3686000000.0,961000000.0,-2724000000.0,3686000000.0,1923000000.0,1758000000.0,1758000000.0,387000000.0,33000000.0,-312000000.0,-836000000.0,,-1907000000.0,-1791000000.0,-702000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q2,2019-04-01,2019-06-30,,-46000000.0,409000000.0,8000000.0,,50000000.0,3577000000.0,1780000000.0,-765000000.0,1010000000.0,1780000000.0,-765000000.0,1010000000.0,2025000000.0,382000000.0,382000000.0,169000000.0,20000000.0,-149000000.0,-217000000.0,,-578000000.0,-1420000000.0,-180000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-25 12:31:51+00:00,-440000000.0,775000000.0,20000000.0,,105000000.0,3971000000.0,1822000000.0,-1565000000.0,1900000000.0,1822000000.0,-1565000000.0,1900000000.0,2157000000.0,729000000.0,729000000.0,291000000.0,15000000.0,-96000000.0,-440000000.0,,-1049000000.0,-1476000000.0,-248000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 13:17:24+00:00,-394000000.0,366000000.0,12000000.0,,55000000.0,394000000.0,42000000.0,-800000000.0,890000000.0,42000000.0,-800000000.0,890000000.0,132000000.0,347000000.0,347000000.0,122000000.0,-5000000.0,53000000.0,-223000000.0,,-471000000.0,-56000000.0,-68000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q1TTM,2018-04-01,2019-03-31,,-608000000.0,1496000000.0,206000000.0,,41000000.0,674000000.0,-1428000000.0,-2332000000.0,3651000000.0,-1428000000.0,-2332000000.0,3651000000.0,-109000000.0,1875000000.0,1875000000.0,239000000.0,23000000.0,-165000000.0,-819000000.0,,-1765000000.0,-484000000.0,-822000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2020.0,Q1TTM,2019-04-01,2020-03-31,,-128000000.0,1610000000.0,49000000.0,,53000000.0,4289000000.0,1254000000.0,-2079000000.0,3749000000.0,1254000000.0,-2079000000.0,3749000000.0,2924000000.0,1685000000.0,1685000000.0,401000000.0,37000000.0,-194000000.0,-889000000.0,,-1806000000.0,-1601000000.0,-582000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 13:17:24+00:00,-1000000.0,402000000.0,12000000.0,,-72000000.0,,-668000000.0,-503000000.0,765000000.0,-668000000.0,-503000000.0,765000000.0,-406000000.0,361000000.0,361000000.0,74000000.0,-2000000.0,-55000000.0,-236000000.0,,-459000000.0,-28000000.0,-402000000.0,
