company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2008.0,FY,,2008-12-31,2010-02-16 13:22:01+00:00,716000000.0,1610000000.0,1034000000.0,88000000.0,1360000000.0,480000000.0,,4564000000.0,451000000.0,39000000.0,5462000000.0,158000000.0,7491000000.0,,110000000.0,11402000000.0,283000000.0,1484000000.0,96000000.0,,,870000000.0,671000000.0,5631000000.0,835000000.0,,20227000000.0,5902000000.0,2335000000.0,3036000000.0,5902000000.0,6185000000.0,14042000000.0,20227000000.0,6490000000.0,11006000000.0,-4381000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2009.0,FY,,2009-12-31,2011-02-17 17:21:55+00:00,567000000.0,1527000000.0,1128000000.0,208000000.0,1357000000.0,1140000000.0,,4549000000.0,457000000.0,116000000.0,5632000000.0,238000000.0,8124000000.0,,110000000.0,11541000000.0,306000000.0,1509000000.0,117000000.0,,,733000000.0,672000000.0,6053000000.0,749000000.0,,21154000000.0,6285000000.0,3010000000.0,2901000000.0,6285000000.0,6591000000.0,14563000000.0,21154000000.0,6603000000.0,11662000000.0,-4525000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2009.0,Q3,,2009-09-30,2009-10-29 12:21:59+00:00,554000000.0,1613000000.0,1062000000.0,178000000.0,1361000000.0,612000000.0,,4540000000.0,447000000.0,56000000.0,5575000000.0,206000000.0,7504000000.0,,106000000.0,11356000000.0,305000000.0,1518000000.0,123000000.0,,,745000000.0,683000000.0,5880000000.0,742000000.0,,20392000000.0,6216000000.0,2510000000.0,2805000000.0,6216000000.0,6521000000.0,13871000000.0,20392000000.0,6526000000.0,11066000000.0,-4382000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,FY,,2010-12-31,2012-02-16 16:20:58+00:00,692000000.0,1656000000.0,1100000000.0,230000000.0,1402000000.0,539000000.0,,4534000000.0,460000000.0,40000000.0,5726000000.0,295000000.0,8674000000.0,471000000.0,130000000.0,11868000000.0,331000000.0,1662000000.0,117000000.0,,,634000000.0,662000000.0,6400000000.0,233000000.0,,21476000000.0,6260000000.0,2482000000.0,2485000000.0,6260000000.0,6591000000.0,14885000000.0,21476000000.0,7126000000.0,12400000000.0,-4904000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q3,,2010-09-30,2010-10-28 13:56:28+00:00,561000000.0,1691000000.0,1143000000.0,184000000.0,1470000000.0,550000000.0,,4530000000.0,446000000.0,62000000.0,5703000000.0,299000000.0,8798000000.0,,124000000.0,11636000000.0,331000000.0,1602000000.0,142000000.0,,,1132000000.0,719000000.0,6270000000.0,161000000.0,,21339000000.0,6108000000.0,2569000000.0,2311000000.0,6108000000.0,6439000000.0,14900000000.0,21339000000.0,7134000000.0,12589000000.0,-4876000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q2,,2010-06-30,2010-08-02 12:05:53+00:00,543000000.0,1641000000.0,1098000000.0,164000000.0,1427000000.0,1169000000.0,,4528000000.0,459000000.0,113000000.0,5667000000.0,256000000.0,8827000000.0,,110000000.0,11575000000.0,309000000.0,1518000000.0,123000000.0,,,1105000000.0,721000000.0,6176000000.0,758000000.0,,21759000000.0,6099000000.0,3156000000.0,2858000000.0,6099000000.0,6408000000.0,15351000000.0,21759000000.0,7028000000.0,12493000000.0,-4769000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q1,,2010-03-31,2010-04-29 11:36:25+00:00,500000000.0,1493000000.0,1088000000.0,234000000.0,1375000000.0,871000000.0,,4520000000.0,450000000.0,105000000.0,5675000000.0,245000000.0,8191000000.0,,107000000.0,11515000000.0,308000000.0,1514000000.0,143000000.0,,,841000000.0,704000000.0,6082000000.0,632000000.0,,20995000000.0,6233000000.0,2719000000.0,2670000000.0,6233000000.0,6541000000.0,14454000000.0,20995000000.0,6761000000.0,11784000000.0,-4603000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,FY,,2011-12-31,2013-02-14 12:42:53+00:00,838000000.0,1775000000.0,1129000000.0,172000000.0,1404000000.0,258000000.0,0.0,4567000000.0,470000000.0,78000000.0,6215000000.0,457000000.0,9125000000.0,637000000.0,153000000.0,12242000000.0,320000000.0,1884000000.0,115000000.0,,,639000000.0,698000000.0,6721000000.0,631000000.0,,22569000000.0,6070000000.0,2379000000.0,3068000000.0,6070000000.0,6390000000.0,16179000000.0,22569000000.0,7948000000.0,13111000000.0,-5390000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q3,,2011-09-30,2011-10-27 14:08:49+00:00,676000000.0,1799000000.0,1153000000.0,144000000.0,1447000000.0,282000000.0,,4559000000.0,473000000.0,43000000.0,6104000000.0,397000000.0,9388000000.0,,142000000.0,11911000000.0,337000000.0,1695000000.0,153000000.0,,,1221000000.0,710000000.0,6613000000.0,225000000.0,,22052000000.0,5948000000.0,2419000000.0,2527000000.0,5948000000.0,6285000000.0,15767000000.0,22052000000.0,7722000000.0,13240000000.0,-5368000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q2,,2011-06-30,2011-07-28 15:45:44+00:00,576000000.0,1713000000.0,1056000000.0,259000000.0,1436000000.0,371000000.0,,4551000000.0,465000000.0,39000000.0,5793000000.0,310000000.0,8839000000.0,,137000000.0,11919000000.0,332000000.0,1704000000.0,114000000.0,,,1187000000.0,686000000.0,6499000000.0,198000000.0,,21583000000.0,6291000000.0,2374000000.0,2295000000.0,6291000000.0,6623000000.0,14960000000.0,21583000000.0,7290000000.0,12665000000.0,-5018000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q1,,2011-03-31,2011-04-28 11:49:59+00:00,546000000.0,1561000000.0,1074000000.0,257000000.0,1425000000.0,676000000.0,,4542000000.0,458000000.0,44000000.0,5771000000.0,318000000.0,8882000000.0,,130000000.0,11855000000.0,334000000.0,1670000000.0,137000000.0,,,1156000000.0,676000000.0,6424000000.0,285000000.0,,21648000000.0,6298000000.0,2548000000.0,2363000000.0,6298000000.0,6632000000.0,15016000000.0,21648000000.0,7245000000.0,12653000000.0,-4925000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,FY,,2012-12-31,2014-02-18 11:38:53+00:00,842000000.0,1839000000.0,986000000.0,193000000.0,1459000000.0,194000000.0,0.0,4555000000.0,465000000.0,76000000.0,6291000000.0,397000000.0,9173000000.0,667000000.0,174000000.0,12651000000.0,321000000.0,1947000000.0,140000000.0,,,668000000.0,807000000.0,6879000000.0,743000000.0,,23097000000.0,6354000000.0,2423000000.0,3036000000.0,6354000000.0,6675000000.0,16422000000.0,23097000000.0,8023000000.0,13386000000.0,-5273000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q3,,2012-09-30,2012-10-31 11:27:28+00:00,787000000.0,1868000000.0,1115000000.0,200000000.0,1453000000.0,398000000.0,0.0,4552000000.0,459000000.0,79000000.0,6259000000.0,405000000.0,9166000000.0,652000000.0,155000000.0,12518000000.0,324000000.0,1896000000.0,159000000.0,,,580000000.0,759000000.0,6820000000.0,826000000.0,,23073000000.0,6288000000.0,2659000000.0,3187000000.0,6288000000.0,6612000000.0,16461000000.0,23073000000.0,7896000000.0,13274000000.0,-5284000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q2,,2012-06-30,2012-07-26 15:09:04+00:00,720000000.0,1831000000.0,1145000000.0,163000000.0,1437000000.0,237000000.0,0.0,4546000000.0,469000000.0,73000000.0,6237000000.0,416000000.0,8973000000.0,656000000.0,147000000.0,12360000000.0,319000000.0,1879000000.0,166000000.0,,,568000000.0,728000000.0,6771000000.0,853000000.0,,22691000000.0,6168000000.0,2454000000.0,3187000000.0,6168000000.0,6487000000.0,16204000000.0,22691000000.0,7877000000.0,13017000000.0,-5312000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q1,,2012-03-31,2012-04-26 12:38:12+00:00,662000000.0,1720000000.0,1060000000.0,206000000.0,1426000000.0,189000000.0,,4546000000.0,465000000.0,70000000.0,6234000000.0,450000000.0,8989000000.0,646000000.0,153000000.0,12299000000.0,322000000.0,1889000000.0,153000000.0,,,621000000.0,703000000.0,6727000000.0,860000000.0,,22535000000.0,6159000000.0,2285000000.0,3047000000.0,6159000000.0,6481000000.0,16054000000.0,22535000000.0,7951000000.0,13007000000.0,-5320000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,FY,,2013-12-31,2015-02-17 12:21:00+00:00,744000000.0,1810000000.0,1069000000.0,154000000.0,1518000000.0,58000000.0,0.0,4602000000.0,475000000.0,113000000.0,6070000000.0,529000000.0,9500000000.0,414000000.0,178000000.0,12344000000.0,295000000.0,1842000000.0,163000000.0,,,747000000.0,727000000.0,6289000000.0,726000000.0,177000000.0,22603000000.0,5707000000.0,2499000000.0,3014000000.0,5707000000.0,6002000000.0,16601000000.0,22603000000.0,7760000000.0,13587000000.0,-5338000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q3,,2013-09-30,2013-10-29 12:48:31+00:00,763000000.0,1860000000.0,1059000000.0,169000000.0,1507000000.0,157000000.0,0.0,4588000000.0,472000000.0,84000000.0,6593000000.0,569000000.0,9491000000.0,656000000.0,178000000.0,12621000000.0,307000000.0,1994000000.0,138000000.0,,,757000000.0,744000000.0,7066000000.0,568000000.0,,23613000000.0,6708000000.0,2417000000.0,2862000000.0,6708000000.0,7015000000.0,16598000000.0,23613000000.0,8575000000.0,13736000000.0,-5115000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q2,,2013-06-30,2013-07-30 11:41:04+00:00,696000000.0,1853000000.0,1069000000.0,134000000.0,1487000000.0,154000000.0,0.0,4575000000.0,481000000.0,83000000.0,6391000000.0,411000000.0,8994000000.0,653000000.0,171000000.0,12469000000.0,309000000.0,1923000000.0,143000000.0,,,684000000.0,768000000.0,6948000000.0,776000000.0,,23012000000.0,6509000000.0,2404000000.0,3022000000.0,6509000000.0,6818000000.0,16194000000.0,23012000000.0,8139000000.0,13172000000.0,-5148000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q1,,2013-03-31,2013-04-24 12:13:09+00:00,674000000.0,1779000000.0,1084000000.0,160000000.0,1486000000.0,307000000.0,0.0,4559000000.0,466000000.0,84000000.0,6399000000.0,424000000.0,9045000000.0,658000000.0,177000000.0,12512000000.0,321000000.0,1928000000.0,150000000.0,,,665000000.0,792000000.0,6875000000.0,964000000.0,,23155000000.0,6395000000.0,2497000000.0,3188000000.0,6395000000.0,6716000000.0,16439000000.0,23155000000.0,8146000000.0,13251000000.0,-5199000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,FY,,2014-12-31,2016-02-18 11:45:02+00:00,740000000.0,1937000000.0,1180000000.0,23000000.0,1531000000.0,1307000000.0,0.0,4591000000.0,475000000.0,,5740000000.0,440000000.0,8345000000.0,408000000.0,106000000.0,10657000000.0,23000000.0,1338000000.0,176000000.0,,,526000000.0,709000000.0,6888000000.0,1090000000.0,,21297000000.0,5866000000.0,3526000000.0,3485000000.0,5866000000.0,5889000000.0,15408000000.0,21297000000.0,7114000000.0,11923000000.0,-5636000000.0
